SKU code;Supplier code;Percentage;Supplier lead time;QC lead time;MOQ;Lot size;Supplier description;No;Material start date;Material end date
KB-NEONR0-OMG;2306205;1;1;2;5000;100;Satyamitra Kemas Lestari, PT;6641;202202;
KB-WEPSIR0-KMM125;2200023;1;4;2;2000;100;Cartonindus Sumber Jaya, PT;6642;202202;
KB-WIOTAR0-KMM125;2200023;1;4;2;2000;100;Cartonindus Sumber Jaya, PT;6643;202202;
KB-WLMCR0-KMM125CF;2200023;1;4;2;2000;100;Cartonindus Sumber Jaya, PT;6644;202202;
KB-WOMEGAR0-W;2200023;1;4;2;3000;100;Cartonindus Sumber Jaya, PT;6645;202202;
STIC-BEESCR1-W;2303747;1;4;2;15000;100;Satyamitra Labeljaya P., PT;6646;202202;
STIC-BEESPR1-W;2303747;1;4;2;15000;100;Satyamitra Labeljaya P., PT;6647;202202;
STIC-SEPJGR0-L;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6648;202202;
STIC-VPCTWCR01R1-MO;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6649;202202;
STIC-VPCTWCR02R1-MO;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6650;202202;
STIC-VPCTWCR03R1-MO;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6651;202202;
STIC-VPCTWCR04R1-MO;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6652;202202;
STIC-VPCTWCR05R1-MO;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6653;202202;
STIC-VPCTWCR06R1-MO;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6654;202202;
STIC-VPCTWCR07R1-MO;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6655;202202;
STIC-VPCTWCR08R1-MO;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6656;202202;
TISU-SMJELR0-W;2200133;1;8;2;25000;3500;Shanghai Meanlove Bio-Tech Co.,Ltd;6657;202202;
BASE-MMB01-MO;2303771;1;16;2;3000;100;Zhongshan Fulin Cosmetics Co.,;6658;202203;
BASE-MMB02-MO;2303771;1;16;2;3000;100;Zhongshan Fulin Cosmetics Co.,;6659;202203;
BASE-MMB03-MO;2303771;1;16;2;3000;100;Zhongshan Fulin Cosmetics Co.,;6660;202203;
BASE-MMB04-MO;2303771;1;16;2;3000;100;Zhongshan Fulin Cosmetics Co.,;6661;202203;
BASE-MMB05-MO;2303771;1;16;2;3000;100;Zhongshan Fulin Cosmetics Co.,;6662;202203;
BOTO-CAUSSSR0-TV;2302336;1;4;2;15000;784;NEW RED&WHITE MANUFACTORY, PT;6663;202203;
BOTO-CDFMR0-WPET;2200103;1;10;2;10000;100;Zhejiang JM Industry Co., Ltd;6664;202203;
BOTO-MUFMOR0-WPET;2200103;1;4;2;100;100;Zhejiang JM Industry Co., Ltd;6665;202203;
BOTO-PSSUAR0-IP;2307799;1;2;2;670;100;HCP Packaging Hong Kong, Ltd;6666;202203;
CAPA-PSSUAR0-IP;2307799;1;2;2;670;100;HCP Packaging Hong Kong, Ltd;6667;202203;
CAP-MMB-MO;2303771;1;16;2;3000;100;Zhongshan Fulin Cosmetics Co.,;6668;202203;
CAP-PGRY30-WTMP;2200093;1;4;2;30000;100;Tigermandiri Pratama, PT;6669;202203;
DUS-AISM30R0-EACLD;2200152;1;4;2;3000;100;Kalingga Jaya Prima, PT;6670;202203;
DUS-BBBBC-EILD;2200152;1;4;2;5000;100;Kalingga Jaya Prima, PT;6671;202203;
DUS-BPLMR0-ELM;2200152;1;4;2;2000;100;Kalingga Jaya Prima, PT;6672;202203;
DUS-EBPMOR2-MO;2200037;1;4;2;10000;100;Indah Kencana, CV;6673;202203;
HLCS-DL2-MOFG;2303771;1;19;2;4000;100;Zhongshan Fulin Cosmetics Co.,;6674;202203;
HLCS-DLSH-MOFG;2303771;1;16;2;4000;100;Zhongshan Fulin Cosmetics Co.,;6675;202203;
HLCS-DME-MOFG;2303771;1;19;2;4000;100;Zhongshan Fulin Cosmetics Co.,;6676;202203;
HLCS-LTM-MOFG;2303771;1;19;2;4000;100;Zhongshan Fulin Cosmetics Co.,;6677;202203;
HLCS-MTD-MOFG;2303771;1;19;2;4000;100;Zhongshan Fulin Cosmetics Co.,;6678;202203;
ISPO-SACR0-IP;2306597;1;9;2;10000;6700;SUZHOU JESPON COSMETIC ACCESSORY CO.,LTD;6679;202203;
KB-XENONR0-OMG;2200007;1;3;2;1000;100;Alpo Sejahtera, PT;6680;202203;
PAP-UVSESGR5-W;2200013;0.7;4;2;100000;100;Asti Indograph, PT;6681;202203;
PLU-RYDC30-WTMP;2200093;1;4;2;30000;160;Tigermandiri Pratama, PT;6682;202203;
PLU-RYNC30-WTMP;2200093;1;4;2;30000;160;Tigermandiri Pratama, PT;6683;202203;
POT-RYDC30-WTMP;2200093;1;4;2;10000;160;Tigermandiri Pratama, PT;6684;202203;
PUFF-SACR0-IP;2306597;1;9;2;10000;5870;SUZHOU JESPON COSMETIC ACCESSORY CO.,LTD;6685;202203;
STIC-BCTCMPR0-E;2200015;1;3;2;15000;100;Best Label, PT;6686;202203;
STIC-BCTGMGTR0-E;2200015;1;3;2;15000;100;Best Label, PT;6687;202203;
STIC-BCTGMHR0-E;2200015;1;3;2;15000;100;Best Label, PT;6688;202203;
STIC-BCTSMCR0-E;2200015;1;3;2;15000;100;Best Label, PT;6689;202203;
STIC-BCTSMRR0-E;2200015;1;3;2;15000;100;Best Label, PT;6690;202203;
STIC-BDROR0-K;2200015;1;3;2;10000;100;Best Label, PT;6691;202203;
STIC-BMWBS100R0-EVG;2200015;1;3;2;10000;100;Best Label, PT;6692;202203;
STIC-BNDAH250R0-W;2200015;1;3;2;50000;100;Best Label, PT;6693;202203;
STIC-BNDAHHW250R0-W;2200015;1;3;2;50000;100;Best Label, PT;6694;202203;
STIC-CCTCMPR0-E;2200015;1;3;2;15000;100;Best Label, PT;6695;202203;
STIC-CCTGMGTR0-E;2200015;1;3;2;15000;100;Best Label, PT;6696;202203;
STIC-CCTGMHR0-E;2200015;1;1;2;15000;100;Best Label, PT;6697;202203;
STIC-CCTSMCR0-E;2200015;1;3;2;10000;100;Best Label, PT;6698;202203;
STIC-CCTSMRR0-E;2200015;1;3;2;15000;100;Best Label, PT;6699;202203;
STIC-CNDAACMR0-W;2200015;1;3;2;10000;100;Best Label, PT;6700;202203;
STIC-ECNFSSB12-E;2200015;1;3;2;15000;100;Best Label, PT;6701;202203;
STIC-FDROR0-K;2200015;1;3;2;10000;100;Best Label, PT;6702;202203;
STIC-FMWBS100R0-EVG;2200015;1;3;2;10000;100;Best Label, PT;6703;202203;
STIC-FNDAH250R0-W;2200015;1;3;2;50000;100;Best Label, PT;6704;202203;
STIC-FNDAHHW250R0-W;2200015;1;3;2;50000;100;Best Label, PT;6705;202203;
TUBE-NFSSB12-E;2200125;1;4;2;30000;360;Arisu Indonesia, PT;6706;202203;
TUBE-RYDC15R0-WPBL;2200016;1;4;2;50000;374;Betts Indonesia, PT;6707;202203;
TUBE-RYNC15R0-WPBL;2200016;1;4;2;50000;374;Betts Indonesia, PT;6708;202203;
WIPE-PSSUAR0-IP;2307799;1;12;2;670;100;HCP Packaging Hong Kong, Ltd;6709;202203;
CAP-USSSR0-TV;2200157;1;4;2;15000;1800;Sanitya Utama, PT;6710;202204;
DUS-BSAPMCR0-E;2200070;1;4;2;50000;100;Printindo Utama, PT;6711;202204;
DUS-BSTUCR0-EIVG;2200070;1;4;2;50000;100;Printindo Utama, PT;6712;202204;
DUS-CDWM30R0-W;2200070;1;4;2;50000;100;Printindo Utama, PT;6713;202204;
DUS-CPGCR0-W;2200152;1;4;2;50000;100;Kalingga Jaya Prima, PT;6714;202204;
DUS-EFSLSR0-WACLG;2200070;1;4;2;50000;100;Printindo Utama, PT;6715;202204;
DUS-EMLNGR0-WACLG;2200070;1;4;2;50000;100;Printindo Utama, PT;6716;202204;
DUS-EMLNHR0-WACLG;2200070;1;4;2;50000;100;Printindo Utama, PT;6717;202204;
DUS-GS01ABR0-E;2200066;1;4;2;30000;100;Pelita Abadi Jaya, CV;6718;202204;
DUS-GS02ASR0-E;2200070;1;4;2;30000;100;Printindo Utama, PT;6719;202204;
DUS-GS04PSR0-E;2200070;1;4;2;30000;100;Printindo Utama, PT;6720;202204;
DUS-LBBCP01R0-WIM;2200070;1;4;2;100000;100;Printindo Utama, PT;6721;202204;
DUS-LBBCP03R0-WIM;2200070;1;4;2;100000;100;Printindo Utama, PT;6722;202204;
DUS-PBPC20R0-WLG;2200070;1;4;2;100000;100;Printindo Utama, PT;6723;202204;
DUS-WSDC30CR1-WCUV;2200070;1;4;2;40000;100;Printindo Utama, PT;6724;202204;
DUS-WSDC30C-WCLG;2200070;1;4;2;40000;100;Printindo Utama, PT;6725;202204;
DUS-WSNC30CR2-WACUV;2200070;1;4;2;40000;100;Printindo Utama, PT;6726;202204;
DUS-WSNC30CR3-WACUV;2200070;1;4;2;40000;100;Printindo Utama, PT;6727;202204;
MASK-PM45-K;2302863;1;4;2;4680;100;Senaesis Indonesia, PT;6728;202204;
POT-RYNC30-WTMP;2200093;1;4;2;10000;160;Tigermandiri Pratama, PT;6729;202204;
POUC-BSP22-L;2302863;1;4;2;320;100;Senaesis Indonesia, PT;6730;202204;
POUC-SHP22-L;2302863;1;4;2;320;100;Senaesis Indonesia, PT;6731;202204;
STIC-ERRD22R2-E;2200015;1;3;2;5000;100;Best Label, PT;6732;202204;
STIC-MOBSPR22B10-MO;2200161;1;3;2;500;100;EXPRESS GRAFIKA, PT;6733;202204;
STIC-SEPJGR1-L;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;6734;202204;
TOBG-P1HF-K;2302863;1;4;2;540;100;Senaesis Indonesia, PT;6735;202204;
TOBG-P2RO-K;2302863;1;4;2;540;100;Senaesis Indonesia, PT;6736;202204;
TOBG-P3IW-K;2302863;1;4;2;540;100;Senaesis Indonesia, PT;6737;202204;
TUBE-CDEWF50R1-W;2308971;1;4;2;50000;234;Kimpai Dyna Tube, PT;6738;202204;
TUBE-LBCM50-WPBL;2308971;1;4;2;50000;100;Kimpai Dyna Tube, PT;6739;202204;
TUBE-LGE50-WPBL;2308971;1;4;2;50000;100;Kimpai Dyna Tube, PT;6740;202204;
TUBE-LMGW50-WPBL;2308971;1;4;2;50000;100;Kimpai Dyna Tube, PT;6741;202204;
TUBE-LWFF50-WPBL;2308971;1;4;2;50000;100;Kimpai Dyna Tube, PT;6742;202204;
TUBE-RYFW100R0-WPBL;2200016;1;4;2;100000;154;Betts Indonesia, PT;6743;202204;
TUBE-TAOCDFW100R0-K;2200076;1;4;2;25000;78;Rapid Plast Indonesia, PT;6744;202204;
BOTO-EMLCR0-W;2200044;1;6;2;300000;800;Kemas Indah Maju, PT;6745;202205;
BOTO-PSFPBTUMW100-W;2200042;1;4;2;300;300;Jayatama Selaras, PT;6746;202205;
CONT-TIPPSEXPPLR0-W;2200148;1;4;2;100;100;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;6747;202205;
DUS-JKLTS02R0-OMG;2200126;1;4;2;30000;100;DNP Indonesia, PT;6748;202205;
DUS-JKLTS03R0-OMG;2200126;1;4;2;30000;100;DNP Indonesia, PT;6749;202205;
DUS-JKLTS04R0-OMG;2200126;1;4;2;30000;100;DNP Indonesia, PT;6750;202205;
DUS-MPASET100R0-E;2200126;1;4;2;20000;100;DNP Indonesia, PT;6751;202205;
LEAF-FP22-L;2200097;1;4;2;550;100;Warna Kreasi Selaras, PT;6752;202205;
PLAS-VCEXLWMR0-W;2200084;1;3;2;75000;100;Sinar Goldsindo, PT;6753;202205;
PLAS-VCPPLR0-W;2200084;1;3;2;75000;1000;Sinar Goldsindo, PT;6754;202205;
STIC-BOTEMLC13R-1WPS;2200055;1;3;2;5000;100;Mitra Abadi Printing;6755;202205;
STIC-RP22-K;2200097;1;4;2;6300;100;Warna Kreasi Selaras, PT;6756;202205;
STIC-VCPGC32NR0-W;2200055;1;2;2;10000;100;Mitra Abadi Printing;6757;202205;
STIC-WADS170-W;2306552;1;4;2;50000;100;Multi Color Jakarta Indonesia, PT;6758;202205;
STIC-WHTS170-W;2306552;1;4;2;50000;100;Multi Color Jakarta Indonesia, PT;6759;202205;
TUBE-PSFRYFW100R0-WPBL;2200016;1;4;2;200;100;Betts Indonesia, PT;6760;202205;
BOTO-NFSSNP5-E;2200014;1;3;2;1900;1900;Berlina Tbk, PT;6761;202206;
BOTO-PSFCLVMR0-E;2200120;1;3;2;400;400;SHAMROCK (HK) LIMITED;6762;202206;
BOTO-RYTE50R0-W;2200001;1;14;2;10000;584;A.Best Inter Products Co.,Ltd;6763;202206;
BRUS-PBR0-MO;2302221;1;7;2;3000;100;Mixcos International Ent. Ltd;6764;202206;
CAPA-PSFSUAR0-IP;2307799;1;4;2;200;200;HCP Packaging Hong Kong, Ltd;6765;202206;
CAP-NFSSNP5-E;2200014;1;3;2;1900;1900;Berlina Tbk, PT;6766;202206;
CAP-RYTE50R0-WALU;2200001;1;14;2;10000;720;A.Best Inter Products Co.,Ltd;6767;202206;
DUS-AACS15R1-W;2200013;1;4;2;25000;100;Asti Indograph, PT;6768;202206;
DUS-JKLTS01R0-OMG;2200126;1;4;2;30000;100;DNP Indonesia, PT;6769;202206;
PLU-RYTE50R0-WLDHD;2200001;1;14;2;10000;10000;A.Best Inter Products Co.,Ltd;6770;202206;
POUC-HBP1HF-K;2302863;1;4;2;540;100;Senaesis Indonesia, PT;6771;202206;
POUC-HBP2RO-K;2302863;1;4;2;540;100;Senaesis Indonesia, PT;6772;202206;
POUC-HBP3IW-K;2302863;1;4;2;540;100;Senaesis Indonesia, PT;6773;202206;
POUC-HBP4TB-K;2302863;1;4;2;2340;100;Senaesis Indonesia, PT;6774;202206;
POUC-HBP5M-K;2302863;1;4;2;2340;100;Senaesis Indonesia, PT;6775;202206;
PS-BSLPR0-EBS;2303751;1;3;2;30000;100;Theia Digilab Indonesia, PT;6776;202206;
STIC-BHGFHLMR0-IP;2200055;1;3;2;5000;100;Mitra Abadi Printing;6777;202206;
STIC-BHGFHLRR0-IP;2200055;1;3;2;5000;100;Mitra Abadi Printing;6778;202206;
STIC-BOTESPNR1-MO;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;6779;202206;
STIC-BOTESPSR1-MO;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;6780;202206;
STIC-ERYFW100R0-W;2303747;1;4;2;100000;100;Satyamitra Labeljaya P., PT;6781;202206;
STIC-MOBSPR22B09-MO;2200161;1;3;2;500;100;EXPRESS GRAFIKA, PT;6782;202206;
STIC-VHGFHLMR0-IP;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6783;202206;
STIC-VHGFHLRR0-IP;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6784;202206;
TUBE-RYFW100R1-WPBL;2200016;1;4;2;100000;100;Betts Indonesia, PT;6785;202206;
WIPE-PSFSUAR0-IP;2307799;1;4;2;200;200;HCP Packaging Hong Kong, Ltd;6786;202206;
BOTO-JKLTSR0-OMG;2300367;1;12;2;20000;2464;NINGBO YMS IMP AND EXP CO.,LTD.;6787;202207;
BOTO-PSLTSR0-OMG;2300367;1;2;2;200;200;NINGBO YMS IMP AND EXP CO.,LTD.;6788;202207;
BOTO-PSMUS20-OMG;2306553;1;6;2;400;400;Derma Kemas Tejahakara, PT;6789;202207;
BOTO-WPM11R0-E;2309284;1;12;2;100000;600;GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.;6790;202207;
BOTO-WPM12R0-E;2309284;1;12;2;100000;600;GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.;6791;202207;
BOTO-WPM13R0-E;2309284;1;12;2;100000;600;GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.;6792;202207;
CAPA-JKLTS01R0-OMG;2300367;1;12;2;20000;3080;NINGBO YMS IMP AND EXP CO.,LTD.;6793;202207;
CAPA-JKLTS02R0-OMG;2300367;1;12;2;20000;3080;NINGBO YMS IMP AND EXP CO.,LTD.;6794;202207;
CAPA-JKLTS03R0-OMG;2300367;1;12;2;20000;3080;NINGBO YMS IMP AND EXP CO.,LTD.;6795;202207;
CAPA-JKLTS04R0-OMG;2300367;1;12;2;20000;3080;NINGBO YMS IMP AND EXP CO.,LTD.;6796;202207;
CAPA-JKLTS05R0-OMG;2300367;1;12;2;20000;3080;NINGBO YMS IMP AND EXP CO.,LTD.;6797;202207;
CAPA-PM11R0-E;2309284;1;12;2;100000;720;GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.;6798;202207;
CAPA-PM12R0-E;2309284;1;12;2;100000;720;GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.;6799;202207;
CAPA-PM13R0-E;2309284;1;12;2;100000;720;GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.;6800;202207;
CAPA-PSLTSR0-OMG;2300367;1;2;2;200;200;NINGBO YMS IMP AND EXP CO.,LTD.;6801;202207;
CAP-BK200HD-X;2308621;1;8;2;10500;500;Kreasi Prima Kemasindo, PT;6802;202207;
CAPP-MUQB30-B;2200160;1;14;2;200;200;Guangdong Shengwei Glass Technology Co., Ltd;6803;202207;
CAP-RYDC9-W;2305884;1;4;2;50000;672;Natamas Plast, PT;6804;202207;
CONT-RYDC9-W;2305884;1;4;2;50000;672;Natamas Plast, PT;6805;202207;
DUS-CMPR1-W;2200152;1;4;2;20000;100;Kalingga Jaya Prima, PT;6806;202207;
DUS-DMCPR1-E;2200152;1;4;2;20000;100;Kalingga Jaya Prima, PT;6807;202207;
DUS-ETWC4R3-W;2200126;1;4;2;20000;100;DNP Indonesia, PT;6808;202207;
DUS-PTCLCALLR1-MO;2200037;1;4;2;10000;100;Indah Kencana, CV;6809;202207;
DUS-PVLSPUR1-MO;2200070;1;4;2;25000;100;Printindo Utama, PT;6810;202207;
IBOX-12ELRLR1-W;2200097;1;4;2;20000;100;Warna Kreasi Selaras, PT;6811;202207;
IBOX-12IMLPR2-IP;2200097;1;4;2;10000;100;Warna Kreasi Selaras, PT;6812;202207;
IBOX-12IMSLR2-IP;2200097;1;4;2;5000;100;Warna Kreasi Selaras, PT;6813;202207;
PAP-UVSESGR5-WKJ;2200152;1;4;2;100000;100;Kalingga Jaya Prima, PT;6814;202207;
PIP-PSMUS20-OMG;2306553;1;6;2;400;400;Derma Kemas Tejahakara, PT;6815;202207;
PLU-MUQB30-B;2200160;1;14;2;200;200;Guangdong Shengwei Glass Technology Co., Ltd;6816;202207;
PLU-PSFCLVMR0-E;2200120;1;3;2;400;400;SHAMROCK (HK) LIMITED;6817;202207;
POT-GQBM30R0-B;2200160;1;14;2;200;200;Guangdong Shengwei Glass Technology Co., Ltd;6818;202207;
POUC-GWPMOR22-MO;2309171;1;2;2;4000;100;Cahaya Gemilang Unggul, CV;6819;202207;
PS-CLFR0-OMG;2309281;1;3;2;100000;5000;Master Label, PT;6820;202207;
PU-ASGBFM100-L;2200091;1;2;2;1000;1000;The eLCastle Indonesia, PT;6821;202207;
PU-ASGBFM100-X;2200091;1;2;2;1000;1000;The eLCastle Indonesia, PT;6822;202207;
PU-VGBFM100-L;2200091;1;2;2;1000;1000;The eLCastle Indonesia, PT;6823;202207;
PU-VGBFM100-X;2200091;1;2;2;1000;1000;The eLCastle Indonesia, PT;6824;202207;
STIC-BFCKR4-MO;2303751;1;4;2;5000;100;Theia Digilab Indonesia, PT;6825;202207;
STIC-BGWPRP-WM;2200066;1;3;2;2828;100;Pelita Abadi Jaya, CV;6826;202207;
STIC-WDFS170-W;2306552;1;4;2;50000;100;Multi Color Jakarta Indonesia, PT;6827;202207;
STIC-WNSS170-W;2306552;1;4;2;50000;100;Multi Color Jakarta Indonesia, PT;6828;202207;
TUBE-RYEC10R1-W;2302562;1;12;2;10000;2145;Premier Plus Co., LTD.;6829;202207;
WIPE-PSLTSR0-OMG;2300367;1;2;2;200;200;NINGBO YMS IMP AND EXP CO.,LTD.;6830;202207;
BOTO-CLVMR0-E;2200120;1;15;2;10000;1750;SHAMROCK (HK) LIMITED;6831;202208;
CAPA-CLVMR0-E;2200120;1;15;2;10000;760;SHAMROCK (HK) LIMITED;6832;202208;
CAPP-R150PIR1-PP;2200077;1;4;2;10350;345;Sanpak Unggul, PT;6833;202208;
CAPP-R150PUR1-PP;2200077;1;4;2;10350;345;Sanpak Unggul, PT;6834;202208;
CAPP-R150VIR1-PP;2200077;1;4;2;10350;345;Sanpak Unggul, PT;6835;202208;
CAPP-R150WHR1-PP;2200077;1;4;2;10350;345;Sanpak Unggul, PT;6836;202208;
CAPP-R250GRR1-PP;2200077;1;4;2;10350;345;Sanpak Unggul, PT;6837;202208;
IBOX-RRPJKLTSR0-OMG;2200152;1;4;2;10000;100;Kalingga Jaya Prima, PT;6838;202208;
PART-IRRPTJKLTSR0-OMG;2200152;1;4;2;500;100;Kalingga Jaya Prima, PT;6839;202208;
PLU-CLVMR0-E;2200120;1;15;2;10000;10000;SHAMROCK (HK) LIMITED;6840;202208;
POT-R150PGUL-WPP;2200077;1;4;2;10725;165;Sanpak Unggul, PT;6841;202208;
POT-R150PGUM-WPP;2200077;1;4;2;10725;165;Sanpak Unggul, PT;6842;202208;
POT-R150PGUO-WPP;2200077;1;4;2;10725;165;Sanpak Unggul, PT;6843;202208;
POT-R150PGUP-WPP;2200077;1;4;2;10725;165;Sanpak Unggul, PT;6844;202208;
POT-R150PGUR-WPP;2200077;1;4;2;10725;165;Sanpak Unggul, PT;6845;202208;
POT-R150PGUS-WPP;2200077;1;4;2;10725;165;Sanpak Unggul, PT;6846;202208;
POT-R250GREENT-PP;2200077;1;4;2;10200;120;Sanpak Unggul, PT;6847;202208;
POT-R250PGUO-WPP;2200077;1;4;2;10725;165;Sanpak Unggul, PT;6848;202208;
STIC-BCMP22NR1-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;6849;202208;
STIC-BCMP23WR1-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;6850;202208;
STIC-BCMP32NR1-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;6851;202208;
STIC-BCMP43WR1-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;6852;202208;
TOBG-BCSP-W;2310514;1;4;2;39000;100;Rey Eka Harapan, PT;6853;202208;
TUBE-TGTO1C100R0-T;2304791;1;12;2;10000;270;Top Trend Manufacturing, Co.,Ltd;6854;202208;
BOTO-BR100SO-W;2308464;1;4;2;200000;100;Artha Kartika Putra, PT;6855;202209;
BOTO-COS10-W;2200151;1;9;2;10000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;6856;202209;
BOTO-NPM01R0-E;2200160;1;10;2;22250;10080;Guangdong Shengwei Glass Technology Co., Ltd;6857;202209;
BOTO-NPM02R0-E;2200160;1;10;2;22250;10080;Guangdong Shengwei Glass Technology Co., Ltd;6858;202209;
CAPA-NPM01R0-E;2200160;1;10;2;22250;10080;Guangdong Shengwei Glass Technology Co., Ltd;6859;202209;
CAPA-NPM02R0-E;2200160;1;10;2;22250;10080;Guangdong Shengwei Glass Technology Co., Ltd;6860;202209;
CAP-CBE6R0-W;2200151;1;15;2;250000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;6861;202209;
CAP-CTKBE10-W;2200151;1;15;2;25000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;6862;202209;
CAP-CTKHG10-W;2200151;1;15;2;25000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;6863;202209;
DUS-GBMC15R0-L;2200152;1;4;2;5000;100;Kalingga Jaya Prima, PT;6864;202209;
DUS-SBSPF3023-E;2200152;1;4;2;5000;100;Kalingga Jaya Prima, PT;6865;202209;
JC-20-;2200057;1;4;2;102;102;Mitra Makmur Dwijaya,PT;6866;202209;
PLU-BCBE6R0-W;2200151;1;15;2;250000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;6867;202209;
PLU-CTKBE10-W;2200151;1;15;2;25000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;6868;202209;
PLU-CTKHG10-W;2200151;1;15;2;25000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;6869;202209;
PLU-JC20;2200057;1;4;2;102;102;Mitra Makmur Dwijaya,PT;6870;202209;
POT-CTKHG10-W;2200151;1;15;2;25000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;6871;202209;
PU-LSSWN24-157F;2200091;1;16;2;50000;1000;The eLCastle Indonesia, PT;6872;202209;
PU-SBL200W-2411;2200041;1;12;2;20000;1500;Inti Duta Lestari Plasindo, PT;6873;202209;
PU-SSSWN24-157F;2200091;1;16;2;50000;1000;The eLCastle Indonesia, PT;6874;202209;
STIC-BPM11R0-E;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;6875;202209;
STIC-BPM12R0-E;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;6876;202209;
STIC-BPM13R0-E;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;6877;202209;
STIC-VPVLS2R1-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;6878;202209;
STIC-VPVLS6R1-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;6879;202209;
STIC-VPVLS8R1-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;6880;202209;
STIC-VSFCF11FP30R0-IP;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6881;202209;
STIC-VSFCF22LI30R0-IP;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6882;202209;
STIC-VSFCF32TB30R0-IP;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6883;202209;
STIC-VSFCF33WO30R0-IP;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6884;202209;
STIC-VSFCF43CS30R0-IP;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6885;202209;
STIC-VSFCF52A30R0-IP;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;6886;202209;
TUBE-MUCLF-X;2200140;1;1;2;2000;100;Wanhui Packaging Co., Ltd;6887;202209;
TUBE-SBSPF3023-E;2200125;1;4;2;100000;360;Arisu Indonesia, PT;6888;202209;
BOTO-GMUSQB20R0-B;2308295;1;10;2;200;200;Anhui Likun Packaging Technology Co., Ltd;6889;202210;
BOTO-HFTS1702R3-W;2200028;1;4;2;100000;200;Dynaplast, PT;6890;202210;
CAP-RYTERV100-W;2200089;1;5;2;25000;324;Techpack Asia, PT;6891;202210;
DUS-CCMB01R0-W;2200152;1;4;2;10000;100;Kalingga Jaya Prima, PT;6892;202210;
DUS-CPSPFRR0-W;2200126;1;4;2;10000;100;DNP Indonesia, PT;6893;202210;
DUS-HGFHLR0-IP;2200037;1;4;2;10000;100;Indah Kencana, CV;6894;202210;
DUS-RYDC15R0-W;2200126;1;4;2;50000;100;DNP Indonesia, PT;6895;202210;
DUS-RYNC15R0-W;2200126;1;4;2;50000;100;DNP Indonesia, PT;6896;202210;
STIC-BQLP11R0-IP;2200055;1;2;2;2000;100;Mitra Abadi Printing;6897;202210;
STIC-BQLP22R0-IP;2200055;1;2;2;2000;100;Mitra Abadi Printing;6898;202210;
STIC-BQLP32R0-IP;2200055;1;2;2;2000;100;Mitra Abadi Printing;6899;202210;
STIC-BQLP33R0-IP;2200055;1;2;2;2000;100;Mitra Abadi Printing;6900;202210;
STIC-BQLP43R0-IP;2200055;1;2;2;2000;100;Mitra Abadi Printing;6901;202210;
STIC-BQLP52R0-IP;2200055;1;2;2;2000;100;Mitra Abadi Printing;6902;202210;
STIC-FBTGTBW-BD;2200015;1;3;2;2300;100;Best Label, PT;6903;202210;
STIC-FBTSSBW-BD;2200015;1;3;2;2300;100;Best Label, PT;6904;202210;
