SKU code;Supplier code;Percentage;Supplier lead time;QC lead time;MOQ;Lot size;Supplier description;No;Material start date;Material end date
CAPC-CULML12TR0-W;2200093;1;4;2;20000;926;Tigermandiri Pratama, PT;1510;202133;
CAPC-CULML13R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1511;202104;
CAPC-CULML13TR0-W;2200093;1;4;2;20000;926;Tigermandiri Pratama, PT;1512;202133;
CAPC-CULML1R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1513;202104;
CAPC-CULML2R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1514;202104;
CAPC-CULML3R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1515;202104;
CAPC-CULML4R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1516;202104;
CAPC-CULML5R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1517;202104;
CAPC-CULML6R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1518;202104;
CAPC-CULML7R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1519;202104;
CAPC-CULML8R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1520;202104;
CAPC-CULML9R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1521;202104;
CAPC-CULML9TR0-W;2200093;1;4;2;20000;926;Tigermandiri Pratama, PT;1522;202133;
CAPC-DMLPR0-EASBS;2200089;1;9;2;10200;750;Techpack Asia, PT;1523;202104;
CAPC-EFSLGNS-W;2311000;1;10;2;50000;100;Axilone;1524;202119;
CAPC-EFSLGR0-WASSM;2200089;1;4;2;20216;1064;Techpack Asia, PT;1525;202104;
CAPC-EFSLGT-W;2200089;1;4;2;25536;1064;Techpack Asia, PT;1526;202104;
CAPC-EFSLSNS-W;2311000;1;10;2;50000;100;Axilone;1527;202116;
CAPC-EFSLSR0-WASSM;2200089;1;4;2;20216;1064;Techpack Asia, PT;1528;202104;
CAPC-EFSLST-W;2200089;1;4;2;25536;1064;Techpack Asia, PT;1529;202104;
CAPC-ELRLR0-WASBS;2200032;1;16;2;50000;100;Esmin Co., Ltd.;1530;202104;
CAPC-EMLNGR0-WASSM;2200089;1;4;2;20216;1064;Techpack Asia, PT;1531;202104;
CAPC-EMLNGT-W;2200089;1;4;2;25536;1064;Techpack Asia, PT;1532;202104;
CAPC-EMLNHR0-WASSM;2200089;1;4;2;20216;1064;Techpack Asia, PT;1533;202104;
CAPC-EMLNHT-W;2200089;1;4;2;25536;1064;Techpack Asia, PT;1534;202104;
CAPC-EMLRLR0-WRL;2200032;1;16;2;50000;100;Esmin Co., Ltd.;1535;202104;
CAPC-IGCL1R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1536;202104;
CAPC-IGCL2R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1537;202104;
CAPC-IGCL3R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1538;202104;
CAPC-IMCL1R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1539;202104;
CAPC-IMCL2R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1540;202104;
CAPC-IMCL3R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1541;202104;
CAPC-IMCL4R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1542;202104;
CAPC-IMCL5R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1543;202104;
CAPC-IMCL6R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1544;202104;
CAPC-IMSLR0-WSM;2200044;1;6;2;105840;1764;Kemas Indah Maju, PT;1545;202104;
CAPC-LLPR0-WASBS;2200089;1;9;2;10200;750;Techpack Asia, PT;1546;202104;
CAPC-LLR2-WMS;2200044;1;6;2;31050;3105;Kemas Indah Maju, PT;1547;202104;
CAPC-LLR3-WMS;2200044;1;6;2;31050;3105;Kemas Indah Maju, PT;1548;202104;
CAPC-LMMMR0-E;2305884;1;2;2;20000;2016;Natamas Plast, PT;1549;202133;
CAPC-LMOSR0-E;2305884;1;2;2;20000;2016;Natamas Plast, PT;1550;202133;
CAPC-LMR1-E;2305884;1;4;2;20000;672;Natamas Plast, PT;1551;202107;
CAPC-LMVPR0-E;2305884;1;2;2;20000;2016;Natamas Plast, PT;1552;202133;
CAPC-LSRR0-EAS;2200089;1;5;2;20216;1064;Techpack Asia, PT;1553;202104;
CAPC-LUHMBR0-MOB;2200044;1;6;2;31050;3105;Kemas Indah Maju, PT;1554;202104;
CAPC-MTCR0-E;2200044;1;6;2;50000;1380;Kemas Indah Maju, PT;1555;202104;
CAPC-PSCPMC-W;999998;1;6;2;100;100;Supplier Pack Material, PT;1556;202108;
CAPC-PSLMMMR0-E;2305884;1;2;2;200;100;Natamas Plast, PT;1557;202131;
CAPC-PSLMOSR0-E;2305884;1;2;2;200;100;Natamas Plast, PT;1558;202131;
CAPC-PSLMVPR0-E;2305884;1;2;2;200;100;Natamas Plast, PT;1559;202131;
CAPC-PSMC-E;2200044;1;4;2;100;100;Kemas Indah Maju, PT;1560;202116;
CAPC-SFLPR0-EASBS;2200093;1;4;2;10752;896;Tigermandiri Pratama, PT;1561;202104;
CAPC-SFLPR1-E;2200089;1;4;2;10000;1360;Techpack Asia, PT;1562;202120;
CAPC-SPRR1-MOSBS;2200089;1;12;2;10200;750;Techpack Asia, PT;1563;202104;
CAPP-2IN1SMR0-E;2200093;1;5;2;10080;630;Tigermandiri Pratama, PT;1564;202104;
CAPP-CMPR0-W;2200120;1;14;2;25000;100;SHAMROCK (HK) LIMITED;1565;202104;
CAPP-CSAHG50R0-W;2200093;1;8;2;10080;480;Tigermandiri Pratama, PT;1566;202104;
CAPP-CSAOC50R0-W;2200093;1;8;2;10080;480;Tigermandiri Pratama, PT;1567;202104;
CAPP-CSRRC50R0-W;2200093;1;8;2;10080;480;Tigermandiri Pratama, PT;1568;202104;
CAPP-DSMALL-MOAS;2200089;1;9;2;10080;2880;Techpack Asia, PT;1569;202104;
CAPP-ELCFEC-WLD;2200093;1;4;2;10000;250;Tigermandiri Pratama, PT;1570;202104;
CAPP-ELCFLF-WPS;2200093;1;4;2;10000;250;Tigermandiri Pratama, PT;1571;202104;
CAPP-HRDADGR0-W;2200028;1;4;2;50000;504;Dynaplast, PT;1572;202104;
CAPP-HRMRNGR0-W;2200028;1;4;2;100000;504;Dynaplast, PT;1573;202104;
CAPP-HSRFPR0-MO;2200034;1;14;2;10000;100;GUANGZHOU RECTSKIN COSMETIC AC;1574;202104;
CAPP-LDC30RLR0-W;2305884;1;4;2;50000;600;Natamas Plast, PT;1575;202104;
CAPP-LDG30RLR0-W;2305884;1;4;2;200000;600;Natamas Plast, PT;1576;202104;
CAPP-LNC30RLR0-W;2200093;0.5;5;2;50400;840;Tigermandiri Pratama, PT;1577;202104;
CAPP-LNC30RLTM-W;2200093;0.5;5;2;50400;840;Tigermandiri Pratama, PT;1578;202104;
CAPP-MPR3-W;2200093;1;4;2;10368;1485;Tigermandiri Pratama, PT;1579;202104;
CAPP-PGSMR0-W;2200028;1;4;2;25000;504;Dynaplast, PT;1580;202107;
CAPP-PSHRFP-MO;2200034;1;4;2;100;100;GUANGZHOU RECTSKIN COSMETIC AC;1581;202116;
CAPP-PSLP-C;2200120;1;6;2;100;100;SHAMROCK (HK) LIMITED;1582;202108;
CAPP-QLPR0-IP;2200120;1;12;2;25000;672;SHAMROCK (HK) LIMITED;1583;202146;
CAPP-R100GREENO-PP;2200036;1;4;2;10368;1485;Hidayat Putra Industri, PT;1584;202104;
CAPP-R100PEACHS-PP;2200036;1;4;2;10368;1485;Hidayat Putra Industri, PT;1585;202104;
CAPP-R100PINKR-PP;2200036;1;4;2;10368;1485;Hidayat Putra Industri, PT;1586;202104;
CAPP-R100PURPLE-PP;2200036;1;4;2;10368;1485;Hidayat Putra Industri, PT;1587;202104;
CAPP-R100VIOLET-PP;2200036;1;4;2;10368;1485;Hidayat Putra Industri, PT;1588;202104;
CAPP-R100WHITEM-PP;2200036;1;4;2;10368;1485;Hidayat Putra Industri, PT;1589;202104;
CAPP-R150BRR1-PP;2200077;1;4;2;10350;345;Sanpak Unggul, PT;1590;202104;
CAPP-R250BLACK-PP;2200077;1;4;2;10350;345;Sanpak Unggul, PT;1591;202104;
CAPP-R250SILVER-PP;2200077;1;4;2;10350;345;Sanpak Unggul, PT;1592;202104;
CAPP-SLBR0-EAS;2200089;1;9;2;10920;2880;Techpack Asia, PT;1593;202104;
CAPP-SRLSR0-EASABS;2200089;1;9;2;10920;2880;Techpack Asia, PT;1594;202104;
CAPS-BSLPR2-EM;2200004;1;4;2;30000;2500;Albea Rigid Packaging, PT;1595;202104;
CAPS-PBTBPR1-W;2200028;1;4;2;50000;2400;Dynaplast, PT;1596;202104;
CMLS-201ECMOR0-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1597;;
CMLS-201ECMOR1-X;2304792;1;14;2;7000;1;Elegant Best Investment Ltd.;1598;;
CMLS-202HWMOR0-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1599;;
CMLS-202HWMOR1-X;2304792;1;14;2;7000;1;Elegant Best Investment Ltd.;1600;;
CMLS-203CSMOR0-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1601;;
CMLS-203CSMOR1-X;2304792;1;14;2;7000;1;Elegant Best Investment Ltd.;1602;;
CMLS-204FMMOR0-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1603;;
CMLS-204FMMOR1-X;2304792;1;14;2;7000;1;Elegant Best Investment Ltd.;1604;;
CMLS-205JSMOR0-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1605;;
CMLS-205JSMOR1-X;2304792;1;14;2;7000;1;Elegant Best Investment Ltd.;1606;;
CMLS-206GDMOR0-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1607;;
CMLS-206GDMOR1-X;2304792;1;14;2;7000;1;Elegant Best Investment Ltd.;1608;;
CMLS-207LBMOR0-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1609;;
CMLS-207LBMOR1-X;2304792;1;14;2;7000;1;Elegant Best Investment Ltd.;1610;;
CMLS-208SLMOR0-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1611;;
CMLS-208SLMOR1-X;2304792;1;14;2;7000;1;Elegant Best Investment Ltd.;1612;;
CMLS-209ROMOR0-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1613;;
CMLS-209ROMOR1-X;2304792;1;14;2;7000;1;Elegant Best Investment Ltd.;1614;;
CMLS-210HOMOR0-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1615;;
CMLS-210HOMOR1-X;2304792;1;14;2;7000;1;Elegant Best Investment Ltd.;1616;;
CMLS-211TRMOR0-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1617;;
CMLS-211TRMOR1-X;2304792;1;14;2;7000;1;Elegant Best Investment Ltd.;1618;;
CMLS-212CHMOR0-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1619;;
CMLS-212CHMOR1-X;2304792;1;14;2;7000;1;Elegant Best Investment Ltd.;1620;;
CONT-ABPCB-WASABS;2200093;1;4;2;10304;448;Tigermandiri Pratama, PT;1621;202104;
CONT-AFP-WASN;2200093;1;5;2;10000;400;Tigermandiri Pratama, PT;1622;202104;
CONT-BAREXPPLR0-W;2200148;1;10;2;30000;2880;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;1623;202139;
CONT-BARPSFEXPPLR0-W;2200148;1;2;2;500;100;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;1624;202129;
CONT-BMLPR1-EASNF;2200093;1;4;2;10304;448;Tigermandiri Pratama, PT;1625;202104;
CONT-BMLPR2-E;2200089;1;4;2;10000;390;Techpack Asia, PT;1626;202120;
CONT-BOEW-SAN;2200004;1;6;2;10200;510;Albea Rigid Packaging, PT;1627;202104;
CONT-BOLB1MOASA-2PSC;2200093;1;5;2;10080;420;Tigermandiri Pratama, PT;1628;202104;
CONT-CCC01R0-W;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1629;202104;
CONT-CCC02R0-W;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1630;202104;
CONT-CCMB01R0-W;2200089;1;4;2;15000;100;Techpack Asia, PT;1631;202123;
CONT-CCMB02R0-W;2200089;1;4;2;15000;100;Techpack Asia, PT;1632;202123;
CONT-CCMB03R0-W;2200089;1;4;2;15000;100;Techpack Asia, PT;1633;202123;
CONT-CGRPR0-W;2200093;1;5;2;10080;280;Tigermandiri Pratama, PT;1634;202104;
CONT-CHCLR0-MO;2200127;1;12;2;50000;100;Beauty (Suzhou) Plastic Technology Co.,Ltd.;1635;202104;
CONT-CHCPR0-W;2200089;1;4;2;10000;180;Techpack Asia, PT;1636;202110;
CONT-CLBPER0-E;2200131;1;10;2;25000;100;Derik Industrial Co.,Ltd;1637;202104;
CONT-CLBPIR0-E;2200131;1;10;2;25000;100;Derik Industrial Co.,Ltd;1638;202104;
CONT-CLBR0-ENS;2303688;1;26;2;12000;100;Jieyang Sen Fa Plastic Co. Ltd;1639;202104;
CONT-CLHNTR0-E;2200131;1;10;2;10000;100;Derik Industrial Co.,Ltd;1640;202104;
CONT-CLHPR0-E;2200089;1;4;2;15000;500;Techpack Asia, PT;1641;202104;
CONT-CPGCR0-W;2200089;1;4;2;51000;168;Techpack Asia, PT;1642;202115;
CONT-CPLPBR0-W;2200089;1;4;2;10000;168;Techpack Asia, PT;1643;202104;
CONT-CPSPFR0-W;2200089;1;4;2;30000;147;Techpack Asia, PT;1644;202104;
CONT-CPWR2-ASABS;2200093;1;5;2;10140;390;Tigermandiri Pratama, PT;1645;202104;
CONT-CQEPR0-W;2200089;1;4;2;10000;180;Techpack Asia, PT;1646;202110;
CONT-CSBDC9R0-W;2305884;1;4;2;40000;672;Natamas Plast, PT;1647;202112;
CONT-CSGC1R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1648;202104;
CONT-CSGC2R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1649;202104;
CONT-CSGC3R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1650;202104;
CONT-CSGC4R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1651;202104;
CONT-CSGC5R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1652;202104;
CONT-CULML10R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1653;202104;
CONT-CULML10TR0-W;2200093;1;4;2;20000;926;Tigermandiri Pratama, PT;1654;202133;
CONT-CULML11R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1655;202104;
CONT-CULML11TR0-W;2200093;1;4;2;20000;926;Tigermandiri Pratama, PT;1656;202133;
CONT-CULML12R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1657;202104;
CONT-CULML12TR0-W;2200093;1;4;2;20000;926;Tigermandiri Pratama, PT;1658;202133;
CONT-CULML13R0-W;2200089;1;4;2;10000;100;Techpack Asia, PT;1659;202104;
CONT-CULML13TR0-W;2200093;1;4;2;20000;926;Tigermandiri Pratama, PT;1660;202133;
CONT-CULML1R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1661;202104;
CONT-CULML2R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1662;202104;
CONT-CULML3R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1663;202104;
CONT-CULML4R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1664;202104;
CONT-CULML5R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1665;202104;
CONT-CULML6R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1666;202104;
CONT-CULML7R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1667;202104;
CONT-CULML8R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1668;202104;
CONT-CULML9R0-W;2200089;1;8;2;25536;1064;Techpack Asia, PT;1669;202104;
CONT-CULML9TR0-W;2200093;1;4;2;20000;926;Tigermandiri Pratama, PT;1670;202133;
CONT-CVPFR0-W;2200089;1;4;2;50000;168;Techpack Asia, PT;1671;202104;
CONT-DMCPR0-E;2305884;1;4;2;60000;0;Natamas Plast, PT;1672;;
CONT-DMLPR0-EASBS;2200089;1;9;2;10200;300;Techpack Asia, PT;1673;202104;
CONT-EBOR0-WRL;2200093;1;8;2;10080;420;Tigermandiri Pratama, PT;1674;202104;
CONT-EBROWR0-EAS;2200004;1;6;2;3060;612;Albea Rigid Packaging, PT;1675;202104;
CONT-EEPR0-WRL;2200089;1;12;2;30000;260;Techpack Asia, PT;1676;202104;
CONT-EFCCR0-W;2200120;1;8;2;30000;100;SHAMROCK (HK) LIMITED;1677;202104;
CONT-EFSLGNS-W;2311000;1;10;2;50000;100;Axilone;1678;202119;
CONT-EFSLGR0-WASSM;2200089;1;4;2;20216;1064;Techpack Asia, PT;1679;202104;
CONT-EFSLSNS-W;2311000;1;10;2;50000;100;Axilone;1680;202116;
CONT-EFSLSR0-WASSM;2200089;1;4;2;20216;1064;Techpack Asia, PT;1681;202104;
CONT-EGHR0-WRL;2200093;1;5;2;10080;420;Tigermandiri Pratama, PT;1682;202104;
CONT-EIMPFR0-WIP;2305884;1;4;2;20160;800;Natamas Plast, PT;1683;202104;
CONT-ELELMR0-W;2305884;1;4;2;20000;800;Natamas Plast, PT;1684;202104;
CONT-ELERLR0-WPP;2305884;1;4;2;100000;800;Natamas Plast, PT;1685;202104;
CONT-ELFPR2-WPSN;2200004;1;6;2;10080;96;Albea Rigid Packaging, PT;1686;202104;
CONT-ELPCR0-MO;2305884;1;4;2;20000;800;Natamas Plast, PT;1687;202104;
CONT-ELRLR0-WASBS;2200032;1;16;2;50000;100;Esmin Co., Ltd.;1688;202104;
CONT-ELTCRER0-W;2305884;1;4;2;20000;1000;Natamas Plast, PT;1689;202104;
CONT-EMLNGR0-WASSM;2200089;1;4;2;20216;1064;Techpack Asia, PT;1690;202104;
CONT-EMLNHR0-WASSM;2200089;1;4;2;20216;1064;Techpack Asia, PT;1691;202104;
CONT-EMLRLR0-WRL;2200032;1;16;2;50000;100;Esmin Co., Ltd.;1692;202104;
CONT-ESEW-SAN;2200004;1;6;2;10200;510;Albea Rigid Packaging, PT;1693;202104;
CONT-ESFBBLP-WASBS;2200093;1;4;2;10304;448;Tigermandiri Pratama, PT;1694;202104;
CONT-ESLB3MOASA-2PSC;2200093;1;5;2;10080;420;Tigermandiri Pratama, PT;1695;202104;
CONT-ESPNR0-MO;2200089;1;12;2;10400;260;Techpack Asia, PT;1696;202104;
CONT-ESPR-ESAN;2200004;1;6;2;10404;612;Albea Rigid Packaging, PT;1697;202104;
CONT-ESPSR0-MO;2200089;1;12;2;10400;260;Techpack Asia, PT;1698;202104;
CONT-ETWCRLR0-WASBS;2200089;0.6;4;2;10080;240;Techpack Asia, PT;1699;202104;
CONT-ETWCRLR0-WASBS;2200093;0.4;5;2;10080;280;Tigermandiri Pratama, PT;1700;202104;
CONT-HLGCR0-MO;2200120;1;14;2;30000;100;SHAMROCK (HK) LIMITED;1701;202104;
CONT-ICEFCCR0-W;2200120;1;8;2;30000;100;SHAMROCK (HK) LIMITED;1702;202104;
CONT-ICHLGCR0-MO;2200120;1;14;2;30000;100;SHAMROCK (HK) LIMITED;1703;202104;
CONT-ICPGCR0-W;2200089;1;4;2;51000;168;Techpack Asia, PT;1704;202115;
CONT-IGCL1R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1705;202104;
CONT-IGCL2R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1706;202104;
CONT-IGCL3R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1707;202104;
CONT-IMCL1R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1708;202104;
CONT-IMCL2R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1709;202104;
CONT-IMCL3R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1710;202104;
CONT-IMCL4R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1711;202104;
CONT-IMCL5R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1712;202104;
CONT-IMCL6R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1713;202104;
CONT-IMPFR0-WASBS;2200089;1;12;2;10080;240;Techpack Asia, PT;1714;202104;
CONT-IMSLR0-WUVM;2200044;1;6;2;105840;1512;Kemas Indah Maju, PT;1715;202104;
CONT-IPDMCCR0-MO;2200120;1;14;2;30000;100;SHAMROCK (HK) LIMITED;1716;202104;
CONT-ISCEPR0-WASBS;2200089;1;12;2;12096;126;Techpack Asia, PT;1717;202104;
CONT-LBBCPR1-WASABS;2200004;1;4;2;10200;300;Albea Rigid Packaging, PT;1718;202104;
CONT-LBCRNPR0-WPPBP;2200044;1;6;2;50400;840;Kemas Indah Maju, PT;1719;202104;
CONT-LBCRR0-WPPBP;2200014;1;4;2;50000;874;Berlina Tbk, PT;1720;202104;
CONT-LCMOASAB2P-CHBT;2200006;1;14;2;20000;100;Allen & Thomas Co.,LTD;1721;202104;
CONT-LLPR0-WASBS;2200089;1;9;2;10200;300;Techpack Asia, PT;1722;202104;
CONT-LLR2-WMS;2200044;1;6;2;31050;1725;Kemas Indah Maju, PT;1723;202104;
CONT-LLR3-WMS;2200044;1;6;2;31050;1725;Kemas Indah Maju, PT;1724;202104;
CONT-LMMMR0-E;2305884;1;2;2;20000;1008;Natamas Plast, PT;1725;202133;
CONT-LMOSR0-E;2305884;1;2;2;20000;1008;Natamas Plast, PT;1726;202133;
CONT-LMR1-E;2305884;1;4;2;20000;672;Natamas Plast, PT;1727;202107;
CONT-LMVPR0-E;2305884;1;2;2;20000;1008;Natamas Plast, PT;1728;202133;
CONT-LOSR0-EPINK;2303688;1;26;2;12000;100;Jieyang Sen Fa Plastic Co. Ltd;1729;202104;
CONT-LPMOL5R1-ASABS;2200049;1;13;2;25000;100;Libo Cosmetics Co.,Ltd.;1730;202104;
CONT-LPWNLR18W-HS2CC;2200089;1;12;2;10140;260;Techpack Asia, PT;1731;202104;
CONT-LRTWCRE-WPPPB;2305884;1;4;2;10000;1000;Natamas Plast, PT;1732;202104;
CONT-LRTWCRER1-W;2305884;1;2;2;10000;1000;Natamas Plast, PT;1733;;
CONT-LSRR0-EPS;2200089;1;5;2;20216;1064;Techpack Asia, PT;1734;202104;
CONT-LTCSR0-WRL;2200089;1;8;2;14112;168;Techpack Asia, PT;1735;202104;
CONT-LUHMBR0-MOB;2200044;1;6;2;31050;1725;Kemas Indah Maju, PT;1736;202104;
CONT-LUMTWCWR1C-HTHS;2200093;1;5;2;10032;264;Tigermandiri Pratama, PT;1737;202104;
CONT-MOCM04ASAB-CBIP;2200089;1;9;2;10044;93;Techpack Asia, PT;1738;202104;
CONT-MOCM04TIAS-2PPH;2200089;1;9;2;10044;93;Techpack Asia, PT;1739;202104;
CONT-MOCM10R2AS-C2PP;2200089;1;12;2;10080;240;Techpack Asia, PT;1740;202104;
CONT-MOFP01R1AS-C2PP;2200089;1;12;2;10080;144;Techpack Asia, PT;1741;202104;
CONT-MTCR0-E;2200044;1;6;2;50000;1380;Kemas Indah Maju, PT;1742;202104;
CONT-PCFR0-MO;2200089;1;4;2;10080;240;Techpack Asia, PT;1743;202104;
CONT-PDMCCR0-MO;2200120;1;14;2;30000;100;SHAMROCK (HK) LIMITED;1744;202104;
CONT-PMTPR0-MOPSNF;2200044;1;6;2;19800;264;Kemas Indah Maju, PT;1745;202104;
CONT-PPFR1-MO;2200089;1;4;2;10080;240;Techpack Asia, PT;1746;202104;
CONT-PSBOSR-MO;2200089;1;4;2;100;100;Techpack Asia, PT;1747;202104;
CONT-PSBR-MO;2200089;1;4;2;100;100;Techpack Asia, PT;1748;202104;
CONT-PSBS-E;2200131;1;4;2;100;100;Derik Industrial Co.,Ltd;1749;202119;
CONT-PSCPMC-W;999998;1;6;2;100;100;Supplier Pack Material, PT;1750;202108;
CONT-PSFCHCPR0-W;2200089;1;2;2;300;100;Techpack Asia, PT;1751;202130;
CONT-PSFCQEPR0-W;2200089;1;2;2;200;100;Techpack Asia, PT;1752;202133;
CONT-PSICSUDCR0-IP;2200115;1;2;2;500;500;NINGBO YUNWU PLASTICS CO.,LTD;1753;202145;
CONT-PSLMMMR0-E;2305884;1;2;2;200;100;Natamas Plast, PT;1754;202131;
CONT-PSLMOSR0-E;2305884;1;2;2;200;100;Natamas Plast, PT;1755;202131;
CONT-PSLMVPR0-E;2305884;1;2;2;200;100;Natamas Plast, PT;1756;202131;
CONT-PSMC-E;2200044;1;4;2;100;100;Kemas Indah Maju, PT;1757;202116;
CONT-PSPCTWC-MO;2200089;1;4;2;100;100;Techpack Asia, PT;1758;202104;
CONT-PSRSUDCR0-IP;2200115;1;2;2;500;500;NINGBO YUNWU PLASTICS CO.,LTD;1759;202145;
CONT-PSSUDCR0-IP;2200115;1;2;2;500;500;NINGBO YUNWU PLASTICS CO.,LTD;1760;;
CONT-PSTESR-MO;2200089;1;15;2;20000;100;Techpack Asia, PT;1761;202104;
CONT-PUGHR0-MOSD;2200108;1;11;2;10000;100;Ningbo Winmate Cosmetic Packaging Co.,Ltd;1762;202104;
CONT-RCPGCR0-W;2200089;1;4;2;51000;1080;Techpack Asia, PT;1763;202119;
CONT-RCVPFR0-W;2305884;1;4;2;50000;1000;Natamas Plast, PT;1764;202108;
CONT-RCVPFR1-W;2305884;1;2;2;10000;1000;Natamas Plast, PT;1765;;
CONT-REFCCR0-W;2200120;1;8;2;30000;100;SHAMROCK (HK) LIMITED;1766;202104;
CONT-RHLGCR0-MO;2200120;1;14;2;30000;100;SHAMROCK (HK) LIMITED;1767;202104;
CONT-RPDMCCR0-MO;2200120;1;14;2;30000;100;SHAMROCK (HK) LIMITED;1768;202104;
CONT-SFLPR0-EASNF;2200093;1;4;2;10304;448;Tigermandiri Pratama, PT;1769;202104;
CONT-SFLPR1-E;2200089;1;4;2;10000;390;Techpack Asia, PT;1770;202119;
CONT-SPRR1-MOSBS;2200089;1;12;2;10200;300;Techpack Asia, PT;1771;202104;
CONT-TIPEXPPLR0-W;2200148;1;10;2;30000;3600;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;1772;202139;
CONT-TIPPSFEXPPLR0-W;2200148;1;2;2;500;100;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;1773;202129;
CONT-UVSSR0-W;2200115;1;14;2;50000;100;NINGBO YUNWU PLASTICS CO.,LTD;1774;202104;
COVE-ESFBBLP-WASBS;2200093;1;4;2;10752;896;Tigermandiri Pratama, PT;1775;202104;
CSMC-101BMO-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1776;;
CSMC-102IMO-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1777;;
CSMC-103HMO-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1778;;
CSMC-104BMO-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1779;;
CSMC-105SMO-X;2304792;1;14;2;10000;1;Elegant Best Investment Ltd.;1780;;
CUPS-CMR0-X;2200073;1;5;2;100000;1000;Pura Barutama, PT (TSS);1781;202104;
CUPS-PR150BPAPP-1105;2200073;1;6;2;100000;10000;Pura Barutama, PT (TSS);1782;202104;
