Code/Header;Type;Component code;Type;Coefficient;UOM of Header;UOM of Component;Loos%;No.;Start date;End date
CUS-HLGNW42-MO;FG;ISPO-HLGCR1-MO;PM;1;Pc(s);Pc(s);0.08025682183;1631;;
CUS-HLGNW42-MO;FG;KB-MOTWC3252-K150M12;PM;0.04167;Pc(s);Pc(s);0.08025682183;1632;;
CUS-HLGNW42-MO;FG;PUFF-HLGCR0-MO;PM;1;Pc(s);Pc(s);0.08025682183;1633;;
CUS-HLGNW42-MO;FG;STIC-BHGCW42R0-MO;PM;1;Pc(s);Pc(s);0.08025682183;1634;;
CUS-HLGNW42-MO;FG;STIC-MOR0-MO;PM;1;Pc(s);Pc(s);0.08025682183;1635;;
CUS-HLGNW42-MO;FG;STIC-SHLGCR0-MO;PM;1;Pc(s);Pc(s);0.08025682183;1636;;
CUS-HLGNW42-MO;FG;STIC-VHGCW42R1-MO;PM;1;Pc(s);Pc(s);0.08025682183;1637;;
CUS-IPA-W;FG;CONT-PSICSUDCR0-IP;PM;1;Pc(s);Pc(s);0.03150787697;1638;;
CUS-IPA-W;FG;CONT-PSRSUDCR0-IP;PM;1;Pc(s);Pc(s);0.03150787697;1639;;
CUS-IPA-W;FG;CONT-PSSUDCR0-IP;PM;1;Pc(s);Pc(s);0.03150787697;1640;;
CUS-IPA-W;FG;ISPO-PSSUDCR0-IP;PM;1;Pc(s);Pc(s);0.03150787697;1641;;
CUS-IPA-W;FG;PUFF-PSSUDCR0-IP;PM;1;Pc(s);Pc(s);0.03150787697;1642;;
CUS-IPA-W;FG;STIC-SCPGCR0-W;PM;1;Pc(s);Pc(s);0.03150787697;1643;;
CUS-IPMB13-W15G;FG;INSP-MBC13BR2-W;PM;1;Pc(s);Pc(s);;1644;;
CUS-PDMCC31-MO;FG;CUS-PDCCC31R0-MO;PM;1;Pc(s);Pc(s);;1645;;
CUS-PDMCC41-MO;FG;CUS-PDCCC41R0-MO;PM;1;Pc(s);Pc(s);;1646;;
CUS-PDMCC62-MO;FG;CUS-PDCCC62R0-MO;PM;1;Pc(s);Pc(s);;1647;;
CUS-PDMCN20-MO;FG;CUS-PDCCN20R0-MO;PM;1;Pc(s);Pc(s);;1648;;
CUS-PDMCN40-MO;FG;CUS-PDCCN40R0-MO;PM;1;Pc(s);Pc(s);;1649;;
CUS-PDMCW12-MO;FG;CUS-PDCCW12R0-MO;PM;1;Pc(s);Pc(s);;1650;;
CUS-PDMCW21-MO;FG;CUS-PDCCW21R0-MO;PM;1;Pc(s);Pc(s);;1651;;
CUS-PDMCW21-MO;FG;CUS-PDCCC21R1-MO;PM;1;Pc(s);Pc(s);;1651;;
CUS-PDMCW32-MO;FG;CUS-PDCCW32R0-MO;PM;1;Pc(s);Pc(s);;1652;;
CUS-PDMCW50-MO;FG;CUS-PDCCW50R0-MO;PM;1;Pc(s);Pc(s);;1653;;
CUS-PDMCW60-MO;FG;CUS-PDCCW60R0-MO;PM;1;Pc(s);Pc(s);;1654;;
CUS-REFC01-W;FG;CONT-ICEFCCR0-W;PM;1;Pc(s);Pc(s);;1655;;
CUS-REFC01-W;FG;CONT-REFCCR0-W;PM;1;Pc(s);Pc(s);;1656;;
CUS-REFC01-W;FG;DUS-REFCC01R0-W;PM;1;Pc(s);Pc(s);;1657;;
CUS-REFC01-W;FG;DUS-REFCC01R1-W;PM;1;Pc(s);Pc(s);;1657;;
CUS-REFC01-W;FG;ISPO-IPE4712R0-X;PM;1;Pc(s);Pc(s);;1658;;
CUS-REFC01-W;FG;KB-WIPSKMMR1-W;PM;0.02083;Pc(s);Pc(s);;1659;;
CUS-REFC01-W;FG;PUFF-EFCCR0-W;PM;1;Pc(s);Pc(s);;1660;;
CUS-REFC01-W;FG;SACH-REFCCR0-W;PM;1;Pc(s);Pc(s);;1661;;
CUS-REFC01-W;FG;STIC-BREFCC1R0-W;PM;1;Pc(s);Pc(s);;1662;;
CUS-REFC01-W;FG;STIC-SEFCCR1-W;PM;1;Pc(s);Pc(s);;1663;;
CUS-REFC01-W;FG;STIC-SEFCCR0-W;PM;1;Pc(s);Pc(s);;1663;;
CUS-REFC02-W;FG;CONT-ICEFCCR0-W;PM;1;Pc(s);Pc(s);;1664;;
CUS-REFC02-W;FG;CONT-REFCCR0-W;PM;1;Pc(s);Pc(s);;1665;;
CUS-REFC02-W;FG;DUS-REFCC02R0-W;PM;1;Pc(s);Pc(s);;1666;;
CUS-REFC02-W;FG;DUS-REFCC02R1-W;PM;1;Pc(s);Pc(s);;1666;;
CUS-REFC02-W;FG;ISPO-IPE4712R0-X;PM;1;Pc(s);Pc(s);;1667;;
CUS-REFC02-W;FG;KB-WIPSKMMR1-W;PM;0.02083;Pc(s);Pc(s);;1668;;
CUS-REFC02-W;FG;PUFF-EFCCR0-W;PM;1;Pc(s);Pc(s);;1669;;
CUS-REFC02-W;FG;SACH-REFCCR0-W;PM;1;Pc(s);Pc(s);;1670;;
CUS-REFC02-W;FG;STIC-BREFCC2R0-W;PM;1;Pc(s);Pc(s);;1671;;
CUS-REFC02-W;FG;STIC-SEFCCR1-W;PM;1;Pc(s);Pc(s);;1672;;
CUS-REFC02-W;FG;STIC-SEFCCR0-W;PM;1;Pc(s);Pc(s);;1672;;
CUS-REFC03-W;FG;CONT-ICEFCCR0-W;PM;1;Pc(s);Pc(s);;1673;;
CUS-REFC03-W;FG;CONT-REFCCR0-W;PM;1;Pc(s);Pc(s);;1674;;
CUS-REFC03-W;FG;DUS-REFCC03R0-W;PM;1;Pc(s);Pc(s);;1675;;
CUS-REFC03-W;FG;DUS-REFCC03R1-W;PM;1;Pc(s);Pc(s);;1675;;
CUS-REFC03-W;FG;ISPO-IPE4712R0-X;PM;1;Pc(s);Pc(s);;1676;;
CUS-REFC03-W;FG;KB-WIPSKMMR1-W;PM;0.02083;Pc(s);Pc(s);;1677;;
CUS-REFC03-W;FG;PUFF-EFCCR0-W;PM;1;Pc(s);Pc(s);;1678;;
CUS-REFC03-W;FG;SACH-REFCCR0-W;PM;1;Pc(s);Pc(s);;1679;;
CUS-REFC03-W;FG;STIC-BREFCC3R0-W;PM;1;Pc(s);Pc(s);;1680;;
CUS-REFC03-W;FG;STIC-SEFCCR1-W;PM;1;Pc(s);Pc(s);;1681;;
CUS-REFC03-W;FG;STIC-SEFCCR0-W;PM;1;Pc(s);Pc(s);;1681;;
CUS-REFC04-W;FG;CONT-ICEFCCR0-W;PM;1;Pc(s);Pc(s);;1682;;
CUS-REFC04-W;FG;CONT-REFCCR0-W;PM;1;Pc(s);Pc(s);;1683;;
CUS-REFC04-W;FG;DUS-REFCC04R0-W;PM;1;Pc(s);Pc(s);;1684;;
CUS-REFC04-W;FG;DUS-REFCC04R1-W;PM;1;Pc(s);Pc(s);;1684;;
CUS-REFC04-W;FG;ISPO-IPE4712R0-X;PM;1;Pc(s);Pc(s);;1685;;
CUS-REFC04-W;FG;KB-WIPSKMMR1-W;PM;0.02083;Pc(s);Pc(s);;1686;;
CUS-REFC04-W;FG;PUFF-EFCCR0-W;PM;1;Pc(s);Pc(s);;1687;;
CUS-REFC04-W;FG;SACH-REFCCR0-W;PM;1;Pc(s);Pc(s);;1688;;
CUS-REFC04-W;FG;STIC-BREFCC4R0-W;PM;1;Pc(s);Pc(s);;1689;;
CUS-REFC04-W;FG;STIC-SEFCCR1-W;PM;1;Pc(s);Pc(s);;1690;;
CUS-REFC04-W;FG;STIC-SEFCCR0-W;PM;1;Pc(s);Pc(s);;1690;;
D-RO-KA;FG;BAL-BROBPPEC-D254W23;PM;1;Pc(s);Pc(s);0.03018500487;1691;;
D-RO-KA;FG;BOTO-DROR0-K;PM;1;Pc(s);Pc(s);0.03018500487;1692;;
D-RO-KA;FG;CAP-DROR0-K;PM;1;Pc(s);Pc(s);0.03018500487;1693;;
D-RO-KA;FG;KB-KAHFAR0-K;PM;0.02083;Pc(s);Pc(s);0.03018500487;1694;;
D-RO-KA;FG;STIC-BDROR1-K;PM;1;Pc(s);Pc(s);0.03018500487;1695;;
D-RO-KA;FG;STIC-FDROR1-K;PM;1;Pc(s);Pc(s);0.03018500487;1696;;
D-W0R-W60MLNP;REFILL;BAL-BROBPPEC-D254W23;PM;1;Pc(s);Pc(s);;1697;;
D-W0R-W60MLNP;REFILL;BOTS-APD60NP-W;SFG Packs;1;Pc(s);Pc(s);;1698;;
D-W0R-W60MLNP;REFILL;CAP-RO60HWRP-PPSW;PM;1;Pc(s);Pc(s);;1699;;
D-W1R1HER-W60ML;FG;BAL-BROBPPEC-D254W23;PM;1;Pc(s);Pc(s);0.03002496879;1700;;
D-W1R1HER-W60ML;FG;BOTO-RO60-60-P;PM;1;Pc(s);Pc(s);0.03002496879;1701;;
D-W1R1HER-W60ML;FG;CAP-BRO-P-P;PM;1;Pc(s);Pc(s);0.03002496879;1702;;
D-W1R1HER-W60ML;FG;KB-W6040R2-W;PM;0.03333;Pc(s);Pc(s);0.03002496879;1703;;
D-W1R1HER-W60ML;FG;STIC-BROFHER5-W;PM;1;Pc(s);Pc(s);0.03002496879;1704;;
D-W1R1HER-W60ML;FG;STIC-FROFHER5-W;PM;1;Pc(s);Pc(s);0.03002496879;1705;;
DDC-CDL-W20ML;FG;DUS-CDDDCL20R2-W;PM;1;Pc(s);Pc(s);;1706;;
DDC-CDL-W20ML;FG;KB-WLS20R2-KMK125CF;PM;0.02778;Pc(s);Pc(s);;1707;;
DDC-CDL-W20ML;FG;TUBE-CDDDCL20R2-W2L;PM;1;Pc(s);Pc(s);;1708;;
DDC-CDN-W20ML;FG;DUS-CDDDCN20R2-W;PM;1;Pc(s);Pc(s);;1709;;
DDC-CDN-W20ML;FG;KB-WLS20R2-KMK125CF;PM;0.02778;Pc(s);Pc(s);;1710;;
DDC-CDN-W20ML;FG;TUBE-CDDDCN20R2-W2L;PM;1;Pc(s);Pc(s);;1711;;
DUSS-ADM40-WM;SFG Packs;DUS-ADM40CR1-WACLG;PM;1;Pc(s);Pc(s);;1712;;
DUSS-ADM40-WM;SFG Packs;DUS-ADM40CR2-WACLG;PM;1;Pc(s);Pc(s);;1712;;
DUSS-ADM40-WM;SFG Packs;STIC-PALLCR0-WM;PM;1;Pc(s);Pc(s);;1713;;
DUSS-ADM40-WM;SFG Packs;STIC-PALLCR1-WM;PM;1;Pc(s);Pc(s);;1713;;
DUSS-ADM40R1-WM;SFG Packs;DUS-ADM40CR1-WACLG;PM;1;Pc(s);Pc(s);;1714;;
DUSS-ADM40R1-WM;SFG Packs;DUS-ADM40CR2-WACLG;PM;1;Pc(s);Pc(s);;1714;;
DUSS-ADM40R1-WM;SFG Packs;STIC-PALLCR1-WM;PM;1;Pc(s);Pc(s);;1715;;
DUSS-ANTM40-WM;SFG Packs;DUS-ANTM40CR1-WACLG;PM;1;Pc(s);Pc(s);;1716;;
DUSS-ANTM40-WM;SFG Packs;STIC-PALLCR0-WM;PM;1;Pc(s);Pc(s);;1717;;
DUSS-ANTM40-WM;SFG Packs;STIC-PALLCR1-WM;PM;1;Pc(s);Pc(s);;1717;;
DUSS-ANTM40R1-WM;SFG Packs;DUS-ANTM40CR1-WACLG;PM;1;Pc(s);Pc(s);;1718;;
DUSS-ANTM40R1-WM;SFG Packs;STIC-PALLCR1-WM;PM;1;Pc(s);Pc(s);;1719;;
DUSS-BSTUC20R0-E;SFG Packs;DUS-BSTUCR3-E;PM;1;Pc(s);Pc(s);;1720;;
DUSS-BSTUC20R0-E;SFG Packs;DUS-BSTUCR4-E;PM;1;Pc(s);Pc(s);;1720;;
DUSS-BSTUC20R0-E;SFG Packs;STIC-PKTUBDBSTUC-E;PM;1;Pc(s);Pc(s);;1721;;
DUSS-BSTUC20R0-E;SFG Packs;STIC-PKUBBSTUC-E;PM;1;Pc(s);Pc(s);;1722;;
DUSS-CADLP00R0-W;SFG Packs;DUS-CADLP00R0-W;PM;1;Pc(s);Pc(s);;1723;;
DUSS-CADLP00R0-W;SFG Packs;STIC-QCADLP00R0-W;PM;1;Pc(s);Pc(s);;1724;;
DUSS-CADLP13R0-W;SFG Packs;DUS-CADLP13R0-W;PM;1;Pc(s);Pc(s);;1725;;
DUSS-CADLP13R0-W;SFG Packs;STIC-QCADLP13R0-W;PM;1;Pc(s);Pc(s);;1726;;
DUSS-CADLP14R0-W;SFG Packs;DUS-CADLP14R0-W;PM;1;Pc(s);Pc(s);;1727;;
DUSS-CADLP14R0-W;SFG Packs;STIC-QCADLP14R0-W;PM;1;Pc(s);Pc(s);;1728;;
DUSS-CADLP16R0-W;SFG Packs;DUS-CADLP16R0-W;PM;1;Pc(s);Pc(s);;1729;;
DUSS-CADLP16R0-W;SFG Packs;STIC-QCADLP16R0-W;PM;1;Pc(s);Pc(s);;1730;;
DUSS-CDDDCL20-WM;SFG Packs;DUS-CDDDCL20R1-W;PM;1;Pc(s);Pc(s);;1731;;
DUSS-CDDDCL20-WM;SFG Packs;DUS-CDDDCL20R2-W;PM;1;Pc(s);Pc(s);;1731;;
DUSS-CDDDCL20-WM;SFG Packs;STIC-PAPBBPR0-WM;PM;1;Pc(s);Pc(s);;1732;;
DUSS-CDDDCL20-WM;SFG Packs;STIC-PAPBBPR1-WM;PM;1;Pc(s);Pc(s);;1732;;
DUSS-CDDDCL20R1-WM;SFG Packs;DUS-CDDDCL20R1-W;PM;1;Pc(s);Pc(s);;1733;;
DUSS-CDDDCL20R1-WM;SFG Packs;DUS-CDDDCL20R2-W;PM;1;Pc(s);Pc(s);;1733;;
DUSS-CDDDCL20R1-WM;SFG Packs;STIC-PAPBBPR1-WM;PM;1;Pc(s);Pc(s);;1734;;
DUSS-CDDDCN20-WM;SFG Packs;DUS-CDDDCN20R1-W;PM;1;Pc(s);Pc(s);;1735;;
DUSS-CDDDCN20-WM;SFG Packs;DUS-CDDDCN20R2-W;PM;1;Pc(s);Pc(s);;1735;;
DUSS-CDDDCN20-WM;SFG Packs;STIC-PAPBBPR0-WM;PM;1;Pc(s);Pc(s);;1736;;
DUSS-CDDDCN20-WM;SFG Packs;STIC-PAPBBPR1-WM;PM;1;Pc(s);Pc(s);;1736;;
DUSS-CDDDCN20R1-WM;SFG Packs;DUS-CDDDCN20R1-W;PM;1;Pc(s);Pc(s);;1737;;
DUSS-CDDDCN20R1-WM;SFG Packs;DUS-CDDDCN20R2-W;PM;1;Pc(s);Pc(s);;1737;;
DUSS-CDDDCN20R1-WM;SFG Packs;STIC-PAPBBPR1-WM;PM;1;Pc(s);Pc(s);;1738;;
DUSS-CSBANC15-W;SFG Packs;DUS-CSBANC15-W;PM;1;Pc(s);Pc(s);;1739;;
DUSS-CSBANC15-W;SFG Packs;DUS-CSBANC15R1-W;PM;1;Pc(s);Pc(s);;1739;;
DUSS-CSBANC15-W;SFG Packs;STIC-PDCSNC15R0-W;PM;1;Pc(s);Pc(s);;1740;;
DUSS-CSEDCC10R0-W;SFG Packs;DUS-CSEDCC10R1-W;PM;1;Pc(s);Pc(s);;1741;;
DUSS-CSEDCC10R0-W;SFG Packs;STIC-PACESR0-WM;PM;1;Pc(s);Pc(s);;1742;;
DUSS-CSEDCC10R0-W;SFG Packs;STIC-PACESR1-WM;PM;1;Pc(s);Pc(s);;1742;;
DUSS-CSEDCC10R1-WM;SFG Packs;DUS-CSEDCC10R1-W;PM;1;Pc(s);Pc(s);;1743;;
DUSS-CSEDCC10R1-WM;SFG Packs;STIC-PACESR1-WM;PM;1;Pc(s);Pc(s);;1744;;
DUSS-CSET125R1-WM;SFG Packs;DUS-CSET125R1-W;PM;1;Pc(s);Pc(s);;1745;;
DUSS-CSET125R1-WM;SFG Packs;STIC-PACESR1-WM;PM;1;Pc(s);Pc(s);;1746;;
DUSS-DMCP01R0-E;SFG Packs;DUS-DMCPR0-E;PM;1;Pc(s);Pc(s);;1747;;
DUSS-DMCP01R0-E;SFG Packs;DUS-DMCPR1-E;PM;1;Pc(s);Pc(s);;1747;;
DUSS-DMCP01R0-E;SFG Packs;STIC-VDMCP01R0-E;PM;1;Pc(s);Pc(s);;1748;;
DUSS-DMCP02R0-E;SFG Packs;DUS-DMCPR0-E;PM;1;Pc(s);Pc(s);;1749;;
DUSS-DMCP02R0-E;SFG Packs;DUS-DMCPR1-E;PM;1;Pc(s);Pc(s);;1749;;
DUSS-DMCP02R0-E;SFG Packs;STIC-VDMCP02R0-E;PM;1;Pc(s);Pc(s);;1750;;
DUSS-DMCP03R0-E;SFG Packs;DUS-DMCPR0-E;PM;1;Pc(s);Pc(s);;1751;;
DUSS-DMCP03R0-E;SFG Packs;DUS-DMCPR1-E;PM;1;Pc(s);Pc(s);;1751;;
DUSS-DMCP03R0-E;SFG Packs;STIC-VDMCP03R0-E;PM;1;Pc(s);Pc(s);;1752;;
DUSS-DMCP04R0-E;SFG Packs;DUS-DMCPR0-E;PM;1;Pc(s);Pc(s);;1753;;
DUSS-DMCP04R0-E;SFG Packs;DUS-DMCPR1-E;PM;1;Pc(s);Pc(s);;1753;;
DUSS-DMCP04R0-E;SFG Packs;STIC-VDMCP04R0-E;PM;1;Pc(s);Pc(s);;1754;;
DUSS-EMLC01H-W;SFG Packs;DUS-EMLC01C-WILD;PM;1;Pc(s);Pc(s);;1755;;
DUSS-EMLC01H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1756;;
DUSS-EMLC02H-W;SFG Packs;DUS-EMLC02C-WILD;PM;1;Pc(s);Pc(s);;1757;;
DUSS-EMLC02H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1758;;
DUSS-EMLC03H-W;SFG Packs;DUS-EMLC03C-WILD;PM;1;Pc(s);Pc(s);;1759;;
DUSS-EMLC03H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1760;;
DUSS-EMLC03R0-WM;SFG Packs;DUSS-EMLC03H-W;SFG Packs;1;Pc(s);Pc(s);;1761;;
DUSS-EMLC03R0-WM;SFG Packs;STIC-PADEMLC03-WMV;PM;1;Pc(s);Pc(s);;1762;;
DUSS-EMLC04H-W;SFG Packs;DUS-EMLC04C-WILD;PM;1;Pc(s);Pc(s);;1763;;
DUSS-EMLC04H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1764;;
DUSS-EMLC05H-W;SFG Packs;DUS-EMLC05C-WILD;PM;1;Pc(s);Pc(s);;1765;;
DUSS-EMLC05H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1766;;
DUSS-EMLC06H-W;SFG Packs;DUS-EMLC06C-WILD;PM;1;Pc(s);Pc(s);;1767;;
DUSS-EMLC06H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1768;;
DUSS-EMLC07H-W;SFG Packs;DUS-EMLC07C-WILD;PM;1;Pc(s);Pc(s);;1769;;
DUSS-EMLC07H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1770;;
DUSS-EMLC08H-W;SFG Packs;DUS-EMLC08C-WILD;PM;1;Pc(s);Pc(s);;1771;;
DUSS-EMLC08H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1772;;
DUSS-EMLC09H-W;SFG Packs;DUS-EMLC09C-WILD;PM;1;Pc(s);Pc(s);;1773;;
DUSS-EMLC09H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1774;;
DUSS-EMLC09R0-WM;SFG Packs;DUSS-EMLC09H-W;SFG Packs;1;Pc(s);Pc(s);;1775;;
DUSS-EMLC09R0-WM;SFG Packs;STIC-PADEMLC01-WMV;PM;1;Pc(s);Pc(s);;1776;;
DUSS-EMLC09R0-WM;SFG Packs;STIC-PADEMLC01R1-WMV;PM;1;Pc(s);Pc(s);;1776;;
DUSS-EMLC10H-W;SFG Packs;DUS-EMLC10C-WILD;PM;1;Pc(s);Pc(s);;1777;;
DUSS-EMLC10H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1778;;
DUSS-EMLC11H-W;SFG Packs;DUS-EMLC11C-WILD;PM;1;Pc(s);Pc(s);;1779;;
DUSS-EMLC11H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1780;;
DUSS-EMLC11R0-WM;SFG Packs;DUSS-EMLC11H-W;SFG Packs;1;Pc(s);Pc(s);;1781;;
DUSS-EMLC11R0-WM;SFG Packs;STIC-PADEMLC11-WMV;PM;1;Pc(s);Pc(s);;1782;;
DUSS-EMLC12H-W;SFG Packs;DUS-EMLC12C-WILD;PM;1;Pc(s);Pc(s);;1783;;
DUSS-EMLC12H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1784;;
DUSS-EMLC13H-W;SFG Packs;DUS-EMLC13C-WILD;PM;1;Pc(s);Pc(s);;1785;;
DUSS-EMLC13H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1786;;
DUSS-EMLC14H-W;SFG Packs;DUS-EMLC14C-WILD;PM;1;Pc(s);Pc(s);;1787;;
DUSS-EMLC14H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1788;;
DUSS-EMLC15H-W;SFG Packs;DUS-EMLC15C-WILD;PM;1;Pc(s);Pc(s);;1789;;
DUSS-EMLC15H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1790;;
DUSS-EMLC16H-W;SFG Packs;DUS-EMLC16C-WILD;PM;1;Pc(s);Pc(s);;1791;;
DUSS-EMLC16H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1792;;
DUSS-EMLC17H-W;SFG Packs;DUS-EMLC17C-WILD;PM;1;Pc(s);Pc(s);;1793;;
DUSS-EMLC17H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1794;;
DUSS-EMLC18H-W;SFG Packs;DUS-EMLC18C-WILD;PM;1;Pc(s);Pc(s);;1795;;
DUSS-EMLC18H-W;SFG Packs;STIC-HEMLCR1-W;PM;1;Pc(s);Pc(s);;1796;;
DUSS-IMLCR0-W;SFG Packs;DUS-IMCLR2-WHPD;PM;1;Pc(s);Pc(s);;1797;;
DUSS-IMLCR0-W;SFG Packs;DUS-IMCLR3-W;PM;1;Pc(s);Pc(s);;1797;;
DUSS-IMLCR0-W;SFG Packs;STIC-PIIMCLR0-W;PM;1;Pc(s);Pc(s);;1798;;
DUSS-LBBCL30-WM;SFG Packs;DUS-LBBCL30C-WILD;PM;1;Pc(s);Pc(s);;1799;;
DUSS-LBBCL30-WM;SFG Packs;DUS-LBBCL30CR1-WILD;PM;1;Pc(s);Pc(s);;1799;;
DUSS-LBBCL30-WM;SFG Packs;STIC-PACESR0-WM;PM;1;Pc(s);Pc(s);;1800;;
DUSS-LBBCL30-WM;SFG Packs;STIC-PACESR1-WM;PM;1;Pc(s);Pc(s);;1800;;
DUSS-LBBCL30R1-WM;SFG Packs;DUS-LBBCL30C-WILD;PM;1;Pc(s);Pc(s);;1801;;
DUSS-LBBCL30R1-WM;SFG Packs;DUS-LBBCL30CR1-WILD;PM;1;Pc(s);Pc(s);;1801;;
DUSS-LBBCL30R1-WM;SFG Packs;STIC-PACESR1-WM;PM;1;Pc(s);Pc(s);;1802;;
DUSS-LBBCN30-WM;SFG Packs;DUS-LBBCN30C-WILD;PM;1;Pc(s);Pc(s);;1803;;
DUSS-LBBCN30-WM;SFG Packs;DUS-LBBCN30CR1-WILD;PM;1;Pc(s);Pc(s);;1803;;
DUSS-LBBCN30-WM;SFG Packs;STIC-PACESR0-WM;PM;1;Pc(s);Pc(s);;1804;;
DUSS-LBBCN30-WM;SFG Packs;STIC-PACESR1-WM;PM;1;Pc(s);Pc(s);;1804;;
DUSS-LBBCN30R1-WM;SFG Packs;DUS-LBBCN30C-WILD;PM;1;Pc(s);Pc(s);;1805;;
DUSS-LBBCN30R1-WM;SFG Packs;DUS-LBBCN30CR1-WILD;PM;1;Pc(s);Pc(s);;1805;;
DUSS-LBBCN30R1-WM;SFG Packs;STIC-PACESR1-WM;PM;1;Pc(s);Pc(s);;1806;;
DUSS-LMP1R0-W;SFG Packs;DUS-LMP1R3-W;PM;1;Pc(s);Pc(s);;1807;;
DUSS-LMP1R0-W;SFG Packs;STIC-PILMPR0-W;PM;1;Pc(s);Pc(s);;1808;;
DUSS-LMP1R0-W;SFG Packs;STIC-PQLMP1R0-W;PM;1;Pc(s);Pc(s);;1809;;
DUSS-LMP3R0-W;SFG Packs;DUS-LMP3R3-W;PM;1;Pc(s);Pc(s);;1810;;
DUSS-LMP3R0-W;SFG Packs;STIC-PILMPR0-W;PM;1;Pc(s);Pc(s);;1811;;
DUSS-LMP3R0-W;SFG Packs;STIC-PQLMP3R0-W;PM;1;Pc(s);Pc(s);;1812;;
DUSS-LMP4R0-W;SFG Packs;DUS-LMP4R3-W;PM;1;Pc(s);Pc(s);;1813;;
DUSS-LMP4R0-W;SFG Packs;STIC-PILMPR0-W;PM;1;Pc(s);Pc(s);;1814;;
DUSS-LMP4R0-W;SFG Packs;STIC-PQLMP4R0-W;PM;1;Pc(s);Pc(s);;1815;;
DUSS-LSA30R0-WM;SFG Packs;DUS-LSA30R1-W;PM;1;Pc(s);Pc(s);;1816;;
DUSS-LSA30R0-WM;SFG Packs;DUS-LSA30R2-W;PM;1;Pc(s);Pc(s);;1816;;
DUSS-LSA30R0-WM;SFG Packs;STIC-PAAR0-WM;PM;1;Pc(s);Pc(s);;1817;;
DUSS-LSA30R0-WM;SFG Packs;STIC-PAAR1-WM;PM;1;Pc(s);Pc(s);;1817;;
DUSS-LSA30R1-WM;SFG Packs;DUS-LSA30R1-W;PM;1;Pc(s);Pc(s);;1818;;
DUSS-LSA30R1-WM;SFG Packs;DUS-LSA30R2-W;PM;1;Pc(s);Pc(s);;1818;;
DUSS-LSA30R1-WM;SFG Packs;STIC-PAAR1-WM;PM;1;Pc(s);Pc(s);;1819;;
DUSS-MPASMG-EM;SFG Packs;DUS-MPASMGR0-ELG;PM;1;Pc(s);Pc(s);;1820;;
DUSS-MPASMG-EM;SFG Packs;DUS-MPASMGR1-ELG;PM;1;Pc(s);Pc(s);;1820;;
DUSS-MPASMG-EM;SFG Packs;STIC-PAGR0-EM;PM;1;Pc(s);Pc(s);;1821;;
DUSS-MPASMG-EM;SFG Packs;STIC-PAGR1-EM;PM;1;Pc(s);Pc(s);;1821;;
DUSS-PBMS2820-WM;SFG Packs;DUS-PBMS2820R1-WILG;PM;1;Pc(s);Pc(s);;1822;;
DUSS-PBMS2820-WM;SFG Packs;STIC-PAPBBPR0-WM;PM;1;Pc(s);Pc(s);;1823;;
DUSS-PBMS2820-WM;SFG Packs;STIC-PAPBBPR1-WM;PM;1;Pc(s);Pc(s);;1823;;
DUSS-PBMS2820R1-WM;SFG Packs;DUS-PBMS2820R1-WILG;PM;1;Pc(s);Pc(s);;1824;;
DUSS-PBMS2820R1-WM;SFG Packs;STIC-PAPBBPR1-WM;PM;1;Pc(s);Pc(s);;1825;;
DUSS-PMFC21R0-MO;SFG Packs;DUS-PPFR1-MO;PM;1;Pc(s);Pc(s);;1826;;
DUSS-PMFC21R0-MO;SFG Packs;STIC-BCPPFC21R0-MO;PM;1;Pc(s);Pc(s);;1827;;
DUSS-PMFC21R0-MO;SFG Packs;STIC-VPPFC21R0-MO;PM;1;Pc(s);Pc(s);;1828;;
DUSS-PMFC31R0-MO;SFG Packs;DUS-PPFR1-MO;PM;1;Pc(s);Pc(s);;1829;;
DUSS-PMFC31R0-MO;SFG Packs;STIC-BCPPFC31R0-MO;PM;1;Pc(s);Pc(s);;1830;;
