"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/General Subcategory","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"","","STIC-PBEMAL18-WM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-LREMO21-W","1","L-REMO21-W","Sellable","1.0","Pc(s)"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)"
"","","STIC-PBEMOL21-WM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-LREMO23-W","1","L-REMO23-W","Sellable","1.0","Pc(s)"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)"
"","","STIC-PBEMOL23-WM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-LREMO26-W","1","L-REMO26-W","Sellable","1.0","Pc(s)"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)"
"","","STIC-PBEMOL26-WM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-LREMO30-W","1","L-REMO30-W","Sellable","1.0","Pc(s)"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)"
"","","STIC-PBEMOL30-WM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-LREMO36-W","1","L-REMO36-W","Sellable","1.0","Pc(s)"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)"
"","","STIC-PBEMOL36-WM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-LREMO41-W","1","L-REMO41-W","Sellable","1.0","Pc(s)"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)"
"","","STIC-PBEMOL41-WM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-LREMO43-W","1","L-REMO43-W","Sellable","1.0","Pc(s)"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)"
"","","STIC-PBEMOL43-WM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-LREMO46-W","1","L-REMO46-W","Sellable","1.0","Pc(s)"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)"
"","","STIC-PBEMOL46-WM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-MAGDC-W30G","2","M-AGDC-W30GR","Sellable","1.0","Pc(s)"
"","","STIC-PDRYAADC30-WMV","Regular","1.0","Pc(s)"
"","","KB-GKMK-W","Regular","0.04167","Pc(s)"
"MY-MAGNC-W30G","2","M-AGNC-W30GR","Sellable","1.0","Pc(s)"
"","","STIC-PDRYAAN30-WMV","Regular","1.0","Pc(s)"
"","","KB-GKMK-W","Regular","0.04167","Pc(s)"
"MY-MASKEEPC-W7G","1","MASK-EEPC-W7GR","Sellable","1.0","Pc(s)"
"","","STIC-PEPCM-WMV","Regular","1.0","Pc(s)"
"","","KB-WEMAS221-KMM125CF","Regular","0.00694","Pc(s)"
"MY-MRPBNS-W20ML","2","M-RPBNS-W20ML","Sellable","1.0","Pc(s)"
"","","STIC-PDPBNS20-WMC","Regular","1.0","Pc(s)"
"","","KB-WLS20R1-KMM125BF","Regular","0.02778","Pc(s)"
"MY-MRPBSPF-W20ML","2","M-RPBSPF-W20ML","Sellable","1.0","Pc(s)"
"","","STIC-PDPBSPF20-WMC","Regular","1.0","Pc(s)"
"","","KB-WLS20R1-KMM125BF","Regular","0.02778","Pc(s)"
"MY-PHHU-W","1","PH-HU-W","Sellable","1.0","Pc(s)"
"","","STIC-PBPHUR0-WM","Regular","1.0","Pc(s)"
"","","STIC-PAPHUR0-WM","Regular","3.0","Pc(s)"
"","","STIC-PAPHMPR0-WM","Regular","1.0","Pc(s)"
"","","TAG-HKD35-","Regular","1.0","Pc(s)"
"","","KB-WPHR1I48-635K150","Regular","0.02","Pc(s)"
"MY-PRMIPPF-W","2","PRM-IPPF-W20ML","Sellable","1.0","Pc(s)"
"","","STIC-PDPSPR0-WMIP","Regular","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","Regular","0.01515","Pc(s)"
"MY-REMEEM-W100ML","2","REM-EEM-W100ML","Sellable","1.0","Pc(s)"
"","","STIC-PEEMUR100-WMV","Regular","1.0","Pc(s)"
"","","KB-WSPA150221-KMM125","Regular","0.03333","Pc(s)"
"MY-REMPBTUMW-W","1","REM-PBTUMW-W","Sellable","1.0","Pc(s)"
"","","STIC-PBPBTUMW-WM","Regular","1.0","Pc(s)"
"","","PS-PVCBSR1-WPVC","Regular","1.0","Pc(s)"
"","","KB-W100BR1-KMM125BF","Regular","0.03571","Pc(s)"
"MY-REMSCMW-W100ML","2","REM-SBMW-W100ML","Sellable","1.0","Pc(s)"
"","","STIC-PBMW100-WMC","Regular","1.0","Pc(s)"
"","","KB-W100BR1-KMM125BF","Regular","0.03571","Pc(s)"
"","","PS-PVCBSR1-WPVC","Regular","1.0","Pc(s)"
"MY-SRMAGTE-W100ML","1","SRM-AGTE-W100ML","Sellable","1.0","Pc(s)"
"","","STIC-PDRYTE-WMHF","Regular","1.0","Pc(s)"
"","","KB-WKAPPAR0-KMK150","Regular","0.08333","Pc(s)"
"MY-TBBCEL-W30ML","1","BBC-EL-W30ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WBBC30-KMK150BF","Regular","0.02778","Pc(s)"
"MY-TBBCEN-W30ML","1","BBC-EN-W30ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WBBC30-KMK150BF","Regular","0.02778","Pc(s)"
"MY-TBBCLL-W30ML","1","BBC-LL-W30ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WBBC30-KMK150BF","Regular","0.02778","Pc(s)"
"MY-TBBCLN-W30ML","1","BBC-LN-W30ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WBBC30-KMK150BF","Regular","0.02778","Pc(s)"
"MY-TBOA-W4G","1","BO-W1A-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.00833","Pc(s)"
"MY-TBOB-W4G","1","BO-W1B-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.00833","Pc(s)"
"MY-TBOC-W4G","1","BO-W1C-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.00833","Pc(s)"
"MY-TBOD-W4G","1","BO-W0D-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.00833","Pc(s)"
"MY-TCIPMFPF13-W","2","TC-IPMFPF13-W13G","Sellable","1.0","Pc(s)"
"","","STIC-PDMFPF13-WMIP","Regular","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","Regular","0.02083","Pc(s)"
"MY-TDDCCDL-W20ML","1","DDC-CDL-W20ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLS20211-KMM125BF","Regular","0.02778","Pc(s)"
"MY-TDDCCDN-W20ML","1","DDC-CDN-W20ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLS20211-KMM125BF","Regular","0.02778","Pc(s)"
"MY-TEBEK-W3G","1","EB-EK-W3G","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.01042","Pc(s)"
"MY-TECWSB-W10ML","1","EC-WSB-W10ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W100BR1-KMM125BF","Regular","0.02381","Pc(s)"
"MY-TELESL-W3.5G","1","EL-ESL-W3,5GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WELELR0-KMM125CF","Regular","0.00694","Pc(s)"
"MY-TESA-W3.3G","1","ES-W1A-W3,3GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.00833","Pc(s)"
"MY-TESG-W3.3G","1","ES-W1G-W3,3GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.00833","Pc(s)"
"MY-TESH-W3.3G","1","ES-W0H-W3,3GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.00833","Pc(s)"
"MY-TESI-W3.3G","1","ES-W0I-W3,3GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.00833","Pc(s)"
"MY-TESL-W3.3G","1","ES-W0L-W3,3GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.00833","Pc(s)"
"MY-TESM-W3.3G","1","ES-W0M-W3,3GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.00833","Pc(s)"
"MY-TESNCCL-W3.3G","1","ES-ECL-W3,3GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.00833","Pc(s)"
"MY-TESNCPS-W3.3G","1","ES-EPS-W3,3GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.00833","Pc(s)"
"MY-TFDF-W4.5G","1","F-WODF-W4,5GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.0119","Pc(s)"
"MY-TFEL01-W20ML","1","F-WOELB5101-W20ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.03571","Pc(s)"
"MY-TFEL02-W20ML","1","F-WOELSP02-W20ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.03571","Pc(s)"
"MY-TFEL05-W20ML","1","F-WOELCB05-W20ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.03571","Pc(s)"
"MY-TFMICD-W55ML","1","FMI-CDFM-W55ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W100BR1-KMM125BF","Regular","0.025","Pc(s)"
"MY-TLE21-W3.8G","1","L-EW1P16C21-W3,8GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLE23-W3.8G","1","L-W1ER16C23-W3,8GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLE26-W3.8G","1","L-EW1M91C26-W3,8GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLE28-W3.8G","1","L-W1EP41C28-W3,8GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLE36-W3.8G","1","L-EW1SUPC36-W3,8GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLE41-W3.8G","1","L-EW0C41-W3,8GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLE43-W3.8G","1","L-EW0C43-W3,8GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLE46-W3.8G","1","L-W0ECMC46-W3,8GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLEMC01-W4G","1","L-EMC01-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC02-W4G","1","L-EMC02-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC03-W4G","1","L-EMC03-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC04-W4G","1","L-EMC04-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC05-W4G","1","L-EMC05-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC06-W4G","1","L-EMC06-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC07-W4G","1","L-EMC07-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC08-W4G","1","L-EMC08-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC09-W4G","1","L-EMC09-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC10-W4G","1","L-EMC10-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC11-W4G","1","L-EMC11-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC12-W4G","1","L-EMC12-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC13-W4G","1","L-EMC13-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC14-W4G","1","L-EMC14-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC15-W4G","1","L-EMC15-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC16-W4G","1","L-EMC16-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC17-W4G","1","L-EMC17-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLEMC18-W4G","1","L-EMC18-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WIOTAR0-KMM125","Regular","0.00694","Pc(s)"
"MY-TLM02-W3.8G","1","L-NWP1N2-W3,8G","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","Regular","0.00694","Pc(s)"
"MY-TLM03-W3.8G","1","L-NWR1N3-W3,8G","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","Regular","0.00694","Pc(s)"
"MY-TLM04-W3.8G","1","L-NWO1N4-W3,8G","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","Regular","0.00694","Pc(s)"
"MY-TLM05-W3.8G","1","L-NWP5N5-W3,8G","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","Regular","0.00694","Pc(s)"
"MY-TLM09-W3.8G","1","L-W1CMTRC9-W3,8GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","Regular","0.00694","Pc(s)"
"MY-TLM16-W3.8G","1","L-W1CMSPC16-W3,8GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","Regular","0.00694","Pc(s)"
"MY-TLM17-W3.8G","1","L-W1CMGPC17-W3,8GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","Regular","0.00694","Pc(s)"
"MY-TLM18-W3.8G","1","L-W1CMRPC18-W3,8GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","Regular","0.00694","Pc(s)"
"MY-TLN01-W3.9G","1","L-NSN01-W3.9GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLN02-W3.9G","1","L-NCR02-W3.9GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLN03-W3.9G","1","L-NPH03-W3.9GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLN04-W3.9G","1","L-NPC04-W3.9GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLN05-W3.9G","1","L-NCB05-W3.9GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLN06-W3.9G","1","L-NMP06-W3.9GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","Regular","0.00694","Pc(s)"
"MY-TLWO-W150ML","1","LW-W3O-W150ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WSPA150221-KMM125","Regular","0.08333","Pc(s)"
"MY-TMAGDCN1-W","1","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WALPHAR0-KMM125BF","Regular","0.02778","Pc(s)"
"","","M-AGDC-W17ML","Sellable","1.0","Pc(s)"
"MY-TMAGNCN1-W","1","M-AGNC-W17ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WALPHAR0-KMM125BF","Regular","0.02778","Pc(s)"
"MY-TMAHC-W","1","M-AHC-W40ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WTHETAR0-KMM125","Regular","0.03333","Pc(s)"
"MY-TMASKEEAL-W6G","1","MASK-EEAL-W6GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WEMAS221-KMM125CF","Regular","0.00694","Pc(s)"
"MY-TMASKEEPC-W7G","1","MASK-EEPC-W7GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WEMAS221-KMM125CF","Regular","0.00694","Pc(s)"
"MY-TMPBL-W20ML","1","M-PBL-W20ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLS20211-KMM125BF","Regular","0.02778","Pc(s)"
"MY-TMRLDC-W20ML","1","M-RLDC-W20ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLS20211-KMM125BF","Regular","0.02778","Pc(s)"
"MY-TMRLNC-W20ML","1","M-RLNC-W20ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLS20211-KMM125BF","Regular","0.02778","Pc(s)"
"MY-TMRPBSPF-W20ML","1","M-RPBSPF-W20ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLS20211-KMM125BF","Regular","0.02778","Pc(s)"
"MY-TMWHPG-W","1","M-WHPG-W40ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WTHETAR0-KMM125","Regular","0.03333","Pc(s)"
"MY-TMWSDC-W30G","1","M-WSDC-W30GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WWSG221-KMK125CF","Regular","0.04167","Pc(s)"
"MY-TMWSDCN2-W","1","M-WSDC-W17ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WALPHAR0-KMM125BF","Regular","0.02778","Pc(s)"
"MY-TMWSNC-W30G","1","M-WSNC-W30GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WWSG221-KMK125CF","Regular","0.04167","Pc(s)"
"MY-TMWSNCN2-W","1","M-WSNC-W17ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WALPHAR0-KMM125BF","Regular","0.02778","Pc(s)"
"MY-TMZOM-W150ML","1","MZ-W1M2-W150ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-BTLS150WNL32-K125","Regular","0.04167","Pc(s)"
"MY-TREMEEM-W100ML","2","REM-EEM-W100ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WSPA150221-KMM125","Regular","0.03333","Pc(s)"
"MY-TREMSCMW-W100ML","1","REM-SBMW-W100ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W100BR1-KMM125BF","Regular","0.03571","Pc(s)"
"MY-TSRMAGIS-W17ML","1","SRM-AGIS-W17ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.03333","Pc(s)"
"MY-TSRMCD-W17ML","1","SRM-CD-W17ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.03333","Pc(s)"
"MY-TSRMRL-W","1","SRM-RL-W5X5ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WFSRM211-KMM125BF","Regular","0.02083","Pc(s)"
"MY-TSRMWSIBE-W17ML","1","SRM-WSIBE-W17ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","Regular","0.03333","Pc(s)"
"MY-TSRMWSPTE-W100ML","1","SRM-WSPTE-W100ML","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WKAPPAR0-KMK150","Regular","0.08333","Pc(s)"
"MY-TTCLLF01-W12G","1","TC-W1LB4C1-W12GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLTWCB-KMM125CF","Regular","0.02778","Pc(s)"
"MY-TTCLLF02-W12G","1","TC-W1LB5C2-W12GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLTWCB-KMM125CF","Regular","0.02778","Pc(s)"
"MY-TTCLLF03-W12G","1","TC-W1LSPC3-W12GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLTWCB-KMM125CF","Regular","0.02778","Pc(s)"
"MY-TTCLLF04-W12G","1","TC-W1LNC4-W12GR","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLTWCB-KMM125CF","Regular","0.02778","Pc(s)"
"MY-TTCRLLF01-W12G","1","TC-RLLF01-W12G","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLTWCB-KMM125CF","Regular","0.02778","Pc(s)"
"MY-TTCRLLF02-W12G","1","TC-RLLF02-W12G","Sellable","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-WLTWCB-KMM125CF","Regular","0.02778","Pc(s)"
"MY-TTCRLLF03-W12G","1","TC-RLLF03-W12G","Sellable","1.0","Pc(s)"
