"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/General Subcategory","BoM Lines/Quantity","BoM Lines/Product Unit of Measure","Created on"
"","","STIC-VMKLC04R1-OMG","Regular","1.0","Pc(s)",""
"","","IBOX-RRPMKLCR2-OMG","Regular","0.08333","Pc(s)",""
"","","KB-NEONR0-OMG","Regular","0.00694","Pc(s)",""
"L-MLCJ-OMG","9","L-MLCJ-BULK","Bulk","0.0035","kg","2022-12-02 00:36:59"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)",""
"","","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)",""
"","","STIC-BMKLC10R3-OMG","Regular","1.0","Pc(s)",""
"","","DUS-MKLCR2-OMG","Regular","1.0","Pc(s)",""
"","","STIC-VMKLC10R1-OMG","Regular","1.0","Pc(s)",""
"","","IBOX-RRPMKLCR2-OMG","Regular","0.08333","Pc(s)",""
"","","KB-NEONR0-OMG","Regular","0.00694","Pc(s)",""
"L-MLCK-OMG","10","L-MLCK-BULK","Bulk","0.0035","kg","2022-12-02 00:38:11"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)",""
"","","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)",""
"","","STIC-BMKLC11R3-OMG","Regular","1.0","Pc(s)",""
"","","DUS-MKLCR2-OMG","Regular","1.0","Pc(s)",""
"","","STIC-VMKLC11R1-OMG","Regular","1.0","Pc(s)",""
"","","IBOX-RRPMKLCR2-OMG","Regular","0.08333","Pc(s)",""
"","","KB-NEONR0-OMG","Regular","0.00694","Pc(s)",""
"L-MLCL-OMG","9","L-MLCL-BULK","Bulk","0.0035","kg","2022-12-02 00:39:39"
"","","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)",""
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)",""
"","","STIC-BMKLC12R3-OMG","Regular","1.0","Pc(s)",""
"","","DUS-MKLCR2-OMG","Regular","1.0","Pc(s)",""
"","","STIC-VMKLC12R2-OMG","Regular","1.0","Pc(s)",""
"","","IBOX-RRPMKLCR2-OMG","Regular","0.08333","Pc(s)",""
"","","KB-NEONR0-OMG","Regular","0.00694","Pc(s)",""
"F-LLF01-W","9","F-LLF01-BULK","Bulk","0.025","kg","2022-12-02 07:04:03"
"","","TUBE-LLF01LBR2-W","Regular","1.0","Pc(s)",""
"","","PAP-LLF01LBR2-W","Regular","1.0","Pc(s)",""
"","","PLAS-VCLLFR0-W","Regular","1.0","Pc(s)",""
"","","KB-WLTWCLFR1-KMK125","Regular","0.0555556","Pc(s)",""
"MY-TCR3LLF02-W","7 (INLINE)","TC-R3LLF02-BULK","Bulk","0.012","kg","2022-03-04 08:17:03"
"","","CONT-LTCSR0-WRL","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","STIC-BLPL02R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPL02R2-W","Regular","1.0","Pc(s)",""
"","","STIC-PABR1-WM","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.02778","Pc(s)",""
"MY-TCR3LLF03-W","7 (INLINE)","TC-R3LLF03-BULK","Bulk","0.012","kg","2022-03-04 08:19:01"
"","","CONT-LTCSR0-WRL","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BLPL03R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPL03R2-W","Regular","1.0","Pc(s)",""
"","","STIC-PABR1-WM","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.02778","Pc(s)",""
"REM-OIMW-MO","3","STIC-PBPOMW200R0-MO","Regular","1.0","Pc(s)","2022-12-06 06:41:17"
"","","CAP-BK200HD-X","Regular","1.0","Pc(s)",""
"","","BOTO-PETRF200-X","Regular","1.0","Pc(s)",""
"","","REM-OIMWB-BULK","Bulk","0.15","kg",""
"","","REM-OIMW-BULK","Bulk","0.05","kg",""
"","","KB-MOBORPR1-MO","Regular","0.05556","Pc(s)",""
"MY-TCR3LLF06-W","5 (INLINE)","TC-R3LLF06-BULK","Bulk","0.012","kg","2022-03-04 08:20:31"
"","","CONT-LTCSR0-WRL","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","STIC-BLPL06R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPL06R0-W","Regular","1.0","Pc(s)",""
"","","STIC-PABR1-WM","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.02778","Pc(s)",""
"MY-TCR3LLF07-W","5 (INLINE)","TC-R3LLF07-BULK","Bulk","0.012","kg","2022-03-04 08:21:56"
"","","CONT-LTCSR0-WRL","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","STIC-BLPL07R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPL07R0-W","Regular","1.0","Pc(s)",""
"","","STIC-PABR1-WM","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.02778","Pc(s)",""
"TC-IPMFPF11-W13G","5","TC-IPMFPF11-BULK","Bulk","0.013","kg","2022-03-04 08:23:44"
"","","CONT-IMPFR0-WASBS","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","PUFF-IMPFR0-WFP","Regular","1.0","Pc(s)",""
"","","STIC-BIMPF11R0-WPWNF","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","DUS-IMPFR1-WHPD","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","STIC-BCIMPF1R0-WPWG","Regular","1.0","Pc(s)",""
"","","KB-WIPSKMMR1-W","Regular","0.02083","Pc(s)",""
"MY-LPTMCC-MO","1","L-PTMCC-MO","Sellable","1.0","Pc(s)","2022-12-07 06:23:53"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)",""
"","","KB-MOGCR0-MO","Regular","0.0138889","Pc(s)",""
"MY-LPTMCD-MO","1","L-PTMCD-MO","Sellable","1.0","Pc(s)","2022-12-07 06:24:27"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)",""
"","","KB-MOGCR0-MO","Regular","0.0138889","Pc(s)",""
"MY-LPTMC01-MO","1","L-PTMC01-MO","Sellable","1.0","Pc(s)","2022-12-07 06:25:14"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)",""
"","","KB-MOGCR0-MO","Regular","0.0138889","Pc(s)",""
"MY-LPTMC02-MO","1","L-PTMC02-MO","Sellable","1.0","Pc(s)","2022-12-07 06:27:34"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)",""
"","","KB-MOGCR0-MO","Regular","0.0138889","Pc(s)",""
"MY-LPTMC03-MO","1","L-PTMC03-MO","Sellable","1.0","Pc(s)","2022-12-07 06:29:42"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)",""
"","","KB-MOGCR0-MO","Regular","0.0138889","Pc(s)",""
"MY-LPTMC04-MO","1","L-PTMC04-MO","Sellable","1.0","Pc(s)","2022-12-07 06:30:29"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)",""
"","","KB-MOGCR0-MO","Regular","0.0138889","Pc(s)",""
"MY-LPTMC05-MO","1","L-PTMC05-MO","Sellable","1.0","Pc(s)","2022-12-07 06:32:21"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)",""
"","","KB-MOGCR0-MO","Regular","0.0138889","Pc(s)",""
"MY-LPTMC06-MO","1","L-PTMC06-MO","Sellable","1.0","Pc(s)","2022-12-07 06:33:09"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)",""
"","","KB-MOGCR0-MO","Regular","0.0138889","Pc(s)",""
"MY-LPTMC07-MO","1","L-PTMC07-MO","Sellable","1.0","Pc(s)","2022-12-07 06:33:48"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)",""
"","","KB-MOGCR0-MO","Regular","0.0138889","Pc(s)",""
"MY-LPTMC08-MO","1","L-PTMC08-MO","Sellable","1.0","Pc(s)","2022-12-07 06:34:17"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)",""
"","","KB-MOGCR0-MO","Regular","0.0138889","Pc(s)",""
"TC-RR3LEC01-W","10","TC-R3LEC01-BULK","Bulk","0.01","kg","2022-12-09 01:12:48"
"","","CONT-LRTWCRER1-W","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRR1-W","Regular","1.0","Pc(s)",""
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)",""
"","","STIC-BLPRE01R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPRE01R1-W","Regular","1.0","Pc(s)",""
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","KB-WBETAR2-W","Regular","0.00694","Pc(s)",""
"TC-RR3LEC02-W","9","TC-R3LEC02-BULK","Bulk","0.01","kg","2022-12-09 01:14:08"
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","CONT-LRTWCRER1-W","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRR1-W","Regular","1.0","Pc(s)",""
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)",""
"","","STIC-BLPRE02R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPRE02R1-W","Regular","1.0","Pc(s)",""
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","KB-WBETAR2-W","Regular","0.00694","Pc(s)",""
"TC-RR3LEC03-W","8","TC-R3LEC03-BULK","Bulk","0.01","kg","2022-12-09 01:15:07"
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","CONT-LRTWCRER1-W","Regular","1.0","Pc(s)",""
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRR1-W","Regular","1.0","Pc(s)",""
"","","STIC-BLPRE03R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPRE03R1-W","Regular","1.0","Pc(s)",""
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","KB-WBETAR2-W","Regular","0.00694","Pc(s)",""
"TC-RR3LEC04-W","8","TC-R3LEC04-BULK","Bulk","0.01","kg","2022-12-09 01:15:56"
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","CONT-LRTWCRER1-W","Regular","1.0","Pc(s)",""
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRR1-W","Regular","1.0","Pc(s)",""
"","","STIC-BLPRE04R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPRE04R1-W","Regular","1.0","Pc(s)",""
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","KB-WBETAR2-W","Regular","0.00694","Pc(s)",""
"HBW-BWN2C-BD","2","PART-KBBIODR0-B","Regular","0.08333","Pc(s)","2022-12-09 01:24:54"
"","","POUC-SBWMGTR0-BD","Regular","1.0","Pc(s)",""
"","","KB-BIODR1-B","Regular","0.08333","Pc(s)",""
"","","HBW-BWC-BULK","Bulk","0.4","kg",""
"HBW-BWN2A-BD","2","POUC-SBWMSSR0-BD","Regular","1.0","Pc(s)","2022-12-09 01:27:12"
"","","KB-BIODR1-B","Regular","0.08333","Pc(s)",""
"","","PART-KBBIODR0-B","Regular","0.08333","Pc(s)",""
"","","HBW-BW-BULK","Bulk","0.4","kg",""
"HBW-BWN2D-BD","2","POUC-SBWMYZRO-BD","Regular","1.0","Pc(s)","2022-12-09 01:28:38"
"","","HBW-BWD-BULK","Bulk","0.4","kg",""
"","","PART-KBBIODR0-B","Regular","0.08333","Pc(s)",""
"","","KB-BIODR1-B","Regular","0.08333","Pc(s)",""
"HBW-NDAHBW-W","3","HBW-NDAHBW-BULK","Bulk","0.25","kg","2022-12-09 01:30:21"
"","","BOTO-NDAHBW250-W","Regular","1.0","Pc(s)",""
"","","CAP-DTNR0-X","Regular","1.0","Pc(s)",""
"","","STIC-BNDAH250R1-W","Regular","1.0","Pc(s)",""
"","","KB-WT100R2-W","Regular","0.05556","Pc(s)",""
"","","STIC-FNDAH250R1-W","Regular","1.0","Pc(s)",""
"S-NSSEC-W","5","S-NSS-BULK","Bulk","0.17","kg","2022-12-09 01:34:52"
"","","BOTO-NSS1702R2-W","Regular","1.0","Pc(s)",""
"","","STIC-WNSS170R1-W","Regular","1.0","Pc(s)",""
"","","CAP-BNSS1702R0-WPP","Regular","1.0","Pc(s)",""
"","","KB-W200R2-W","Regular","0.0416667","Pc(s)",""
"","","STIC-QRNSS-W","Regular","1.0","Pc(s)",""
"L-REMA02-W","4","L-REMA02-BULK","Bulk","0.0035","kg","2022-04-08 01:58:51"
"","","CAPC-ELRLR0-WASBS","Regular","1.0","Pc(s)",""
"","","CONT-ELRLR0-WASBS","Regular","1.0","Pc(s)",""
"","","STIC-BTEMA02R0-WCNF","Regular","1.0","Pc(s)",""
"","","DUS-EMAR0-WIMVG","Regular","1.0","Pc(s)",""
"","","STIC-BCEMA02R1-WRL","Regular","1.0","Pc(s)",""
"","","IBOX-12ELRLR1-W","Regular","0.08333","Pc(s)",""
"","","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)",""
"TC-IPMFPF12-W13G","5","TC-IPMFPF12-BULK","Bulk","0.013","kg","2022-03-04 08:25:13"
"","","CONT-IMPFR0-WASBS","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","PUFF-IMPFR0-WFP","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","STIC-BIMPF12R0-WPWNF","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","DUS-IMPFR1-WHPD","Regular","1.0","Pc(s)",""
"","","STIC-BCIMPF2R0-WPWG","Regular","1.0","Pc(s)",""
"","","KB-WIPSKMMR1-W","Regular","0.02083","Pc(s)",""
"TC-IPMFPF13-W13G","5","TC-IPMFPF13-BULK","Bulk","0.013","kg","2022-03-04 08:26:11"
"","","CONT-IMPFR0-WASBS","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","PUFF-IMPFR0-WFP","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","STIC-BIMPF13R0-WPWNF","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","DUS-IMPFR1-WHPD","Regular","1.0","Pc(s)",""
"","","STIC-BCIMPF3R0-WPWG","Regular","1.0","Pc(s)",""
"","","KB-WIPSKMMR1-W","Regular","0.02083","Pc(s)",""
"L-CLADC06-W","2","L-CLADC06-BULK","Bulk","0.0042","kg","2022-12-07 00:36:54"
"","","BOTP-CADLP17TBR0-W","Intermediate Pack","1.0","Pc(s)",""
"","","CAPA-WCADLPR0-W","Regular","1.0","Pc(s)",""
"","","STIC-BCADLP17R0-W","Regular","1.0","Pc(s)",""
"","","DUS-CADLP17R1-W","Regular","1.0","Pc(s)",""
"","","IBOX-CADLPATWER0-W","Regular","0.08333","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"L-CLADC03-W","2","L-CLADC03-BULK","Bulk","0.0042","kg","2022-12-07 00:33:35"
"","","BOTP-CADLP14RLR0-W","Intermediate Pack","1.0","Pc(s)",""
"","","CAPA-WCADLPR0-W","Regular","1.0","Pc(s)",""
"","","STIC-BCADLP14R0-W","Regular","1.0","Pc(s)",""
"","","DUS-CADLP14R1-W","Regular","1.0","Pc(s)",""
"","","IBOX-CADLPATWER0-W","Regular","0.08333","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"TC-R2E02-W","2","TC-PC08-BULK","Bulk","0.012","kg","2023-04-06 01:02:03"
"","","CONT-DPETWCRR0-W","Regular","1.0","Pc(s)",""
"","","GODE-CPTZ59R1-MO","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRR1-W","Regular","1.0","Pc(s)",""
"","","STIC-BTETC2R0-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ETWCR4-W","Regular","1.0","Pc(s)",""
"","","STIC-VETWC02R0-W","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.03333","Pc(s)",""
"PRM-PR-EM20ML","3","PRM-PR-BULK","Bulk","0.02","kg","2023-03-02 08:31:38"
"","","TUBE-PR20R0-EMC","Regular","1.0","Pc(s)",""
"","","DUSS-PR20R0-ELD","Intermediate Pack","1.0","Pc(s)",""
"","","KB-EAR0-KMM125","Regular","0.02778","Pc(s)",""
"TC-IPMFPF14-W13G","5","TC-IPMFPF14-BULK","Bulk","0.013","kg","2022-03-04 08:26:57"
"","","CONT-IMPFR0-WASBS","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","PUFF-IMPFR0-WFP","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","STIC-BIMPF14R0-WPWNF","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","DUS-IMPFR1-WHPD","Regular","1.0","Pc(s)",""
"","","STIC-BCIMPF4R0-WPWG","Regular","1.0","Pc(s)",""
"","","KB-WIPSKMMR1-W","Regular","0.02083","Pc(s)",""
"TC-R2E03-W","2","TC-PC03-BULK","Bulk","0.012","kg","2023-04-06 01:04:54"
"","","CONT-DPETWCRR0-W","Regular","1.0","Pc(s)",""
"","","GODE-CPTZ59R1-MO","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRR1-W","Regular","1.0","Pc(s)",""
"","","STIC-BTETC3R0-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ETWCR4-W","Regular","1.0","Pc(s)",""
"","","STIC-VETWC03R0-W","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.03333","Pc(s)",""
"L-MLCG-OMG","10","L-MLCG-BULK","Bulk","0.0035","kg","2023-01-09 00:42:28"
"","","CAPA-MKLCKIMR0-OMG","Regular","1.0","Pc(s)",""
"","","BOTO-MKLCKIMR0-OMG","Regular","1.0","Pc(s)",""
"","","STIC-BMKLC07R2-OMG","Regular","1.0","Pc(s)",""
"","","DUS-MKLCR2-OMG","Regular","1.0","Pc(s)",""
"","","STIC-VMKLC07R2-OMG","Regular","1.0","Pc(s)",""
"","","IBOX-RRPMKLCR2-OMG","Regular","0.08333","Pc(s)",""
"","","KB-NEONR0-OMG","Regular","0.00694","Pc(s)",""
"MY-FMCDS-W","7 (INLINE)","FM-CDS-BULK","Bulk","0.03","kg","2023-02-16 07:09:15"
"","","STIC-PALCDSMR1-WM","Regular","1.0","Pc(s)",""
"","","PLU-PCDONP30-W","Regular","1.0","Pc(s)",""
"","","POT-CDSM30R1-WNP","Regular","1.0","Pc(s)",""
"","","CAP-PCDSM30R1-WNP","Regular","1.0","Pc(s)",""
"","","DUS-CDSM30R1-W","Regular","1.0","Pc(s)",""
"","","STIC-PPCDSM-WM","Regular","1.0","Pc(s)",""
"","","KB-WW2430R2-W","Regular","0.04167","Pc(s)",""
"MY-LSMULMB-EM","3 (INLINE)","L-SMULMB-BULK","Bulk","0.0065","kg","2022-05-19 08:20:02"
"","","TUBE-SMULM02R0-E","Regular","1.0","Pc(s)",""
"","","CAPA-SMULMR0-E","Regular","1.0","Pc(s)",""
"","","DUS-SMULM02R0-E","Regular","1.0","Pc(s)",""
"","","STIC-PACR1-EM","Regular","1.0","Pc(s)",""
"","","KB-EAR0-KMM125","Regular","0.01389","Pc(s)",""
"TC-R2E04-W","2","TC-PC04-BULK","Bulk","0.012","kg","2023-04-06 01:05:55"
"","","CONT-DPETWCRR0-W","Regular","1.0","Pc(s)",""
"","","GODE-CPTZ59R1-MO","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRR1-W","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","STIC-BTETC4R0-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ETWCR4-W","Regular","1.0","Pc(s)",""
"","","STIC-VETWC04R0-W","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.03333","Pc(s)",""
"TC-R2E05-W","2","TC-PC05-BULK","Bulk","0.012","kg","2023-04-06 01:07:29"
"","","CONT-DPETWCRR0-W","Regular","1.0","Pc(s)",""
"","","GODE-CPTZ59R1-MO","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRR1-W","Regular","1.0","Pc(s)",""
"","","STIC-BTETC5R0-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ETWCR4-W","Regular","1.0","Pc(s)",""
"","","STIC-VETWC05R0-W","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.03333","Pc(s)",""
"TC-RR3LLF01-W","11","TC-R3LLF01-BULK","Bulk","0.012","kg","2022-08-04 01:53:13"
"","","CONT-LRTWCRER1-W","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRR1-W","Regular","1.0","Pc(s)",""
"","","STIC-BLPRL01R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPRL01R0-W","Regular","1.0","Pc(s)",""
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","KB-WBETAR1-W","Regular","0.00694","Pc(s)",""
"L-MLCH-OMG","10","L-MLCH-BULK","Bulk","0.0035","kg","2023-01-09 00:43:50"
"","","CAPA-MKLCKIMR0-OMG","Regular","1.0","Pc(s)",""
"","","BOTO-MKLCKIMR0-OMG","Regular","1.0","Pc(s)",""
"","","STIC-BMKLC08R2-OMG","Regular","1.0","Pc(s)",""
"","","DUS-MKLCR2-OMG","Regular","1.0","Pc(s)",""
"","","STIC-VMKLC08R2-OMG","Regular","1.0","Pc(s)",""
"","","IBOX-RRPMKLCR2-OMG","Regular","0.08333","Pc(s)",""
"","","KB-NEONR0-OMG","Regular","0.00694","Pc(s)",""
"TC-R3LEC01-W","6","TC-R3LEC01-BULK","Bulk","0.01","kg","2022-03-04 08:28:12"
"","","CONT-LTCSR0-WRL","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","STIC-BLPE01R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPE01R3-W","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.02778","Pc(s)",""
"MY-ESCLPPB-W","1","ES-CLPPB-W","Sellable","1.0","Pc(s)","2022-07-22 02:58:42"
"","","STIC-PAAR1-WM","Regular","1.0","Pc(s)",""
"","","KB-WBG150R2-W","Regular","0.0166667","Pc(s)",""
"L-CLADC02-W","2","L-CLADC02-BULK","Bulk","0.0042","kg","2022-12-07 00:32:19"
"","","BOTP-CADLP13DLR0-W","Intermediate Pack","1.0","Pc(s)",""
"","","CAPA-WCADLPR0-W","Regular","1.0","Pc(s)",""
"","","STIC-BCADLP13R0-W","Regular","1.0","Pc(s)",""
"","","DUS-CADLP13R1-W","Regular","1.0","Pc(s)",""
"","","IBOX-CADLPATWER0-W","Regular","0.08333","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"L-MLCI-OMG","10","L-MLCI-BULK","Bulk","0.0035","kg","2023-01-09 00:44:59"
"","","CAPA-MKLCKIMR0-OMG","Regular","1.0","Pc(s)",""
"","","BOTO-MKLCKIMR0-OMG","Regular","1.0","Pc(s)",""
"","","STIC-BMKLC09R2-OMG","Regular","1.0","Pc(s)",""
"","","DUS-MKLCR2-OMG","Regular","1.0","Pc(s)",""
"","","STIC-VMKLC09R2-OMG","Regular","1.0","Pc(s)",""
"","","IBOX-RRPMKLCR2-OMG","Regular","0.08333","Pc(s)",""
"","","KB-NEONR0-OMG","Regular","0.00694","Pc(s)",""
"TC-R3LEC02-W","5","TC-R3LEC02-BULK","Bulk","0.01","kg","2022-03-04 08:32:58"
"","","CONT-LTCSR0-WRL","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PLAS-DM60R0-W","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BLPE02R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPE02R1-W","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.02778","Pc(s)",""
"L-MLCI-OMG","7","L-MLCI-BULK","Bulk","0.0035","kg","2022-09-09 00:48:00"
"","","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)",""
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)",""
"","","STIC-BMKLC09R2-OMG","Regular","1.0","Pc(s)",""
"","","DUS-MKLCR2-OMG","Regular","1.0","Pc(s)",""
"","","STIC-VMKLC09R2-OMG","Regular","1.0","Pc(s)",""
"","","IBOX-RRPMKLCR2-OMG","Regular","0.08333","Pc(s)",""
"","","KB-NEONR0-OMG","Regular","0.00694","Pc(s)",""
"MY-FTRWSABHA-W","7 (INLINE)","CAP-CSET125-W","Regular","1.0","Pc(s)","2022-03-15 02:11:30"
"","","DUS-CSET125R1-W","Regular","1.0","Pc(s)",""
"","","PLU-CSET125-W","Regular","1.0","Pc(s)",""
"","","FT-RWSABHA-BULK","Bulk","0.125","kg",""
"","","BOTO-CSET125R1-W","Regular","1.0","Pc(s)",""
"","","STIC-PACESR1-WM","Regular","1.0","Pc(s)",""
"","","KB-WFSR1-W","Regular","0.05","Pc(s)",""
"L-CLADC05-W","2","L-CLADC05-BULK","Bulk","0.0042","kg","2022-12-07 00:35:20"
"","","BOTP-CADLP16KLR0-W","Intermediate Pack","1.0","Pc(s)",""
"","","CAPA-WCADLPR0-W","Regular","1.0","Pc(s)",""
"","","STIC-BCADLP16R0-W","Regular","1.0","Pc(s)",""
"","","DUS-CADLP16R1-W","Regular","1.0","Pc(s)",""
"","","IBOX-CADLPATWER0-W","Regular","0.08333","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"L-TLTA-OMG","2","L-LTA-BULK","Bulk","0.0053","kg","2023-01-03 03:35:03"
"","","BOTO-JKLTSR0-OMG","Regular","1.0","Pc(s)",""
"","","CAPA-JKLTS01R1-OMG","Regular","1.0","Pc(s)",""
