Kode Item,Nama Internal,Internal Category,Brand,Qty,Total Price,Status,MOQ,Laptrima,Scrap,SMB,"Kategori FG
(NPD, Reguler, NFS, One Shot, Ex Revamp, Minor Change)",Last Incoming,Last SMB
STIC-BHLTB01F-MO,Sticker Bottom Hydrastay LTB 01 F MO,,,6641,72,existing,5000,0,0,Yes,Reguler,2022,2023
STIC-BHLTB02G-MO,Sticker Bottom Hydrastay LTB 02 G MO,,,9642,71.88267804,existing,5000,0,0,Yes,Reguler,2023,2023
STIC-BHLTB03S-MO,Sticker Bottom Hydrastay LTB 03 S MO,,,6689,141.6605747,existing,5000,0,0,Yes,Reguler,2023,2023
STIC-BHLTB04D-MO,Sticker Bottom Hydrastay LTB 04 D MO,,,3522,64.55271353,existing,5000,0,0,No,Reguler,2021,2023
STIC-BHLTB05SB-MO,Sticker Bottom Hydrastay LTB 05 SB MO,,,10228,65.7258508,existing,5000,0,0,Yes,Reguler,2023,2023
STIC-BHSLWC01R0-MO,Sticker Bottom Hydrastay SLW C01 MO,,,30218,68.56544969,existing,3000,0,0,No,Reguler,2021,2023
STIC-BHSLWC02R0-MO,Sticker Bottom Hydrastay SLW C02 MO,,,48609,46.11019175,existing,3000,0,0,Yes,Reguler,2021,2023
STIC-BHSLWC03R0-MO,Sticker Bottom Hydrastay SLW C03 MO,,,35931,68.02286917,existing,3000,0,0,No,Reguler,2021,2023
STIC-BHSLWC04R0-MO,Sticker Bottom Hydrastay SLW C04 MO,,,26610,22.75136949,existing,3000,0,0,No,Reguler,2021,2023
STIC-BHSLWC05R0-MO,Sticker Bottom Hydrastay SLW C05 MO,,,55933,91.41712056,existing,3000,0,0,No,Reguler,2021,2023
STIC-BHSLWC06R0-MO,Sticker Bottom Hydrastay SLW C06 MO,,,16301,45.26795206,existing,3000,0,0,No,Reguler,2021,2023
STIC-BHSLWC07R0-MO,Sticker Bottom Hydrastay SLW C07 MO,,,17737,45.71691942,existing,3000,0,0,No,Reguler,2021,2023
STIC-BHSLWC08R0-MO,Sticker Bottom Hydrastay SLW C08 MO,,,36314,68.89011381,existing,3000,0,31,No,Reguler,2021,2023
STIC-BHSLWC09R0-MO,Sticker Bottom Hydrastay SLW C09 MO,,,16394,22.86303003,existing,3000,0,28,No,Reguler,2021,2023
STIC-BHSLWC10R0-MO,Sticker Bottom Hydrastay SLW C10 MO,,,10722,114.9544682,existing,3000,0,13,No,Reguler,2023,2023
STIC-BHSLWC11R0-MO,Sticker Bottom Hydrastay SLW C11 MO,,,10242,92.0027742,existing,3000,0,27,No,Reguler,2023,2023
STIC-BHSLWC12R0-MO,Sticker Bottom Hydrastay SLW C12 MO,,,24000,45.87594907,existing,3000,0,27,No,Reguler,2021,2023
STIC-BHSRFPR0-MO,Sticker Bottom Hydrastay RFP MO,,,12020,163.0802323,existing,3000,0,0,No,Reguler,2023,2023
STIC-BHWMGTJ5-BD,Sticker Back Hand Wash Mint + Green Tea Jerrycan 5L BD,,,70,0,new product,30,0,0,Yes,Reguler,< 2019,< 2019
STIC-BHWMGTR0-BD,Sticker Back Hand Wash Mint + Green Tea BD,,,14711,1063.196276,existing,10000,0,25,No,Reguler,2023,2023
STIC-BHWMYZJ5-BD,Sticker Back Hand Wash Mint + Yuzu Jerrycan 5L BD,,,70,0,new product,30,0,0,Yes,Reguler,< 2019,< 2019
STIC-BHWMYZR0-BD,Sticker Back Hand Wash Mint + Yuzu BD,,,7029,1791.29107,existing,10000,0,0,No,Reguler,2023,2023
STIC-BIEIML2R0-W,Sticker Bottom Instaperfect EIM Liquid 02 W,,,0,16,inactive,10000,0,0,Yes,Reguler,2020,2022
STIC-BILSLS01R0-W,Sticker Bottom Instaperfect LSL Sorbet 01 W,,,16346,20,existing,5000,0,0,Yes,Reguler,2021,2022
STIC-BILSLS02R0-W,Sticker Bottom Instaperfect LSL Sorbet 02 W,,,36420,60,existing,5000,0,0,Yes,Reguler,2021,2022
STIC-BILSLS03R0-W,Sticker Bottom Instaperfect LSL Sorbet 03 W,,,14655,20,existing,5000,0,0,No,Reguler,2021,2023
STIC-BILSLS04R0-W,Sticker Bottom Instaperfect LSL Sorbet 04 W,,,36720,80,existing,5000,0,0,No,Reguler,2021,2023
STIC-BILSLS05R0-W,Sticker Bottom Instaperfect LSL Sorbet 05 W,,,37534,100,existing,5000,0,0,Yes,Reguler,2021,2023
STIC-BILSLS06R0-W,Sticker Bottom Instaperfect LSL Sorbet 06 W,,,20705,40,existing,5000,0,0,No,Reguler,2021,2023
STIC-BIMLC01R1-MOMSF,Sticker Bottom IM Lip Cream 001 R1 MO,,,4062,37.74528581,existing,5000,0,8,No,Reguler,2023,2023
STIC-BIMLC02R1-MOMSF,Sticker Bottom IM Lip Cream 002 R1 MO,,,14946,143.8610829,existing,5000,0,0,Yes,Reguler,2023,2023
STIC-BIMLC03R1-MOMSF,Sticker Bottom IM Lip Cream 003 R1 MO,,,31503,353.6853514,existing,5000,20000,23,No,Reguler,2023,2023
STIC-BIMLC04R1-MOMSF,Sticker Bottom IM Lip Cream 004 R1 MO,,,19160,288.3459032,existing,5000,10000,19,No,Reguler,2023,2023
STIC-BIMLC05R1-MOMSF,Sticker Bottom IM Lip Cream 005 R1 MO,,,8680,149.1264909,existing,5000,0,0,No,Reguler,2023,2023
STIC-BIMLC06R1-MOMSF,Sticker Bottom IM Lip Cream 006 R1 MO,,,10753,95.45582801,existing,5000,0,7,Yes,Reguler,2023,2023
STIC-BIMLC07R1-MOMSF,Sticker Bottom IM Lip Cream 007 R1 MO,,,11309,188.6994783,existing,5000,0,6,Yes,Reguler,2023,2023
STIC-BIMLC08R1-MOMSF,Sticker Bottom IM Lip Cream 008 R1 MO,,,16587,322.1879525,existing,5000,0,7,No,Reguler,2023,2023
STIC-BIMLC09R1-MOMSF,Sticker Bottom IM Lip Cream 009 R1 MO,,,8454,103.5730692,existing,5000,0,10,Yes,Reguler,2023,2023
STIC-BIMLC10R1-MOMSF,Sticker Bottom IM Lip Cream 010 R1 MO,,,22074,12,existing,5000,0,15,No,Reguler,< 2019,2023
STIC-BIMLC11R1-MOMSF,Sticker Bottom IM Lip Cream 011 R1 MO,,,26725,334.3372174,existing,5000,20000,12,No,Reguler,2023,2023
STIC-BIMLC12R1-MOMSF,Sticker Bottom IM Lip Cream 012 R1 MO,,,20791,0,existing,5000,0,10,No,Reguler,< 2019,2023
STIC-BIMLC13R1-MOMSF,Sticker Bottom IM Lip Cream 013 R1 MO,,,8084,46.07361266,existing,5000,0,0,No,Reguler,2023,2023
STIC-BIMLC14R1-MOMSF,Sticker Bottom IM Lip Cream 014 R1 MO,,,8914,129.7393968,existing,5000,0,0,No,Reguler,2023,2023
STIC-BIMLC15R1-MOMSF,Sticker Bottom IM Lip Cream 015 R1 MO,,,10363,182.341043,existing,5000,0,0,No,Reguler,2023,2023
STIC-BIMLC16R1-MOMSF,Sticker Bottom IM Lip Cream 016 R1 MO,,,15545,185.4367192,existing,5000,5000,16,No,Reguler,2023,2023
STIC-BIMLC17R1-MOMSF,Sticker Bottom IM Lip Cream 017 R1 MO,,,8950,153.6414649,existing,5000,5000,13,No,Reguler,2023,2023
STIC-BIMLC18R1-MOMSF,Sticker Bottom IM Lip Cream 018 R1 MO,,,16386,277.2394924,existing,5000,10000,7,No,Reguler,2023,2023
STIC-BIMLC19R1-MOMSF,Sticker Bottom IM Lip Cream 019 R1 MO,,,14291,138.3542846,existing,5000,0,11,No,Reguler,2023,2023
STIC-BIMLC20R1-MOMSF,Sticker Bottom IM Lip Cream 020 R1 MO,,,6977,119.9877313,existing,5000,5000,0,No,Reguler,2023,2023
STIC-BIPR-W,Sticker Bundling Instaperfect Ramadhan W,,,41,1200,inactive,0,0,0,Yes,Reguler,< 2019,2021
STIC-BJKLTS01R0-OMG,Sticker Bottom Juicy Kiss Lip Tint Serum 01 OMG,Pc(s),OMG,0,1044645,new product,10000,0,0,Yes,Reguler,2022,< 2019
STIC-BJKLTS02R0-OMG,Sticker Bottom Juicy Kiss Lip Tint Serum 02 OMG,Pc(s),OMG,0,1154200,new product,10000,0,0,Yes,Reguler,2022,< 2019
STIC-BJKLTS03R0-OMG,Sticker Bottom Juicy Kiss Lip Tint Serum 03 OMG,Pc(s),OMG,0,1026395.294,new product,10000,0,0,Yes,Reguler,2022,< 2019
STIC-BJKLTS04R0-OMG,Sticker Bottom Juicy Kiss Lip Tint Serum 04 OMG,Pc(s),OMG,0,959680,new product,10000,15000,0,Yes,Reguler,2023,< 2019
STIC-BLASSMR0-W,Sticker Bundling Lightening-Acnederm SSM W,,,52873,162.5141941,new product,25000,0,0,No,Reguler,2023,2023
STIC-BLLC01LR0-W,Sticker Bottom Lightening Liquid Concealer 01 L W,,,79087,177.1167903,existing,5000,0,0,No,Reguler,2023,2023
STIC-BLLC02BR0-W,Sticker Bottom Lightening Liquid Concealer 02 B W,,,102482,670.400767,existing,5000,0,0,No,Reguler,2023,2023
STIC-BLMP1RR0-W,Sticker Bottom Lightening Matte Powder 01 Roll W,,,36571,77.93355542,existing,5000,0,0,No,Reguler,2023,2023
STIC-BLMP2RR0-W,Sticker Bottom Lightening Matte Powder 02 Roll W,,,80004,131.4232119,existing,5000,39000,94,No,Reguler,2023,2023
STIC-BLMP3RR0-W,Sticker Bottom Lightening Matte Powder 03 Roll W,,,48306,111.9573515,existing,5000,51000,86,No,Reguler,2023,2023
STIC-BLMP4RR0-W,Sticker Bottom Lightening Matte Powder 04 Roll W,,,58499,182.6369203,existing,5000,31000,8,No,Reguler,2023,2023
STIC-BLMPOIW50R1-W,Sticker Back Lightening MOIW 50 R1 W,,,31844,244.2607008,existing,20000,0,0,Yes,Reguler,2022,2023
STIC-BLPE01R0-W,Sticker Bottom Lightening Powder Foundation EC 01 W,,,11255,76.28323447,existing,5000,0,12,No,Reguler,2023,2023
STIC-BLPE02R0-W,Sticker Bottom Lightening Powder Foundation EC 02 W,,,12736,474.5188142,existing,5000,0,0,No,Reguler,2023,2023
STIC-BLPE03R0-W,Sticker Bottom Lightening Powder Foundation EC 03 W,,,15542,56.32466656,existing,5000,0,24,No,Reguler,2023,2023
STIC-BLPE04R0-W,Sticker Bottom Lightening Powder Foundation EC 04 W,,,24013,141.6069835,existing,5000,0,18,No,Reguler,2023,2023
STIC-BLPFLFR01R0-W,Sticker Bottom Lightening Powder Foundation LF Revamp 01 W,,,49985,40,0,50000,50000,0,Yes,,2023,< 2019
STIC-BLPFLFR02R0-W,Sticker Bottom Lightening Powder Foundation LF Revamp 02 W,,,174985,26,0,50000,175000,0,Yes,,2023,< 2019
STIC-BLPFLFR03R0-W,Sticker Bottom Lightening Powder Foundation LF Revamp 03 W,,,117000,26,0,50000,0,0,Yes,,< 2019,< 2019
STIC-BLPFLFR04R0-W,Sticker Bottom Lightening Powder Foundation LF Revamp 04 W,,,75895,26,0,50000,75910,0,Yes,,2023,< 2019
STIC-BLPFRLFR01-W,Sticker Bottom Lightening Powder Foundation Refill LF Revamp 01 W,,,144985,26,0,50000,145000,0,Yes,,2023,< 2019
STIC-BLPFRLFR02-W,Sticker Bottom Lightening Powder Foundation Refill LF Revamp 02 W,,,322685,26,0,50000,322700,0,Yes,,2023,< 2019
STIC-BLPFRLFR03-W,Sticker Bottom Lightening Powder Foundation Refill LF Revamp 03 W,,,194355,26,0,50000,194370,0,Yes,,2023,< 2019
STIC-BLPFRLFR04-W,Sticker Bottom Lightening Powder Foundation Refill LF Revamp 04 W,,,166855,26,0,50000,166870,0,Yes,,2023,< 2019
STIC-BLPL01R0-W,Sticker Bottom Lightening Powder Foundation LF 01 W,,,58377,163.1660371,existing,5000,30000,0,No,Reguler,2023,2023
STIC-BLPL02R0-W,Sticker Bottom Lightening Powder Foundation LF 02 W,,,100585,119.0331246,existing,5000,0,30,No,Reguler,2023,2023
STIC-BLPL03R0-W,Sticker Bottom Lightening Powder Foundation LF 03 W,,,42246,119.9910322,existing,5000,40000,0,No,Reguler,2023,2023
STIC-BLPL04R0-W,Sticker Bottom Lightening Powder Foundation LF 04 W,,,107047,326.8289101,existing,5000,80000,50,No,Reguler,2023,2023
STIC-BLPL05R0-W,Sticker Bottom Lightening Powder Foundation LF 05 W,,,37078,210.4190902,existing,5000,0,135,No,Reguler,2023,2023
STIC-BLPL06R0-W,Sticker Bottom Lightening Powder Foundation LF 06 W,,,29749,172.2907792,existing,5000,0,50,No,Reguler,2023,2023
STIC-BLPL07R0-W,Sticker Bottom Lightening Powder Foundation LF 07 W,,,20000,73.11457252,existing,5000,0,0,No,Reguler,2023,2023
STIC-BLPRE01R0-W,Sticker Bottom Lightening Powder Foundation Refill EC 01 W,,,12136,146.2708881,existing,5000,0,0,No,Reguler,2023,2023
STIC-BLPRE02R0-W,Sticker Bottom Lightening Powder Foundation Refill EC 02 W,,,16567,141.124698,existing,5000,0,57,No,Reguler,2023,2023
STIC-BLPRE03R0-W,Sticker Bottom Lightening Powder Foundation Refill EC 03 W,,,11796,148.1412617,existing,5000,0,0,No,Reguler,2023,2023
STIC-BLPRE04R0-W,Sticker Bottom Lightening Powder Foundation Refill EC 04 W,,,14318,178.5322992,existing,5000,0,47,No,Reguler,2023,2023
STIC-BLPRL01R0-W,Sticker Bottom Lightening Powder Foundation Refill LF 01 W,,,141766,236.2846833,existing,5000,0,85,No,Reguler,2023,2023
STIC-BLPRL02R0-W,Sticker Bottom Lightening Powder Foundation Refill LF 02 W,,,346335,198.1745906,existing,5000,200000,114,No,Reguler,2023,2023
STIC-BLPRL03R0-W,Sticker Bottom Lightening Powder Foundation Refill LF 03 W,,,143775,159.6307204,existing,5000,0,38,No,Reguler,2023,2023
STIC-BLPRL04R0-W,Sticker Bottom Lightening Powder Foundation Refill LF 04 W,,,221458,198.0253729,existing,5000,0,90,No,Reguler,2023,2023
STIC-BLPRL05R0-W,Sticker Bottom Lightening Powder Foundation Refill LF 05 W,,,45220,170.4434782,existing,5000,32000,185,No,Reguler,2023,2023
STIC-BLPRL06R0-W,Sticker Bottom Lightening Powder Foundation Refill LF 06 W,,,48257,129.2023632,existing,5000,0,0,No,Reguler,2023,2023
STIC-BLPRL07R0-W,Sticker Bottom Lightening Powder Foundation Refill LF 07 W,,,24008,75.59522667,existing,5000,0,0,No,Reguler,2023,2023
STIC-BLRMBLSR0-ELL,Sticker Back S Lavender & J Rice Milk BLS 250 ELL,,,15163,892,new product,20000,0,0,Yes,NPD,2022,2023
STIC-BLRMBW250R0-ELL,Sticker Back S Lavender & J Rice Milk BWash 250 ELL,,,14833,446,new product,20000,0,0,Yes,NPD,2022,2023
STIC-BLRMBW450R0-ELL,Sticker Back S Lavender & J Rice Milk BWash 450 ELL,,,14187,534,new product,20000,0,0,Yes,NPD,2022,2023
STIC-BMFPFR11R0-IP,Sticker Bottom Matte Fit Powder Foundation Revamp 11 IP,,,11343,421.8451614,new product,5000,5000,0,No,Reguler,2023,2023
STIC-BMFPFR22R0-IP,Sticker Bottom Matte Fit Powder Foundation Revamp 22 IP,,,7298,221.5846587,new product,5000,0,41,No,Reguler,2023,2023
STIC-BMFPFR32R0-IP,Sticker Bottom Matte Fit Powder Foundation Revamp 32 IP,,,9196,105.2746734,new product,5000,0,0,No,Reguler,2023,2023
STIC-BMFPFR33R0-IP,Sticker Bottom Matte Fit Powder Foundation Revamp 33 IP,,,7895,725.4847804,new product,5000,0,57,No,Reguler,2023,2023
STIC-BMFPFR43R0-IP,Sticker Bottom Matte Fit Powder Foundation Revamp 43 IP,,,8493,453.8080083,new product,5000,0,0,Yes,Reguler,2023,2023
STIC-BMFPFR52R0-IP,Sticker Bottom Matte Fit Powder Foundation Revamp 52 IP,,,12773,494.6724075,new product,5000,0,0,Yes,Reguler,2023,2023
STIC-BMKLC01R1-OMG,Sticker Bottom Matte KLC 01 R1 OMG,Pc(s),OMG,0,1159215.094,inactive,30000,0,0,Yes,Reguler,2021,< 2019
STIC-BMKLC01R2-OMG,Sticker Bottom Matte KLC 01 R2 OMG,Pc(s),OMG,0,20575,to be discontinued,30000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC01R3-OMG,Sticker Bottom Matte KLC 01 R3 OMG,Pc(s),OMG,0,3227643.519,existing,25000,45000,0,Yes,Reguler,2023,< 2019
STIC-BMKLC02R1-OMG,Sticker Bottom Matte KLC 02 R1 OMG,Pc(s),OMG,0,407425,inactive,30000,0,0,Yes,Reguler,2021,< 2019
STIC-BMKLC02R2-OMG,Sticker Bottom Matte KLC 02 R2 OMG,Pc(s),OMG,0,193084.9661,to be discontinued,30000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC02R3-OMG,Sticker Bottom Matte KLC 02 R3 OMG,Pc(s),OMG,0,1561821.404,existing,25000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC03R2-OMG,Sticker Bottom Matte KLC 03 R2 OMG,Pc(s),OMG,0,2877422.988,to be discontinued,30000,60000,0,Yes,Reguler,2023,< 2019
STIC-BMKLC03R3-OMG,Sticker Bottom Matte KLC 03 R3 OMG,Pc(s),OMG,0,1679440,existing,25000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC04R0-OMG,Sticker Bottom Matte KLC 04 OMG,pc(s),OMG,0,713.7701782,to be discontinued,1,0,0,Yes,Reguler,2021,< 2019
STIC-BMKLC04R1-OMG,Sticker Bottom Matte KLC 04 R1 OMG,Pc(s),OMG,0,387821.25,inactive,30000,0,0,Yes,Reguler,2021,< 2019
STIC-BMKLC04R2-OMG,Sticker Bottom Matte KLC 04 R2 OMG,Pc(s),OMG,0,1969.054408,to be discontinued,30000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC04R3-OMG,Sticker Bottom Matte KLC 04 R3 OMG,Pc(s),OMG,0,3334073.763,existing,25000,105000,0,Yes,Reguler,2023,< 2019
STIC-BMKLC05R1-OMG,Sticker Bottom Matte KLC 05 R1 OMG,Pc(s),OMG,0,1773056.25,inactive,30000,0,0,Yes,Reguler,2021,< 2019
STIC-BMKLC05R2-OMG,Sticker Bottom Matte KLC 05 R2 OMG,Pc(s),OMG,0,1450713.892,to be discontinued,30000,30000,0,Yes,Reguler,2023,< 2019
STIC-BMKLC06R1-OMG,Sticker Bottom Matte KLC 06 R1 OMG,Pc(s),OMG,0,1669400,inactive,30000,0,0,Yes,Reguler,2021,< 2019
STIC-BMKLC06R2-OMG,Sticker Bottom Matte KLC 06 R2 OMG,Pc(s),OMG,0,2236595.258,to be discontinued,30000,70000,0,Yes,Reguler,2023,< 2019
STIC-BMKLC06R3-OMG,Sticker Bottom Matte KLC 06 R3 OMG,Pc(s),OMG,0,1799400,existing,25000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC07R1-OMG,Sticker Bottom Matte KLC 07 R1 OMG,Pc(s),OMG,0,1759780,inactive,30000,0,0,Yes,Reguler,2021,< 2019
STIC-BMKLC07R2-OMG,Sticker Bottom Matte KLC 07 R2 OMG,Pc(s),OMG,0,1663839.913,to be discontinued,30000,30000,0,Yes,Reguler,2023,< 2019
STIC-BMKLC08R1-OMG,Sticker Bottom Matte KLC 08 R1 OMG,Pc(s),OMG,0,88925,inactive,30000,0,0,Yes,Reguler,2021,< 2019
STIC-BMKLC08R2-OMG,Sticker Bottom Matte KLC 08 R2 OMG,Pc(s),OMG,0,619764.6118,to be discontinued,30000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC08R3-OMG,Sticker Bottom Matte KLC 08 R3 OMG,Pc(s),OMG,0,1799400,existing,25000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC09R0-OMG,Sticker Bottom Matte KLC 09 OMG,pc(s),OMG,0,2596.536905,to be discontinued,1,0,0,Yes,Reguler,2021,< 2019
STIC-BMKLC09R1-OMG,Sticker Bottom Matte KLC 09 R1 OMG,Pc(s),OMG,0,1446900,inactive,30000,0,0,Yes,Reguler,2021,< 2019
STIC-BMKLC09R2-OMG,Sticker Bottom Matte KLC 09 R2 OMG,Pc(s),OMG,0,24725,to be discontinued,30000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC09R3-OMG,Sticker Bottom Matte KLC 09 R3 OMG,Pc(s),OMG,0,3099391.2,existing,25000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC10R2-OMG,Sticker Bottom Matte KLC 10 R2 OMG,Pc(s),OMG,0,24530.0512,to be discontinued,30000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC10R3-OMG,Sticker Bottom Matte KLC 10 R3 OMG,Pc(s),OMG,0,6688556.518,existing,25000,145000,0,Yes,Reguler,2023,< 2019
STIC-BMKLC11R1-OMG,Sticker Bottom Matte KLC 11 R1 OMG,Pc(s),OMG,0,1088908.889,inactive,30000,0,0,Yes,Reguler,2021,< 2019
STIC-BMKLC11R2-OMG,Sticker Bottom Matte KLC 11 R2 OMG,Pc(s),OMG,0,71087.85686,to be discontinued,30000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC11R3-OMG,Sticker Bottom Matte KLC 11 R3 OMG,Pc(s),OMG,0,1815288.462,existing,25000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC12R1-OMG,Sticker Bottom Matte KLC 12 R1 OMG,Pc(s),OMG,0,20250,inactive,30000,0,0,Yes,Reguler,2021,< 2019
STIC-BMKLC12R2-OMG,Sticker Bottom Matte KLC 12 R2 OMG,Pc(s),OMG,0,4880.022434,to be discontinued,30000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLC12R3-OMG,Sticker Bottom Matte KLC 12 R3 OMG,Pc(s),OMG,0,4473017.256,existing,25000,275000,0,Yes,Reguler,2023,< 2019
STIC-BMKLCCE13R0-OMG,Sticker Bottom Matte KLC Coffee Edition 13 OMG,Pc(s),OMG,0,90331.82438,to be discontinued,30000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLCCE13R1-OMG,Sticker Bottom Matte KLC Coffee Edition 13 R1 OMG,Pc(s),OMG,0,12009062,existing,25000,175000,0,Yes,Reguler,2023,< 2019
STIC-BMKLCCE14R0-OMG,Sticker Bottom Matte KLC Coffee Edition 14 OMG,Pc(s),OMG,0,59725.14616,to be discontinued,30000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLCCE14R1-OMG,Sticker Bottom Matte KLC Coffee Edition 14 R1 OMG,Pc(s),OMG,0,12079028.13,existing,25000,155000,0,Yes,Reguler,2023,< 2019
STIC-BMKLCCE15R0-OMG,Sticker Bottom Matte KLC Coffee Edition 15 OMG,Pc(s),OMG,0,13608.34725,to be discontinued,30000,0,0,Yes,Reguler,2023,< 2019
STIC-BMKLCCE15R1-OMG,Sticker Bottom Matte KLC Coffee Edition 15 R1 OMG,Pc(s),OMG,0,5899151.236,existing,25000,300000,0,Yes,Reguler,2023,< 2019
STIC-BMKLCCOLSPAR0-OMG,Sticker Bottom Matte KLC COL SPA OMG,Pc(s),OMG,0,802560,new product,10000,0,0,Yes,Reguler,2022,< 2019
STIC-BMKLCCOLSPBR0-OMG,Sticker Bottom Matte KLC COL SPB OMG,Pc(s),OMG,0,87600,new product,10000,0,0,Yes,Reguler,2022,< 2019
STIC-BMKLCCOLSPLR0-OMG,Sticker Bottom Matte KLC COL SPL OMG,Pc(s),OMG,0,636160,new product,10000,0,0,Yes,Reguler,2022,< 2019
STIC-BMKLCCOLSPMR0-OMG,Sticker Bottom Matte KLC COL SPM OMG,Pc(s),OMG,0,111430,new product,10000,0,0,Yes,Reguler,2022,< 2019
STIC-BMKLCCOLSPPR0-OMG,Sticker Bottom Matte KLC COL SPP OMG,Pc(s),OMG,0,111200,new product,10000,0,0,Yes,Reguler,2022,< 2019
STIC-BMKLCSE16R0-OMG,Sticker Bottom Matte KLC Socialite Edition 16 OMG,Pc(s),OMG,0,6209655,new product,25000,270000,0,Yes,,2023,< 2019
STIC-BMKLCSE17R0-OMG,Sticker Bottom Matte KLC Socialite Edition 17 OMG,Pc(s),OMG,0,4159610,new product,25000,0,0,Yes,,< 2019,< 2019
STIC-BMKLCSE18R0-OMG,Sticker Bottom Matte KLC Socialite Edition 18 OMG,Pc(s),OMG,0,4159610,new product,25000,0,0,Yes,,< 2019,< 2019
STIC-BMLMP1R0-IP,Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 01 IP,,,6378,312.4429278,new product,5000,0,0,Yes,Reguler,2023,2023
STIC-BMLMP2R0-IP,Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 02 IP,,,7984,306.2121221,new product,5000,0,0,Yes,Reguler,2023,2023
STIC-BMLMP3R0-IP,Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 03 IP,,,8936,455.0455873,new product,5000,0,0,Yes,Reguler,2023,2023
STIC-BMLMP4R0-IP,Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 04 IP,,,16813,527.5231842,new product,5000,5000,0,Yes,Reguler,2023,2023
STIC-BMLMP5R0-IP,Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 05 IP,,,6513,429.1917037,new product,5000,0,0,Yes,Reguler,2023,2023
STIC-BMLMP6R0-IP,Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 06 IP,,,11810,309.0818022,new product,5000,0,0,No,Reguler,2023,2023
STIC-BMLMP7R0-IP,Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 07 IP,,,2927,464.1695517,new product,5000,0,0,Yes,Reguler,2023,2023
STIC-BMLMP8R0-IP,Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 08 IP,,,7019,483.2345225,new product,5000,5000,66,Yes,Reguler,2023,2023
STIC-BMLMP9R0-IP,Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 09 IP,,,6438,1045.724226,new product,5000,0,0,Yes,Reguler,2023,2023
STIC-BMLMPFE10R0-IP,Sticker Bottom Mattesetter Lip Matte Paint 10 IP,,,10279,80,existing,5000,0,0,Yes,Reguler,2022,2022
STIC-BMLMPFE11R0-IP,Sticker Bottom Mattesetter Lip Matte Paint 11 IP,,,12164,80,existing,5000,0,0,Yes,Reguler,2022,2022
STIC-BMLMPFE12R0-IP,Sticker Bottom Mattesetter Lip Matte Paint 12 IP,,,10204,80,existing,5000,0,0,Yes,Reguler,2022,2022
STIC-BMLMPFE13R0-IP,Sticker Bottom Mattesetter Lip Matte Paint 13 IP,,,3375,60,existing,5000,0,0,Yes,Reguler,2021,2022
STIC-BMLMPFE14R0-IP,Sticker Bottom Mattesetter Lip Matte Paint 14 IP,,,7794,60,existing,5000,0,0,Yes,Reguler,2021,2022
STIC-BMLMPFE15R0-IP,Sticker Bottom Mattesetter Lip Matte Paint 15 IP,,,10271,80,existing,5000,0,0,Yes,Reguler,2022,2022
STIC-BMMB01-MO,Sticker Bottom Multifix Matte Blusher 01 MO,,,5194,198.0801808,existing,3000,0,0,No,Reguler,2021,2023
STIC-BMMB02-MO,Sticker Bottom Multifix Matte Blusher 02 MO,,,4097,97.33333333,existing,3000,0,0,No,Reguler,2021,2023
STIC-BMMB03-MO,Sticker Bottom Multifix Matte Blusher 03 MO,,,10581,147.5971223,existing,3000,0,0,Yes,Reguler,2021,2022
STIC-BMMB04-MO,Sticker Bottom Multifix Matte Blusher 04 MO,,,4306,48,existing,3000,0,0,No,Reguler,2021,2023
STIC-BMMB05-MO,Sticker Bottom Multifix Matte Blusher 05 MO,,,2893,91.11280118,existing,3000,0,46,No,Reguler,2021,2023
STIC-BMSBLSR0-ELL,Sticker Back J Moringa & B Starfruit BLS 250 ELL,,,14263,446,new product,20000,0,0,Yes,NPD,2022,2023
STIC-BMSBW250R0-ELL,Sticker Back J Moringa & B Starfruit BWash 250 ELL,,,15489,446,new product,20000,0,0,Yes,NPD,2022,2023
STIC-BMSBW450R0-ELL,Sticker Back J Moringa & B Starfruit BWash 450 ELL,,,6539,1068,new product,20000,0,0,Yes,NPD,2022,2022
