Kode Item,Nama Internal,Internal Category,Brand,Qty,Total Price,Status,MOQ,Laptrima,Scrap,SMB,"Kategori FG
(NPD, Reguler, NFS, One Shot, Ex Revamp, Minor Change)",Last Incoming,Last SMB
BOTO-CFMLI04R0-W,Bottle Colorfit Fresh Matte Lip Ink 04 W,,,13222,5199.2,existing,20000,0,0,Yes,Reguler,2021,2022
BOTO-CFMLI05R0-W,Bottle Colorfit Fresh Matte Lip Ink 05 W,,,14611,7798.8,existing,20000,0,0,Yes,Reguler,2021,2021
BOTO-CFMLI06R0-W,Bottle Colorfit Fresh Matte Lip Ink 06 W,,,19244,20740.06241,existing,20000,0,0,No,Reguler,2023,2023
BOTO-CFMLI07R0-W,Bottle Colorfit Fresh Matte Lip Ink 07 W,,,104785,38994,existing,20000,0,0,Yes,Reguler,2022,2023
BOTO-CFMLI08R0-W,Bottle Colorfit Fresh Matte Lip Ink 08 W,,,99521,38994,existing,20000,0,0,No,Reguler,2022,2023
BOTO-CLFR0-OMG,Botol Coverlast Liquid Foundation 25 OMG,,OMG,24,94244278.35,new product,1,328886,0,Yes,NPD,2023,2023
BOTO-CLVMR0-E,Bottle Cosmic Lash Volume Mascara E,,,86537,19331.88019,new product,20000,0,0,Yes,NPD,2023,2023
BOTO-CMLCR0-W,Bottle Colorfit Matte Lip Cream W,,,790709,64425,existing,50000,0,0,Yes,Reguler,2020,2022
BOTO-COS10-W,Bottle Crystallure Oil Serum 10 W,,,8946,17401.206,inactive,10000,0,0,Yes,Reguler,2022,2023
BOTO-COS10R1-CL,Bottle Crystallure Oil Serum 10 R1 CL,,,977,8210.86,existing,3000,0,0,Yes,Reguler,2022,2023
BOTO-COTR0-B,Bottle Carrier Oil Terra Beyondly B,,,3617,7650,new product,5000,0,0,Yes,Reguler,2022,2023
BOTO-CPRLR0-W,Bottle Crystallure PRL Lip Couture W,,,56454,48874.18104,existing,15000,0,0,No,Reguler,2020,2023
BOTO-CSDSBS20R0-W,Botol CS Dark Spot & Brightening Serum W,,,365652,78564.05812,existing,50000,0,0,No,Reguler,2022,2023
BOTO-CSET125R1-W,Bottle CS Exfoliating Toner 125 R1 W,,,30379,37342.57927,existing,10000,0,0,No,Reguler,2023,2023
BOTO-CSPTE1000R0-W,Botol CS PT Essence 100 W,,,21408,66923.71966,existing,20000,0,0,No,Reguler,2023,2023
BOTO-CSPTE30-W,Botol CS Pure Treatment Essence 30 W,,,113192,13187.4549,existing,25000,8658,0,No,Reguler,2023,2023
BOTO-CSPTE50R0-W,Botol CS Pure Treatment Essence 50 W,,,65754,80891.10553,existing,10000,0,0,No,Reguler,2022,2023
BOTO-CTKBE10-W,Bottle Crystallure Booster Essence 10 W,,,28980,26916,existing,25000,0,0,Yes,Reguler,2022,2023
BOTO-CTKBE10R1-CL,Bottle Crystallure Booster Essence 10 R1 CL,,,885,8210.86,existing,3000,0,0,Yes,Reguler,2022,2023
BOTO-CTR0-E,Bottle Creamytint E (Pc(s)),,,285502,90855.30687,existing,50000,0,0,No,Reguler,2022,2023
BOTO-CUCR0-IP,Bottle Cover Up Concealer IP,,,57614,31615.0832,new product,20000,11468,0,No,Reguler,2023,2023
BOTO-CVML09KR1-W,Bottle CVM Lip Mousse 09 KIM R1 W,,,49958,17500,existing,50000,0,0,Yes,,< 2019,< 2019
BOTO-CVML10R1-W,Bottle CVM Lip Mousse 10 R1 W,,,59336,55237.02256,existing,25000,0,0,No,Reguler,2023,2023
BOTO-CVML11R0-W,Bottle CVM Lip Mousse 11 W,,,49535,14003.20854,existing,25000,0,0,Yes,Reguler,2020,2022
BOTO-CVML11R1-W,Bottle CVM Lip Mousse 11 R1 W,,,93110,48078.46533,existing,25000,69930,0,No,Reguler,2023,2023
BOTO-CVML12KR1-W,Bottle CVM Lip Mousse 12 KIM R1 W,,,49958,17500,existing,50000,0,0,Yes,,< 2019,< 2019
BOTO-CVML12R0-W,Bottle CVM Lip Mousse 12 W,,,7385,23397.24485,existing,25000,0,0,Yes,Reguler,2021,2021
BOTO-CVML12R1-W,Bottle CVM Lip Mousse 12 R1 W,,,37099,62128.25147,existing,25000,25200,0,No,Reguler,2023,2023
BOTO-CVML13R0-W,Bottle CVM Lip Mousse 13 W,,,3651,10048.90818,existing,25000,0,0,Yes,Reguler,2021,2023
BOTO-CVML13R1-W,Bottle CVM Lip Mousse 13 R1 W,,,20127,20710.5904,existing,25000,25200,0,No,Reguler,2023,2023
BOTO-CVML14R0-W,Bottle CVM Lip Mousse 14 W,,,662,10800,existing,25000,0,0,Yes,Reguler,2020,2022
BOTO-CVML14R1-W,Bottle CVM Lip Mousse 14 R1 W,,,34715,20713.342,existing,25000,53550,0,No,Reguler,2023,2023
BOTO-CVML9R0-W,Bottle CVM Lip Mousse 09 W,,,9207,37800,existing,25000,0,0,Yes,Reguler,2020,2021
BOTO-CVML9R1-W,Bottle CVM Lip Mousse 09 R1 W,,,4617,6905.940375,existing,25000,0,0,No,Reguler,2023,2023
BOTO-CVMLM1R0-W,Bottle CVM Lip Mousse 01 W,,,22827,70200,existing,25000,0,0,Yes,Reguler,2020,2023
BOTO-CVMLM1R1-W,Bottle CVM Lip Mousse 01 R1 W,,,151776,47700,existing,100000,0,0,Yes,Reguler,2020,2022
BOTO-CVMLM2R0-W,Bottle CVM Lip Mousse 02 W (Pc(s)),,,13606,54000,existing,25000,0,0,No,Reguler,2020,2023
BOTO-CVMLM3R0-W,Bottle CVM Lip Mousse 03 W (Pc(s)),,,20313,86400,existing,25000,0,0,No,Reguler,2020,2023
BOTO-CVMLM3R1-W,Bottle CVM Lip Mousse 03 R1 W (Pc(s)),,,25212,15900,existing,100000,0,0,Yes,Reguler,2020,2022
BOTO-CVMLM4R0-W,Bottle CVM Lip Mousse 04 W (Pc(s)),,,1008,5400,existing,25000,0,0,Yes,Reguler,2020,2022
BOTO-CVMLM4R1-W,Bottle CVM Lip Mousse 04 R1 W,,,330335,185500,existing,,0,0,No,Reguler,2020,2023
BOTO-CVMLM5R0-W,Bottle CVM Lip Mousse 05 W (Pc(s)),,,452,5400,existing,25000,0,0,Yes,Reguler,2020,2022
BOTO-CVMLM5R1-W,Bottle CVM Lip Mousse 05 R1 W (Pc(s)),,,1823,21200,existing,,0,0,Yes,Reguler,2020,2022
BOTO-CVMLM5R2-W,Bottle CVM Lip Mousse 05 R2 W,,,47819,24195.89625,existing,25000,25200,0,No,Reguler,2023,2023
BOTO-CVMLM6R0-W,Bottle CVM Lip Mousse 06 W (Pc(s)),,,88086,97200,existing,25000,0,0,No,Reguler,2020,2023
BOTO-CVMLM6R1-W,Bottle CVM Lip Mousse 06 R1 W,,,630,0,0,0,0,0,Yes,Reguler,< 2019,< 2019
BOTO-CVMLM7R0-W,Bottle CVM Lip Mousse 07 W (Pc(s)),,,3955,21600,existing,25000,0,0,Yes,Reguler,2020,2022
BOTO-CVMLM7R1-W,Bottle CVM Lip Mousse 07 R1 W (Pc(s)),,,75523,84800,existing,100000,0,0,No,Reguler,2020,2023
BOTO-CVMLM7R2-W,Bottle CVM Lip Mousse 07 R2 W,,,50320,13806.24,0,25000,0,0,Yes,Reguler,2023,< 2019
BOTO-CVMLM8R0-W,Bottle CVM Lip Mousse 08 W (Pc(s)),,,9318,59400,existing,25000,0,0,Yes,Reguler,2020,2023
BOTO-CVMLM8R1-W,Bottle CVM Lip Mousse 08 R1 W (Pc(s)),,,1794,26500,existing,100000,0,0,Yes,Reguler,2020,2023
BOTO-CVMLM8R2-W,Bottle CVM Lip Mousse 08 R2 W,,,19064,27463.21118,existing,25000,50400,0,No,Reguler,2023,2023
BOTO-DFS170R1-WHDPE,Bottle Daily Fresh Shampoo 170 R1 W (Pc(s)),,,740,1296.206151,to be discontinued,100000,0,0,Yes,Reguler,2022,2023
BOTO-DFS170R2-WHDPE,Bottle Daily Fresh Shampoo 170 R2 W,,,67747,43929.09353,existing,50000,0,0,No,Reguler,2023,2023
BOTO-DROPH-K,Botol Deo Roll On Paket Haji K,,,2540,801,new product,10000,0,0,No,Reguler,2023,2023
BOTO-DROR0-K,Botol Deo Roll On K,,,50303,3520.011465,existing,30000,96234,0,No,Reguler,2023,2023
BOTO-ECLT01R1-WPETM,Bottle Everyday Cheek and Lip Tint 01 R1 W,,,135346,59920.62419,existing,24000,0,0,Yes,Reguler,2022,2023
BOTO-ECLT02R1-WPETM,Bottle Everyday Cheek and Lip Tint 02 R1 W,,,245834,59224,existing,24000,0,0,Yes,Reguler,< 2019,2023
BOTO-ECLT03R1-WPETM,Bottle Everyday Cheek and Lip Tint 03 R1 W,,,172822,36567.1211,existing,24000,0,0,Yes,Reguler,< 2019,2023
BOTO-EHBW-K,Bottle EHBW K,,,177,2950,PS,20000,0,0,Yes,Reguler,2022,2023
BOTO-ELMFR0-W,Botol Everyday Luminous Liquid Foundation Repack 35 W,,,79961,5762.339925,existing,50000,102600,0,No,Reguler,2023,2023
BOTO-ELSAR0-W,Bottle Esensia Lightening Serum Ampoule W,,,91000,1880,existing,,0,0,Yes,Reguler,2020,2021
BOTO-ELSAR1-W,Bottle Esensia Lightening Serum Ampoule R1 W,,,28165,4067.0412,existing,100000,0,0,No,Reguler,2022,2023
BOTO-EMLCRKR0-W,Bottle Exclusive Matte Lip Cream Revamp KIM W,,,544372,87780,new product,300000,555200,0,No,NPD,2023,2023
BOTO-EMLNSR0-W,Bottle Exclusive Matte Lip Cream NS W (Pc(s)),,,89220,52870.85064,existing,150000,0,0,No,Reguler,2023,2023
BOTO-EMLSR0-W,Botol Everyday Matte Lip Shot W,,,95197,42592.27318,existing,100000,60291,0,No,Reguler,2023,2023
BOTO-EXBLSR0-W,Bottle EyeXpert Brow Lash Serum W,,,121314,22808.74422,new product,10000,0,0,No,Reguler,2023,2023
BOTO-EXLWMR0-W,Bottle EyeXpert Liftlasting Waterproof Mascara W,,,156312,17163.68237,new product,100000,0,0,No,Reguler,2022,2023
BOTO-G150WSELG-WHD,Botol/Pot White Secret Exfoliating Lotion Grand Wardah,,,0,1060,inactive,6417,0,0,Yes,Reguler,2021,2021
BOTO-GA1302R1-MOF,Botol Glass Type A1302 R1 MO,,,4773,32323.78884,existing,30000,0,0,No,Reguler,2022,2023
BOTO-GAACS15R2-W,Botol Glass Acnederm Acne Care S 15 R2 W,,,8352,6000,to be discontinued,35000,0,0,Yes,Reguler,2022,2023
BOTO-GAACS15R3-W,Botol Glass Acnederm Acne Care S 15 R3 W,,,3735,3000,existing,35000,4760,0,No,Reguler,2023,2023
BOTO-GAACS20-W,Botol Glass Acnederm Acne Care S 15 W,,,3811,3000,to be discontinued,35000,0,0,Yes,Reguler,2021,2022
BOTO-GABHSR0-K,Bottle Glass Advancing Beard & Hair Serum K,,,8000,3936.55,existing,15000,0,0,Yes,,< 2019,< 2019
BOTO-GABSR0-K,Bottle Glass Advancing Beard Serum K,,,72,7168.677648,existing,15000,0,0,Yes,Reguler,2022,2023
BOTO-GBBC40-L,Botol GB Body Care 40 L,,,10869,2657.76,new product,15000,0,0,No,,2023,2023
BOTO-GBFBC250-L,Botol GB Face & Body Cleanser 250 L,,,3155,7545,initial,7000,0,0,No,,2023,2023
BOTO-GBHT100R0-L,Botol GB Hydration Toner 100 L,,,4300,8180.786769,existing,10000,0,0,Yes,Reguler,2021,2023
BOTO-GBHT30-L,Botol GB Hydration Toner 30 L,,,22247,8909.485582,new product,25000,0,0,No,One Shot,2022,2023
BOTO-GBMC100-L,Bottle GB Mild Cleanser 100 L,,,31020,7875,existing,10000,0,0,Yes,Reguler,2021,2023
BOTO-GBMC225-X,Bottle GB Mild Cleanser 225 L,,,3145,10193.71722,new product,5000,0,0,Yes,Reguler,2022,2023
BOTO-GBSRS20-L,Botol GB Barrier Repair Serum 20 L,,,25479,10083.10314,new product,20000,0,0,Yes,Reguler,2022,2023
BOTO-GCBCS20R0-BL,Bottle Glass Calm Barrier C Serum 20 BL,,,6229,5364,new product,10000,0,0,Yes,Reguler,2022,2023
BOTO-GCBE6R0-W,Bottle Glass Crystallure AB Essence 6 W,,,53200,4084.047185,new product,250000,0,0,Yes,NFS,2021,2020
BOTO-GCDSW-GPOP2W,Botol/Pot Botol Glass C-Defense Serum Wardah,,,87937,22379.92583,existing,30000,63000,0,No,Reguler,2023,2023
BOTO-GCSROSR0-W,Bottle Glass Crystallure SR Oil Serum 30 W (Pc(s)),,,12865,33717.71566,existing,10000,0,0,No,Reguler,2023,2023
BOTO-GDRFTS120-CL,Bottle Glass DRFTS 120 CL,,,2659,5418.971,new product,10000,0,0,No,Reguler,2022,2023
BOTO-GEDTHF-K,Bottle Glass EDT HF K,,,33510,40500.01748,existing,40000,40000,0,No,Reguler,2023,2023
BOTO-GEDTIW-K,Bottle Glass EDT IW K,,,27087,31516.21915,existing,40000,20000,0,No,Reguler,2023,2023
BOTO-GEDTRO-K,Bottle Glass EDT RO K,,,41598,54000.00165,existing,40000,40000,0,No,Reguler,2023,2023
BOTO-GEDTTB-K,Bottle Glass EDT TB K,,,36907,112597.1373,existing,40000,0,0,No,Reguler,2023,2023
BOTO-GELFR1-W,Botol Glass Exclusive Liquid Foundation R1 W,,,139974,21450,new product,50000,100000,0,No,,2023,2023
BOTO-GFSBA15R0-GG,Bottle Glass Face Serum BA 15 GG,,,96681,48190.88997,new product,30000,0,0,Yes,Reguler,2022,2022
BOTO-GFSDB15R0-GG,Bottle Glass Face Serum DB 15 GG,,,278751,137784.2887,new product,30000,0,0,Yes,Reguler,2023,2023
BOTO-GHGFFR0-MO,Bottle Glass Hydrastay GF Foundation MO,,,55549,108909.6675,existing,20000,0,0,No,Reguler,2022,2023
BOTO-GHLTBR0-MO,Botol Hydrastay Liquid Tint Blush MO,,,24182,76912.84338,existing,20000,0,0,No,Reguler,2023,2023
BOTO-GLSA30R0-W,Botol Glass Lightening Serum Ampoule 30 ml W,,,282,7619.69516,to be discontinued,100000,0,0,Yes,Reguler,2022,2022
BOTO-GLSA30R1-W,Botol Glass Lightening Serum Ampoule 30 R1 W,,,30129,10160,existing,100000,140000,0,No,Reguler,2023,2023
BOTO-GMOF986FTD-P2W,Botol/Pot Liquid Found (Firna Glass) Make over,,,53829,50384.26983,existing,20000,0,0,No,Reguler,2022,2023
BOTO-GNBHOR0-K,Bottle Glass Nourishing Beard & Hair Oil K,,,7000,3936.55,existing,15000,0,0,Yes,,< 2019,< 2019
BOTO-GNBOR0-K,Bottle Glass Nourishing Beard Oil K,,,872,10752.87915,existing,15000,0,0,No,Reguler,2021,2023
BOTO-GNSMS30-T,Botol Glass Natural Frosted Matte S 30 T,,,75620,62207.77069,new product,10000,0,0,Yes,Reguler,2022,2022
BOTO-GPCS20R0-BL,Bottle Glass Pomebright C Serum 20 BL,,,14763,16067.14048,new product,10000,0,0,Yes,Reguler,2023,2023
BOTO-GPGS20R1-OMG,Botol Glass Serum 20 R1 OMG,Pc(s),OMG,0,85912254.12,existing,100000,72753,0,Yes,Reguler,2023,< 2019
BOTO-GPLMR0-MO,Bottle Glass Powerskin Liquid Glow MO,,,19306,26490.21767,existing,25000,0,0,Yes,Reguler,2020,2023
BOTO-GPRTMR0-MO,Bottle Glass Powerskin Radiant Tinted MO,,,37246,53279.74357,existing,25000,0,0,No,Reguler,2020,2023
BOTO-GPWCMR0-MO,Bottle Glass Powerskin Water Charge M MO,,,256,0,0,0,0,0,Yes,Reguler,< 2019,< 2019
BOTO-GROEDP100R0-K,Bottle Glass Revered Oud Eau de Parfum 100 K,,,34858,140000,new product,28000,0,0,No,Reguler,2023,2023
BOTO-GRYAASW-GPPP1WH,Botol/Pot Botol Glass Renew You Anti Aging Serum Wardah,,,0,2712.784499,existing,30000,0,500,Yes,Reguler,2022,2022
BOTO-GS01ABR0-E,Bottle Glossy Stain 01 E,,,483,4051.4894,inactive,,0,0,Yes,Reguler,2020,2022
BOTO-GS01ABR1-E,Bottle Glossy Stain 01 R1 E,,,138647,65908.45228,existing,100000,0,0,Yes,Reguler,2022,2023
BOTO-GS02ASR1-E,Bottle Glossy Stain 02 R1 E,,,8685,21248.97248,existing,100000,0,0,Yes,Reguler,2022,2023
BOTO-GS03CRR0-E,Bottle Glossy Stain 03 E,,,0,11508.56668,inactive,,0,0,Yes,Reguler,2020,2022
BOTO-GS03CRR1-E,Bottle Glossy Stain 03 R1 E,,,14655,19284.11475,existing,100000,0,0,Yes,Reguler,2022,2023
BOTO-GS04PSR1-E,Bottle Glossy Stain 04 R1 E,,,23382,14766.8342,existing,100000,0,0,No,Reguler,2022,2023
BOTO-GS05SDR1-E,Bottle Glossy Stain 05 R1 E,,,10253,12461.85,existing,100000,0,0,Yes,Reguler,2022,2022
BOTO-GSCSFR0-W,Bottle Glass Square Crystallure PRS Foundation W,,,49849,22599.62984,new product,20000,0,0,Yes,NPD,2021,2021
BOTO-GSOEDP100R0-K,Bottle Glass Saffron Oud Eau de Parfum 100 K,,,17270,100000,new product,30000,0,0,Yes,Reguler,2023,2023
BOTO-GWSMS30-T,Botol Glass White Opaque Matte S 30 T,,,28860,28899.78,new product,5000,0,0,Yes,Reguler,2022,2022
BOTO-GYPCS20R0-BL,Bottle Glass Youth Power C Serum 20 BL,,,16028,16069.10152,new product,10000,0,0,Yes,Reguler,2023,2023
BOTO-HFTS1702R3-W,Bottle Hair Fall Treatment Shampoo 170 (2) R3 W,,,43991,30291.88869,existing,100000,149994,0,No,Reguler,2023,2023
BOTO-HFTS170P-W,Bottle Hair Fall Treatment Shampoo 170 Polos (2) W,,,200,0,initial,20000,0,0,Yes,,< 2019,< 2019
BOTO-HFTS170R1-WHDPE,Bottle Hair Fall Treatment Shampoo 170 R1 W (Pc(s)),,,62,1317.163081,inactive,,0,0,Yes,,2021,2022
BOTO-HFTS170R3-W,Bottle Hair Fall Treatment Shampoo 170 R3 W,,,28,1380.7229,to be discontinued,100100,0,0,Yes,,2022,2022
BOTO-HRIT100R0-W,Bottle H Rose PI Toner 100 W,,,2587,10840.81156,existing,10000,0,0,Yes,Reguler,2021,2022
BOTO-HRIT100R1-WKIM,Bottle H Rose PI Toner 100 R1 KIM W,,,52547,74144.74762,existing,10000,26876,0,No,Reguler,2023,2023
BOTO-HRKT30R0-W,Bottle Aster Rose PI Toner 30 W,,,132810,8065.205643,inactive,25000,0,0,No,Reguler,2021,2023
BOTO-HSLWR1-MO,Bottle+Ring Hydrastay SLW R1 MO,,,102485,81097.22927,existing,24000,26000,0,No,Reguler,2023,2023
BOTO-HW100NP-DK12033,Botol/Pot HW Natural Pearliz Putri 100 ml,,,4410,2869.088235,existing,10200,0,0,Yes,Reguler,2022,2023
BOTO-HWR0-BD,Botol Hand Wash BD,,,19712,24492.62938,existing,10000,0,0,No,Reguler,2022,2023
BOTO-IBBM1R0-WPETG,Bottle IP Browfessional 3D Brow Mascara 01 B W,,,111519,19929.34268,existing,50000,0,0,No,Reguler,< 2019,2023
BOTO-IBBM2R0-WPETG,Bottle IP Browfessional 3D Brow Mascara 02 DG W,,,220382,34747.85654,existing,50000,0,0,No,Reguler,2022,2023
BOTO-ICABER0-W,Bottle Inner Crystallure AB Essence 30 W (Pc(s)),,,26994,95599.19903,existing,20000,0,0,Yes,Reguler,2023,2023
BOTO-IEIMLR0-W,Bottle Instaperfect EIM Liquid W,,,1029,18805,existing,75000,0,0,Yes,Reguler,2022,2022
BOTO-IMLMPR0-W,Bottle Instaperfect Mattesetter Lip Matte Paint W,,,83547,38454.70075,existing,24000,0,0,Yes,Reguler,2020,2023
BOTO-JKLTSR0-OMG,Bottle Juicy Kiss Lip Tint OMG,Pc(s),OMG,0,6375734.42,to be discontinued,20000,0,0,Yes,Reguler,2022,< 2019
BOTO-K200PET-X,Botol Kotak 200 PET,,,3626,11000,inactive,30150,0,0,Yes,Reguler,2021,2023
BOTO-L100EEMUR1-WHD,Botol Linear 100 EyeXpert Eye MUR R1 W,,,18267,20700.39953,to be discontinued,10296,0,0,No,Reguler,2023,2023
BOTO-L100GR0-W,Botol Linear 100 Green W,,,39260,14422.61332,existing,25000,0,0,No,Reguler,2023,2023
BOTO-L100TURR0-WPP,Botol/Pot Botol Linear 100 Turquoise W Wardah,,,6382,2460,existing,,0,0,Yes,Reguler,2021,2021
BOTO-L200BLA-PP,Botol/Pot Botol Linear 200 ml Black Putri,,,26088,7441.613076,existing,54244,0,0,Yes,Reguler,2023,2023
BOTO-L200NAT-PP,Botol/Pot Botol Linear 200 ml Natural Putri,,,48202,21780.81943,existing,54244,46576,0,No,Reguler,2023,2023
BOTO-L450NAT-PP,Botol/Pot Botol Linear 450 ml Natural Putri,,,23413,29248.30425,existing,45036,0,0,No,Reguler,2023,2023
BOTO-L450WHI-PP,Botol/Pot Botol Linear 450 ml White Putri,,,24304,32760,existing,45036,0,0,No,Reguler,2023,2023
BOTO-L50EEMURR1-WHD,Botol Linear 50 EyeXpert Eye MUR R1 W,,,21097,6160.024772,existing,10080,35080,0,No,Reguler,2023,2023
BOTO-L50NAT-UPP,Botol/Pot Botol Linear 50 ml Natural Umum,,,25349,9382.618347,existing,10080,0,0,No,Reguler,2023,2023
BOTO-LFT125R0-W,Bottle Lightening Face Toner 125 W,,,14040,1400,inactive,,0,0,Yes,Reguler,2020,2022
BOTO-LFT125R1-W,Bottle Lightening Face Toner 125 R1 W,,,6505,5313.492657,inactive,,0,0,Yes,Reguler,2021,2021
BOTO-LFT125R2-W,Bottle Lightening Face Toner 125 R2 W,,,179583,157062.783,existing,75000,137780,0,No,Reguler,2023,2023
BOTO-LIWMR0-MO,Bottle LIW Mascara MO,,,126457,27186.19909,existing,20000,70000,0,No,Reguler,2023,2023
BOTO-LLC01LR0-W,Bottle Lightening Liquid Concealer 01 L W (Pc(s)),,,100012,24329.27991,existing,24000,59000,0,No,Reguler,2023,2023
BOTO-LLC02BR0-W,Bottle Lightening Liquid Concealer 02 B W (Pc(s)),,,95276,5502.75,existing,24000,174000,0,No,Reguler,2023,2023
BOTO-LWMR0-OMG,Bottle Lashtention Waterproof Mascara OMG,Pc(s),OMG,0,173226751.9,new product,20000,125000,0,Yes,Reguler,2023,< 2019
BOTO-MF01LR0-E,Botol Mild Foundation 01 Light 30 E,,,24257,8754.947962,existing,10000,0,0,Yes,Reguler,2021,2023
BOTO-MF02NR0-E,Botol Mild Foundation 02 Natural 30 E,,,20545,8224.695185,existing,10000,0,0,Yes,Reguler,2023,2023
BOTO-MF03CR0-E,Botol Mild Foundation 03 Caramel 30 E,,,13192,7120.103512,existing,10000,0,0,Yes,Reguler,2023,2023
BOTO-MF04MR0-E,Botol Mild Foundation 04 Mocca 30 E,,,38935,7075.227492,existing,10000,0,0,No,Reguler,2021,2023
BOTO-MKLCCEKIMR0-OMG,Bottle Matte KLC KIM Coffee Edition OMG,Pc(s),OMG,0,407131884.7,existing,100000,750000,0,Yes,Reguler,2023,< 2019
BOTO-MKLCKIMR0-OMG,Bottle Matte KLC KIM OMG,Pc(s),OMG,0,342126972,existing,100000,400000,0,Yes,Reguler,2023,< 2019
BOTO-MKLCR0-OMG,Bottle Matte KLC OMG,pc(s),OMG,0,203676249.6,existing,1,637560,0,Yes,Reguler,2023,2021
BOTO-MKLCSER0-OMG,Bottle Matte KLC Socialite Edition OMG,Pc(s),OMG,0,719051400,new product,150000,200000,0,Yes,,2023,< 2019
BOTO-MPR1-EM,Bottle Magic Potion R1 Emina,,,118315,16485.15185,existing,24000,39000,0,No,Reguler,2023,2023
BOTO-MUOMGTO-O,Mock Up Botol OMG Toner 100 W,Pc(s),OMG,0,0,inactive,0,0,0,Yes,PS,< 2019,< 2019
BOTO-MUPETRF12-X,Botol Mockup PET RF 12 X,,,99,700,new product,200,0,0,Yes,Reguler,2022,2022
BOTO-NFSSABE5R0-CL,Bottle NFS Crystallure Supreme Activating Booster Essence 5 R0 CL,,,213,6000,new product,7500,0,0,No,,2023,2023
BOTO-NFSSTV5-T,Botol NFS Serum Tavi 5 T,,,1456,941.24,new product,30000,0,0,Yes,NFS,2022,2023
BOTO-NPBRT100-T,Botol NPB Retexture Toner 100 T,,,13694,11190,new product,10000,0,0,Yes,Reguler,2022,2023
BOTO-NPM02R0-E,Botol NFS Poppin' Matte 02 E,,,10,707.119245,new product,20000,0,0,Yes,,2022,2022
BOTO-NSS1702R1-W,Bottle Nutri Shine Shampoo 170 (2) R1 W (Pc(s)),,,2053,1421,to be discontinued,100000,0,0,Yes,Reguler,2020,2022
BOTO-NSS1702R2-W,Bottle Nutri Shine Shampoo 170 (2) R2 W,,,46408,27204.94158,existing,100000,21060,0,No,Reguler,2023,2023
BOTO-NSS170R2-WHDPE,Bottle Nutri Shine Shampoo 170 R2 W,,,10932,13799.7,new product,100980,0,0,Yes,Reguler,2022,2022
BOTO-OCABER0-W,Bottle Outer Crystallure AB Essence 30 W (Pc(s)),,,22535,187767.7975,existing,20000,0,0,Yes,Reguler,2023,2023
BOTO-OMGPGT100-OMG,Botol Oh My Glow PG Toner 100 OMG,,OMG,13298,449151.0978,to be discontinued,1,0,0,Yes,Reguler,2022,2022
BOTO-OMGPGT100R1-OMG,Botol Oh My Glow PG Toner 100 R1 OMG,,OMG,430,4392320,existing,60000,64000,0,Yes,Reguler,2023,< 2019
BOTO-PBSFS30R0-E,Botol Plastik Bright Stuff Face Serum 30 ml E,,,33267,28000,existing,100000,50000,0,No,Reguler,2023,2023
BOTO-PCMR1-E,Bottle & Plug Creamatte E,,,133652,20313.23896,existing,24000,40000,0,No,Reguler,2023,2023
BOTO-PCMWPSFB-W,Botol/Pot Botol Perfect Curl Mascara Wardah,,,154546,50881.48987,existing,24000,0,0,No,Reguler,2022,2023
BOTO-PEPR0-MO,Bottle Powerstay Eyeshadow Primer MO (Pc(s)),,,18901,25620,existing,,0,0,Yes,Reguler,< 2019,2023
BOTO-PET100ML39-X,Botol PET RF 100 A,,,2662,5496.833583,existing,30316,0,0,Yes,,2021,2023
BOTO-PET100W-WPET,Botol PET 100 Water W,,,121788,34361.99982,existing,50000,74040,0,No,Reguler,2023,2023
BOTO-PET240W-WPET,Botol PET 240 Water W,,,43335,37388.99761,existing,50176,44416,0,No,Reguler,2023,2023
BOTO-PET300R0-WL,Botol PET 300 WL,,,20579,31550.15371,new product,30000,443,0,No,Reguler,2023,2023
BOTO-PET5024-W,Bottle PET 50 W,,,265,1441.999896,existing,50000,0,0,Yes,Reguler,2022,2023
BOTO-PET60TCD18-,Botol/Pot PET 60 Transparant Umum 60 ML,,,2703,3150,existing,10780,0,0,No,Reguler,2023,2023
BOTO-PETCHEERS100-X,Botol PET CHEERS 100 X,,,109006,25051.9714,new product,100000,149510,0,No,Reguler,2023,2023
BOTO-PETCHEERS55-X,Botol PET CHEERS 55 X,,,115474,12888,new product,50000,0,0,No,Reguler,2023,2023
BOTO-PETE250-ELL,Botol PET Earth 250 ELL,,,92091,58691.28637,new product,50000,0,0,Yes,NPD,2023,2023
BOTO-PETE450-ELL,Botol PET Earth 450 ELL,,,14478,37962,new product,50000,0,0,Yes,NPD,2022,2023
BOTO-PETHW250-W,Botol PET Hand Wash 250 W,,,36646,28800,existing,,0,0,Yes,Reguler,2021,2022
BOTO-PETRF100B-X,Botol PET RF 100 B,,,30046,11204.99998,existing,100000,87308,0,No,Reguler,2023,2023
BOTO-PETRF100C-X,Botol PET RF 100 C,,,85294,35551.14543,existing,100000,0,0,No,Reguler,2023,2023
BOTO-PETRF12-X,Botol PET RF 12 X,,,176,580,new product,15000,0,0,Yes,Reguler,2022,2023
BOTO-PETRF200-X,Botol PET RF 200,,,21019,22128.14619,existing,10000,0,0,No,Reguler,2023,2023
BOTO-PETRF50-X,Botol PET RF 50,,,43197,7700,existing,30000,0,0,No,Reguler,2023,2023
BOTO-PETRF60M-W,Botol PET RF 60 Mist W,,,79131,21600.00817,existing,50000,60000,0,No,Reguler,2023,2023
