Kebutuhan packaging: closing DSR April 2023,,,,,,Kebutuhan Produksi (by Forecast),,,,,,,,,,,,,,,,,,,,,,DON’T SORT WITH FORMULAE,,,,,,,,,,,,,,,,cek,Akumulasi FC,,,,Stock L6M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kode Item,Nama Internal,Jenis,Brand,Stock (Pcs),Value (IDR),May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Total Kebutuhan next 6 month,Total Kebutuhan next 16 month,Status Pack,Umur Stok (Month),Kategori Umur Stok Slobs,"Status Stok, SLOB > 6 bln",Stock SLOB (Pcs),Value SLOB,Last Incoming,"Last
SMB",Keterangan,MOQ,Umur MOQ,Rank Value SLOBS,Status Report April 23,Qty Report April 23,Value Report April 23,Kebutuhan Total Report April 23,Selisih Qty,Selisih Value,Rank Selisih Value,Laptrima,Pemusnahan,Reason Stock Bergerak,Static Stock,Rank Value Static Stock,"Kategori FG (NPD, Reguler, NFS, One Shot, Ex Revamp, Minor Change)",Report Mei 23,Report April 23,Report Mar 23,Report Feb 23,Report Jan 23,Report Dec 22,,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Total,,Composite Key,Composite Key
TUBE-NFSPBCFS-WPBL,Tube NFS PBCFB Smoothing 15 W (Pc(s)),,,"153,340","5,985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,"153,340","5,985.00",< 2019,2021,Tidak ada kebutuhan 16 bulan ke depan,,,462,Slow Moving,"153,340","101,971,100",0,0,"-101,965,115","4,737",  - ,  - ,,Yes,577,Reguler,"153,340","  153,340 ","  153,340 ","  170,620 ","  145,300 ","  145,300 ",,153340,153340,153340,153340,153340,153340,153340,153340,153340,153340,153340,153340,153340,153340,153340,153340,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"5,985.00","5,985"
TUBE-NFSSB12-E,Tube NFS Sun Battle SPF 30 12 E,,,17,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inactive,>16,>16 Bulan,Discontinue,17,820.00,2022,2022,Tidak ada kebutuhan 16 bulan ke depan,"30,000",,"2,207",Discontinue,17,"13,940",0,0,"-13,120","2,314",  - ,  - ,,Yes,"1,205",Reguler,17,  17 ,  17 ,  17 ,  17 ,  17 ,,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0,820
TUBE-NFSSBFW-WPBL,Tube NFS Seaweed Balancing Facial Wash 15 W (Pc(s)),,,"3,595",665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inactive,>16,>16 Bulan,Discontinue,"3,595",665.00,< 2019,< 2019,Tidak ada kebutuhan 16 bulan ke depan,,,"2,207",Discontinue,"16,555","11,009,075",0,"-12,960","-11,008,410","4,263",  - ,  - ,,Yes,"1,296",Reguler,"3,595","  16,555 ","  16,555 ","  16,555 ","  16,555 ","  16,555 ",,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0,665
TUBE-NFSSEBFW-K,Tube NFS SEB FW 15 K,,,497,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,497,875.00,2020,2021,Tidak ada kebutuhan 16 bulan ke depan,,,"1,081",Slow Moving,497,"434,875",0,0,"-434,000","2,990",  - ,  - ,,Yes,"1,183",Reguler,497,  497 ,  497 ,  497 ,  497 ,  497 ,,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,875.00,875
TUBE-NFSUVSAFE5-W,Tube NFS UV Shield Aqua Fresh Essence 5 W,,,"1,533","4,356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,"1,533","4,356.00",2021,2022,Tidak ada kebutuhan 16 bulan ke depan,"47,000",,558,Slow Moving,"1,533","1,669,437",0,0,"-1,665,081","3,599",  - ,  - ,,Yes,654,Reguler,"1,533","  1,533 ","  3,089 ","  2,598 ","  2,588 ","  2,635 ",,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"4,356.00","4,356"
TUBE-NSC170-WLDPE,Tube Nutri Shine Conditioner 170 W,,,"32,777","70,408","5,707","5,707","17,121","11,414","11,414","17,121","11,414","11,414","17,121","11,414","11,414","17,121","11,414","17,121","17,121","11,414","68,484","205,452",existing,3,<6 Bulan,OK,0,0.00,2023,2023,,"25,000",0.12,"2,207",OK,0,0,"222,573",0,0,265,  - ,  - ,,No,"2,199",Reguler,"32,777","  43,823 ","  42,642 ","  20,917 ","  20,917 ","  11,929 ",,27070,21363,4242,-7172,-18586,-35707,-47121,-58535,-75656,-87070,-98484,-115605,-127019,-144140,-161261,-172675,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
TUBE-OCFW100R0-AM,Tube PBOC FW 100 AM,,,"170,311","37,928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,>16,>16 Bulan,Slow Moving,"170,311","37,928.00",2020,2022,Tidak ada kebutuhan 16 bulan ke depan,"50,000",,104,Slow Moving,"170,311","293,616,164",0,0,"-293,578,236","4,846",  - ,  - ,,Yes,279,Reguler,"170,311","  170,311 ","  170,311 ","  214,534 ","  177,157 ","  177,157 ",,170311,170311,170311,170311,170311,170311,170311,170311,170311,170311,170311,170311,170311,170311,170311,170311,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"37,928.00","37,928"
TUBE-OCFW50R0-AM,Tube PBOC FW 50 AM,,,"73,103","10,976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inactive,>16,>16 Bulan,Discontinue,"73,103","10,976.00",2020,2022,Tidak ada kebutuhan 16 bulan ke depan,"50,000",,"2,207",Discontinue,"73,263","100,516,836",0,-160,"-100,505,860","4,734",  - ,  - ,,Yes,455,Reguler,"73,103","  73,263 ","  73,263 ","  73,263 ","  43,460 ","  43,460 ",,73103,73103,73103,73103,73103,73103,73103,73103,73103,73103,73103,73103,73103,73103,73103,73103,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0,"10,976"
TUBE-PBBNGNM20-W,Tube Perfect Bright Night Moisturizer 20 W,,,"160,174","14,480",0,0,0,"47,045",0,"47,045","47,045",0,"47,045","47,045",0,"47,045","47,045",0,"47,045","47,045","94,090","423,405",new product,8,7-12 Bulan,Slow Moving,"66,084","5,974.05",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"100,000",0.24,463,OK,"17,412","15,757,719","564,540","48,672","-15,751,745","4,362",  - ,  - ,,No,"2,199",Reguler,"160,174","  205,592 ","  206,975 ","  205,602 ","  150,405 ","  120,153 ",,160174,160174,160174,113129,113129,66084,19039,19039,-28006,-75051,-75051,-122096,-169141,-169141,-216186,-263231,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,,"5,974.05",0
TUBE-PBCBJFF100-W,Tube Perfect Bright CB Jelly Facial Foam 100 W,,,"181,682","70,502","29,980","29,980","57,790","59,960","29,980","59,960","57,790","29,980","59,960","29,980","29,980","57,790","59,960","29,980","29,980","29,980","267,650","683,030",new product,4,<6 Bulan,OK,0,0.00,2023,2023,,"100,000",0.15,"2,207",OK,0,0,"689,540",0,0,265,"  70,378 ",  - ,,Yes,218,Reguler,"181,682","  111,325 ","  111,325 ","  76,264 ","  53,860 ","  53,873 ",,151702,121722,63932,3972,-26008,-85968,-143758,-173738,-233698,-263678,-293658,-351448,-411408,-441388,-471368,-501348,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,"70,502"
TUBE-PBCFBOCRV100R1-W,Tube Perfect Bright CF Bright Oil Control RV 100 R1 W,,,"266,034","121,660","92,140","110,568","239,564","184,280","184,280","221,136","184,280","147,424","221,136","184,280","184,280","221,136","184,280","184,280","202,708","184,280","1,031,968","2,930,052",existing,2,<6 Bulan,OK,0,0.00,2023,2023,,"100,000",0.03,"2,207",OK,0,0,"3,814,596",0,0,265,"  265,342 ",  - ,,No,"2,199",Reguler,"266,034","  148,445 ","  167,122 ","  227,577 ","  76,572 ","  127,555 ",,173894,63326,-176238,-360518,-544798,-765934,-950214,-1097638,-1318774,-1503054,-1687334,-1908470,-2092750,-2277030,-2479738,-2664018,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
TUBE-PBCFBOCRV50R1-W,Tube Perfect Bright CF Bright Oil Control RV 50 R1 W,,,"176,040","41,183",0,"110,112","110,112","110,112","110,112","146,816","73,408","110,112","110,112","110,112","110,112","110,112","110,112","110,112","146,816","110,112","587,264","1,688,384",existing,2,<6 Bulan,OK,0,0.00,2023,2023,,"200,000",0.12,"2,207",OK,0,0,"1,798,496",0,0,265,"  146,016 ",  - ,,No,"2,199",Reguler,"176,040","  138,299 ","  177,440 ","  178,063 ","  141,255 ","  141,112 ",,176040,65928,-44184,-154296,-264408,-411224,-484632,-594744,-704856,-814968,-925080,-1035192,-1145304,-1255416,-1402232,-1512344,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
TUBE-PBCFBSGRV100R1-W,Tube Perfect Bright CF Bright Smooth Glow RV 100 R1 W,,,"292,730","116,706","59,960","119,920","209,860","179,880","149,900","209,860","149,900","119,920","209,860","149,900","179,880","179,880","179,880","149,900","209,860","149,900","929,380","2,608,260",existing,2,<6 Bulan,OK,0,0.00,2023,2023,,"100,000",0.04,"2,207",OK,0,0,"2,938,040",0,0,265,"  237,622 ",  - ,,No,"2,199",Reguler,"292,730","  194,219 ","  261,202 ","  122,633 ","  122,818 ","  111,278 ",,232770,112850,-97010,-276890,-426790,-636650,-786550,-906470,-1116330,-1266230,-1446110,-1625990,-1805870,-1955770,-2165630,-2315530,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
TUBE-PBCFBSGRV50-W,Tube Perfect Bright CF Bright Smooth Glow RV 50 W,,,72,"5,044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inactive,>16,>16 Bulan,Discontinue,72,"5,043.80",2022,2022,Tidak ada kebutuhan 16 bulan ke depan,"100,000",,"2,207",Discontinue,72,"90,788",0,0,"-85,745","2,507",  - ,  - ,,Yes,616,Reguler,72,  72 ,  72 ,  72 ,  72 ,  72 ,,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0,"5,044"
TUBE-PBCFBSGRV50R1-W,Tube Perfect Bright CF Bright Smooth Glow RV 50 R1 W,,,"179,471","41,339","118,760","59,380","178,140","178,140","118,760","178,140","178,140","118,760","178,140","118,760","178,140","178,140","118,760","118,760","237,520","118,760","831,320","2,375,200",existing,2,<6 Bulan,OK,0,0.00,2023,2023,,"100,000",0.04,"2,207",OK,0,0,"2,969,000",0,0,265,"  165,906 ","  2,551 ",,No,"2,199",Reguler,"179,471","  179,643 ","  174,288 ","  182,462 ","  182,104 ","  182,224 ",,60711,1331,-176809,-354949,-473709,-651849,-829989,-948749,-1126889,-1245649,-1423789,-1601929,-1720689,-1839449,-2076969,-2195729,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
TUBE-PBCFLOC100-W2L,Tube PB CF Brightening Oil Control 100 W,,,"3,093","4,252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,existing,>16,>16 Bulan,Slow Moving,"3,093","4,251.72",2021,2022,Tidak ada kebutuhan 16 bulan ke depan,"60,000",,562,Slow Moving,"3,093","4,383,523",0,0,"-4,379,272","3,950",  - ,  - ,,Yes,662,Reguler,"3,093","  3,093 ","  3,093 ","  2,016 ","  2,016 ","  2,016 ",,3093,3093,3093,3093,3093,3093,3093,3093,3093,3093,3093,3093,3093,3093,3093,3093,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"4,251.72","4,252"
TUBE-PBCFLOC60-W2L,Tube PB CF Brightening Oil Control 60 W,,,480,"1,271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inactive,>16,>16 Bulan,Discontinue,480,"1,271.14",2021,2022,Tidak ada kebutuhan 16 bulan ke depan,"50,400",,"2,207",Discontinue,480,"610,147",0,0,"-608,876","3,123",  - ,  - ,,Yes,"1,012",Reguler,480,  480 ,  480 ,  480 ,  480 ,  480 ,,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0,"1,271"
TUBE-PBMBOC20-W,Tube Perfect Bright MB Oil Control 20 W,,,"64,886","11,675","47,045","372,886","325,262","232,330","139,398","278,796","185,864","139,398","278,796","232,330","185,864","278,796","232,330","185,864","278,796","185,864","1,395,717","3,579,619",new product,1,<6 Bulan,OK,0,0.00,2023,2023,,"100,000",0.03,"2,207",OK,0,0,"3,484,049",0,0,265,"  104,346 ",  - ,,No,"2,199",Reguler,"64,886","  310,864 ","  354,984 ","  394,818 ","  227,938 ","  175,463 ",,17841,-355045,-680307,-912637,-1052035,-1330831,-1516695,-1656093,-1934889,-2167219,-2353083,-2631879,-2864209,-3050073,-3328869,-3514733,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0
TUBE-PBMBSG20-W,Tube Perfect Bright MB Smooth Glow 20 W,,,"159,389","18,953",0,"94,090","94,090","94,090","47,045",0,0,0,0,0,0,0,0,0,0,0,"329,315","329,315",new product,2,<6 Bulan,OK,0,0.00,2023,2023,,"100,000",0.30,"2,207",OK,0,0,"329,315",0,0,265,"  111,826 ",  - ,,No,"2,199",Reguler,"159,389","  184,330 ","  186,561 ","  192,329 ","  68,233 ","  102,055 ",,159389,65299,-28791,-122881,-169926,-169926,-169926,-169926,-169926,-169926,-169926,-169926,-169926,-169926,-169926,-169926,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
TUBE-PBS8R0-W,Tube Perfect Bright Serum 8 R0 W,,,"1,054,330","86,597",0,0,0,"103,000",0,"103,000",0,0,"103,000",0,0,"103,000",0,0,"103,000",0,"206,000","515,000",new product,>16,>16 Bulan,Slow Moving,"848,330","69,677.26",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"100,000",0.19,35,Slow Moving,"951,330","1,752,815,165","412,000","-103,000","-1,752,745,487","4,896",  - ,  - ,,Yes,209,Reguler,"1,054,330","  1,054,330 ","  1,054,330 ","  728,322 ","  449,329 ","  557,295 ",,1054330,1054330,1054330,951330,951330,848330,848330,848330,745330,745330,745330,642330,642330,642330,539330,539330,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"69,677.26","86,597"
TUBE-PCCPGR0-MO3L,Tube Powestay Color Correcting Primer Green MO (Pc(s)),,,"13,631","18,059","3,338",0,"3,338","3,338","3,338","3,338","3,338",0,"3,338","3,338","3,338","3,338","3,338",0,"3,338","3,338","16,690","43,394",existing,5,<6 Bulan,OK,0,0.00,2022,2023,,"10,000",0.23,"2,207",OK,0,0,"53,408",0,0,265,  - ,  - ,,No,"2,199",Reguler,"13,631","  17,059 ","  16,811 ","  19,545 ","  27,818 ","  30,935 ",,10293,10293,6955,3617,279,-3059,-6397,-6397,-9735,-13073,-16411,-19749,-23087,-23087,-26425,-29763,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,,0,0
TUBE-PCCPLR0-MO3L,Tube Powerstay Color Correcting Primer Lilac MO (Pc(s)),,,"36,036","31,489","3,338",0,"3,338","3,338",0,"3,338","3,338","3,338",0,"3,338","3,338","3,338",0,"3,338","3,338","3,338","13,352","40,056",existing,14,13-16 Bulan,Slow Moving,"22,684","19,821.67",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.25,197,Slow Moving,"25,825","50,825,026","36,718","-3,141","-50,805,205","4,634",  - ,  - ,,No,"2,199",Reguler,"36,036","  39,177 ","  39,177 ","  36,252 ","  29,625 ","  31,712 ",,32698,32698,29360,26022,26022,22684,19346,16008,16008,12670,9332,5994,5994,2656,-682,-4020,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,14,,"19,821.67",0
TUBE-PCCPPR0-MO3L,Tube Powerstay Color Correcting Primer Peach MO (Pc(s)),,,"18,875","13,819",0,0,"3,338","3,338",0,"3,338",0,"3,338",0,"3,338",0,"3,338",0,"3,338",0,"3,338","10,014","26,704",existing,11,7-12 Bulan,Slow Moving,"8,861","6,487.25",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.37,435,OK,0,0,"23,366","8,861","6,487",38,"  11,000 ",  - ,,No,"2,199",Reguler,"18,875","  8,153 ","  6,531 ","  9,731 ","  9,388 ","  12,654 ",,18875,18875,15537,12199,12199,8861,8861,5523,5523,2185,2185,-1153,-1153,-4491,-4491,-7829,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11,,"6,487.25",0
TUBE-PCCPYR0-MO3L,Tube Powerstay Color Correcting Primer Yellow MO (Pc(s)),,,"10,415","6,374",0,0,"3,338",0,0,"3,338",0,0,"3,338",0,0,"3,338",0,0,"3,338",0,"6,676","16,690",existing,11,7-12 Bulan,Slow Moving,"3,739","2,288.23",2020,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.60,741,Slow Moving,"7,046","14,970,132","16,690","-3,307","-14,967,844","4,349",  - ,  - ,,No,"2,199",Reguler,"10,415","  13,722 ","  13,722 ","  14,138 ","  23,649 ","  24,884 ",,10415,10415,7077,7077,7077,3739,3739,3739,401,401,401,-2937,-2937,-2937,-6275,-6275,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11,,"2,288.23",0
TUBE-PCEBFWR0-K,Tube PCEB FW 100 K,,,797,"4,386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,existing,>16,>16 Bulan,Slow Moving,797,"4,385.98",2022,2022,Tidak ada kebutuhan 16 bulan ke depan,"50,000",,556,Slow Moving,797,"1,747,813",0,0,"-1,743,427","3,617",  - ,  - ,,Yes,650,Reguler,797,  797 ,  787 ,  787 ,  787 ,  787 ,,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"4,385.98","4,386"
TUBE-PCEBFWR1-K,Tube PCEB FW 100 R1 K,,,"35,296","6,535","113,436","436,618","549,164","425,830","425,830","530,258","425,830","331,300","530,258","425,830","425,830","530,258","425,830","435,728","539,266","415,932","2,481,136","6,967,198",existing,0,<6 Bulan,OK,0,0.00,2023,2023,,"50,000",0.01,"2,207",OK,0,0,"6,810,610",0,0,265,"  524,940 ",  - ,,No,"2,199",Reguler,"35,296","  3,706 ","  58,761 ","  157,667 ","  52,892 ","  91,816 ",,-78140,-514758,-1063922,-1489752,-1915582,-2445840,-2871670,-3202970,-3733228,-4159058,-4584888,-5115146,-5540976,-5976704,-6515970,-6931902,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
TUBE-PCSAFWR1-K,Tube PCSA FW 100 R1 K,,,"13,979","19,539","148,515","603,961","584,159","465,347","465,347","584,159","465,347","346,535","584,159","465,347","465,347","584,159","465,347","465,347","564,357","455,446","2,851,488","7,712,879",existing,0,<6 Bulan,OK,0,0.00,2023,2023,,"50,000",0.01,"2,207",OK,0,0,"6,851,492",0,0,265,"  468,078 ",  90 ,,No,"2,199",Reguler,"13,979",  8 ,"  34,404 ","  59,411 ",  765 ,"  133,234 ",,-134536,-738497,-1322656,-1788003,-2253350,-2837509,-3302856,-3649391,-4233550,-4698897,-5164244,-5748403,-6213750,-6679097,-7243454,-7698900,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
TUBE-PDFW100R0-AM,Tube PBPD FW 100 AM,,,"229,958","51,720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,existing,>16,>16 Bulan,Slow Moving,"229,958","51,720.00",2020,2022,Tidak ada kebutuhan 16 bulan ke depan,"50,000",,63,Slow Moving,"229,958","396,447,592",0,0,"-396,395,872","4,864",  - ,  - ,,Yes,250,Reguler,"229,958","  229,958 ","  229,958 ","  272,910 ","  204,268 ","  204,268 ",,229958,229958,229958,229958,229958,229958,229958,229958,229958,229958,229958,229958,229958,229958,229958,229958,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"51,720.00","51,720"
TUBE-PDFW50R0-AM,Tube PBPD FW 50 AM,,,"42,830","2,744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,>16,>16 Bulan,Slow Moving,"42,830","2,744.00",2020,2022,Tidak ada kebutuhan 16 bulan ke depan,"50,000",,693,Slow Moving,"42,840","58,776,480",0,-10,"-58,773,736","4,658",  - ,  - ,,Yes,778,Reguler,"42,830","  42,840 ","  42,840 ","  42,840 ","  57,438 ","  57,438 ",,42830,42830,42830,42830,42830,42830,42830,42830,42830,42830,42830,42830,42830,42830,42830,42830,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"2,744.00","2,744"
TUBE-PGFW50R1-OMG,Tube Peach Glowing Face Wash 50 R1 OMG,,OMG,"4,340","87,983,170","19,522",0,"117,132","117,132","117,132","136,654","97,610","97,610","136,654","117,132","97,610","136,654","117,132","117,132","136,654","97,610","507,572","1,659,370",existing,0,<6 Bulan,OK,0,0.00,2023,< 2019,,"50,000",0.03,"2,207",OK,0,0,"1,464,150",0,0,265,  - ,  - ,,Yes,25,Reguler,"4,340","  185,935 ","  187,056 ","  221,772 ","  79,982 ","  1,268 ",,-15182,-15182,-132314,-249446,-366578,-503232,-600842,-698452,-835106,-952238,-1049848,-1186502,-1303634,-1420766,-1557420,-1655030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"87,983,170"
TUBE-PGM25-OMG,Tube Peach Glowing Cream 25 OMG,,OMG,"1,306","71,194,983",0,"115,980","154,640","115,980","115,980","154,640","77,320","77,320","115,980","115,980","77,320","154,640","77,320","115,980","115,980","77,320","657,220","1,662,380",existing,1,<6 Bulan,OK,0,0.00,2023,2022,,1,0.00,"2,207",OK,0,0,"1,198,460",0,0,265,  - ,  - ,,Yes,29,Reguler,"1,306","  216,949 ","  155,478 ","  310,228 ","  37,733 ",  364 ,,1306,-114674,-269314,-385294,-501274,-655914,-733234,-810554,-926534,-1042514,-1119834,-1274474,-1351794,-1467774,-1583754,-1661074,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,"71,194,983"
TUBE-PMUIPLF-W,Tube Mock Up IP Foundation W,,,"3,000","11,826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inactive,>16,>16 Bulan,Discontinue,"3,000","11,825.95",2020,2020,Tidak ada kebutuhan 16 bulan ke depan,,,"2,207",Discontinue,"3,000","35,477,852",0,0,"-35,466,026","4,552",  - ,  - ,,Yes,437,PS,"3,000","  3,000 ","  3,000 ","  3,000 ","  3,000 ","  3,000 ",,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0,"11,826"
TUBE-POBMP20R0-IP,Tube Long Nozzle + Overcap Blur Mattifying Primer 20 ml IP,,,"35,639","26,952","3,535","3,535","10,605","10,605","7,070","10,605","10,605","3,535","10,605","14,140","7,070","14,140","10,605","7,070","14,140","7,070","45,955","144,935",new product,5,<6 Bulan,OK,0,0.00,2023,2023,,"10,000",0.07,"2,207",OK,35,"117,915","155,540",-35,"-117,915","2,570",  - ,  - ,,No,"2,199",Reguler,"35,639","  56,595 ","  48,859 ","  39,611 ","  6,588 ","  16,932 ",,32104,28569,17964,7359,289,-10316,-20921,-24456,-35061,-49201,-56271,-70411,-81016,-88086,-102226,-109296,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,,0,0
TUBE-POSFCF11FP30R0-IP,Tube + Pump + Overcap SKINFOCUS Cover Foundation 11 Fair Pink 30 mL IP,,,"15,884","23,861",0,0,0,"1,085","1,085","2,170","1,085",0,"1,085","1,085","1,085","1,085","1,085","1,085","1,085","1,085","4,340","14,105",new product,>16,>16 Bulan,Slow Moving,"11,544","17,341.15",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.71,227,Slow Moving,"10,533","83,774,580","19,080","1,011","-83,757,239","4,711",  - ,  - ,,No,"2,199",Reguler,"15,884","  17,953 ","  18,794 ","  8,897 ","  8,897 ","  8,897 ",,15884,15884,15884,14799,13714,11544,10459,10459,9374,8289,7204,6119,5034,3949,2864,1779,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"17,341.15",0
TUBE-POSFCF22LI30R0-IP,Tube + Pump + Overcap SKINFOCUS Cover Foundation 22 Light Ivory 30 mL IP,,,"11,922","39,554",0,0,"2,170","2,170","2,170","1,085","2,170","1,085","2,170","2,170","1,085","2,170","1,085","2,170","1,085","2,170","7,595","24,955",new product,8,7-12 Bulan,Slow Moving,"4,327","14,355.79",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.40,267,Slow Moving,"5,530","43,746,610","22,260","-1,203","-43,732,255","4,595",  - ,  - ,,No,"2,199",Reguler,"11,922","  12,950 ","  17,864 ","  18,584 ","  18,584 ","  18,584 ",,11922,11922,9752,7582,5412,4327,2157,1072,-1098,-3268,-4353,-6523,-7608,-9778,-10863,-13033,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,,"14,355.79",0
TUBE-POSFCF32TB30R0-IP,Tube + Pump + Overcap SKINFOCUS Cover Foundation 32 True Beige 30 mL IP,,,"10,869","31,649",0,0,"3,255","2,170","1,085","2,170","2,170","1,085","2,170","2,170","1,085","2,170","2,170","2,170","1,085","2,170","8,680","27,125",new product,7,7-12 Bulan,Slow Moving,"2,189","6,374.15",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.37,439,OK,"1,512","11,963,484","25,440",677,"-11,957,110","4,291",  - ,  - ,,No,"2,199",Reguler,"10,869","  9,992 ","  16,188 ","  18,508 ","  18,508 ","  18,418 ",,10869,10869,7614,5444,4359,2189,19,-1066,-3236,-5406,-6491,-8661,-10831,-13001,-14086,-16256,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,,"6,374.15",0
