"Product Korporat Code","Reference","Quantity","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/Material Type","BoM Lines/Quantity"
"CUS-IPE-BULK","FF.RND.W1022.04","1.0","AIR-RO--L","Raw Material","0.29"
"","","","UVIN-MC80-BASF","Raw Material","0.09"
"","","","PR-ZPRDL-X","Raw Material","0.05"
"","","","SILI-KFFA-X","Raw Material","0.045"
"","","","BENT-BGVS5PC-X","Raw Material","0.04"
"","","","SUNS-PEHS-X","Raw Material","0.04"
"","","","EMUL-KF68-X","Raw Material","0.035"
"","","","SILI-BDP-X","Raw Material","0.0477"
"","","","TIT-T85-X","Raw Material","0.03"
"","","","CRO1-ML-","Raw Material","0.02"
"","","","EMU-LEX7-X","Raw Material","0.02"
"","","","GLYC--ECOS-K","Raw Material","0.02"
"","","","SILI-MCMA-X","Raw Material","0.02"
"","","","SILI-BEL803-X","Raw Material","0.016"
"","","","MOIS-TR100-X","Raw Material","0.015"
"","","","SUCR-AC01-X","Raw Material","0.012"
"","","","ORGA-EXD-ARK","Raw Material","0.012"
"","","","SILI-KF54HV-X","Raw Material","0.01"
"","","","PWD-SYS-X","Raw Material","0.01"
"","","","THIC-RMGSO4-X","Raw Material","0.01"
"","","","EMUL-KF6017-X","Raw Material","0.009"
"","","","SILC-SP500LS-X","Raw Material","0.009"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","STEA-DSP300-X","Raw Material","0.005"
"","","","VITA-DL E-MS","Raw Material","0.005"
"","","","PEN-SENSC50-X","Raw Material","0.004"
"","","","PENG-SYM68-X","Raw Material","0.003"
"","","","SILD--SI5H52D-K","Raw Material","0.003"
"","","","ALAN--AK-K","Raw Material","0.001"
"","","","EDT-B--K","Raw Material","0.001"
"","","","ACTI-ECTC-X","Raw Material","0.0003"
"","","","BIO-HYAL-BIL","Raw Material","0.0002"
"","","","TITA-CROTS-X","Raw Material","0.075"
"","","","WARN-RED3AS-X","Raw Material","0.0068"
"","","","WARN-YLW3AS-X","Raw Material","0.033"
"","","","WARN-BLCK3AS-X","Raw Material","0.004"
"CUS-IPD-BULK","FF.RND.W1021.04","1.0","AIR-RO--L","Raw Material","0.29"
"","","","UVIN-MC80-BASF","Raw Material","0.09"
"","","","PR-ZPRDL-X","Raw Material","0.05"
"","","","SILI-KFFA-X","Raw Material","0.045"
"","","","BENT-BGVS5PC-X","Raw Material","0.04"
"","","","SUNS-PEHS-X","Raw Material","0.04"
"","","","EMUL-KF68-X","Raw Material","0.035"
"","","","SILI-BDP-X","Raw Material","0.06"
"","","","TIT-T85-X","Raw Material","0.03"
"","","","CRO1-ML-","Raw Material","0.02"
"","","","EMU-LEX7-X","Raw Material","0.02"
"","","","GLYC--ECOS-K","Raw Material","0.02"
"","","","SILI-MCMA-X","Raw Material","0.02"
"","","","SILI-BEL803-X","Raw Material","0.016"
"","","","MOIS-TR100-X","Raw Material","0.015"
"","","","SUCR-AC01-X","Raw Material","0.012"
"","","","ORGA-EXD-ARK","Raw Material","0.012"
"","","","SILI-KF54HV-X","Raw Material","0.01"
"","","","PWD-SYS-X","Raw Material","0.01"
"","","","THIC-RMGSO4-X","Raw Material","0.01"
"","","","EMUL-KF6017-X","Raw Material","0.009"
"","","","SILC-SP500LS-X","Raw Material","0.009"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","STEA-DSP300-X","Raw Material","0.005"
"","","","VITA-DL E-MS","Raw Material","0.005"
"","","","PEN-SENSC50-X","Raw Material","0.004"
"","","","PENG-SYM68-X","Raw Material","0.003"
"","","","SILD--SI5H52D-K","Raw Material","0.003"
"","","","ALAN--AK-K","Raw Material","0.001"
"","","","EDT-B--K","Raw Material","0.001"
"","","","ACTI-ECTC-X","Raw Material","0.0003"
"","","","BIO-HYAL-BIL","Raw Material","0.0002"
"","","","TITA-CROTS-X","Raw Material","0.078"
"","","","WARN-RED3AS-X","Raw Material","0.005"
"","","","WARN-YLW3AS-X","Raw Material","0.02"
"","","","WARN-BLCK3AS-X","Raw Material","0.0035"
"CON-RLBBL02-BULK","FF.RND.W1088.01","1.0","AIR-RO--L","Raw Material","0.283"
"","","","SILI-345-DC-K","Raw Material","0.1325"
"","","","BENT-BGVS5PC-X","Raw Material","0.075"
"","","","RSN-PTMX-X","Raw Material","0.06"
"","","","BUTY--DAI1,3","Raw Material","0.06"
"","","","NT---K","Raw Material","0.05"
"","","","ABIL-EM90-X","Raw Material","0.03"
"","","","VITA-B3PC-X","Raw Material","0.03"
"","","","EMUL-KF6017-X","Raw Material","0.02"
"","","","THIC-RMGSO4-X","Raw Material","0.01"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","POWD-9701-","Raw Material","0.007"
"","","","ALAN--AK-K","Raw Material","0.001"
"","","","PEN-SENSC50-X","Raw Material","0.0005"
"","","","EDT-B--K","Raw Material","0.0005"
"","","","TITA-CROTS-X","Raw Material","0.168"
"","","","WARN-BYO12-X","Raw Material","0.052"
"","","","WARN-BRO12-X","Raw Material","0.008"
"","","","WARN-BBO12-X","Raw Material","0.0045"
"L-GS10-BULK","FF.DND.T382.03","1.0","AIR-RO--L","Raw Material","0.467692"
"","","","EMU-PH-X","Raw Material","0.15"
"","","","EUTA-G-X","Raw Material","0.1337"
"","","","GLYC--ECOS-K","Raw Material","0.1"
"","","","EMUL-NS-X","Raw Material","0.04"
"","","","WAX-ACG-X","Raw Material","0.03"
"","","","FLMR-ELS7P-X","Raw Material","0.0163"
"","","","WAX-EWCM-X","Raw Material","0.015"
"","","","EMU-ACT-X","Raw Material","0.01"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","PENG-SYM68-X","Raw Material","0.008"
"","","","VITA-DL E-MS","Raw Material","0.005"
"","","","PENG-CLRP-X","Raw Material","0.003"
"","","","ALAN--AK-K","Raw Material","0.001"
"","","","BHT-CRTL-X","Raw Material","0.001"
"","","","PARF-MLPMD-X","Raw Material","0.00075"
"","","","EDT-B--K","Raw Material","0.0005"
"","","","EVOI-APKR-X","Raw Material","0.0001"
"","","","OIL-AVSB-X","Raw Material","0.0001"
"","","","WARN-ALRED-X","Raw Material","0.0038"
"","","","WARN-IOY50-X","Raw Material","0.003284"
"","","","WARN-IOR50-X","Raw Material","0.001942"
"","","","WARN-BB--K","Raw Material","0.00027"
"","","","WARN--RED227","Raw Material","0.000257"
"","","","WARN-TRTYL-X","Raw Material","0.000224"
"","","","WARN-K7008J-X","Raw Material","8.1e-05"
"MA-MSAR-BULK","FF.DND.W942.01","1.0","AIR-RO--L","Raw Material","0.91339"
"","","","BUTY--DAI1,3","Raw Material","0.03"
"","","","GLYC--ECOS-K","Raw Material","0.02"
"","","","GLUZ-GLUZ-","Raw Material","0.01"
"","","","ACTI-HDR-X","Raw Material","0.006"
"","","","PEN-SYMH-X","Raw Material","0.006"
"","","","KELT-CG-X","Raw Material","0.005"
"","","","ASAM-SCAD-X","Raw Material","0.005"
"","","","ALAN--AK-K","Raw Material","0.002"
"","","","SODA-C-ASA","Raw Material","0.0015"
"","","","EDT-B--K","Raw Material","0.001"
"","","","PARF-SILK-","Raw Material","0.0001"
"","","","OIL-TTOIDS-X","Raw Material","1e-05"
"L-PTMCA-BULK","FS.RND.M0105-VER.01","1.0","SUCR-AC01-X","Raw Material","0.23"
"","","","BENT-BGISDV-X","Raw Material","0.225"
"","","","SILI-DC-PSFCS-X","Raw Material","0.14"
"","","","SILI-BEL803-X","Raw Material","0.1"
"","","","SILC-SP500LS-X","Raw Material","0.08"
"","","","PURO-IDD-X","Raw Material","0.057"
"","","","HAIM-DIS-X","Raw Material","0.025"
"","","","ALUM-MN10D-X","Raw Material","0.01"
"","","","PARF-VMR-X","Raw Material","0.01"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","PEN-SENSC50-X","Raw Material","0.004"
"","","","VITA-DL E-MS","Raw Material","0.001"
"","","","TITA-OTS2CR50-","Raw Material","0.037"
"","","","WARN-C338--K","Raw Material","0.0365"
"","","","WARN-TOA403-KF","Raw Material","0.0202"
"","","","WARN-C19012-DCR6-K","Raw Material","0.017"
"","","","WARN-C19011-R7CL-K","Raw Material","0.0025"
"L-PTMC06-BULK","FS.RND.M0114-VER.01","1.0","SUCR-AC01-X","Raw Material","0.23"
"","","","BENT-BGISDV-X","Raw Material","0.225"
"","","","SILI-DC-PSFCS-X","Raw Material","0.14"
"","","","SILI-BEL803-X","Raw Material","0.1"
"","","","SILC-SP500LS-X","Raw Material","0.08"
"","","","PURO-IDD-X","Raw Material","0.057"
"","","","HAIM-DIS-X","Raw Material","0.025"
"","","","ALUM-MN10D-X","Raw Material","0.01"
"","","","PARF-VMR-X","Raw Material","0.01"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","PEN-SENSC50-X","Raw Material","0.004"
"","","","VITA-DL E-MS","Raw Material","0.001"
"","","","WARN-C335138--K","Raw Material","0.03"
"","","","TITA-OTS2CR50-","Raw Material","0.0275"
"","","","WARN-COGO--K","Raw Material","0.027"
"","","","WARN-TOA403-KF","Raw Material","0.018"
"","","","WARN-C19011-R7CL-K","Raw Material","0.01"
"","","","WARN-C196619-R6-K","Raw Material","0.002"
"L-GS07-BULK","FF.DND.T379.03","1.0","AIR-RO--L","Raw Material","0.467472"
"","","","EMU-PH-X","Raw Material","0.15"
"","","","EUTA-G-X","Raw Material","0.1337"
"","","","GLYC--ECOS-K","Raw Material","0.1"
"","","","EMUL-NS-X","Raw Material","0.04"
"","","","WAX-ACG-X","Raw Material","0.03"
"","","","FLMR-ELS7P-X","Raw Material","0.0163"
"","","","WAX-EWCM-X","Raw Material","0.015"
"","","","EMU-ACT-X","Raw Material","0.01"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","PENG-SYM68-X","Raw Material","0.008"
"","","","VITA-DL E-MS","Raw Material","0.005"
"","","","PENG-CLRP-X","Raw Material","0.003"
"","","","ALAN--AK-K","Raw Material","0.001"
"","","","BHT-CRTL-X","Raw Material","0.001"
"","","","PARF-MLPMD-X","Raw Material","0.00075"
"","","","EDT-B--K","Raw Material","0.0005"
"","","","EVOI-APKR-X","Raw Material","0.0001"
"","","","OIL-AVSB-X","Raw Material","0.0001"
"","","","TITA--3328EW-K","Raw Material","0.00655"
"","","","WARN-K7054J-X","Raw Material","2e-05"
"","","","WARN-IOR50-X","Raw Material","0.00139"
"","","","WARN-IOY50-X","Raw Material","0.00045"
"","","","WARN--RED227","Raw Material","0.0006"
"","","","WARN-TRTYL-X","Raw Material","0.0007"
"","","","WARN-ALRED-X","Raw Material","0.0003"
"","","","WARN-BB--K","Raw Material","6.8e-05"
"FM-PBTUWC-BULK","FS.RND.W0244-VEER.02","1.0","AIR-RO--L","Raw Material","0.52175"
"","","","KAOL-JP100-X","Raw Material","0.18"
"","","","GLYC--ECOS-K","Raw Material","0.09"
"","","","BEN-BEN-WT","Raw Material","0.05"
"","","","TITA--3328EW-K","Raw Material","0.05"
"","","","MOIS-TR100-X","Raw Material","0.03"
"","","","MOIS-RHH15P-X","Raw Material","0.02"
"","","","HYDL-5SMR-X","Raw Material","0.01"
"","","","EMUL-VCTS-X","Raw Material","0.01"
"","","","PENG-PHC-X","Raw Material","0.008"
"","","","EMU-CSAL-X","Raw Material","0.005"
"","","","STAY--DSMR-K","Raw Material","0.005"
"","","","EMUL-CGSPS-X","Raw Material","0.003"
"","","","PARF-SC2R151972-X","Raw Material","0.00175"
"","","","ALAN--AK-K","Raw Material","0.001"
"","","","EDT-B--K","Raw Material","0.001"
"","","","XANT---K","Raw Material","0.001"
"","","","WARN-C338--K","Raw Material","0.0125"
"REM-CO-BULK","FF.RND.M502.00","100.0","PURO-IDD-X","Raw Material","15.0"
"","","","CRO1-GTCC-","Raw Material","15.0"
"","","","SOLV-MFLMOD-X","Raw Material","30.0"
"","","","EMU-PS-","Raw Material","23.35"
"","","","EMUL-TGI20-X","Raw Material","10.0"
"","","","ASAM-SCAD-X","Raw Material","0.05"
"","","","BHT-CRTL-X","Raw Material","0.1"
"","","","ACTI-RYKA-X","Raw Material","0.1"
"","","","ACTI-RBN-X","Raw Material","0.1"
"","","","EMU-EML-X","Raw Material","5.0"
"","","","EXTR-DB-","Raw Material","0.5"
"","","","VITA-DL E-MS","Raw Material","0.3"
"","","","PARF-WYM1R-X","Raw Material","0.2"
"","","","PEN-PRSVPE-X","Raw Material","0.3"
"ES-W1A-03 BULK","29","1.0","WARN-TE-A40BIOSC-K","Raw Material","0.0057"
"","","","WARN-CY--K","Raw Material","0.032"
"","","","POWD-TDMS-","Raw Material","0.1"
"","","","WARN-RED3AS-X","Raw Material","0.041"
"","","","ZINC-M-KJZ10-K","Raw Material","0.03"
"","","","MICA--SIOI2-K","Raw Material","0.28"
"","","","NT---K","Raw Material","0.11"
"","","","SERI-790-","Raw Material","0.1433"
"","","","WARN-TNAB--K","Raw Material","0.06"
"","","","PENG-PNX-X","Raw Material","0.008"
"","","","WARN-CCCLOC--K","Raw Material","0.19"
"L-EVLCR1-BULK","FF.RND.W915.00","100.0","SILC-MKOL-X","Raw Material","6.5"
"","","","WAX-SBWX--X","Raw Material","2.0"
"","","","SILI-BEL803-X","Raw Material","4.0"
"","","","BENT-BGISDV-X","Raw Material","16.0"
"","","","BENT-BGVS5PC-X","Raw Material","11.0"
"","","","PEN-SENSC50-X","Raw Material","0.4"
"","","","PEN-PRSVPE-X","Raw Material","0.8"
"","","","SILS-034-X","Raw Material","4.12"
"","","","SILI-AXU3-X","Raw Material","2.0"
"","","","SILI-DC-PSFCS-X","Raw Material","8.0"
"","","","PARF-VMR-X","Raw Material","0.05"
"","","","VCIP---K","Raw Material","0.05"
"","","","VITA-DL E-MS","Raw Material","0.05"
"","","","EKS-HLE-X","Raw Material","0.05"
"","","","WARN-CBC19011-BULK","Intermediate","12.0"
"","","","WARN-CBBLKAIO-BULK","Intermediate","1.3"
"","","","WARN-CBC19012-BULK","Intermediate","3.0"
"","","","WARN-CB338073-BULK","Intermediate","3.25"
"","","","PURO-IDD-X","Raw Material","25.43"
"FW-NSHTC-BULK","FF.RND.W1077.01","1.0","AIR-RO--L","Raw Material","0.639885"
"","","","TEXA---K","Raw Material","0.13"
"","","","MEDI-MDL-MGS","Raw Material","0.06"
"","","","GLYC--ECOS-K","Raw Material","0.05"
"","","","TEGO-L7-1--K","Raw Material","0.04"
"","","","GARA-RFS-X","Raw Material","0.026"
"","","","AJID--NL-K","Raw Material","0.02"
"","","","SURF-CPKOD-X","Raw Material","0.02"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","ASAM-A-CAAH-K","Raw Material","0.003"
"","","","POLY-MICOJ400-","Raw Material","0.002"
"","","","EDT-B--K","Raw Material","0.001"
"","","","WARN-K-BULK","Intermediate","7.5e-05"
"","","","WARN-B-BULK","Intermediate","4e-05"
"BBC-EL-BULK","FF.RND.W079.07 (grmin)","1.0","AIR-RO--L","Raw Material","0.54895"
"","","","PARS--RUVBF-K","Raw Material","0.075"
"","","","TITA-OTS2CR50-","Raw Material","0.065"
"","","","SOLV-BGKHN-X","Raw Material","0.05"
"","","","SILI-2005-DC-K","Raw Material","0.04"
"","","","SILI-SFCM56-X","Raw Material","0.03"
"","","","SILI-DC9045-X","Raw Material","0.0285"
"","","","STEA-A-EST05M","Raw Material","0.02"
"","","","NT---K","Raw Material","0.015"
"","","","BENT-BGISDV-X","Raw Material","0.015"
"","","","EMU-PS-","Raw Material","0.015"
"","","","GARA-RFS-X","Raw Material","0.01"
"","","","ZINC-10PL-X","Raw Material","0.01"
"","","","VITA-B3PC-X","Raw Material","0.01"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","EMUL-BRB423-X","Raw Material","0.0075"
"","","","EXTR-WTCHPF-X","Raw Material","0.005"
"","","","EXTR-ALVGE-X","Raw Material","0.005"
"","","","SILI-FZ3196-X","Raw Material","0.005"
"","","","SALA-WO6-X","Raw Material","0.005"
"","","","ACTI-VEAC-X","Raw Material","0.005"
"","","","OLIV-900BT-X","Raw Material","0.0035"
"","","","MATR-P5P3--K","Raw Material","0.002"
"","","","ORGA-EXD-ARK","Raw Material","0.002"
"","","","ALAN--AK-K","Raw Material","0.001"
"","","","GLUZ-GLUZ-","Raw Material","0.001"
"","","","EDT-B--K","Raw Material","0.0005"
"","","","VCIP---K","Raw Material","0.0005"
"","","","BIO-HYAL-BIL","Raw Material","0.0001"
"","","","SILI-DC749--X","Raw Material","0.0001"
"","","","WARN-S12RN217--K","Raw Material","0.00461"
"","","","WARN-S12YL--K","Raw Material","0.01088"
"","","","WARN-TE--PBULK","Intermediate","0.00086"
"L-EMCB-BULK","FF.RND.W1069.03","1.0","BENT-BGVS5PC-X","Raw Material","0.38"
"","","","PURO-IDD-X","Raw Material","0.2199"
"","","","WAX-SBWX--X","Raw Material","0.06"
"","","","COSM-222--K","Raw Material","0.055"
"","","","SILI-DCMQ1600-X","Raw Material","0.05"
"","","","BRB-CPLM-X","Raw Material","0.05"
"","","","BENT-BGISDV-X","Raw Material","0.04"
"","","","DRYF-PC-X","Raw Material","0.04"
"","","","COVA--","Raw Material","0.01"
"","","","EMO-BRB2835-X","Raw Material","0.01"
"","","","VIT-ATCAT-X","Raw Material","0.005"
"","","","PEN-PRSVPE-X","Raw Material","0.005"
"","","","PARF-VMR-X","Raw Material","0.0001"
"","","","WARN-C338--K","Raw Material","0.0275"
"","","","TITA-OTS2CR50-","Raw Material","0.019"
"","","","WARN-TOA403-KF","Raw Material","0.0165"
"","","","WARN-C196619-R6-K","Raw Material","0.008"
"","","","WARN-C19011-R7CL-K","Raw Material","0.004"
"FW-RPBCFLS-BULK","FF.RND.W1025.05","1.0","MYRI-SOCI-X","Raw Material","0.24"
"","","","AIR-RO--L","Raw Material","0.221033"
"","","","GLYC--ECOS-K","Raw Material","0.2"
"","","","SOLV-BGKHN-X","Raw Material","0.09"
"","","","KOH--PH-K","Raw Material","0.065"
"","","","STEA-A-EST05M","Raw Material","0.04"
"","","","EMUL-PLUP-X","Raw Material","0.02"
"","","","EMUL-SNRFA-X","Raw Material","0.02"
"","","","EMUL-GMSNSE-X","Raw Material","0.02"
"","","","SURF-DIAK-X","Raw Material","0.02"
"","","","CUTI---K","Raw Material","0.015"
"","","","AJID--NL-K","Raw Material","0.01"
"","","","MERQ-MQ550PP-X","Raw Material","0.01"
"","","","OIL-OLV300-X","Raw Material","0.01"
"","","","PEN-PRSVPE-X","Raw Material","0.006"
"","","","PARF-PCNDLF-X","Raw Material","0.003"
"","","","VITA-B3PC-X","Raw Material","0.005"
"","","","ALAN--AK-K","Raw Material","0.002"
"","","","EXTR-LCRG-X","Raw Material","0.001"
"","","","EDT-DSLV-X","Raw Material","0.001"
"","","","BENE-K200-X","Raw Material","0.00075"
"","","","EXTR-CRNEGN-X","Raw Material","0.0001"
"","","","EKS-FLAC-X","Raw Material","0.0001"
"","","","EXTR-JPBBR-X","Raw Material","1e-05"
"","","","EXTR-PCTGJ-X","Raw Material","5e-06"
"","","","VIT-ATCAT-X","Raw Material","1e-06"
"","","","STAY--DSMR-K","Raw Material","1e-06"
"EB-SMUEMB-BULK","5","1.0","WARN-COSG--K","Raw Material","0.003"
"","","","EMUL-PMLEZU-X","Raw Material","0.0015"
"","","","VEEG---K","Raw Material","0.005"
"","","","AMP-95--K","Raw Material","0.005"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","WARN-C338--K","Raw Material","0.0027"
"","","","CLR-CWWTDW-X","Raw Material","0.002"
"","","","WARN-C335138--K","Raw Material","0.0026"
"","","","WARN-IOB50-X","Raw Material","0.02355"
"","","","AIR-RO--L","Raw Material","0.63415"
"","","","EMU-CSAL-X","Raw Material","0.02"
"","","","WAX-CDL204--X","Raw Material","0.02"
"","","","FLMR-DMRLC-X","Raw Material","0.09"
"","","","BUTY--DAI1,3","Raw Material","0.04"
"","","","POL-U151-X","Raw Material","0.04"
"","","","WAX-CW--K","Raw Material","0.0125"
"","","","WAX-8070-X","Raw Material","0.04"
"","","","GLYC-MS-CGGMS N/EB25","Raw Material","0.03"
"","","","OIL-BLWHMO-X","Raw Material","0.02"
"L-EVLCR3-BULK","FF.RND.W917.00","100.0","SILI-DC-PSFCS-X","Raw Material","8.0"
"","","","SILI-BEL803-X","Raw Material","4.0"
"","","","PURO-IDD-X","Raw Material","27.18"
"","","","SILS-034-X","Raw Material","4.12"
"","","","BENT-BGISDV-X","Raw Material","16.0"
"","","","PEN-PRSVPE-X","Raw Material","0.8"
"","","","VITA-DL E-MS","Raw Material","0.05"
"","","","SILI-AXU3-X","Raw Material","2.0"
"","","","EKS-HLE-X","Raw Material","0.05"
"","","","WAX-SBWX--X","Raw Material","2.0"
"","","","PEN-SENSC50-X","Raw Material","0.4"
"","","","PARF-VMR-X","Raw Material","0.05"
"","","","SILC-MKOL-X","Raw Material","6.5"
"","","","VCIP---K","Raw Material","0.05"
"","","","BENT-BGVS5PC-X","Raw Material","11.0"
"","","","WARN-CBTO-BULK","Intermediate","6.5"
"","","","WARN-CBC19012-BULK","Intermediate","1.3"
"","","","WARN-CBTRO-BULK","Intermediate","5.0"
"","","","WARN-CB338073-BULK","Intermediate","5.0"
"L-EVLCR5-BULK","FF.RND.W919.00","100.0","WARN-CBC196619-BULK","Intermediate","4.5"
"","","","SILC-MKOL-X","Raw Material","6.5"
"","","","VCIP---K","Raw Material","0.05"
"","","","BENT-BGVS5PC-X","Raw Material","11.0"
"","","","EKS-HLE-X","Raw Material","0.05"
"","","","PEN-SENSC50-X","Raw Material","0.4"
"","","","PARF-VMR-X","Raw Material","0.05"
"","","","PEN-PRSVPE-X","Raw Material","0.8"
"","","","SILI-AXU3-X","Raw Material","2.0"
"","","","WAX-SBWX--X","Raw Material","2.0"
"","","","WARN-CB338073-BULK","Intermediate","0.95"
"","","","WARN-CBC19012-BULK","Intermediate","0.25"
"","","","VITA-DL E-MS","Raw Material","0.05"
"","","","PURO-IDD-X","Raw Material","27.18"
"","","","SILI-DC-PSFCS-X","Raw Material","8.0"
"","","","SILS-034-X","Raw Material","4.12"
"","","","SILI-BEL803-X","Raw Material","4.0"
"","","","BENT-BGISDV-X","Raw Material","16.0"
"","","","WARN-CBTRO-BULK","Intermediate","7.9"
"","","","WARN-CBTO-BULK","Intermediate","4.2"
"L-EVLCR2-BULK","FF.RND.W916.00","100.0","WAX-SBWX--X","Raw Material","2.0"
"","","","SILI-BEL803-X","Raw Material","4.0"
"","","","BENT-BGISDV-X","Raw Material","16.0"
"","","","SILI-DC-PSFCS-X","Raw Material","8.0"
"","","","SILS-034-X","Raw Material","4.12"
"","","","BENT-BGVS5PC-X","Raw Material","11.0"
"","","","VCIP---K","Raw Material","0.05"
"","","","PEN-PRSVPE-X","Raw Material","0.8"
"","","","SILI-AXU3-X","Raw Material","2.0"
"","","","VITA-DL E-MS","Raw Material","0.05"
"","","","EKS-HLE-X","Raw Material","0.05"
"","","","PEN-SENSC50-X","Raw Material","0.4"
"","","","PARF-VMR-X","Raw Material","0.05"
"","","","WARN-CB338073-BULK","Intermediate","3.0"
"","","","SILC-MKOL-X","Raw Material","6.5"
"","","","PURO-IDD-X","Raw Material","27.48"
"","","","WARN-CBC19011-BULK","Intermediate","1.5"
"","","","WARN-CBC19012-BULK","Intermediate","3.5"
"","","","WARN-CBTO-BULK","Intermediate","5.0"
"","","","WARN-CBTRO-BULK","Intermediate","4.5"
"L-EVLCR4-BULK","FF.RND.W918.00","100.0","WARN-CBC196619-BULK","Intermediate","4.74"
"","","","WARN-CB338073-BULK","Intermediate","4.74"
"","","","WARN-CBC19011-BULK","Intermediate","1.98"
"","","","SILI-AXU3-X","Raw Material","2.0"
"","","","SILI-BEL803-X","Raw Material","4.0"
"","","","WARN-CBTRO-BULK","Intermediate","2.75"
"","","","SILS-034-X","Raw Material","4.12"
"","","","WAX-SBWX--X","Raw Material","2.0"
"","","","SILI-DC-PSFCS-X","Raw Material","8.0"
"","","","BENT-BGISDV-X","Raw Material","16.0"
"","","","PEN-SENSC50-X","Raw Material","0.4"
"","","","PARF-VMR-X","Raw Material","0.05"
"","","","PEN-PRSVPE-X","Raw Material","0.8"
"","","","VCIP---K","Raw Material","0.05"
"","","","BENT-BGVS5PC-X","Raw Material","11.0"
"","","","SILC-MKOL-X","Raw Material","6.5"
"","","","VITA-DL E-MS","Raw Material","0.05"
"","","","WARN-CBTO-BULK","Intermediate","2.173"
"","","","PURO-IDD-X","Raw Material","28.597"
"","","","EKS-HLE-X","Raw Material","0.05"
"M-AHC-BULK","FF.RND.W414.04","100.0","IPM-CRDSG-X","Raw Material","2.0"
"","","","PENG-IPEG-X","Raw Material","0.8"
"","","","ARLA-165--K","Raw Material","3.0"
"","","","GLYC--ECOS-K","Raw Material","3.0"
"","","","SILI-D2-TSFST-K","Raw Material","3.525"
"","","","CIRE---K","Raw Material","6.0"
"","","","AIR-RO--L","Raw Material","78.975"
"","","","EXTR-ALVGE-X","Raw Material","1.0"
"","","","POLA--GP2-K","Raw Material","1.0"
"","","","PARF-CFLYFGT-X","Raw Material","0.2"
"","","","TITA--3328EW-K","Raw Material","0.4"
"","","","OIL-OLV300-X","Raw Material","0.1"
"FM-CMSC-BULK","FF.RND.T280.03","100.0","ACTI-HFG-X","Raw Material","1.0"
"","","","AIR-RO--L","Raw Material","55.615"
"","","","GLYC--ECOS-K","Raw Material","2.0"
"","","","BUTY--DAI1,3","Raw Material","5.0"
"","","","KAOL-JP100-X","Raw Material","25.0"
"","","","BEN-BEN-WT","Raw Material","5.0"
"","","","TITA--3328EW-K","Raw Material","3.0"
"","","","SALA-99--K","Raw Material","0.3"
"","","","THIC-VZNFC-X","Raw Material","0.5"
"","","","PENG-PHC-X","Raw Material","0.8"
"","","","EXTR-PTHXCLND-X","Raw Material","1.0"
"","","","BIO-HYAL-BIL","Raw Material","0.01"
"","","","EDT-B--K","Raw Material","0.1"
"","","","ALAN--AK-K","Raw Material","0.1"
"","","","WARN-C338--K","Raw Material","0.5"
"","","","PARF-SOJMLF-X","Raw Material","0.075"
"ES-PMEO-BULK","30","1.0","WARN-SIOA-X","Raw Material","0.00965"
"","","","SERI-OT2SFSE-","Raw Material","0.34385"
"","","","WARN-SI217TDMS-BULK","Intermediate","0.063"
"","","","NT---K","Raw Material","0.022"
"","","","COSM-222--K","Raw Material","0.044"
"","","","MICA--SIOI2-K","Raw Material","0.143"
"","","","TIT-CR50HD-X","Raw Material","0.027"
"","","","ZINC-M-KJZ10-K","Raw Material","0.011"
"","","","ORGA-EXD-ARK","Raw Material","0.02"
"","","","POLY-M-MP27-K","Raw Material","0.02"
"","","","COVB-LH8-","Raw Material","0.02"
"","","","PENG-PNX-X","Raw Material","0.008"
"","","","WARN-TETDMS-BULK","Intermediate","0.21"
"","","","WARN-TOA403-KF","Raw Material","0.0585"
"CUS-HLGNW42-BULK","FF.RND.M408.06","100.0","PENG-SYM68-X","Raw Material","0.2"
"","","","SILI-BDP-X","Raw Material","2.0"
"","","","PEN-SENSC50-X","Raw Material","0.4"
"","","","ZINC-10PL-X","Raw Material","1.0"
"","","","SILI-KP56P-X","Raw Material","0.4"
"","","","EMUL-KF6017-X","Raw Material","1.25"
"","","","WARN-RED3AS-X","Raw Material","0.53"
"","","","EDT-B--K","Raw Material","0.1"
"","","","TITA-CROTS-X","Raw Material","7.9"
"","","","WARN-BLCK3AS-X","Raw Material","0.2"
"","","","WARN-YLW3AS-X","Raw Material","2.8"
"","","","SILI-KFFA-X","Raw Material","8.7"
"","","","MOIS-PTVT-X","Raw Material","1.0"
"","","","STEA-DSP300-X","Raw Material","0.7"
"","","","BUTY--DAI1,3","Raw Material","1.5"
"","","","MOIS-TR100-X","Raw Material","1.0"
"","","","SUNS-PEHS-X","Raw Material","4.0"
