Kode Unik,Factory,Kode Item,Kode Bulk,MPQ Olah,MPQ Kemas,% Fase,Rumus Bulk,MPQ Supply,W21/2023,W22/2023,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,Kode Formula
M-P1PD-P200/M-PD-BULK,Liquid factory,M-P1PD-P200,M-PD-BULK,100,580,1,M-PD-BULK/1,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,M-PD-BULK/23
M-PBNC20-W/M-PBNC-BULK,Liquid factory,M-PBNC20-W,M-PBNC-BULK,"1,000","47,045",1,M-PBNC-BULK/1,47045,44568,0,0,0,0,0,0,0,0,44568,0,0,0,0,0,44568,0,0,0,0,44568,0,0,0,0,44568,0,0,0,0,0,44568,0,0,0,0,44568,0,0,0,0,44568,0,0,0,0,0,44568,0,0,0,0,44568,0,0,0,0,44568,0,0,0,0,0,0,0,44568,0,0,M-PBNC-BULK/FF.RND.W1028.02
M-PSLG-MO/M-PSLG-BULK,Liquid factory,M-PSLG-MO,M-PSLG-BULK,400,"8,190",1,M-PSLG-BULK/1,8190,2850,0,0,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M-PSLG-BULK/FF.RND.M315.04
M-PSRT-MO/M-PSRT-BULK,Liquid factory,M-PSRT-MO,M-PSRT-BULK,30,554,1,M-PSRT-BULK/1,554,0,0,0,0,0,454,0,0,0,454,0,0,0,454,0,0,454,0,0,0,454,0,0,0,454,0,0,0,454,0,0,454,0,0,0,454,0,0,0,454,0,0,454,0,0,0,454,0,0,0,454,0,0,454,0,0,0,454,0,0,0,454,0,0,454,0,0,0,M-PSRT-BULK/3
M-PSRT20-MO/M-PSRT20-BULK,Liquid factory,M-PSRT20-MO,M-PSRT20-BULK,30,665,1,M-PSRT20-BULK/1,665,0,0,0,0,0,0,0,0,565,0,0,0,0,565,0,0,0,0,565,0,0,0,0,565,0,0,0,0,565,0,0,0,0,565,0,0,0,0,0,565,0,0,0,0,565,0,0,0,0,565,0,0,0,0,565,0,0,0,0,565,0,0,0,0,565,0,0,0,M-PSRT20-BULK/4
M-PSRT30-MO/M-PSRT30-BULK,Liquid factory,M-PSRT30-MO,M-PSRT30-BULK,30,645,1,M-PSRT30-BULK/1,645,0,350,0,0,0,0,0,350,0,0,350,0,0,350,0,0,350,0,0,350,0,0,350,0,0,350,0,0,350,0,0,0,350,0,0,350,0,0,350,0,0,350,0,0,350,0,0,350,0,0,350,0,0,350,0,0,0,350,0,0,350,0,0,350,0,0,0,0,M-PSRT30-BULK/3
M-PSRT40-MO/M-PSRT40-BULK,Liquid factory,M-PSRT40-MO,M-PSRT40-BULK,30,645,1,M-PSRT40-BULK/1,645,0,0,0,0,0,0,0,350,0,0,0,0,0,350,0,0,0,0,0,350,0,0,0,0,350,0,0,0,0,0,350,0,0,0,0,0,350,0,0,0,0,0,350,0,0,0,0,0,350,0,0,0,0,0,350,0,0,0,0,350,0,0,0,0,0,0,0,0,M-PSRT40-BULK/3
M-PSWC-MO/M-PSWC-BULK,Liquid factory,M-PSWC-MO,M-PSWC-BULK,100,"2,068",1,M-PSWC-BULK/1,2068,1968,0,0,0,0,0,1968,0,1968,0,0,0,0,1968,0,0,0,1968,0,0,0,1968,0,0,0,0,1968,0,0,0,1968,0,0,0,1968,0,0,0,0,1968,0,0,0,1968,0,0,0,1968,0,0,0,0,1968,0,0,0,1968,0,0,0,1968,0,0,0,0,0,1968,0,M-PSWC-BULK/FF.RND.M311.02
M-R2PBSPF30-W/M-R2PBSPF30-BULK,Liquid factory,M-R2PBSPF30-W,M-R2PBSPF30-BULK,"1,000","46,446",1,M-R2PBSPF30-BULK/1,46446,0,0,0,46292,0,138876,138876,92584,46292,46292,46292,46292,92584,46292,46292,46292,46292,46292,46292,0,46292,92584,46292,46292,46292,46292,46292,46292,46292,0,92584,46292,46292,46292,46292,46292,92584,46292,46292,46292,92584,46292,46292,46292,46292,46292,46292,46292,46292,92584,46292,46292,46292,92584,46292,46292,46292,46292,46292,46292,46292,92584,46292,46292,46292,46292,46292,46292,M-R2PBSPF30-BULK/FF.DND.W1126.00
M-RBSC-EM/M-RBSC-BULK,Liquid factory,M-RBSC-EM,M-RBSC-BULK,1000,"45,344",1,M-RBSC-BULK/1,45344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45190,45190,90380,45190,45190,90380,90380,90380,135570,90380,90380,90380,45190,90380,90380,45190,45190,45190,45190,0,135570,90380,90380,90380,90380,90380,90380,90380,90380,45190,90380,45190,90380,90380,90380,90380,90380,90380,90380,90380,90380,90380,90380,45190,90380,45190,135570,90380,90380,90380,45190,90380,90380,45190,M-RBSC-BULK/FF.DND.T411.00
M-RBSTUC-EM/M-RBSTUC-BULK,Liquid factory,M-RBSTUC-EM,M-RBSTUC-BULK,1000,"45,344",1,M-RBSTUC-BULK/1,45344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45190,45190,45190,45190,0,0,0,45190,45190,0,45190,45190,0,45190,45190,0,0,45190,0,0,45190,45190,45190,45190,0,45190,45190,45190,0,45190,0,45190,0,45190,45190,0,45190,45190,45190,0,45190,45190,0,45190,45190,0,45190,45190,0,45190,45190,0,45190,0,M-RBSTUC-BULK/FF.DND.T408.00
M-RHDGN1-W/M-RHDG-BULK,Liquid factory,M-RHDGN1-W,M-RHDG-BULK,150,"3,340",1,M-RHDG-BULK/1,3340,0,3240,0,0,0,3240,0,0,3240,0,0,0,0,3240,0,0,0,3240,0,0,0,3240,0,0,0,3240,0,0,0,0,3240,0,0,0,3240,0,0,0,3240,0,0,0,0,3240,0,0,0,3240,0,0,0,3240,0,0,0,3240,0,0,0,0,3240,0,0,0,3240,0,0,0,M-RHDG-BULK/8
M-RHDGN2-W/M-RHDG-BULK,Liquid factory,M-RHDGN2-W,M-RHDG-BULK,150,"8,271",1,M-RHDG-BULK/2,8271,0,8030,0,0,0,0,0,8030,0,0,0,0,8030,0,0,0,0,0,8030,0,0,0,0,8030,0,0,0,0,0,8030,0,0,0,0,8030,0,0,0,0,0,8030,0,0,0,0,8030,0,0,0,0,0,8030,0,0,0,0,8030,0,0,0,0,0,8030,0,0,0,0,0,M-RHDG-BULK/8
M-RHOVN1-W/M-RHOVN-BULK,Liquid factory,M-RHOVN1-W,M-RHOVN-BULK,120,"2,627",1,M-RHOVN-BULK/1,2627,5054,0,0,0,0,2527,0,0,0,2527,0,0,0,0,2527,0,0,0,2527,0,0,0,0,2527,0,0,0,2527,0,0,0,0,2527,0,0,0,2527,0,0,0,0,2527,0,0,0,2527,0,0,0,2527,0,0,0,0,2527,0,0,0,2527,0,0,0,0,2527,0,0,0,0,M-RHOVN-BULK/FF.RND.W716.04
M-RHOVN2-W/M-RHOVN-BULK,Liquid factory,M-RHOVN2-W,M-RHOVN-BULK,150,"7,832",1,M-RHOVN-BULK/2,7832,0,0,0,0,0,7603,0,0,0,0,0,0,0,7603,0,0,0,0,0,0,0,0,7603,0,0,0,0,0,0,0,7603,0,0,0,0,0,0,0,7603,0,0,0,0,0,0,0,7603,0,0,0,0,0,0,0,7603,0,0,0,0,0,0,0,0,7603,0,0,0,0,M-RHOVN-BULK/FF.RND.W716.04
M-RPBNS20-W/M-RRPBNS-BULK,Liquid factory,M-RPBNS20-W,M-RRPBNS-BULK,1000,"47,045",1,M-RRPBNS-BULK/1,47045,0,0,0,44805,0,0,44805,0,44805,0,44805,0,44805,0,44805,0,44805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M-RRPBNS-BULK/4
M-RPBSPF30-W/M-RPBSPF30-BULK,Liquid factory,M-RPBSPF30-W,M-RPBSPF30-BULK,1000,"47,045",1,M-RPBSPF30-BULK/1,47045,43668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M-RPBSPF30-BULK/FF.RND.W1026.01
M-RPHAG-EM/M-RPHAG-BULK,Liquid factory,M-RPHAG-EM,M-RPHAG-BULK,1000,"47,051",1,M-RPHAG-BULK/1,47051,46585,0,0,0,0,0,46585,0,0,0,0,0,46585,0,0,0,0,0,46585,0,0,0,0,0,46585,0,0,0,0,0,46585,0,0,0,0,0,0,46585,0,0,0,0,0,46585,0,0,0,0,0,46585,0,0,0,0,0,46585,0,0,0,0,0,46585,0,0,0,0,0,0,M-RPHAG-BULK/FF.RND.T393.00
M-RRYDCN1-W/M-RRYDC-BULK,Liquid factory,M-RRYDCN1-W,M-RRYDC-BULK,1000,"60,570",1,M-RRYDC-BULK/1,60570,58806,0,0,0,58806,0,0,0,58806,0,0,58806,0,0,0,58806,0,0,58806,0,0,0,58806,0,0,58806,0,0,0,58806,0,0,58806,0,0,0,58806,0,0,58806,0,0,0,58806,0,0,58806,0,0,0,58806,0,0,58806,0,0,0,58806,0,0,58806,0,0,0,58806,0,0,0,M-RRYDC-BULK/3
M-RRYDCN2-W/M-RRYDC-BULK,Liquid factory,M-RRYDCN2-W,M-RRYDC-BULK,1000,"31,260",1,M-RRYDC-BULK/2,31260,0,0,0,30423,0,0,30423,0,0,30423,0,30423,0,0,30423,0,30423,0,0,30423,0,30423,0,0,30423,0,30423,0,0,30423,0,0,30423,0,30423,0,0,30423,0,30423,0,0,30423,0,30423,0,0,30423,0,0,30423,0,30423,0,0,30423,0,30423,0,0,30423,0,0,30423,0,0,0,30423,M-RRYDC-BULK/3
M-RRYDCN3-W/M-RRYDC-BULK,Liquid factory,M-RRYDCN3-W,M-RRYDC-BULK,300,"25,678",1,M-RRYDC-BULK/3,25678,0,0,0,0,24930,0,0,0,0,24930,0,0,0,0,24930,0,0,0,0,24930,0,0,0,0,24930,0,0,0,0,24930,0,0,0,0,24930,0,0,0,0,24930,0,0,0,0,24930,0,0,0,24930,0,0,0,0,24930,0,0,0,0,24930,0,0,0,0,24930,0,0,0,0,M-RRYDC-BULK/3
M-RRYNCN1-W/M-RRYNC-BULK,Liquid factory,M-RRYNCN1-W,M-RRYNC-BULK,400,"22,850",1,M-RRYNC-BULK/1,22850,22428,0,0,22428,0,22428,22428,0,22428,0,22428,0,22428,0,22428,22428,0,22428,0,22428,0,22428,0,22428,22428,0,22428,0,22428,0,22428,0,22428,22428,0,22428,0,22428,0,22428,0,22428,22428,0,22428,0,22428,0,22428,0,22428,22428,0,22428,0,22428,0,22428,0,22428,22428,0,22428,0,22428,0,0,0,M-RRYNC-BULK/4
M-RRYNCN2-W/M-RRYNC-BULK,Liquid factory,M-RRYNCN2-W,M-RRYNC-BULK,400,"12,147",1,M-RRYNC-BULK/2,12147,0,0,11568,0,11568,11568,0,11568,11568,0,11568,11568,11568,0,11568,11568,0,11568,11568,11568,0,11568,11568,0,11568,11568,11568,0,11568,11568,11568,0,11568,11568,0,11568,11568,11568,0,11568,11568,11568,0,11568,11568,11568,0,11568,11568,11568,0,11568,11568,0,11568,11568,11568,0,11568,11568,11568,0,11568,11568,0,11568,0,0,M-RRYNC-BULK/4
M-RWSDCN1-W/M-RWSDC-BULK,Liquid factory,M-RWSDCN1-W,M-RWSDC-BULK,1000,"61,372",1,M-RWSDC-BULK/1,61372,0,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,60372,0,0,0,M-RWSDC-BULK/9
M-RWSDCN2-W/M-RWSDC-BULK,Liquid factory,M-RWSDCN2-W,M-RWSDC-BULK,"1,000","32,334",1,M-RWSDC-BULK/2,32334,0,0,0,31392,0,0,31392,0,31392,0,31392,0,0,31392,0,31392,0,31392,0,31392,0,0,31392,0,31392,0,31392,0,31392,0,0,31392,0,31392,0,31392,0,0,31392,0,31392,0,31392,0,31392,0,0,31392,0,31392,0,31392,0,31392,0,0,31392,0,31392,0,31392,0,0,31392,0,0,31392,0,M-RWSDC-BULK/9
M-RWSDCN3-W/M-RWSDC-BULK,Liquid factory,M-RWSDCN3-W,M-RWSDC-BULK,600,"57,010",1,M-RWSDC-BULK/3,57010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M-RWSDC-BULK/9
M-RWSNCN1-W/M-RWSNC-BULK,Liquid factory,M-RWSNCN1-W,M-RWSNC-BULK,"1,000","61,012",1,M-RWSNC-BULK/1,61012,0,0,0,60012,0,0,60012,0,0,60012,0,60012,0,0,60012,0,0,0,60012,0,0,60012,0,0,60012,0,0,60012,0,0,60012,0,0,0,60012,0,0,60012,0,0,60012,0,0,60012,0,0,0,60012,0,0,60012,0,0,60012,0,0,60012,0,0,60012,0,0,0,60012,0,0,0,0,M-RWSNC-BULK/12
M-RWSNCN2-W/M-RWSNC-BULK,Liquid factory,M-RWSNCN2-W,M-RWSNC-BULK,1000,"32,136",1,M-RWSNC-BULK/2,32136,0,0,0,31200,0,0,31200,0,0,0,31200,0,0,31200,0,0,31200,0,0,31200,0,0,31200,0,0,31200,0,0,31200,0,0,31200,0,0,31200,0,0,0,31200,0,0,31200,0,0,31200,0,0,31200,0,0,31200,0,0,31200,0,0,31200,0,0,0,31200,0,0,31200,0,0,0,0,M-RWSNC-BULK/12
M-SM01-KA/M-SM-BULK,Liquid factory,M-SM01-KA,M-SM-BULK,400,"12,342",1,M-SM-BULK/1,12342,0,23508,58770,11754,11754,23508,23508,11754,23508,11754,23508,11754,11754,11754,23508,11754,11754,11754,23508,11754,11754,23508,11754,11754,11754,23508,11754,11754,11754,23508,11754,11754,11754,23508,11754,11754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M-SM-BULK/6
M-WHPG-W40ML/M-WHPG-BULK,Liquid factory,M-WHPG-W40ML,M-WHPG-BULK,200,"4,697",1,M-WHPG-BULK/1,4697,0,4560,0,4560,4560,4560,4560,4560,4560,0,4560,4560,4560,4560,4560,4560,0,4560,4560,4560,4560,4560,4560,0,4560,4560,4560,4560,4560,4560,0,4560,4560,4560,4560,4560,4560,0,4560,4560,4560,4560,4560,4560,0,4560,4560,4560,4560,4560,4560,4560,0,4560,4560,4560,4560,4560,4560,0,4560,4560,4560,4560,4560,0,0,0,M-WHPG-BULK/8
M-WSDGN1-W/M-WSDG-BULK,Liquid factory,M-WSDGN1-W,M-WSDG-BULK,200,"11,480",1,M-WSDG-BULK/1,11480,0,0,0,0,0,0,0,0,11141,0,0,0,0,0,0,0,11141,0,0,0,0,0,0,0,0,11141,0,0,0,0,0,0,0,0,11141,0,0,0,0,0,0,0,11141,0,0,0,0,0,0,0,0,11141,0,0,0,0,0,0,0,11141,0,0,0,0,0,0,0,0,M-WSDG-BULK/6
M-WSDGN2-W/M-WSDG-BULK,Liquid factory,M-WSDGN2-W,M-WSDG-BULK,600,"18,800",1,M-WSDG-BULK/2,18800,0,0,18256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M-WSDG-BULK/6
MA-MSCD-W/MA-MSCD-BULK,Liquid factory,MA-MSCD-W,MA-MSCD-BULK,750,"33,534",1,MA-MSCD-BULK/1,33534,0,0,0,0,0,0,0,33380,0,0,0,0,0,0,0,0,0,0,0,33380,0,0,0,0,0,0,0,0,0,0,0,33380,0,0,0,0,0,0,0,0,0,0,0,33380,0,0,0,0,0,0,0,0,0,0,0,33380,0,0,0,0,0,0,0,0,0,0,0,0,MA-MSCD-BULK/FF.RND.W943.00
MA-MSL-W/MA-MSL-BULK,Liquid factory,MA-MSL-W,MA-MSL-BULK,300,"12,610",1,MA-MSL-BULK/1,12610,12238,12238,0,0,12238,0,12238,0,0,12238,0,12238,0,12238,0,12238,0,0,12238,0,12238,0,12238,0,12238,0,0,12238,0,12238,0,12238,0,0,12238,0,12238,0,12238,0,12238,0,0,12238,0,12238,0,12238,0,12238,0,0,12238,0,12238,0,12238,0,12238,0,0,12238,0,12238,0,0,0,0,MA-MSL-BULK/FF.RND.W945.02
MA-MSND-W/MA-MSND-BULK,Liquid factory,MA-MSND-W,MA-MSND-BULK,300,"12,610",1,MA-MSND-BULK/1,12610,0,0,0,12238,0,0,0,0,12238,0,0,0,0,12238,0,0,0,0,12238,0,0,0,0,12238,0,0,0,0,12238,0,0,0,0,12238,0,0,0,0,12238,0,0,0,0,12238,0,0,0,0,12238,0,0,0,0,12238,0,0,0,12238,0,0,0,0,12238,0,0,0,0,0,MA-MSND-BULK/FF.RND.W946.00
MA-MTRWS-W/MA-MTRWS-BULK,Liquid factory,MA-MTRWS-W,MA-MTRWS-BULK,300,"12,610",1,MA-MTRWS-BULK/1,12610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MA-MTRWS-BULK/FF.RND.W944.04
MASK-CLV-EM/MASK-CLV-BULK,Liquid factory,MASK-CLV-EM,MASK-CLV-BULK,30,"3,240",1,MASK-CLV-BULK/1,3240,0,3142,28488,0,0,0,0,0,0,3142,3142,3142,3142,3142,3142,3142,3142,0,3142,0,3142,3142,3142,3142,0,3142,3142,0,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,0,3142,3142,3142,3142,3142,6284,3142,3142,3142,3142,3142,3142,3142,MASK-CLV-BULK/FF.RND.T226.05
MASK-EEAL-W6GR/MASK-EEAL-BULK,Liquid factory,MASK-EEAL-W6GR,MASK-EEAL-BULK,240,"27,456",1,MASK-EEAL-BULK/1,27456,0,0,0,0,0,0,0,0,0,0,26656,0,0,0,0,0,0,0,26656,0,0,0,0,0,0,26656,0,0,0,0,0,0,0,26656,0,0,0,0,0,0,26656,0,0,0,0,0,0,0,26656,0,0,0,0,0,0,0,26656,0,0,0,0,0,0,0,0,26656,0,0,MASK-EEAL-BULK/9
MASK-EEPC-W7GR/MASK-EEPC-BULK,Liquid factory,MASK-EEPC-W7GR,MASK-EEPC-BULK,240,"28,136",1,MASK-EEPC-BULK/1,28136,0,27316,0,0,0,0,0,27316,0,0,0,0,0,27316,0,0,0,0,0,27316,0,0,0,0,0,27316,0,0,0,0,0,27316,0,0,0,0,0,0,27316,0,0,0,0,0,27316,0,0,0,0,0,27316,0,0,0,0,0,27316,0,0,0,0,0,27316,0,0,0,0,0,MASK-EEPC-BULK/FS.RND.W0198.00
MASK-EEVE-W7GR/MASK-TVE-BULK,Liquid factory,MASK-EEVE-W7GR,MASK-TVE-BULK,240,"25,913",1,MASK-TVE-BULK/1,25913,25158,0,0,25158,0,0,25158,0,25158,0,25158,0,0,25158,0,25158,0,0,25158,0,25158,0,0,25158,0,25158,0,0,25158,0,25158,0,0,25158,0,25158,0,0,25158,0,25158,0,0,25158,0,25158,0,0,25158,0,25158,0,0,25158,0,25158,0,0,25158,0,25158,0,0,25158,0,0,0,0,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax)
MASK-EL-MO/MASK-EL-BULK,Liquid factory,MASK-EL-MO,MASK-EL-BULK,240,"24,955",1,MASK-EL-BULK/1,24955,0,0,0,0,0,0,0,0,24228,0,0,0,0,0,0,0,0,24228,0,0,0,0,0,0,0,24228,0,0,0,0,0,0,0,24228,0,0,0,0,0,0,0,0,24228,0,0,0,0,0,0,0,24228,0,0,0,0,0,0,0,0,24228,0,0,0,0,0,0,0,0,MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax)
MASK-EXPMM-W/MASK-EXPMM-BULK,Liquid factory,MASK-EXPMM-W,MASK-EXPMM-BULK,400,"48,870",1,MASK-EXPMM-BULK/1,48870,0,46363,0,0,0,0,0,0,0,46363,0,0,0,0,0,0,46363,0,0,0,0,0,0,46363,0,0,0,0,0,0,46363,0,0,0,0,0,46363,0,0,0,0,0,0,46363,0,0,0,0,0,0,46363,0,0,0,0,0,0,46363,0,0,0,0,0,0,46363,0,0,0,MASK-EXPMM-BULK/FF.RND.W904.00
MASK-OMG-OMG/MASK-OMG-BULK,Liquid factory,MASK-OMG-OMG,MASK-OMG-BULK,240,"31,308",1,MASK-OMG-BULK/1,31308,0,29640,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,29640,0,0,0,MASK-OMG-BULK/7
MASK-SLA-EM5GR/MASK-SLA-BULK,Liquid factory,MASK-SLA-EM5GR,MASK-SLA-BULK,30,"3,937",1,MASK-SLA-BULK/1,3937,0,0,0,3822,0,0,0,0,3822,0,0,0,0,3822,0,0,0,3822,0,0,0,0,3822,0,0,0,0,3822,0,0,0,0,0,3822,0,0,0,0,3822,0,0,0,0,3822,0,0,0,0,3822,0,0,0,0,3822,0,0,0,0,3822,0,0,0,0,3822,0,0,0,0,MASK-SLA-BULK/7
MASK-SMU-EM/MASK-SMU-BULK,Liquid factory,MASK-SMU-EM,MASK-SMU-BULK,45,"6,024",1,MASK-SMU-BULK/1,6024,0,5848,0,0,0,0,0,0,5848,0,0,0,0,5848,0,0,0,0,5848,0,0,0,0,5848,0,0,0,0,5848,0,0,0,0,5848,0,0,0,0,5848,0,0,0,0,5848,0,0,0,0,5848,0,0,0,0,5848,0,0,0,0,5848,0,0,0,0,0,5848,0,0,0,MASK-SMU-BULK/FS.RND.T0051.00
MB-COTR01-B/MB-COTR-BULK,Liquid factory,MB-COTR01-B,MB-COTR-BULK,100,930,1,MB-COTR-BULK/1,930,0,0,0,900,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,MB-COTR-BULK/3
MB-MBSG01-B/MB-MBSG-BULK,Liquid factory,MB-MBSG01-B,MB-MBSG-BULK,200,"2,000",1,MB-MBSG-BULK/1,2000,0,0,0,0,0,0,0,1940,0,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,0,0,0,0,0,0,1940,0,0,0,0,0,0,1940,0,0,0,0,0,1940,0,0,0,0,1940,0,0,0,1940,0,0,0,0,1940,MB-MBSG-BULK/FF.DND.QB034.00
MK-P1-P100/MK--BULK,Liquid factory,MK-P1-P100,MK--BULK,100,"1,099",1,MK--BULK/1,1099,999,0,0,0,0,999,0,0,0,0,999,0,0,0,0,999,0,0,0,0,999,0,0,0,0,999,0,0,0,0,0,999,0,0,0,0,999,0,0,0,0,999,0,0,0,0,999,0,0,0,0,999,0,0,0,0,999,0,0,0,0,999,0,0,0,0,0,0,MK--BULK/4
MSS-P1C-P1/MC-P-BULK,Liquid factory,MSS-P1C-P1,MC-P-BULK,300,355,1,MC-P-BULK/1,355,0,0,0,0,0,255,255,255,255,0,255,255,255,255,255,0,255,255,255,255,255,0,255,255,255,255,0,255,255,255,255,255,0,255,255,255,255,0,255,255,255,255,255,0,255,255,255,255,0,255,255,255,255,255,0,255,255,255,255,0,255,255,255,255,255,0,0,0,MC-P-BULK/FF.RND.P024.02
MUR-DIS-EM50ML/MUR-DISA-BULK,Liquid factory,MUR-DIS-EM50ML,MUR-DISA-BULK,160,"2,956",0.5,MUR-DISA-BULK/1,2956,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,MUR-DISA-BULK/5
MUR-DIS-EM50ML/MUR-DISB-BULK,Liquid factory,MUR-DIS-EM50ML,MUR-DISB-BULK,160,"2,956",0.5,MUR-DISB-BULK/1,2956,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,MUR-DISB-BULK/3
MY-CONIP01-W/CON-IP01-BULK,Semisolid factory,MY-CONIP01-W,CON-IP01-BULK,15,"2,064",1,CON-IP01-BULK/2,2064,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,80,70,80,70,70,70,70,70,80,70,80,80,90,80,90,90,110,110,120,110,110,110,110,110,100,100,90,100,90,100,100,100,100,80,80,70,80,70,100,90,100,90,80,80,70,80,CON-IP01-BULK/FF.RND.W1040.01
MY-CONIP02-W/CON-IP02-BULK,Semisolid factory,MY-CONIP02-W,CON-IP02-BULK,15,"2,064",1,CON-IP02-BULK/2,2064,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,50,60,50,60,60,80,90,80,80,80,80,80,80,70,90,90,90,90,90,100,100,100,120,130,130,130,120,120,120,120,130,100,110,110,100,120,110,110,110,90,80,90,90,80,110,110,100,110,90,80,90,80,CON-IP02-BULK/FF.RND.W1041.01
MY-CONIP03-W/CON-IP03-BULK,Semisolid factory,MY-CONIP03-W,CON-IP03-BULK,15,"2,064",1,CON-IP03-BULK/2,2064,0,0,0,0,0,2016,0,0,0,0,0,0,50,60,50,50,70,60,60,70,60,100,90,90,100,90,80,90,90,80,100,100,100,100,100,110,110,110,140,140,140,150,130,140,130,140,140,110,120,120,120,130,120,130,120,100,90,100,90,100,120,110,120,120,100,90,100,90,CON-IP03-BULK/FF.RND.W1042.01
