Kode Unik,Factory,Kode Item,Kode Bulk,MPQ Olah,MPQ Kemas,% Fase,Rumus Bulk,MPQ Supply,W21/2023,W22/2023,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,Kode Formula
CON-PTCL03-MO/CON-PTCL03-BULK,Liquid factory,CON-PTCL03-MO,CON-PTCL03-BULK,80,"8,158",1,CON-PTCL03-BULK/1,8158,0,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,CON-PTCL03-BULK/FF.RND.M296.03
CON-RLBBL01-W/CON-RLBBL01-BULK,Liquid factory,CON-RLBBL01-W,CON-RLBBL01-BULK,350,"43,728",1,CON-RLBBL01-BULK/1,43728,0,0,0,0,0,0,0,43608,0,0,0,0,0,0,43608,0,0,0,0,0,43608,0,0,0,0,0,43608,0,0,0,0,0,0,43608,0,0,0,0,0,43608,0,0,0,0,0,43608,0,0,0,0,0,0,43608,0,0,0,0,0,43608,0,0,0,0,0,0,43608,0,0,CON-RLBBL01-BULK/FF.RND.W1087.01
CON-RLBBL02-W/CON-RLBBL02-BULK,Liquid factory,CON-RLBBL02-W,CON-RLBBL02-BULK,400,"49,560",1,CON-RLBBL02-BULK/1,49560,0,200,0,0,0,0,0,0,49440,0,0,0,0,0,49440,0,0,0,0,0,49440,0,0,0,49440,0,0,0,0,0,0,0,49440,0,0,0,0,49440,0,0,0,0,0,49440,0,0,0,0,0,0,49440,0,0,0,0,0,49440,0,0,0,0,0,49440,0,0,0,0,0,CON-RLBBL02-BULK/FF.RND.W1088.01
CON-SMULCA-EM/CON-SMULCA-BULK,Semisolid factory,CON-SMULCA-EM,CON-SMULCA-BULK,15,"1,676",1,CON-SMULCA-BULK/1,1676,0,0,0,0,0,0,0,0,0,0,1656,0,0,0,1656,0,0,0,0,1656,0,0,0,0,1656,0,0,0,1656,0,0,0,0,1656,0,0,0,0,1656,0,0,0,0,1656,0,0,0,0,1656,0,0,0,0,1656,0,0,0,0,1656,0,0,0,0,1656,0,0,0,0,CON-SMULCA-BULK/FF.RND.T313.01
CON-SMULCB-EM/CON-SMULCB-BULK,Semisolid factory,CON-SMULCB-EM,CON-SMULCB-BULK,15,"1,676",1,CON-SMULCB-BULK/1,1676,0,0,0,0,0,0,0,0,0,0,0,1656,0,0,0,1656,0,0,0,1656,0,0,0,0,1656,0,0,0,1656,0,0,0,1656,0,0,0,1656,0,0,0,0,1656,0,0,0,1656,0,0,0,1656,0,0,0,1656,0,0,0,0,1656,0,0,0,1656,0,0,0,0,0,CON-SMULCB-BULK/FF.RND.T314.01
CON-SMULCC-EM/CON-SMULCC-BULK,Semisolid factory,CON-SMULCC-EM,CON-SMULCC-BULK,15,"1,676",1,CON-SMULCC-BULK/1,1676,0,0,0,0,0,0,0,1656,0,0,0,0,0,0,0,1656,0,0,0,0,0,0,0,0,1656,0,0,0,0,0,0,0,1656,0,0,0,0,0,0,0,1656,0,0,0,0,0,0,0,1656,0,0,0,0,0,0,0,0,1656,0,0,0,0,0,0,0,0,1656,0,CON-SMULCC-BULK/FF.RND.T312.02
CUS-CLPGCA-W/CUS-CLPGCA-BULK,Liquid factory,CUS-CLPGCA-W,CUS-CLPGCA-BULK,180,"9,660",1,CUS-CLPGCA-BULK/1,9660,9375,0,9375,0,0,9375,0,0,9375,0,0,0,0,9375,0,0,0,9375,0,0,0,9375,0,0,9375,0,0,0,9375,0,0,0,9375,0,0,0,9375,0,0,9375,0,0,0,9375,0,0,0,9375,0,0,0,9375,0,0,9375,0,0,0,9375,0,0,0,0,0,9375,0,0,0,CUS-CLPGCA-BULK/FS.RND.W0202.00
CUS-CLPGCB-W/CUS-CLPGCB-BULK,Liquid factory,CUS-CLPGCB-W,CUS-CLPGCB-BULK,120,"6,653",1,CUS-CLPGCB-BULK/1,6653,6336,0,6336,6336,0,6336,0,0,6336,0,6336,6336,0,6336,6336,0,6336,0,6336,6336,0,6336,0,6336,6336,0,6336,0,6336,6336,0,6336,0,6336,6336,0,6336,6336,0,6336,0,6336,6336,0,6336,0,6336,6336,0,6336,0,6336,6336,0,6336,0,6336,6336,0,6336,0,6336,0,6336,0,6336,0,0,CUS-CLPGCB-BULK/FS.RND.W0203.00
CUS-CLPGCC-W/CUS-CLPGCC-BULK,Liquid factory,CUS-CLPGCC-W,CUS-CLPGCC-BULK,240,"13,368",1,CUS-CLPGCC-BULK/1,13368,12784,12784,0,12784,0,0,0,12784,0,0,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,0,12784,0,0,12784,0,0,0,0,CUS-CLPGCC-BULK/FS.RND.W0204.00
CUS-CLPGCD-W/CUS-CLPGCD-BULK,Liquid factory,CUS-CLPGCD-W,CUS-CLPGCD-BULK,240,"13,368",1,CUS-CLPGCD-BULK/1,13368,12784,0,0,12784,0,0,0,12784,0,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,12784,0,0,0,12784,0,0,12784,0,0,0,CUS-CLPGCD-BULK/FS.RND.W0205.00
CUS-CLPGCE-W/CUS-CLPGCE-BULK,Liquid factory,CUS-CLPGCE-W,CUS-CLPGCE-BULK,120,"6,684",1,CUS-CLPGCE-BULK/1,6684,6384,6384,6384,0,0,0,6384,0,6384,0,0,6384,0,0,6384,0,0,6384,0,0,6384,0,0,6384,0,6384,0,0,6384,0,0,6384,0,0,6384,0,0,6384,0,6384,0,0,6384,0,0,6384,0,0,6384,0,0,6384,0,6384,0,0,6384,0,0,0,6384,0,0,0,6384,0,0,0,CUS-CLPGCE-BULK/FS.RND.W0206.00
CUS-CLPGCF-W/CUS-CLPGCF-BULK,Liquid factory,CUS-CLPGCF-W,CUS-CLPGCF-BULK,120,"6,716",1,CUS-CLPGCF-BULK/1,6716,0,0,0,0,0,0,6520,0,0,0,0,0,6520,0,0,0,0,0,6520,0,0,0,0,0,6520,0,0,0,0,0,0,6520,0,0,0,0,0,6520,0,0,0,0,0,6520,0,0,0,0,0,6520,0,0,0,0,0,6520,0,0,0,0,0,0,6520,0,0,0,0,0,CUS-CLPGCF-BULK/FS.RND.W0207.00
CUS-CLPGCG-W/CUS-CLPGCG-BULK,Liquid factory,CUS-CLPGCG-W,CUS-CLPGCG-BULK,50,"2,738",1,CUS-CLPGCG-BULK/1,2738,9024,0,2256,2256,0,2256,2256,0,2256,2256,2256,0,2256,2256,2256,0,2256,2256,2256,0,2256,2256,2256,0,2256,2256,2256,0,2256,2256,2256,0,2256,2256,2256,0,2256,2256,2256,0,2256,2256,2256,0,2256,2256,0,2256,2256,2256,0,2256,2256,2256,0,2256,2256,2256,0,2256,0,0,2256,0,2256,0,0,2256,CUS-CLPGCG-BULK/FS.RND.W0208.00
CUS-CLPGCH-W/CUS-CLPGCH-BULK,Liquid factory,CUS-CLPGCH-W,CUS-CLPGCH-BULK,50,"2,392",1,CUS-CLPGCH-BULK/1,2392,4584,0,2292,0,0,2292,0,0,0,2292,0,0,0,2292,0,0,0,2292,0,0,0,2292,0,0,0,2292,0,0,0,0,2292,0,0,0,2292,0,0,0,2292,0,0,0,2292,0,0,0,2292,0,0,0,2292,0,0,0,2292,0,0,0,0,2292,0,0,0,0,0,0,0,0,CUS-CLPGCH-BULK/FS.RND.W0209.00
CUS-CLPGCRA-W/CUS-CLPGCA-BULK,Liquid factory,CUS-CLPGCRA-W,CUS-CLPGCA-BULK,120,"6,050",1,CUS-CLPGCA-BULK/2,6050,0,0,0,0,5875,0,0,0,0,0,0,0,0,0,0,0,5875,0,0,0,0,0,0,0,0,0,0,0,5875,0,0,0,0,0,0,0,0,0,0,5875,0,0,0,0,0,0,0,0,0,0,5875,0,0,0,0,0,0,0,0,0,0,5875,0,0,0,0,0,0,CUS-CLPGCA-BULK/FS.RND.W0202.00
CUS-CLPGCRB-W/CUS-CLPGCB-BULK,Liquid factory,CUS-CLPGCRB-W,CUS-CLPGCB-BULK,150,"7,920",1,CUS-CLPGCB-BULK/2,7920,0,0,0,0,7687,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,CUS-CLPGCB-BULK/FS.RND.W0203.00
CUS-CLPGCRC-W/CUS-CLPGCC-BULK,Liquid factory,CUS-CLPGCRC-W,CUS-CLPGCC-BULK,150,"7,920",1,CUS-CLPGCC-BULK/2,7920,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,0,0,0,CUS-CLPGCC-BULK/FS.RND.W0204.00
CUS-CLPGCRD-W/CUS-CLPGCD-BULK,Liquid factory,CUS-CLPGCRD-W,CUS-CLPGCD-BULK,120,"6,050",1,CUS-CLPGCD-BULK/2,6050,0,5875,0,0,0,0,5875,0,0,0,0,5875,0,0,0,0,0,5875,0,0,0,0,0,5875,0,0,0,0,5875,0,0,0,0,0,5875,0,0,0,0,5875,0,0,0,0,0,5875,0,0,0,0,0,5875,0,0,0,0,5875,0,0,0,0,0,5875,0,0,0,0,0,CUS-CLPGCD-BULK/FS.RND.W0205.00
CUS-DM01-EM/CUS-DM01-BULK,Liquid factory,CUS-DM01-EM,CUS-DM01-BULK,400,"23,820",1,CUS-DM01-BULK/1,23820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CUS-DM01-BULK/FF.RND.T364.01
CUS-DM02-EM/CUS-DM02-BULK,Liquid factory,CUS-DM02-EM,CUS-DM02-BULK,500,"30,260",1,CUS-DM02-BULK/1,30260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CUS-DM02-BULK/FF.RND.T366.02
CUS-DM03-EM/CUS-DM03-BULK,Liquid factory,CUS-DM03-EM,CUS-DM03-BULK,500,"30,260",1,CUS-DM03-BULK/1,30260,0,0,0,0,0,0,0,0,0,0,29375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29375,0,0,0,0,0,0,0,CUS-DM03-BULK/FF.RND.T368.02
CUS-DM04-EM/CUS-DM04-BULK,Liquid factory,CUS-DM04-EM,CUS-DM04-BULK,500,"30,260",1,CUS-DM04-BULK/1,30260,0,0,0,0,0,0,0,0,0,0,0,0,29375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29375,0,0,0,0,0,0,0,0,0,0,CUS-DM04-BULK/FF.RND.T370.02
CUS-DM05-EM/CUS-DM05-BULK,Liquid factory,CUS-DM05-EM,CUS-DM05-BULK,80,"3,800",1,CUS-DM05-BULK/1,3800,0,3687,0,0,0,0,0,0,3687,0,0,0,0,0,3687,0,0,0,0,0,0,3687,0,0,0,0,0,3687,0,0,0,0,3687,0,0,0,0,3687,0,0,0,0,3687,0,0,0,3687,0,0,0,0,3687,0,0,0,3687,0,0,0,0,3687,0,0,0,0,0,3687,0,CUS-DM05-BULK/FF.RND.T372.01
CUS-DM06-EM/CUS-DM06-BULK,Liquid factory,CUS-DM06-EM,CUS-DM06-BULK,80,"3,800",1,CUS-DM06-BULK/1,3800,0,0,0,0,3687,0,0,0,0,0,0,0,0,0,0,0,0,0,3687,0,0,0,0,0,0,0,0,3687,0,0,0,0,0,0,0,0,3687,0,0,0,0,0,0,3687,0,0,0,0,0,0,3687,0,0,0,0,0,0,3687,0,0,0,0,0,0,0,3687,0,0,CUS-DM06-BULK/FF.RND.T374.02
CUS-HLGCC31-MO/CUS-HLGCC31-BULK,Liquid factory,CUS-HLGCC31-MO,CUS-HLGCC31-BULK,30,"1,512",1,CUS-HLGCC31-BULK/1,1512,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,CUS-HLGCC31-BULK/FF.RND.M508.02
CUS-HLGCC41-MO/CUS-HLGCC41-BULK,Liquid factory,CUS-HLGCC41-MO,CUS-HLGCC41-BULK,30,"1,512",1,CUS-HLGCC41-BULK/1,1512,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,CUS-HLGCC41-BULK/FF.RND.M511.02
CUS-HLGCC51-MO/CUS-HLGCC51-BULK,Liquid factory,CUS-HLGCC51-MO,CUS-HLGCC51-BULK,30,"1,512",1,CUS-HLGCC51-BULK/1,1512,0,0,0,0,0,0,0,0,0,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CUS-HLGCC51-BULK/FF.RND.M514.02
CUS-HLGCC62-MO/CUS-HLGCC62-BULK,Liquid factory,CUS-HLGCC62-MO,CUS-HLGCC62-BULK,30,"1,512",1,CUS-HLGCC62-BULK/1,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,CUS-HLGCC62-BULK/FF.RND.M515.02
CUS-HLGCN20-MO/CUS-HLGCN20-BULK,Liquid factory,CUS-HLGCN20-MO,CUS-HLGCN20-BULK,30,"1,512",1,CUS-HLGCN20-BULK/1,1512,0,0,0,0,0,0,0,0,0,1296,0,0,1296,0,0,0,0,0,1296,0,0,0,0,0,1296,0,0,0,0,1296,0,0,0,0,0,1296,0,0,0,0,1296,0,0,0,0,0,1296,0,0,0,0,0,1296,0,0,0,0,1296,0,0,0,0,0,1296,0,0,0,0,CUS-HLGCN20-BULK/FF.RND.M506.02
CUS-HLGCN40-MO/CUS-HLGCN40-BULK,Liquid factory,CUS-HLGCN40-MO,CUS-HLGCN40-BULK,30,"1,512",1,CUS-HLGCN40-BULK/1,1512,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,CUS-HLGCN40-BULK/FF.RND.M512.02
CUS-HLGCW12-MO/CUS-HLGCW12-BULK,Liquid factory,CUS-HLGCW12-MO,CUS-HLGCW12-BULK,50,"2,738",1,CUS-HLGCW12-BULK/1,2738,0,0,0,0,0,0,2483,0,0,0,0,0,0,0,0,0,0,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2483,0,0,0,0,CUS-HLGCW12-BULK/FF.RND.M505.03
CUS-HLGCW21-MO/CUS-HLGCW21-BULK,Liquid factory,CUS-HLGCW21-MO,CUS-HLGCW21-BULK,50,"1,512",1,CUS-HLGCW21-BULK/1,1512,0,0,0,0,1296,0,0,0,1296,0,1296,0,0,0,0,1296,0,0,0,1296,0,0,0,0,1296,0,0,0,1296,0,0,0,0,1296,0,0,0,0,1296,0,0,0,1296,0,0,0,0,1296,0,0,0,1296,0,0,0,0,1296,0,0,0,0,1296,0,0,0,0,0,0,CUS-HLGCW21-BULK/FF.RND.M507.02
CUS-HLGCW30-MO/CUS-HLGCW30-BULK,Liquid factory,CUS-HLGCW30-MO,CUS-HLGCW30-BULK,30,"1,512",1,CUS-HLGCW30-BULK/1,1512,0,0,0,1296,0,0,0,1296,0,1296,0,0,0,0,1296,0,0,0,0,1296,0,0,0,0,1296,0,0,0,0,1296,0,0,0,0,1296,0,0,0,0,1296,0,0,0,1296,0,0,0,0,1296,0,0,0,0,1296,0,0,0,0,1296,0,0,0,0,1296,0,0,0,0,CUS-HLGCW30-BULK/FF.RND.M509.02
CUS-HLGCW32-MO/CUS-HLGCW32-BULK,Liquid factory,CUS-HLGCW32-MO,CUS-HLGCW32-BULK,50,"2,644",1,CUS-HLGCW32-BULK/1,2644,2544,0,0,0,0,0,0,2544,0,0,0,2544,0,0,0,0,0,0,2544,0,0,0,0,0,0,2544,0,0,0,0,0,0,2544,0,0,0,0,0,0,2544,0,0,0,0,0,0,2544,0,0,0,0,0,0,2544,0,0,0,0,0,0,2544,0,0,0,0,0,0,0,CUS-HLGCW32-BULK/FF.RND.M510.02
CUS-HLGCW50-MO/CUS-HLGCW50-BULK,Liquid factory,CUS-HLGCW50-MO,CUS-HLGCW50-BULK,30,"1,512",1,CUS-HLGCW50-BULK/1,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CUS-HLGCW50-BULK/FF.RND.M513.02
CUS-HLGCW60-MO/CUS-HLGCW60-BULK,Liquid factory,CUS-HLGCW60-MO,CUS-HLGCW60-BULK,50,"2,738",1,CUS-HLGCW60-BULK/1,2738,0,0,0,0,0,0,0,0,0,0,0,0,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CUS-HLGCW60-BULK/FF.RND.M516.02
CUS-HLGN10-MO/CUS-HLGN10-BULK,Liquid factory,CUS-HLGN10-MO,CUS-HLGN10-BULK,50,"2,524",1,CUS-HLGN10-BULK/1,2524,2424,2424,0,0,0,0,2424,0,0,2424,0,0,2424,0,0,0,2424,0,0,0,2424,0,0,2424,0,0,0,2424,0,0,2424,0,0,0,2424,0,0,0,2424,0,0,2424,0,0,0,2424,0,0,2424,0,0,0,2424,0,0,0,2424,0,0,2424,0,0,0,2424,0,0,0,0,CUS-HLGN10-BULK/FF.RND.M402.06
CUS-HLGNC21-MO/CUS-HLGNC21-BULK,Liquid factory,CUS-HLGNC21-MO,CUS-HLGNC21-BULK,50,"2,636",1,CUS-HLGNC21-BULK/1,2636,2536,0,0,0,0,0,0,0,2536,0,0,0,2536,0,0,0,0,0,0,2536,0,0,0,0,0,2536,0,0,0,0,0,0,2536,0,0,0,0,0,2536,0,0,0,0,0,0,2536,0,0,0,0,0,2536,0,0,0,0,0,0,2536,0,0,0,0,0,2536,0,0,0,CUS-HLGNC21-BULK/FF.RND.M404.06
CUS-HLGNN30-MO/CUS-HLGNN30-BULK,Liquid factory,CUS-HLGNN30-MO,CUS-HLGNN30-BULK,50,"3,330",1,CUS-HLGNN30-BULK/1,3330,2424,0,0,0,0,0,0,2424,0,2424,0,2424,0,2424,0,0,2424,0,2424,0,0,2424,0,2424,0,0,2424,0,2424,0,2424,0,0,2424,0,2424,0,0,2424,0,2424,0,2424,0,0,2424,0,2424,0,0,2424,0,2424,0,2424,0,0,2424,0,2424,0,0,2424,0,2424,0,0,0,CUS-HLGNN30-BULK/FF.RND.M405.06
CUS-HLGNN50-MO/CUS-HLGNN50-BULK,Liquid factory,CUS-HLGNN50-MO,CUS-HLGNN50-BULK,120,"7,228",1,CUS-HLGNN50-BULK/1,7228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CUS-HLGNN50-BULK/FF.RND.M409.06
CUS-HLGNW22-MO/CUS-HLGNW22-BULK,Liquid factory,CUS-HLGNW22-MO,CUS-HLGNW22-BULK,50,"2,608",1,CUS-HLGNW22-BULK/1,2608,2508,0,0,0,0,2508,0,0,2508,2508,0,0,2508,0,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,2508,0,0,0,CUS-HLGNW22-BULK/FF.RND.M403.06
CUS-HLGNW33-MO/CUS-HLGNW33-BULK,Liquid factory,CUS-HLGNW33-MO,CUS-HLGNW33-BULK,50,"2,667",1,CUS-HLGNW33-BULK/1,2667,0,0,0,0,0,0,2567,0,0,2567,0,0,0,0,0,2567,0,0,0,0,2567,0,0,0,0,2567,0,0,0,0,0,2567,0,0,0,0,2567,0,0,0,0,2567,0,0,0,0,2567,0,0,0,0,0,2567,0,0,0,0,2567,0,0,0,0,2567,0,0,0,0,0,CUS-HLGNW33-BULK/FF.RND.M406.06
CUS-HLGNW41-MO/CUS-HLGNW41-BULK,Liquid factory,CUS-HLGNW41-MO,CUS-HLGNW41-BULK,30,"1,346",1,CUS-HLGNW41-BULK/1,1346,0,0,0,0,0,0,0,0,1246,0,0,0,1246,0,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,CUS-HLGNW41-BULK/FF.RND.M407.06
CUS-HLGNW42-MO/CUS-HLGNW42-BULK,Liquid factory,CUS-HLGNW42-MO,CUS-HLGNW42-BULK,30,"1,346",1,CUS-HLGNW42-BULK/1,1346,0,0,0,0,0,0,0,0,0,1246,0,0,0,1246,0,0,0,0,1246,0,0,0,0,0,1246,0,0,0,0,1246,0,0,0,0,0,1246,0,0,0,0,0,1246,0,0,0,0,1246,0,0,0,0,1246,0,0,0,0,0,1246,0,0,0,0,0,1246,0,0,0,0,CUS-HLGNW42-BULK/FF.RND.M408.06
CUS-IPA-W/CUS-IPA-BULK,Liquid factory,CUS-IPA-W,CUS-IPA-BULK,50,"2,750",1,CUS-IPA-BULK/1,2750,2666,0,2666,0,0,0,2666,0,0,0,2666,0,0,2666,0,0,0,2666,0,0,2666,0,0,0,2666,0,0,0,2666,0,0,0,2666,0,0,0,2666,0,0,0,2666,0,0,0,2666,0,0,0,2666,0,0,2666,0,0,0,2666,0,0,0,0,2666,0,0,0,2666,0,0,0,CUS-IPA-BULK/FF.RND.W1018.04
CUS-IPB-W/CUS-IPB-BULK,Liquid factory,CUS-IPB-W,CUS-IPB-BULK,120,"7,978",1,CUS-IPB-BULK/1,7978,7824,0,0,0,0,0,0,7824,0,0,0,0,0,0,7824,0,0,0,0,0,0,7824,0,0,0,0,0,0,7824,0,0,0,0,0,0,0,7824,0,0,0,0,0,0,7824,0,0,0,0,0,0,0,7824,0,0,0,0,0,0,0,7824,0,0,0,0,0,0,0,0,CUS-IPB-BULK/FF.RND.W1019.04
CUS-IPC-W/CUS-IPC-BULK,Liquid factory,CUS-IPC-W,CUS-IPC-BULK,120,"7,978",1,CUS-IPC-BULK/1,7978,7824,0,0,0,0,0,0,0,0,0,0,7824,0,0,0,0,0,7824,0,0,0,0,0,0,7824,0,0,0,0,0,0,7824,0,0,0,0,0,0,7824,0,0,0,0,0,7824,0,0,0,0,0,0,7824,0,0,0,0,0,0,7824,0,0,0,0,0,0,0,0,0,CUS-IPC-BULK/FF.RND.W1020.04
CUS-IPD-W/CUS-IPD-BULK,Liquid factory,CUS-IPD-W,CUS-IPD-BULK,120,"7,978",1,CUS-IPD-BULK/1,7978,7824,0,0,0,0,0,0,0,0,0,0,0,0,7824,0,0,0,0,0,0,0,0,0,0,0,0,0,7824,0,0,0,0,0,0,0,0,0,0,0,0,0,7824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7824,0,0,0,0,0,0,0,0,0,0,0,CUS-IPD-BULK/FF.RND.W1021.04
CUS-IPE-W/CUS-IPE-BULK,Liquid factory,CUS-IPE-W,CUS-IPE-BULK,30,"1,460",1,CUS-IPE-BULK/1,1460,1416,0,0,0,0,1416,0,0,0,1416,0,0,1416,0,0,1416,0,0,0,1416,0,0,1416,0,0,0,1416,0,0,0,1416,0,0,1416,0,0,0,1416,0,0,0,1416,0,0,0,1416,0,0,0,1416,0,0,1416,0,0,0,1416,0,0,0,0,1416,0,0,0,0,1416,0,CUS-IPE-BULK/FF.RND.W1022.04
CUS-IPF-W/CUS-IPF-BULK,Liquid factory,CUS-IPF-W,CUS-IPF-BULK,30,"1,460",1,CUS-IPF-BULK/1,1460,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416,0,0,0,0,1416,0,0,0,0,1416,0,0,0,0,1416,0,0,0,0,1416,0,0,0,0,1416,0,0,0,0,0,1416,0,0,0,0,1416,0,0,0,0,1416,0,0,0,0,0,0,1416,0,0,0,0,CUS-IPF-BULK/FF.RND.W1023.03
CUS-R2EFC01-W/CUS-R2EFC01-BULK,Liquid factory,CUS-R2EFC01-W,CUS-R2EFC01-BULK,120,"6,378",1,CUS-R2EFC01-BULK/1,6378,0,6192,0,0,6192,0,0,0,0,0,6192,0,0,0,0,6192,0,0,0,0,6192,0,0,0,0,0,6192,0,0,0,0,6192,0,0,0,0,6192,0,0,0,0,6192,0,0,0,0,6192,0,0,0,0,6192,0,0,0,0,6192,0,0,0,0,0,6192,0,0,0,0,0,CUS-R2EFC01-BULK/FF.RND.W1080.01
