Kode Unik,Korporat Code Bulk,Korporat Code Material,Material Type,Quantity
TC-R3LEC01-BULK/9,TC-R3LEC01-BULK,CABO-M5-X,Raw Material,0.020619
TC-R3LEC01-BULK/9,TC-R3LEC01-BULK,SERI-CSF-X,Raw Material,0.206186
TC-R3LEC01-BULK/9,TC-R3LEC01-BULK,POWD-GH52-X,Raw Material,0.103093
TC-R3LEC01-BULK/9,TC-R3LEC01-BULK,ZINC-STW-X,Raw Material,0.020619
TC-R3LEC01-BULK/9,TC-R3LEC01-BULK,SERI-202LL-X,Raw Material,0.154639
TC-R3LEC01-BULK/9,TC-R3LEC01-BULK,WARN-TETDMS-BULK,Intermediate,0.003476
TC-R3LEC01-BULK/9,TC-R3LEC01-BULK,EUTA-G-X,Raw Material,0.010309
TC-R3LEC01-BULK/9,TC-R3LEC01-BULK,LAR-LICODDC-BULK,Intermediate,0.010309
TC-R3LEC01-BULK/9,TC-R3LEC01-BULK,IPM-CRDSG-X,Raw Material,0.020619
TC-R3LEC01-BULK/9,TC-R3LEC01-BULK,COSM-168ARV-X,Raw Material,0.010309
TC-R3LEC01-BULK/9,TC-R3LEC01-BULK,BHT-CRTL-X,Raw Material,0.001031
HT-Y1-BULK/FS.RND.P002-VER.01,HT-Y1-BULK,AIR-RO--L,Raw Material,0.545268
HT-Y1-BULK/FS.RND.P002-VER.01,HT-Y1-BULK,EMUL-DERMSOLP-,Raw Material,0.001
HT-Y1-BULK/FS.RND.P002-VER.01,HT-Y1-BULK,EXTR-CHEN-X,Raw Material,0.01142
HT-Y1-BULK/FS.RND.P002-VER.01,HT-Y1-BULK,PARF-PSVLF-X,Raw Material,0.00415
HT-Y1-BULK/FS.RND.P002-VER.01,HT-Y1-BULK,PANT--DL-K,Raw Material,0.001
HT-Y1-BULK/FS.RND.P002-VER.01,HT-Y1-BULK,SOLV-DEASB-X,Raw Material,0.43634
HT-Y1-BULK/FS.RND.P002-VER.01,HT-Y1-BULK,WARN-K-BULK,Intermediate,0.000822
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,EMU-PS-,Raw Material,0.235
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,SILI-BLSDE-X,Raw Material,0.22
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,MC3-300-SF,Raw Material,0.075
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,WAX-PFRMSW-X,Raw Material,0.05
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,WAX-CDL204--X,Raw Material,0.05
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,COSM-43V--K,Raw Material,0.03
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,EMG-S65PSG-X,Raw Material,0.025
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,POWD-9701-,Raw Material,0.01
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,ORGA-EXD-ARK,Raw Material,0.01
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,POWD-MDMSP-X,Raw Material,0.01
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,PEN-PRSVPE-X,Raw Material,0.008
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,BHT-CRTL-X,Raw Material,0.001
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,VITA-DL E-MS,Raw Material,0.001
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,WARN-CLOG222--K,Raw Material,0.127788
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,WARN-FW108S-X,Raw Material,0.092007
BO-CLBSNT-BULK/FS.RND.T0099-VER.01,BO-CLBSNT-BULK,WARN-GT0600--K,Raw Material,0.055205
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,SILD--SI5H52D-K,Raw Material,0.0075
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,WARN-YLW3AS-X,Raw Material,0.01996
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,WARN-BLCK3AS-X,Raw Material,0.005855
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,POWD-TDMS-,Raw Material,0.137401
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,TIT-CR50HD-X,Raw Material,0.1
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,PEN-PRSVPE-X,Raw Material,0.008
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,LAR-LICODDC-BULK,Intermediate,0.045
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,COSM-222--K,Raw Material,0.04
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,PEN-SENSC50-X,Raw Material,0.004
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,PARF-AMSKLG-X,Raw Material,0.0004
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,VITA-DL E-MS,Raw Material,0.0001
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,EMO-BSLDMZ-X,Raw Material,0.019
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,WARN-A450TDMS-BULK,Intermediate,0.022784
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,SERI-TAS-KSP-X,Raw Material,0.35
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,POWD-MDMS-,Raw Material,0.17
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,ASO--KB-K,Raw Material,0.05
TC-R3LLF04-BULK/54,TC-R3LLF04-BULK,POLY-M-MP27-K,Raw Material,0.02
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,VITA-DL E-MS,Raw Material,0.001
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,BENT-BGISDV-X,Raw Material,0.11
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,HAIM-DIS-X,Raw Material,0.04
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,PURO-IDD-X,Raw Material,0.1457
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,POW-SP50S-X,Raw Material,0.02
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,WARN-C19011-R7CL-K,Raw Material,0.0023
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,WARN-C338--K,Raw Material,0.0265
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,SILI-MCMA-X,Raw Material,0.03
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,WARN-CLRG-X,Raw Material,0.048
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,WARN-C196619-R6-K,Raw Material,0.0025
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,WARN-TOA403-KF,Raw Material,0.0155
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,PEN-PRSVPE-X,Raw Material,0.008
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,SILC-AERSLR-X,Raw Material,0.035
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,SILI-DC-PSFCS-X,Raw Material,0.1065
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,BENT-BGVS5PC-X,Raw Material,0.12
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,SILI-BEL803-X,Raw Material,0.11
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,PARF-VMR-X,Raw Material,0.005
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,PEN-SENSC50-X,Raw Material,0.004
L-CLADC05-BULK/FS.RND.W0325-VER.01,L-CLADC05-BULK,SUCR-AC01-X,Raw Material,0.17
TC-PC06-BULK/37,TC-PC06-BULK,SERI-SERFHS-X,Raw Material,0.07
TC-PC06-BULK/37,TC-PC06-BULK,TIT-CR50HD-X,Raw Material,0.05
TC-PC06-BULK/37,TC-PC06-BULK,ZINC-POWBM-X,Raw Material,0.06
TC-PC06-BULK/37,TC-PC06-BULK,WARN-A407-X,Raw Material,0.038237
TC-PC06-BULK/37,TC-PC06-BULK,SNSP-SIH51-X,Raw Material,0.02
TC-PC06-BULK/37,TC-PC06-BULK,ACTI-VEAC-X,Raw Material,0.0001
TC-PC06-BULK/37,TC-PC06-BULK,COSM-168ARV-X,Raw Material,0.01
TC-PC06-BULK/37,TC-PC06-BULK,PEN-PRSVPE-X,Raw Material,0.008
TC-PC06-BULK/37,TC-PC06-BULK,PEN-SENSC50-X,Raw Material,0.004
TC-PC06-BULK/37,TC-PC06-BULK,PARF-AMSKLG-X,Raw Material,0.0001
TC-PC06-BULK/37,TC-PC06-BULK,EXTR-DB-,Raw Material,0.001
TC-PC06-BULK/37,TC-PC06-BULK,POWD-TGDS-X,Raw Material,0.197632
TC-PC06-BULK/37,TC-PC06-BULK,WARN-TETDMS-BULK,Intermediate,0.015675
TC-PC06-BULK/37,TC-PC06-BULK,WARN-A450TDMS-BULK,Intermediate,0.040122
TC-PC06-BULK/37,TC-PC06-BULK,POLY-M-MP27-K,Raw Material,0.03
TC-PC06-BULK/37,TC-PC06-BULK,SERI-C-SI013S200-K,Raw Material,0.18
TC-PC06-BULK/37,TC-PC06-BULK,COVB-LH8-,Raw Material,0.02
TC-PC06-BULK/37,TC-PC06-BULK,SILI-DC21-,Raw Material,0.02
TC-PC06-BULK/37,TC-PC06-BULK,POWD-GHDS-X,Raw Material,0.105134
TC-PC06-BULK/37,TC-PC06-BULK,SUNP-170-X,Raw Material,0.03
TC-PC06-BULK/37,TC-PC06-BULK,MICA-FHSMLP-X,Raw Material,0.05
TC-PC06-BULK/37,TC-PC06-BULK,SQUA-AMYR-X,Raw Material,0.05
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,COSM-168ARV-X,Raw Material,0.010307
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,TIT-CR50HD-X,Raw Material,0.072167
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,BHT-CRTL-X,Raw Material,0.001033
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,POWD-GH52-X,Raw Material,0.103093
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,WARN-TETDMS-BULK,Intermediate,0.0012
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,WARN-YLW3AS-X,Raw Material,0.0106
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,WARN-UNPBRWNL88-X,Raw Material,0.004218
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,EUTA-G-X,Raw Material,0.010307
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,SERI-202LL-X,Raw Material,0.15464
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,LAR-LICODDC-BULK,Intermediate,0.010307
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,PEN-PRSVPE-X,Raw Material,0.008247
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,PEN-SENSC50-X,Raw Material,0.00412
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,POWD-TDMS-,Raw Material,0.331469
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,SERI-CSF-X,Raw Material,0.206187
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,ZINC-STW-X,Raw Material,0.02062
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,PARF-AMSKLG-X,Raw Material,0.000413
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,IPM-CRDSG-X,Raw Material,0.02062
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,WARN-RED3ASTDMS-BULK,Intermediate,0.009833
TC-R3LEC02-BULK/9,TC-R3LEC02-BULK,CABO-M5-X,Raw Material,0.02062
L-EMC14-BULK/28,L-EMC14-BULK,COVA--,Raw Material,0.01
L-EMC14-BULK/28,L-EMC14-BULK,ACTI-VEAC-X,Raw Material,0.005
L-EMC14-BULK/28,L-EMC14-BULK,SILS-034-X,Raw Material,0.055
L-EMC14-BULK/28,L-EMC14-BULK,TITA-OTS2CR50-,Raw Material,0.029281
L-EMC14-BULK/28,L-EMC14-BULK,COSM-222--K,Raw Material,0.055
L-EMC14-BULK/28,L-EMC14-BULK,NIPA-S--K,Raw Material,0.001
L-EMC14-BULK/28,L-EMC14-BULK,SILI-DCMQ1600-X,Raw Material,0.05
L-EMC14-BULK/28,L-EMC14-BULK,SILI-DC-PSFCS-X,Raw Material,0.08
L-EMC14-BULK/28,L-EMC14-BULK,BENT-BGVS5PC-X,Raw Material,0.38
L-EMC14-BULK/28,L-EMC14-BULK,PURO-IDD-X,Raw Material,0.1754
L-EMC14-BULK/28,L-EMC14-BULK,BENT-BGISDV-X,Raw Material,0.04
L-EMC14-BULK/28,L-EMC14-BULK,WAX-SBWX--X,Raw Material,0.045
L-EMC14-BULK/28,L-EMC14-BULK,DRYF-PC-X,Raw Material,0.04
L-EMC14-BULK/28,L-EMC14-BULK,PARF-VMR-X,Raw Material,0.0001
L-EMC14-BULK/28,L-EMC14-BULK,EMO-BRB2835-X,Raw Material,0.005
L-EMC14-BULK/28,L-EMC14-BULK,WARN-TOA403-KF,Raw Material,0.016628
L-EMC14-BULK/28,L-EMC14-BULK,WARN-TPA502-X,Raw Material,0.001023
L-EMC14-BULK/28,L-EMC14-BULK,WARN-C19012-DCR6-K,Raw Material,0.006747
L-EMC14-BULK/28,L-EMC14-BULK,WARN-C338--K,Raw Material,0.00482
F-CLCMH-BULK/5,F-CLCMH-BULK,WARN-YLW3AS-X,Raw Material,0.0321
F-CLCMH-BULK/5,F-CLCMH-BULK,SILI-DC749--X,Raw Material,0.07
F-CLCMH-BULK/5,F-CLCMH-BULK,"BUTY--DAI1,3",Raw Material,0.03
F-CLCMH-BULK/5,F-CLCMH-BULK,EMUL-KF6028-X,Raw Material,0.03
F-CLCMH-BULK/5,F-CLCMH-BULK,SUN-MP-X,Raw Material,0.05
F-CLCMH-BULK/5,F-CLCMH-BULK,TIT-T85-X,Raw Material,0.031
F-CLCMH-BULK/5,F-CLCMH-BULK,PURO-IDD-X,Raw Material,0.05
F-CLCMH-BULK/5,F-CLCMH-BULK,SILI-1202-,Raw Material,0.05
F-CLCMH-BULK/5,F-CLCMH-BULK,TITA-CROTS-X,Raw Material,0.0685
F-CLCMH-BULK/5,F-CLCMH-BULK,AIR-RO--L,Raw Material,0.3225
F-CLCMH-BULK/5,F-CLCMH-BULK,SILS-034-X,Raw Material,0.036
F-CLCMH-BULK/5,F-CLCMH-BULK,UVIN-MC80-BASF,Raw Material,0.05
F-CLCMH-BULK/5,F-CLCMH-BULK,GARA-RFS-X,Raw Material,0.01
F-CLCMH-BULK/5,F-CLCMH-BULK,SILI-BE6-X,Raw Material,0.03
F-CLCMH-BULK/5,F-CLCMH-BULK,BENT-BGVS5PC-X,Raw Material,0.03
F-CLCMH-BULK/5,F-CLCMH-BULK,MC3-30-SF,Raw Material,0.02
F-CLCMH-BULK/5,F-CLCMH-BULK,CECC---K,Raw Material,0.025
F-CLCMH-BULK/5,F-CLCMH-BULK,SILI-BDP-X,Raw Material,0.03
F-CLCMH-BULK/5,F-CLCMH-BULK,VITA-DL E-MS,Raw Material,0.005
F-CLCMH-BULK/5,F-CLCMH-BULK,PEN-PRSVPE-X,Raw Material,0.008
F-CLCMH-BULK/5,F-CLCMH-BULK,ACTI-HFG-X,Raw Material,0.005
F-CLCMH-BULK/5,F-CLCMH-BULK,SILC-SP500LS-X,Raw Material,0.003
F-CLCMH-BULK/5,F-CLCMH-BULK,BHT-CRTL-X,Raw Material,0.001
F-CLCMH-BULK/5,F-CLCMH-BULK,BASI-LP20H-X,Raw Material,0.0005
F-CLCMH-BULK/5,F-CLCMH-BULK,WARN-BLCK3AS-X,Raw Material,0.0039
F-CLCMH-BULK/5,F-CLCMH-BULK,WARN-RED3AS-X,Raw Material,0.008
F-CLCMH-BULK/5,F-CLCMH-BULK,ACTM-CTLA-X,Raw Material,0.0005
M-BSACNE-BULK/6,M-BSACNE-BULK,ACTM-CTLA-X,Raw Material,0.02
M-BSACNE-BULK/6,M-BSACNE-BULK,SEPI-SPCA5-X,Raw Material,0.005
M-BSACNE-BULK/6,M-BSACNE-BULK,PARS-1789-,Raw Material,0.02
M-BSACNE-BULK/6,M-BSACNE-BULK,UVIN-MC80-BASF,Raw Material,0.075
M-BSACNE-BULK/6,M-BSACNE-BULK,MATS-MCM100-X,Raw Material,0.04
M-BSACNE-BULK/6,M-BSACNE-BULK,AIR-RO--L,Raw Material,0.6633
M-BSACNE-BULK/6,M-BSACNE-BULK,SUN-SSFMBC-X,Raw Material,0.025
M-BSACNE-BULK/6,M-BSACNE-BULK,PR-ZPRDL-X,Raw Material,0.03
M-BSACNE-BULK/6,M-BSACNE-BULK,ARLA-165--K,Raw Material,0.02
M-BSACNE-BULK/6,M-BSACNE-BULK,VITA-B3UPPC-X,Raw Material,0.02
M-BSACNE-BULK/6,M-BSACNE-BULK,SILI-2005-DC-K,Raw Material,0.01
M-BSACNE-BULK/6,M-BSACNE-BULK,SEPI-305-SF-K,Raw Material,0.0225
M-BSACNE-BULK/6,M-BSACNE-BULK,TITA-CROTS-X,Raw Material,0.0125
M-BSACNE-BULK/6,M-BSACNE-BULK,CETY---K,Raw Material,0.015
M-BSACNE-BULK/6,M-BSACNE-BULK,SILI-9546-EDC,Raw Material,0.01
M-BSACNE-BULK/6,M-BSACNE-BULK,PARF-C072-GIV,Raw Material,0.0002
M-BSACNE-BULK/6,M-BSACNE-BULK,PENG-PNX-X,Raw Material,0.005
M-BSACNE-BULK/6,M-BSACNE-BULK,ALAN-SL--X,Raw Material,0.001
M-BSACNE-BULK/6,M-BSACNE-BULK,EDT-DSLV-X,Raw Material,0.0005
M-BSACNE-BULK/6,M-BSACNE-BULK,VITA-DL E-MS,Raw Material,0.001
M-BSACNE-BULK/6,M-BSACNE-BULK,PENG-CLRP-X,Raw Material,0.003
M-BSACNE-BULK/6,M-BSACNE-BULK,EXTR-SILVBG30-X,Raw Material,0.001
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,WARN-TE-A40BIOSC-K,Raw Material,0.033385
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,WARN-A450-X,Raw Material,0.060812
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,WARN-A407-X,Raw Material,0.130177
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,TITA-C-STCR5-K,Raw Material,0.062
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,SILI-556-DC-K,Raw Material,0.126184
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,WARN-SLI-X,Raw Material,0.02
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,PARF-AMSKLG-X,Raw Material,0.0002
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,COSM-222--K,Raw Material,0.055
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,COVB-LH8-,Raw Material,0.07
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,EMU-FLRM-X,Raw Material,0.05
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,EMU-CPLS-X,Raw Material,0.159742
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,EMU-ACT-X,Raw Material,0.09
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,PLAS-P-D400-K,Raw Material,0.03
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,VITA-DL E-MS,Raw Material,0.001
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,EXTR-DB-,Raw Material,0.0005
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,WAX-PFRMSW-X,Raw Material,0.022
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,PARS-1789-,Raw Material,0.002
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,SUN-SSFMBC-X,Raw Material,0.005
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,PEN-PRSVPE-X,Raw Material,0.008
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,UVIN-MC80-BASF,Raw Material,0.02
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,WAX-CDL204--X,Raw Material,0.022
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,LILI-HRC22-X,Raw Material,0.028
F-PTCMCC62-BULK/FS.RND.M0113-VER.01,F-PTCMCC62-BULK,PEN-SENSC50-X,Raw Material,0.004
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,POWD-MDMS-,Raw Material,0.17
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,TIT-CR50HD-X,Raw Material,0.06
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,WARN-BLCK3AS-X,Raw Material,0.000873
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,SERI-TAS-KSP-X,Raw Material,0.35
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,WARN-A407-X,Raw Material,0.003606
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,POLY-M-MP27-K,Raw Material,0.02
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,ASO--KB-K,Raw Material,0.05
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,EMO-BSLDMZ-X,Raw Material,0.019
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,WARN-A450TDMS-BULK,Intermediate,0.007895
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,COSM-222--K,Raw Material,0.04
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,LAR-LICODDC-BULK,Intermediate,0.045
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,POWD-TDMS-,Raw Material,0.213626
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,PARF-AMSKLG-X,Raw Material,0.0004
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,VITA-DL E-MS,Raw Material,0.0001
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,SILD--SI5H52D-K,Raw Material,0.0075
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,PEN-PRSVPE-X,Raw Material,0.008
TC-R3LLF03-BULK/51,TC-R3LLF03-BULK,PEN-SENSC50-X,Raw Material,0.004
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,OIL-LXFS-X,Raw Material,0.01
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,SUNS-HYAB-X,Raw Material,0.05
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,ACTI-RBN-X,Raw Material,0.005
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,EMUL-MTVT-X,Raw Material,0.013
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,SUNS-PR340-X,Raw Material,0.04
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,CETY---K,Raw Material,0.005
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,PENG-PNX-X,Raw Material,0.005
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,HALL-BHB-X,Raw Material,0.04
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,KELT-CG-X,Raw Material,0.002
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,PENG-CLRP-X,Raw Material,0.003
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,ACTI-RYKA-X,Raw Material,0.005
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,STA--C18-K,Raw Material,0.005
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,PARF-C072-GIV,Raw Material,0.001
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,EXTR-PONG-X,Raw Material,0.0005
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,EDT-B--K,Raw Material,0.001
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,UVIN-MC80-BASF,Raw Material,0.07
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,SUNS-CHMOS-X,Raw Material,0.05
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,AIR-RO--L,Raw Material,0.5035
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,SUNS-PRSHMS-X,Raw Material,0.05
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,SOLV-BGKHN-X,Raw Material,0.04
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,SILI-345-DC-K,Raw Material,0.035
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,SUNS-TNBS-X,Raw Material,0.03
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,PARS-1789-,Raw Material,0.03
SS-UVSAFE-BULK/12,SS-UVSAFE-BULK,SEPP-S400-,Raw Material,0.006
M-RWSDC-BULK/9,M-RWSDC-BULK,AMP-95--K,Raw Material,0.002035
M-RWSDC-BULK/9,M-RWSDC-BULK,AIR-RO--L,Raw Material,0.692805
M-RWSDC-BULK/9,M-RWSDC-BULK,PARF-SPRFLR-X,Raw Material,0.0008
M-RWSDC-BULK/9,M-RWSDC-BULK,ALAN--AK-K,Raw Material,0.001
M-RWSDC-BULK/9,M-RWSDC-BULK,EDT-B--K,Raw Material,0.001
M-RWSDC-BULK/9,M-RWSDC-BULK,CHEM-1789-X,Raw Material,0.03
M-RWSDC-BULK/9,M-RWSDC-BULK,SUNS-PTX-X,Raw Material,0.0025
M-RWSDC-BULK/9,M-RWSDC-BULK,HALL-BHB-X,Raw Material,0.03
M-RWSDC-BULK/9,M-RWSDC-BULK,SUNS-OCR-X,Raw Material,0.03
M-RWSDC-BULK/9,M-RWSDC-BULK,UVIN-MC80-BASF,Raw Material,0.075
M-RWSDC-BULK/9,M-RWSDC-BULK,VITA-B3PC-X,Raw Material,0.05
M-RWSDC-BULK/9,M-RWSDC-BULK,ARLA-165--K,Raw Material,0.025
M-RWSDC-BULK/9,M-RWSDC-BULK,SILI-GRPSQ-X,Raw Material,0.005
M-RWSDC-BULK/9,M-RWSDC-BULK,THIC-SPVE10-X,Raw Material,0.0115
M-RWSDC-BULK/9,M-RWSDC-BULK,TITA-CROTS-X,Raw Material,0.0125
M-RWSDC-BULK/9,M-RWSDC-BULK,PENG-PHC-X,Raw Material,0.01
M-RWSDC-BULK/9,M-RWSDC-BULK,CRIL-C1-CRO,Raw Material,0.005
M-RWSDC-BULK/9,M-RWSDC-BULK,STA--C18-K,Raw Material,0.01
M-RWSDC-BULK/9,M-RWSDC-BULK,ACTI-RBN-X,Raw Material,0.002
M-RWSDC-BULK/9,M-RWSDC-BULK,CARB-UT20-X,Raw Material,0.00185
M-RWSDC-BULK/9,M-RWSDC-BULK,ACTI-AFEW-X,Raw Material,0.00001
M-RWSDC-BULK/9,M-RWSDC-BULK,VITA-DL E-MS,Raw Material,0.001
M-RWSDC-BULK/9,M-RWSDC-BULK,ACTI-ALARB-X,Raw Material,0.001
