Kode,Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,,BULK,Cek Bahan Antara,Bahan Antara
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,SILI-2005-DC-K,Raw Material,0.005000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,ACTI-RBN-X,Raw Material,0.005000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,SILI-SFE-GE,Raw Material,0.006000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,THIC-ARAVC-,Raw Material,0.006000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,PARF-SOJMLF-X,Raw Material,0.000200,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,ALAN--AK-K,Raw Material,0.002000,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,EXTR-WLETG-X,Raw Material,0.003000,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,SOLV-DEASB-X,Raw Material,0.050000,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,PR-ZPRDL-X,Raw Material,0.040000,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,HUM-GLU20-X,Raw Material,0.030000,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,VITA-B3PC-X,Raw Material,0.040000,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,PENG-STPHL-X,Raw Material,0.015000,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,ASAM-SCAD-X,Raw Material,0.005000,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,THIC-VZNFC-X,Raw Material,0.004700,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,AMP-95--K,Raw Material,0.003300,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,EDT-DSLV-X,Raw Material,0.001000,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,SEPI-SPMXZ-X,Raw Material,0.001000,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,PENG-CLRP-X,Raw Material,0.001000,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,THIC-AMGM-X,Raw Material,0.001000,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,BIO-HYAL-BIL,Raw Material,0.000500,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,OIL-TTOIDS-X,Raw Material,0.000500,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,EMUL-DERMSOLP-,Raw Material,0.000500,,SRM-ASRM-W/SRM-ASRM-BULK,,
SRM-ASRM-W/SRM-ASRM-BULK,SRM-ASRM-BULK/Normal (ref 3),SRM-ASRM-BULK,ACTI-AZCLR-X,Raw Material,0.050000,,SRM-ASRM-W/SRM-ASRM-BULK,,
FT-FT-OMG/FT-FT-BULK,FT-FT-BULK/Reference 5,FT-FT-BULK,EDT-B--K,Raw Material,0.001000,,FT-FT-OMG/FT-FT-BULK,,
FT-FT-OMG/FT-FT-BULK,FT-FT-BULK/Reference 5,FT-FT-BULK,EMUL-DERMSOLP-,Raw Material,0.000200,,FT-FT-OMG/FT-FT-BULK,,
FT-FT-OMG/FT-FT-BULK,FT-FT-BULK/Reference 5,FT-FT-BULK,EXTR-PCGD2SG-X,Raw Material,0.000100,,FT-FT-OMG/FT-FT-BULK,,
FT-FT-OMG/FT-FT-BULK,FT-FT-BULK/Reference 5,FT-FT-BULK,STAY--DSMR-K,Raw Material,0.000050,,FT-FT-OMG/FT-FT-BULK,,
FT-FT-OMG/FT-FT-BULK,FT-FT-BULK/Reference 5,FT-FT-BULK,PARF-PCGD2SG-X,Raw Material,0.000090,,FT-FT-OMG/FT-FT-BULK,,
FT-FT-OMG/FT-FT-BULK,FT-FT-BULK/Reference 5,FT-FT-BULK,VITA-DL E-MS,Raw Material,0.000050,,FT-FT-OMG/FT-FT-BULK,,
FT-FT-OMG/FT-FT-BULK,FT-FT-BULK/Reference 5,FT-FT-BULK,VITA-B3PC-X,Raw Material,0.003000,,FT-FT-OMG/FT-FT-BULK,,
FT-FT-OMG/FT-FT-BULK,FT-FT-BULK/Reference 5,FT-FT-BULK,HUM-HXLGLC-X,Raw Material,0.010000,,FT-FT-OMG/FT-FT-BULK,,
FT-FT-OMG/FT-FT-BULK,FT-FT-BULK/Reference 5,FT-FT-BULK,SOLV-DEASB-X,Raw Material,0.060000,,FT-FT-OMG/FT-FT-BULK,,
FT-FT-OMG/FT-FT-BULK,FT-FT-BULK/Reference 5,FT-FT-BULK,ALAN--AK-K,Raw Material,0.001000,,FT-FT-OMG/FT-FT-BULK,,
FT-FT-OMG/FT-FT-BULK,FT-FT-BULK/Reference 5,FT-FT-BULK,PEN-PRSVPE-X,Raw Material,0.005000,,FT-FT-OMG/FT-FT-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,SILI-345-DC-K,Raw Material,0.060000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,EMUL-SPCG7-X,Raw Material,0.010000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,PENG-PNX-X,Raw Material,0.005000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,SEPP-S400-,Raw Material,0.005000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,PARS-1789-,Raw Material,0.004000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,STAY--DSMR-K,Raw Material,0.001000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,ALAN--AK-K,Raw Material,0.001000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,KOH--PH-K,Raw Material,0.001000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,EXTR-PCGD2SG-X,Raw Material,0.001000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,SILI-2005-DC-K,Raw Material,0.020000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,CETY---K,Raw Material,0.010000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,VITA-B3UPPC-X,Raw Material,0.040000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,GLYC--ECOS-K,Raw Material,0.050000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,STEA-A-EST05M,Raw Material,0.040000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,UVIN-MC80-BASF,Raw Material,0.020000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,PARF-AMSKLG-X,Raw Material,0.002000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,TITA-CROTS-X,Raw Material,0.005000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,PENG-CLRP-X,Raw Material,0.003000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,PARF-PCGD2SG-X,Raw Material,0.003000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,VITA-DL E-MS,Raw Material,0.001000,,M-MN1-OMG/M-M-BULK,,
M-MN1-OMG/M-M-BULK,M-M-BULK/Normal (Odoo ref 4),M-M-BULK,STEA-P9218-X,Raw Material,0.100000,,M-MN1-OMG/M-M-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,SILI-DC749--X,Raw Material,0.100000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,SILI-345-DC-K,Raw Material,0.151500,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,SILI-556-DC-K,Raw Material,0.057000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,"BUTY--DAI1,3",Raw Material,0.040000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,CRO1-GTCC-,Raw Material,0.020000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,PR-ZPRDL-X,Raw Material,0.020000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,EMU-INDOH100-,Raw Material,0.010000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,ABIL-EM90-X,Raw Material,0.010000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,THIC-RMGSO4-X,Raw Material,0.010000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,STEA-DSP300-X,Raw Material,0.005000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,EDT-B--K,Raw Material,0.000500,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,ACTI-ADPL-X,Raw Material,0.000500,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,BENT-BGVS5PC-X,Raw Material,0.075000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,EMUL-KF6017-X,Raw Material,0.030000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,SUN-MP-X,Raw Material,0.030000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,TITA-CROTS-X,Raw Material,0.120000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,WARN-A407-X,Raw Material,0.040000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,WARN-A450-X,Raw Material,0.011500,,CON-SMULCB-EM/CON-SMULCB-BULK,,
CON-SMULCB-EM/CON-SMULCB-BULK,CON-SMULCB-BULK/FF.RND.T314.01,CON-SMULCB-BULK,WARN-TE--PBULK,Intermediate,0.001000,,CON-SMULCB-EM/CON-SMULCB-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,WARN-YLW3AS-X,Raw Material,0.007030,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,UVIN-MC80-BASF,Raw Material,0.010000,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,ZINC-ZNOLYS-X,Raw Material,0.005000,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,WARN-RED3ASTDMS-BULK,Intermediate,0.004990,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,CORN---K,Raw Material,0.030000,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,VITA-DL E-MS,Raw Material,0.000100,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,PWD-KALNPD-X,Raw Material,0.030000,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,SERI-S-D-K,Raw Material,0.300000,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,SILD--SI5H52D-K,Raw Material,0.010000,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,WARN-TETDMS-BULK,Intermediate,0.002560,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,TALC-OSBRTPD-X,Raw Material,0.518130,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,PARF-AMSKLG-X,Raw Material,0.000200,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,SFT-CERA847-X,Raw Material,0.050000,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,TITA--3328EW-K,Raw Material,0.020000,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP03-EM/B-DMCP03-BULK,B-DMCP03-BULK/FS.RND.T0038.00,B-DMCP03-BULK,PEN-SENSC50-X,Raw Material,0.004000,,B-DMCP03-EM/B-DMCP03-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,TITA--3328EW-K,Raw Material,0.020000,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,SFT-CERA847-X,Raw Material,0.050000,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,SERI-S-D-K,Raw Material,0.300000,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,CORN---K,Raw Material,0.030000,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,VITA-DL E-MS,Raw Material,0.000100,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,PARF-AMSKLG-X,Raw Material,0.000200,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,PEN-SENSC50-X,Raw Material,0.004000,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,TALC-OSBRTPD-X,Raw Material,0.503100,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,ZINC-ZNOLYS-X,Raw Material,0.005000,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,SILD--SI5H52D-K,Raw Material,0.010000,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,UVIN-MC80-BASF,Raw Material,0.010000,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,PWD-KALNPD-X,Raw Material,0.030000,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,WARN-RED3ASTDMS-BULK,Intermediate,0.011810,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,WARN-TETDMS-BULK,Intermediate,0.004390,,B-DMCP04-EM/B-DMCP04-BULK,,
B-DMCP04-EM/B-DMCP04-BULK,B-DMCP04-BULK/FS.RND.T0039.00,B-DMCP04-BULK,WARN-YLW3AS-X,Raw Material,0.013400,,B-DMCP04-EM/B-DMCP04-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,EMO-BSLDMZ-X,Raw Material,0.019000,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,ASO--KB-K,Raw Material,0.050000,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,WARN-BLCK3AS-X,Raw Material,0.001390,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,SILD--SI5H52D-K,Raw Material,0.007500,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,PEN-SENSC50-X,Raw Material,0.004000,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,SERI-TAS-KSP-X,Raw Material,0.350000,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,LAR-LICODDC-BULK,Intermediate,0.045000,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,VITA-DL E-MS,Raw Material,0.000100,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,COSM-222--K,Raw Material,0.040000,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,POWD-TDMS-,Raw Material,0.184380,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,TIT-CR50HD-X,Raw Material,0.080000,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,WARN-YLW3AS-X,Raw Material,0.008350,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,PARF-AMSKLG-X,Raw Material,0.000400,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,POWD-MDMS-,Raw Material,0.170000,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,POLY-M-MP27-K,Raw Material,0.020000,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
MY-TCR3LLF02-W/TC-R3LLF02-BULK,TC-R3LLF02-BULK/Reference 41,TC-R3LLF02-BULK,WARN-RED3ASTDMS-BULK,Intermediate,0.011880,,MY-TCR3LLF02-W/TC-R3LLF02-BULK,,
M-LDCN1-W/M-LDCN-BULK,M-LDCN-BULK/Reference 16,M-LDCN-BULK,EDT-DSLV-X,Raw Material,0.001000,,M-LDCN1-W/M-LDCN-BULK,,
M-LDCN1-W/M-LDCN-BULK,M-LDCN-BULK/Reference 16,M-LDCN-BULK,VITA-DL E-MS,Raw Material,0.001000,,M-LDCN1-W/M-LDCN-BULK,,
M-LDCN1-W/M-LDCN-BULK,M-LDCN-BULK/Reference 16,M-LDCN-BULK,SILI-SFE-GE,Raw Material,0.005000,,M-LDCN1-W/M-LDCN-BULK,,
M-LDCN1-W/M-LDCN-BULK,M-LDCN-BULK/Reference 16,M-LDCN-BULK,POWD-H53-X,Raw Material,0.002000,,M-LDCN1-W/M-LDCN-BULK,,
M-LDCN1-W/M-LDCN-BULK,M-LDCN-BULK/Reference 16,M-LDCN-BULK,SILI-GRPSQ-X,Raw Material,0.004000,,M-LDCN1-W/M-LDCN-BULK,,
M-LDCN1-W/M-LDCN-BULK,M-LDCN-BULK/Reference 16,M-LDCN-BULK,ALAN-SL--X,Raw Material,0.005000,,M-LDCN1-W/M-LDCN-BULK,,
M-LDCN1-W/M-LDCN-BULK,M-LDCN-BULK/Reference 16,M-LDCN-BULK,PARF-SOJMLF-X,Raw Material,0.000800,,M-LDCN1-W/M-LDCN-BULK,,
