Kode,Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,,BULK,Cek Bahan Antara,Bahan Antara
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,CETY---K,Raw Material,0.015000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,SILI-2005-DC-K,Raw Material,0.010000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,SILI-GRPSQ-X,Raw Material,0.004000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,STEA-A-EST05M,Raw Material,0.010000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,SILI-SFE-GE,Raw Material,0.005000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,EDT-B--K,Raw Material,0.001000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,PENG-NPGEHP-X,Raw Material,0.008000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,LICO-D-EXTPT40-G,Raw Material,0.000000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,VITA-DL E-MS,Raw Material,0.001000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,PARF-SOJMLF-X,Raw Material,0.000800,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,ARLA-165--K,Raw Material,0.020000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,CLAI-II-IC-K,Raw Material,0.020000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,MATS-MCM100-X,Raw Material,0.020000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,VITA-B3PC-X,Raw Material,0.050000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,LAN-99-X,Raw Material,0.050000,,MY-MLNCN2-W/M-LNCN-BULK,,
MY-MLNCN2-W/M-LNCN-BULK,M-LNCN-BULK/Reference 7,M-LNCN-BULK,PROP-PGESK-X,Raw Material,0.020000,,MY-MLNCN2-W/M-LNCN-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,LAR-SF30-BULK,Intermediate,0.000810,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,ACTI-ADNL-X,Raw Material,0.001000,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,ACTI-AFEW-X,Raw Material,0.001000,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,EXTR-SILVBG30-X,Raw Material,0.010000,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,EDT-B--K,Raw Material,0.002000,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,ALAN--AK-K,Raw Material,0.002000,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,HUM-RG26LQSG-X,Raw Material,0.001000,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,PR-ZPRDL-X,Raw Material,0.010000,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,HUM-GLU20-X,Raw Material,0.020000,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,PENG-PHC-X,Raw Material,0.007500,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,VITA-B3PC-X,Raw Material,0.050000,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,GLYC--ECOS-K,Raw Material,0.001250,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,BIO-HYAL-BIL,Raw Material,0.000500,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,KELT-CG-X,Raw Material,0.000010,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,ACTI-SDMSP-X,Raw Material,0.000150,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,SRM-RWSPTE-BULK/Reference 5,SRM-RWSPTE-BULK,ACTI-ALARB-X,Raw Material,0.000010,,SRM-RWSPTEN4-W/SRM-RWSPTE-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,GARA-RFS-X,Raw Material,0.009000,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,PENG-ISCGPHG-X,Raw Material,0.010000,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,TRI--DOW-K,Raw Material,0.007000,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,CARB-UT20-X,Raw Material,0.007000,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,PARF-OSLF-SP119881-X,Raw Material,0.001500,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,ASAM-A-CAAH-K,Raw Material,0.002500,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,VITA-B3PC-X,Raw Material,0.001000,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,EXTR-LCRG-X,Raw Material,0.000100,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,MEDI-MDL-MGS,Raw Material,0.030000,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,CUTI---K,Raw Material,0.015000,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,SURF-CPKOD-X,Raw Material,0.020000,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,SURF-213K-X,Raw Material,0.030000,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,SURF-DIAK-X,Raw Material,0.030000,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,TEXA---K,Raw Material,0.060000,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,TEGO-L7-1--K,Raw Material,0.070000,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
MY-FWLMGWN2-W/FW-LMGW-BULK,FW-LMGW-BULK/Normal (odoo ref 18),FW-LMGW-BULK,GLYC--ECOS-K,Raw Material,0.030000,,MY-FWLMGWN2-W/FW-LMGW-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,WARN-RED3ASTDMS-BULK,Intermediate,0.009300,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,WARN-YLW3AS-X,Raw Material,0.010450,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,POWD-GHDS-X,Raw Material,0.089310,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,PARF-AMSKLG-X,Raw Material,0.000100,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,SERI-SERFHS-X,Raw Material,0.070000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,POWD-TGDS-X,Raw Material,0.213570,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,TIT-CR50HD-X,Raw Material,0.100000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,SERI-C-SI013S200-K,Raw Material,0.203730,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,WARN-TETDMS-BULK,Intermediate,0.005440,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,SUNP-170-X,Raw Material,0.030000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,POLY-M-MP27-K,Raw Material,0.030000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,MICA-FHSMLP-X,Raw Material,0.050000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,ZINC-POWBM-X,Raw Material,0.060000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,SQUA-AMYR-X,Raw Material,0.050000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,COSM-168ARV-X,Raw Material,0.005000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,SNSP-SIH51-X,Raw Material,0.020000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,SILI-DC21-,Raw Material,0.020000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,COVB-LH8-,Raw Material,0.020000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,ACTI-VEAC-X,Raw Material,0.000100,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,EXTR-DB-,Raw Material,0.001000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,PEN-SENSC50-X,Raw Material,0.004000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,POWD-MDMS-,Raw Material,0.170000,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,TIT-CR50HD-X,Raw Material,0.060000,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,WARN-BLCK3AS-X,Raw Material,0.000870,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,SERI-TAS-KSP-X,Raw Material,0.350000,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,WARN-A407-X,Raw Material,0.003610,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,POLY-M-MP27-K,Raw Material,0.020000,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,ASO--KB-K,Raw Material,0.050000,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,EMO-BSLDMZ-X,Raw Material,0.019000,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,WARN-A450TDMS-BULK,Intermediate,0.007900,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,COSM-222--K,Raw Material,0.040000,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,LAR-LICODDC-BULK,Intermediate,0.045000,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,POWD-TDMS-,Raw Material,0.213630,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,PARF-AMSKLG-X,Raw Material,0.000400,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,VITA-DL E-MS,Raw Material,0.000100,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,SILD--SI5H52D-K,Raw Material,0.007500,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
TC-RR3LLF03-W/TC-R3LLF03-BULK,TC-R3LLF03-BULK/Reference 51,TC-R3LLF03-BULK,PEN-SENSC50-X,Raw Material,0.004000,,TC-RR3LLF03-W/TC-R3LLF03-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,PENG-STPHL-X,Raw Material,0.015000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,ABIL-WE09-X,Raw Material,0.025000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,ZINC-10PL-X,Raw Material,0.120000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,FUCO-15PSLB-X,Raw Material,0.030000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,GARA-RFS-X,Raw Material,0.010000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,HALL-BHB-X,Raw Material,0.075000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,BENT-BGVS5PC-X,Raw Material,0.082000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,MATS-MCM100-X,Raw Material,0.010000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,SUNS-PTX-X,Raw Material,0.015000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,ACTI-RYKA-X,Raw Material,0.005000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,EXTR-PONG-X,Raw Material,0.010000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,ACTI-RBN-X,Raw Material,0.005000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,MOIS-PTVT-X,Raw Material,0.010000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,SILI-BELEG5-X,Raw Material,0.090000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,SILI-FZ3196-X,Raw Material,0.135000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,ACTI-RCLRP-X,Raw Material,0.005000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,POWD-9701-,Raw Material,0.005000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,OLIV-900BT-X,Raw Material,0.004000,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
SS-DUVSDEN2-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/Reference 4,SS-DUVSDE-BULK,EDT-DSLV-X,Raw Material,0.000500,,SS-DUVSDEN2-L/SS-DUVSDE-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,WARN-RED3ASTDMS-BULK,Intermediate,0.009300,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,WARN-YLW3AS-X,Raw Material,0.010450,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,POWD-GHDS-X,Raw Material,0.089310,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,PARF-AMSKLG-X,Raw Material,0.000100,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,SERI-SERFHS-X,Raw Material,0.070000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,POWD-TGDS-X,Raw Material,0.213570,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,TIT-CR50HD-X,Raw Material,0.100000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,SERI-C-SI013S200-K,Raw Material,0.203730,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,WARN-TETDMS-BULK,Intermediate,0.005440,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,SUNP-170-X,Raw Material,0.030000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,POLY-M-MP27-K,Raw Material,0.030000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,MICA-FHSMLP-X,Raw Material,0.050000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,ZINC-POWBM-X,Raw Material,0.060000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,SQUA-AMYR-X,Raw Material,0.050000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,COSM-168ARV-X,Raw Material,0.005000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,SNSP-SIH51-X,Raw Material,0.020000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,SILI-DC21-,Raw Material,0.020000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,TC-RPC03-MO12G/TC-PC03-BULK,,
TC-RPC03-MO12G/TC-PC03-BULK,TC-PC03-BULK/FS.RND.M0078.00,TC-PC03-BULK,COVB-LH8-,Raw Material,0.020000,,TC-RPC03-MO12G/TC-PC03-BULK,,
