"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/Material Type","BoM Lines/Quantity"
"","","POWD-HTTS-X","Raw Material","22.0"
"","","PENG-PNX-X","Raw Material","0.8"
"","","MC3-300-SF","Raw Material","1.0"
"","","COSM-168ARV-X","Raw Material","0.7"
"","","WARN-CLOGB--K","Raw Material","11.0"
"","","WARN-CY--K","Raw Material","2.0"
"","","WARN-CCCLOC--K","Raw Material","13.0"
"ES-CLPNB-04-BULK","FPS.RND.W163.00","PENG-PNX-X","Raw Material","0.8"
"","","WARN-YLW3AS-X","Raw Material","0.8"
"","","WARN-TE--PBULK","Intermediate","2.5"
"","","POWD-HTTS-X","Raw Material","15.0"
"","","COVB-LH8-","Raw Material","2.0"
"","","ZINC-M-KJZ10-K","Raw Material","2.0"
"","","SERI-OT2SFSE-","Raw Material","30.7"
"","","WARN-C335138--K","Raw Material","12.5"
"","","WARN-RED3AS-X","Raw Material","1.0"
"","","WARN-GZ0075-X","Raw Material","1.5"
"","","WARN-BLCK-X","Raw Material","1.2"
"","","WARN-TOA403-KF","Raw Material","18.0"
"","","POWD-H53-X","Raw Material","2.0"
"","","HAIM-DIS-X","Raw Material","5.0"
"","","NT---K","Raw Material","3.0"
"","","ORGA-EXD-ARK","Raw Material","2.0"
"ES-CLPPB-02-BULK","FPS.RND.W165.00","WARN-GZ0075-X","Raw Material","0.01"
"","","WARN-YLW3AS-X","Raw Material","0.35"
"","","TITA-C-STCR5-K","Raw Material","0.15"
"","","HAIM-DIS-X","Raw Material","5.0"
"","","NT---K","Raw Material","3.0"
"","","ORGA-EXD-ARK","Raw Material","2.0"
"","","POWD-H53-X","Raw Material","2.0"
"","","WARN-RED3AS-X","Raw Material","0.27"
"","","POWD-HTTS-X","Raw Material","30.0"
"","","PENG-PNX-X","Raw Material","0.8"
"","","SERI-OT2SFSE-","Raw Material","52.42"
"","","COVB-LH8-","Raw Material","2.0"
"","","ZINC-M-KJZ10-K","Raw Material","2.0"
"ES-CLPPB-04-BULK","FPS.RND.W167.00","SERI-OT2SFSE-","Raw Material","44.28"
"","","PENG-PNX-X","Raw Material","0.8"
"","","POWD-HTTS-X","Raw Material","15.0"
"","","ORGA-EXD-ARK","Raw Material","2.0"
"","","POWD-H53-X","Raw Material","2.0"
"","","COVB-LH8-","Raw Material","2.0"
"","","ZINC-M-KJZ10-K","Raw Material","2.0"
"","","WARN-GZ0075-X","Raw Material","5.0"
"","","WARN-C338--K","Raw Material","2.52"
"","","HAIM-DIS-X","Raw Material","5.0"
"","","NT---K","Raw Material","3.0"
"","","WARN-TOA403-KF","Raw Material","3.7"
"","","WARN-C19011-R7CL-K","Raw Material","4.0"
"","","WARN-C335138--K","Raw Material","7.5"
"","","WARN-TE--PBULK","Intermediate","1.2"
"ES-CLPWP-03-BULK","FPS.RND.W170.00","HAIM-DIS-X","Raw Material","5.0"
"","","NT---K","Raw Material","3.0"
"","","PENG-PNX-X","Raw Material","0.8"
"","","ORGA-EXD-ARK","Raw Material","2.0"
"","","POWD-H53-X","Raw Material","2.0"
"","","COVB-LH8-","Raw Material","2.0"
"","","POWD-HTTS-X","Raw Material","15.0"
"","","ZINC-M-KJZ10-K","Raw Material","2.0"
"","","SERI-OT2SFSE-","Raw Material","44.618"
"","","WARN-YLW3AS-X","Raw Material","4.0"
"","","WARN-S12RR5161--K","Raw Material","8.0"
"","","WARN-RED3AS-X","Raw Material","9.0"
"","","WARN-GZ0075-X","Raw Material","0.525"
"","","WARN-C335138--K","Raw Material","1.557"
"","","WARN-ABIO-X","Raw Material","0.5"
"ES-CLPWP-04-BULK","FPS.RND.W171.00","PENG-PNX-X","Raw Material","0.8"
"","","ZINC-M-KJZ10-K","Raw Material","2.0"
"","","SERI-OT2SFSE-","Raw Material","51.35"
"","","POWD-HTTS-X","Raw Material","15.0"
"","","POWD-H53-X","Raw Material","2.0"
"","","COVB-LH8-","Raw Material","2.0"
"","","ORGA-EXD-ARK","Raw Material","2.0"
"","","NT---K","Raw Material","3.0"
"","","HAIM-DIS-X","Raw Material","5.0"
"","","WARN-TOA403-KF","Raw Material","3.0"
"","","WARN-GZ0075-X","Raw Material","1.0"
"","","WARN-RED3AS-X","Raw Material","5.45"
"","","WARN-C335138--K","Raw Material","4.0"
"","","WARN-ABIO-X","Raw Material","0.9"
"","","WARN-YLW3AS-X","Raw Material","2.5"
"FA-CLFMDHCP-BULK","FPS.RND.W173.00","NT---K","Raw Material","7.5"
"","","SERI-C-SI013S200-K","Raw Material","25.0"
"","","WARN-CSW-9000S-K","Raw Material","24.4"
"","","WARN-CLOG222--K","Raw Material","6.0"
"","","ZINC-M-KJZ10-K","Raw Material","6.0"
"","","COSM-222--K","Raw Material","6.3"
"","","PENG-PNX-X","Raw Material","0.8"
"","","SILI-2005-DC-K","Raw Material","2.0"
"","","TALK-C-STJADAITO-K","Raw Material","11.5"
"","","SFTC-CC60-X","Raw Material","1.0"
"","","MC3-300-SF","Raw Material","2.0"
"","","WARN-GT0600--K","Raw Material","6.5"
"","","WARN-S12YL--K","Raw Material","1.0"
"CUS-CLPGCH-BULK","FPS.RND.W174.00","EMUL-KF68-X","Raw Material","2.0"
"","","PWD-SYS-X","Raw Material","3.5"
"","","SILI-KFFA-X","Raw Material","3.5"
"","","SILI-1202-","Raw Material","6.45"
"","","ALAN--AK-K","Raw Material","0.1"
"","","UVIN-MC80-BASF","Raw Material","6.5"
"","","PENG-SYM68-X","Raw Material","0.2"
"","","SILI-KP5P-X","Raw Material","0.2"
"","","TIT-T85-X","Raw Material","2.0"
"","","ACTM-CTLA-X","Raw Material","0.05"
"","","EDT-B--K","Raw Material","0.1"
"","","TITA-CROTS-X","Raw Material","7.8"
"","","BUTY--DAI1,3","Raw Material","3.0"
"","","EMUL-KF6017-X","Raw Material","0.7"
"","","SILI-556-DC-K","Raw Material","3.0"
"","","CRO1-GTCC-","Raw Material","3.0"
"","","WARN-RED3AS-X","Raw Material","0.65"
"","","WARN-BLCK3AS-X","Raw Material","0.3"
"","","WARN-YLW3AS-X","Raw Material","3.25"
"","","AIR-RO--L","Raw Material","30.0"
"","","MOIS-TR100-X","Raw Material","1.0"
"","","BENT-BGVS5PC-X","Raw Material","9.0"
"","","SUNS-PEHS-X","Raw Material","2.5"
"","","SILI-D9SEB-X","Raw Material","2.5"
"","","SILI-BDP-X","Raw Material","5.0"
"","","PEN-PRSVPE-X","Raw Material","0.8"
"","","SILI-BEL803-X","Raw Material","1.0"
"","","THIC-RMGSO4-X","Raw Material","1.0"
"","","STEA-DSP300-X","Raw Material","0.5"
"","","PEN-SENSC50-X","Raw Material","0.4"
"M-PSLG-BULK","FPS.RND.M58.00","TOSP-2000B-X","Raw Material","0.4"
"","","SILI-556-DC-K","Raw Material","1.25"
"","","AIR-RO--L","Raw Material","62.98"
"","","OIL-OJJBIII-X","Raw Material","3.0"
"","","UVIN-MC80-BASF","Raw Material","7.5"
"","","PARS-5000-DSM","Raw Material","2.5"
"","","ARLA-165--K","Raw Material","2.0"
"","","CLAI-II-IC-K","Raw Material","2.0"
"","","PROP-PPGULD-X","Raw Material","2.0"
"","","CETY---K","Raw Material","1.5"
"","","SILI-2005-DC-K","Raw Material","1.0"
"","","ACTI-RYKA-X","Raw Material","0.5"
"","","PEN-PRSVPE-X","Raw Material","0.8"
"","","SMG-S600-X","Raw Material","1.0"
"","","PARS-1789-","Raw Material","1.0"
"","","STEA-A-EST05M","Raw Material","1.0"
"","","EXTR-GS-","Raw Material","0.5"
"","","PANT--DL-K","Raw Material","0.5"
"","","EKS-GTLE-X","Raw Material","0.5"
"","","KOH--PH-K","Raw Material","0.02"
"","","VITA-DL E-MS","Raw Material","0.1"
"","","EDT-B--K","Raw Material","0.1"
"","","SILI-SFE-GE","Raw Material","0.5"
"","","ALAN--AK-K","Raw Material","0.1"
"","","TITA-CROTS-X","Raw Material","0.15"
"","","XANT---K","Raw Material","0.1"
"","","VITA-B3PC-X","Raw Material","5.0"
"","","WARN-TMRSR-MO","Raw Material","2.0"
"SRM-NS-BULK","FPS.RND.V04.00","MOIS-TR100-X","Raw Material","1.0"
"","","GLUZ-GLUZ-","Raw Material","1.0"
"","","MOIS-RHH15P-X","Raw Material","2.0"
"","","GLYC--ECOS-K","Raw Material","3.0"
"","","AIR-RO--L","Raw Material","74.18"
"","","HUM-GLU20-X","Raw Material","5.0"
"","","VITA-B3PC-X","Raw Material","10.0"
"","","ACTI-MEBSA-X","Raw Material","1.0"
"","","AMP-95--K","Raw Material","0.12"
"","","PR-ZPRDL-X","Raw Material","1.0"
"","","PENG-PHC-X","Raw Material","0.8"
"","","EDT-B--K","Raw Material","0.1"
"","","ALAN--AK-K","Raw Material","0.2"
"","","THIC-VZNFC-X","Raw Material","0.55"
"","","BIO-HYAL-BIL","Raw Material","0.05"
"MASK-EXPMM-BULK","FPS.RND.W159.01","WARN-UTB990-X","Raw Material","6.0"
"","","BHT-CRTL-X","Raw Material","0.2"
"","","VITA-DL E-MS","Raw Material","0.3"
"","","BUTY--DAI1,3","Raw Material","1.0"
"","","SILI-DCF-ID-X","Raw Material","9.5"
"","","WAX-CDL204--X","Raw Material","3.7"
"","","SILI-DC749--X","Raw Material","14.5"
"","","BENT-BGISDV-X","Raw Material","48.1"
"","","WAX-SBWX--X","Raw Material","2.3"
"","","AIR-RO--L","Raw Material","1.0"
"","","SILI-556-DC-K","Raw Material","3.0"
"","","THIC-NDXTP-X","Raw Material","3.5"
"","","SILI-345-DC-K","Raw Material","2.0"
"","","WAX-KWK62--X","Raw Material","1.0"
"","","PURO-IDD-X","Raw Material","1.0"
"","","ABIL-EM90-X","Raw Material","0.8"
"","","PENG-IPEG-X","Raw Material","0.5"
"","","SILC-SP500LS-X","Raw Material","0.5"
"","","OIL-ARG-X","Raw Material","0.5"
"","","WARN-UB902-X","Raw Material","0.6"
"HBW-BW-BULK","FPS.RND.B04.05","SAMP-TCAB35-X","Raw Material","3.0"
"","","SAMP-EC702C-X","Raw Material","4.5"
"","","MYRI-SOCI-X","Raw Material","4.0"
"","","AIR-RO--L","Raw Material","56.42"
"","","AQUA---K","Raw Material","5.0"
"","","GLYC--ECOS-K","Raw Material","7.0"
"","","LAUR-99CRC-X","Raw Material","8.0"
"","","PARF-CRMOD-X","Raw Material","2.0"
"","","KOH--PH-K","Raw Material","3.69"
"","","PENG-GL-LON","Raw Material","0.6"
"","","GARA-RFS-X","Raw Material","0.75"
"","","EM-E3201M-X","Raw Material","2.0"
"","","EXTR-PEPGLYE-X","Raw Material","0.5"
"","","EDT-DSLV-X","Raw Material","0.03"
"","","STEA-A-EST05M","Raw Material","0.5"
"","","ACTI-CBSS-AM","Raw Material","0.01"
"","","SAMP-CPKOD-X","Raw Material","2.0"
"SRM-SC-BULK","FPS.RND.V06.00","FUCO-15PSLB-X","Raw Material","3.0"
"","","AIR-RO--L","Raw Material","68.4"
"","","GLYC--ECOS-K","Raw Material","10.0"
"","","SQUA-AMYR-X","Raw Material","5.0"
"","","EDT-B--K","Raw Material","0.1"
"","","MOIS-PTVT-X","Raw Material","1.0"
"","","LAR-KOH30%-BULK","Intermediate","0.63"
"","","PENG-PHC-X","Raw Material","0.8"
"","","ALAN--AK-K","Raw Material","0.2"
"","","PANT--DL-K","Raw Material","0.5"
"","","EMUL-PMLEZU-X","Raw Material","0.35"
"","","MOIS-TR100-X","Raw Material","2.0"
"","","SAMP-DPST-X","Raw Material","0.02"
"","","SAMP-ACE06-X","Raw Material","1.0"
"","","EMU-PCLL-X","Raw Material","2.0"
"","","BUTY--DAI1,3","Raw Material","2.0"
"","","EMU-TEGE-","Raw Material","1.0"
"","","DRYF-PC-X","Raw Material","2.0"
"CM-WSOG-BULK","FPS.RND.W109.06","EMU-GLY767LS-X","Raw Material","4.0"
"","","AIR-RO--L","Raw Material","85.69"
"","","PANT--DL-K","Raw Material","0.2"
"","","MOIS-XYL-X","Raw Material","0.3"
"","","OIL-OLV300-X","Raw Material","2.0"
"","","ALAN--AK-K","Raw Material","0.2"
"","","EMUL-DERMSOLP-","Raw Material","0.2"
"","","PR-ZPRDL-X","Raw Material","1.5"
"","","PROP-PGESK-X","Raw Material","0.8"
"","","GLYC--ECOS-K","Raw Material","1.5"
"","","MOIS-RHH15P-X","Raw Material","1.0"
"","","MOIS-RQPO260-X","Raw Material","0.8"
"","","AHA-FRBBCR-X","Raw Material","0.01"
"","","ACTI-AFEW-X","Raw Material","0.01"
"","","SAMP-GLDTE-X","Raw Material","0.01"
"","","SAMP-SPFLFC2-X","Raw Material","0.03"
"","","CARB-UT21P-X","Raw Material","0.35"
"","","PENG-PHC-X","Raw Material","0.8"
"","","TRI--DOW-K","Raw Material","0.35"
"","","EDT-B--K","Raw Material","0.05"
"","","SAMP-STPDS-X","Raw Material","0.2"
"MASK-EXPMM-BULK","FPS.RND.W159.02","WARN-UB902-X","Raw Material","0.6"
"","","WAX-SBWX--X","Raw Material","2.3"
"","","SILI-556-DC-K","Raw Material","3.0"
"","","THIC-NDXTP-X","Raw Material","3.5"
"","","WARN-UTB990-X","Raw Material","6.0"
"","","SILI-DC749--X","Raw Material","14.5"
"","","BENT-BGISDV-X","Raw Material","48.1"
"","","SILI-DCF-ID-X","Raw Material","9.5"
"","","OIL-ARG-X","Raw Material","0.5"
"","","SILC-SP500LS-X","Raw Material","0.5"
"","","VITA-DL E-MS","Raw Material","0.3"
"","","BUTY--DAI1,3","Raw Material","1.0"
"","","BHT-CRTL-X","Raw Material","0.2"
"","","WAX-CDL204--X","Raw Material","3.7"
"","","ABIL-EM90-X","Raw Material","0.8"
"","","AIR-RO--L","Raw Material","1.0"
"","","PURO-IDD-X","Raw Material","1.0"
"","","WAX-KWK62--X","Raw Material","1.0"
"","","SILI-345-DC-K","Raw Material","2.0"
"","","PENG-IPEG-X","Raw Material","0.5"
"FA-IPLGH01-BULK","FPS.RND.W175.00","WARN-CCCLOC--K","Raw Material","2.31507"
"","","SILI-SFE-GE","Raw Material","10.0"
"","","AIR-RO--L","Raw Material","50.355"
"","","WARN-CSW-9000S-K","Raw Material","3.56164"
"","","WARN-FW108S-X","Raw Material","3.56164"
"","","SILI-1202-","Raw Material","5.0"
"","","SQUA-PRT-X","Raw Material","1.937"
"","","IPM-CRDSG-X","Raw Material","3.29"
"","","SILI-D5225F-X","Raw Material","6.0"
"","","ASO--KB-K","Raw Material","1.5"
"","","WAX-CTHRP-X","Raw Material","1.3"
"","","BUTY--DAI1,3","Raw Material","1.5"
"","","WARN-C811RD-X","Raw Material","3.56164"
"","","IPM-CRDSG-X","Raw Material","1.0"
"","","GARA-RFS-X","Raw Material","1.0"
"","","SILI-1540-GE","Raw Material","2.5"
"","","ALAN--AK-K","Raw Material","0.1"
"","","PEN-PRSVPE-X","Raw Material","0.8"
"","","CRLL-4-C-K","Raw Material","0.6"
"","","PARF-AMSKLG-X","Raw Material","0.025"
"","","OIL-OJJBIII-X","Raw Material","0.063"
"","","ACTI-ECTC-X","Raw Material","0.03"
"CUS-CLPGCH-BULK","FPS.RND.W174.01","SILI-556-DC-K","Raw Material","3.0"
"","","PEN-PRSVPE-X","Raw Material","0.8"
"","","CRO1-GTCC-","Raw Material","3.0"
"","","PWD-SYS-X","Raw Material","3.5"
"","","SILI-KFFA-X","Raw Material","3.5"
"","","BUTY--DAI1,3","Raw Material","3.0"
"","","SILI-KP5P-X","Raw Material","0.2"
"","","PEN-SENSC50-X","Raw Material","0.4"
"","","PENG-SYM68-X","Raw Material","0.2"
"","","TIT-T85-X","Raw Material","2.0"
"","","ACTM-CTLA-X","Raw Material","0.05"
"","","ALAN--AK-K","Raw Material","0.1"
"","","EDT-B--K","Raw Material","0.1"
"","","TITA-CROTS-X","Raw Material","7.4295"
"","","EMUL-KF6017-X","Raw Material","0.85"
"","","WARN-YLW3AS-X","Raw Material","3.5147"
"","","WARN-BLCK3AS-X","Raw Material","0.3923"
"","","WARN-RED3AS-X","Raw Material","0.876"
"","","THIC-RMGSO4-X","Raw Material","1.0"
"","","SILI-D9SEB-X","Raw Material","2.5"
"","","STEA-DSP300-X","Raw Material","0.5"
"","","SILI-1202-","Raw Material","8.0875"
"","","AIR-RO--L","Raw Material","33.0"
"","","SILI-BEL803-X","Raw Material","1.0"
"","","UVIN-MC80-BASF","Raw Material","6.5"
"","","EMUL-KF68-X","Raw Material","2.0"
"","","SUNS-PEHS-X","Raw Material","2.5"
"","","MOIS-TR100-X","Raw Material","1.0"
"","","BENT-BGVS5PC-X","Raw Material","9.0"
"ES-CLPNB-01-BULK","FPS.RND.W160.01","WARN-TOA403-KF","Raw Material","0.1"
"","","WARN-CLOGB--K","Raw Material","1.0"
"","","WARN-S12YL--K","Raw Material","1.3"
"","","TALC-OSBRTPD-X","Raw Material","32.3"
"","","COSM-222--K","Raw Material","5.0"
"","","ZINC-STW-X","Raw Material","5.0"
"","","WARN-GT0600--K","Raw Material","7.5"
"","","SAMP-MCSLKDB-X","Raw Material","5.0"
"","","WARN-CLOG222--K","Raw Material","12.0"
"","","CRO1-GTCC-","Raw Material","15.0"
"","","WARN-CSW-9000S-K","Raw Material","15.0"
"","","PENG-PNX-X","Raw Material","0.8"
"ES-CLPWP-02-BULK","FPS.RND.W169.01","COSM-222--K","Raw Material","5.0"
"","","WARN-S12RR5161--K","Raw Material","0.22"
"","","TALC-OSBRTPD-X","Raw Material","4.48"
"","","SAMP-MCSLKDB-X","Raw Material","5.0"
"","","WARN-TNAB--K","Raw Material","5.0"
"","","ZINC-STW-X","Raw Material","5.0"
"","","CRO1-GTCC-","Raw Material","15.0"
"","","WARN-9000-","Raw Material","3.0"
"","","WARN-CLOGB--K","Raw Material","3.0"
"","","WARN-CCCLOC--K","Raw Material","2.0"
"","","WARN-GT0600--K","Raw Material","1.0"
"","","WARN-CSW-9000S-K","Raw Material","5.0"
"","","PENG-PNX-X","Raw Material","0.8"
"","","WARN-CLOG222--K","Raw Material","45.5"
"ES-CLPPB-01-BULK","FPS.RND.W164.01","MC3-300-SF","Raw Material","1.0"
"","","EUTA-G-X","Raw Material","3.5"
"","","PENG-PNX-X","Raw Material","0.8"
"","","ZINC-STW-X","Raw Material","2.5"
"","","SILI-2005-DC-K","Raw Material","5.5"
"","","POWD-HTTS-X","Raw Material","22.0"
"","","POWD-GH52-X","Raw Material","39.55"
"","","COSM-168ARV-X","Raw Material","0.7"
"","","TITA-C-STCR5-K","Raw Material","3.8"
"","","WARN-S12YL--K","Raw Material","0.15"
"","","WARN-RED3AS-X","Raw Material","0.5"
"","","WARN-GT0600--K","Raw Material","8.0"
"","","WARN-CSW-9000S-K","Raw Material","12.0"
"ES-CLPWP-01-BULK","FPS.RND.W168.01","NT---K","Raw Material","3.0"
"","","PENG-PNX-X","Raw Material","0.8"
"","","ORGA-EXD-ARK","Raw Material","2.0"
"","","WARN-S12RR5161--K","Raw Material","5.0"
"","","SERI-OT2SFSE-","Raw Material","33.03"
"","","WARN-S12YL--K","Raw Material","26.0"
"","","POWD-HTTS-X","Raw Material","15.0"
"","","POWD-H53-X","Raw Material","2.0"
"","","COVB-LH8-","Raw Material","2.0"
"","","ZINC-M-KJZ10-K","Raw Material","2.0"
"","","WARN-FW108S-X","Raw Material","3.17"
"","","HAIM-DIS-X","Raw Material","5.0"
"","","WARN-TOA403-KF","Raw Material","1.0"
"L-EVLCR1-BULK","FPS.RND.W178.00","PARF-VMR-X","Raw Material","0.05"
"","","TITA-OTS2CR50-","Raw Material","3.365"
"","","VCIP---K","Raw Material","0.05"
"","","WARN-C19012-DCR6-K","Raw Material","1.55"
"","","WARN-C338--K","Raw Material","2.92"
"","","VITA-DL E-MS","Raw Material","0.05"
"","","WARN-ABIO-X","Raw Material","0.72"
"","","WARN-C19011-R7CL-K","Raw Material","1.013"
"","","EKS-HLE-X","Raw Material","0.05"
"","","SILS-034-X","Raw Material","4.12"
"","","PEN-SENSC50-X","Raw Material","0.4"
"","","WAX-SBWX--X","Raw Material","2.0"
"","","SILI-BEL803-X","Raw Material","4.0"
"","","SILC-MKOL-X","Raw Material","5.6"
"","","HAIM-DIS-X","Raw Material","6.0"
"","","PEN-PRSVPE-X","Raw Material","0.8"
"","","SILI-AXU3-X","Raw Material","2.0"
"","","SILI-DC-PSFCS-X","Raw Material","8.0"
"","","BENT-BGVS5PC-X","Raw Material","11.0"
"","","STEA-DSP300-X","Raw Material","0.5"
"","","PURO-IDD-X","Raw Material","29.812"
"","","BENT-BGISDV-X","Raw Material","16.0"
"POM-BHPW-BULK","FPS.RND.K20.01","EMUL-DERMSOLP-","Raw Material","1.0"
"","","MENT-FRGHS-X","Raw Material","0.2"
"","","EXTR-PEPGLYE-X","Raw Material","0.2"
"","","SAMP-BSGMLN-X","Raw Material","0.5"
"","","THIC-LVK90-X","Raw Material","0.75"
"","","SILI-556-DC-K","Raw Material","0.5"
"","","PROP-PGESK-X","Raw Material","1.0"
"","","AIR-RO--L","Raw Material","70.05"
"","","SAMP-EMLGNB25-X","Raw Material","22.5"
"","","GLYC--ECOS-K","Raw Material","2.0"
"","","VITA-DL E-MS","Raw Material","0.1"
"","","EDT-B--K","Raw Material","0.1"
"","","PENG-PHC-X","Raw Material","1.0"
"","","ALAN--AK-K","Raw Material","0.1"
"FA-IPLGH02-BULK","FPS.RND.W183.00","AIR-RO--L","Raw Material","50.355"
"","","SILI-SFE-GE","Raw Material","10.0"
"","","SILI-D5225F-X","Raw Material","6.0"
"","","SILI-1540-GE","Raw Material","2.5"
"","","SQUA-PRT-X","Raw Material","1.937"
"","","ALAN--AK-K","Raw Material","0.1"
"","","IPM-CRDSG-X","Raw Material","1.0"
"","","WAX-CTHRP-X","Raw Material","1.3"
"","","GARA-RFS-X","Raw Material","1.0"
"","","SILI-1202-","Raw Material","5.0"
"","","PEN-PRSVPE-X","Raw Material","0.8"
"","","BUTY--DAI1,3","Raw Material","1.5"
"","","CRLL-4-C-K","Raw Material","0.6"
"","","IPM-CRDSG-X","Raw Material","3.29"
"","","ASO--KB-K","Raw Material","1.5"
"","","WARN-IRGLS-X","Raw Material","5.41667"
"","","WARN-CLOG222--K","Raw Material","0.54167"
"","","WARN-CLOGB--K","Raw Material","0.54167"
"","","WARN-CSW-9000S-K","Raw Material","5.95833"
"","","WARN-CCCLOC--K","Raw Material","0.54167"
"","","ACTI-ECTC-X","Raw Material","0.03"
"","","PARF-AMSKLG-X","Raw Material","0.025"
"","","OIL-OJJBIII-X","Raw Material","0.063"
"FW-FW-BULK","FPS.RND.G07.00","MYRI-MYTM-X","Raw Material","22.5"
"","","GLYC--ECOS-K","Raw Material","27.0"
"","","AIR-RO--L","Raw Material","16.844"
"","","PROP-PGESK-X","Raw Material","9.0"
"","","OIL-OLV300-X","Raw Material","1.0"
"","","KOH--PH-K","Raw Material","7.63"
"","","LAUR-A9912-X","Raw Material","3.0"
"","","STEA-A-EST05M","Raw Material","7.0"
"","","EMUL-PLUP-X","Raw Material","1.0"
"","","EMUL-GMSNSE-X","Raw Material","3.0"
"","","VITA-B3PC-X","Raw Material","0.3"
"","","SAMP-PCGD2SG-X","Raw Material","0.7"
"","","ALAN--AK-K","Raw Material","0.1"
"","","STAY--DSMR-K","Raw Material","0.001"
"","","ACTI-VEAC-X","Raw Material","0.05"
"","","EXTR-LCRG-X","Raw Material","0.1"
"","","EDT-B--K","Raw Material","0.05"
"","","SAMP-PCHPS-X","Raw Material","0.05"
"","","BENE-K200-X","Raw Material","0.075"
"","","PEN-PRSVPE-X","Raw Material","0.6"
"FT-GT-BULK","FPS.RND.V07.00","GLYC--ECOS-K","Raw Material","1.8"
"","","AIR-RO--L","Raw Material","89.19"
"","","A-BGSA200-X","Raw Material","1.0"
"","","EDT-B--K","Raw Material","0.1"
"","","PENG-CLRP-X","Raw Material","0.1"
"","","BIO-HYAL-BIL","Raw Material","0.01"
"","","PEN-EUXK900-X","Raw Material","0.1"
"","","SAMP-TSCDHT-X","Raw Material","2.6"
"","","ALAN--AK-K","Raw Material","0.1"
"","","SAMP-GLDTE-X","Raw Material","5.0"
"REM-CO-BULK","FPS.RND.M57.01","SOLV-MFLMOD-X","Raw Material","30.0"
"","","EMU-EML-X","Raw Material","5.0"
"","","EMUL-TGI20-X","Raw Material","10.0"
"","","CRO1-GTCC-","Raw Material","15.0"
"","","PURO-IDD-X","Raw Material","15.0"
"","","VITA-DL E-MS","Raw Material","0.3"
"","","EXTR-DB-","Raw Material","0.5"
"","","ASAM-SCAD-X","Raw Material","0.05"
"","","ACTI-RYKA-X","Raw Material","0.1"
"","","ACTI-RBN-X","Raw Material","0.1"
"","","PARF-WYM1R-X","Raw Material","0.2"
"","","PEN-PRSVPE-X","Raw Material","0.3"
"","","BHT-CRTL-X","Raw Material","0.1"
"","","EMU-PS-","Raw Material","23.35"
"ES-CLPPB-03-BULK","FPS.RND.W166.01","WARN-GZ0075-X","Raw Material","1.0"
"","","WARN-RED3AS-X","Raw Material","2.2"
"","","WARN-TE--PBULK","Intermediate","0.5"
"","","TITA-C-STCR5-K","Raw Material","1.0"
"","","COVB-LH8-","Raw Material","2.0"
"","","PENG-PNX-X","Raw Material","0.8"
"","","WARN-FW108S-X","Raw Material","1.0"
"","","WARN-TOA403-KF","Raw Material","2.7"
"","","ZINC-M-KJZ10-K","Raw Material","2.0"
"","","ORGA-EXD-ARK","Raw Material","2.0"
"","","POWD-HTTS-X","Raw Material","15.0"
"","","SERI-OT2SFSE-","Raw Material","52.8"
"","","WARN-RK416-X","Raw Material","7.0"
"","","HAIM-DIS-X","Raw Material","5.0"
"","","NT---K","Raw Material","3.0"
"","","POWD-H53-X","Raw Material","2.0"
"POM-BHPM-BULK","FPS.RND.K22.00","AIR-RO--L","Raw Material","64.5225"
"","","SAMP-EMLGNB25-X","Raw Material","20.0"
"","","KAOL-JP100-X","Raw Material","5.0"
"","","PENG-PHC-X","Raw Material","1.0"
"","","SAMP-TWPNC-X","Raw Material","0.5"
"","","EMUL-DERMSOLP-","Raw Material","1.0"
