"Korporat Code","Component FG/Korporat Code","Component REFILL/Korporat Code"
"P-MP-EM","",""
"FW-MPC-EM","",""
"FT-MPBHA-EM","FT-MPBHA-BULK",""
"SRM-MPAOC-EM","SRM-MPAOC-BULK",""
"FT-PHASN2-EM","FT-PHASN2-BULK",""
"FT-RPHASN2-EM","FT-PHASN2-BULK",""
"FT-PHASN1-EM","FT-PHASN2-BULK",""
"FT-PHAS-EM50ML","FT-PHAS-BULK",""
"FW-RPHAS-EM","FW-RPHAS-BULK",""
"FW-PHAS-EM50ML","FW-PHAS-BULK",""
"M-PHAG-EM20ML","M-PHAG-BULK",""
"M-RPHAG-EM","M-RPHAG-BULK",""
"SRM-ASSE-EM10ML","SRM-ASSE-BULK",""
"SRM-RASSE-EM","SRM-RASSE-BULK",""
"M-MPNG-EM","M-MPNG-BULK",""
"LB-MFT01SQ-EM2.5GR","LCB-MFTSHQ-E04",""
"LB-MFT01SQAD-EM2.5GR","",""
"LB-MFT02LQ-EM2.5GR","LCB-MFTLQ-E10",""
"LB-MFT02LQAD-EM2.5GR","",""
"LB-MFT03PQ-EM2.5GR","LCB-MFTPQ-E08",""
"LB-MFT03PQAD-EM2.5GR","",""
"LB-MFT04SQ-EM2.5GR","LCB-MFTSMQ-E09",""
"LB-MFT04SQAD-EM2.5GR","",""
"LB-MFT05DQ-EM2.5GR","LCB-MFTDQ-E02",""
"LB-MFT05DQAD-EM2.5GR","",""
"LB-MFT06SQ-EM2.5GR","LCB-MFTSCQ-E05",""
"LB-MFT06SQAD-EM2.5GR","",""
"LB-MFT07IQ-EM2.5GR","LCB-MFTLCB07-ECSIQ",""
"LB-MFT08SQ-EM2.5GR","LCB-MFTLCB08-ECSSP",""
"LB-MFT09PQ-EM2.5GR","LCB-MFTLCB09-ECSPR",""
"LB-MFT10RQ-EM2.5GR","LCB-MFTLCB10-ECSRQ",""
"FW-NFSBSE-EM","FW-BS-BULK",""
"FW-NSBS-EM","FW-BS-BULK",""
"P-NSBSI-EM","",""
"P-NSBSE-EM","",""
"M-NSBSC-EM","M-BSC-BULK",""
"FW-NFSBSACNE15-EM","FW-BSACNE-BULK",""
"L-NFSCM01-EM","L-CM01-BULK",""
"L-NFSCM08-EM","L-CM08-BULK",""
"B-NFSDMCP01-EM","B-DMCP01-RP-EM4GR",""
"B-NFSDMCP02-EM","B-DMCP02-RP-EM4GR",""
"LT-NFSMP03-EM","LT-MPSM-BULK",""
"P-NSPH-EM","",""
"SRM-NFSMPAOC-EM","SRM-MPAOC-BULK",""
"P-NSPHI-EM","",""
"P-NSPHE-EM","",""
"SRM-NFSAN2-EM","SRM-AN1-BULK",""
"L-NFSNLCB-EM","L-NLCB-BULK",""
"L-NFSNLCC-EM","L-NLCC-BULK",""
"SS-NFSSBAT30-EM","SS-SBAT30-BULK",""
"P-NSBS-EM","",""
"P-NSTESCKE-EM","",""
"P-NSTESCKI-EM","",""
"NPOL-WB01TT-EM5ML","NPOL-WB01TTR0-X",""
"NPOL-WB02BR-EM5ML","NPOL-WB02BRR0-X",""
"NPOL-WB03MB-EM5ML","NPOL-WB03MBR0-X",""
"NPOL-WB04YT-EM5ML","NPOL-WB04YTR0-X",""
"NPOL-WB05WS-EM5ML","NPOL-WB05WSR0-X",""
"NPOL-WB06WC-EM5ML","NPOL-WB06WCR0-X",""
"NPOL-WB07TP-EM5ML","NPOL-WB07PCR0-X",""
"NPOL-WB08CFF-EM5ML","",""
"NPOL-WB09FC-EM5ML","NPOL-WB09FCR0-X",""
"NPOL-WB11LF-EM5ML","NPOL-WB11LFR0-X",""
"NPOL-WB12SK-EM5ML","NPOL-WB12SKR0-X",""
"NPOL-WB13GG-EM5ML","NPOL-WB13GGR0-X",""
"NPOL-WB14PS-EM5ML","NPOL-WB14PSR0-X",""
"NPOL-WB15SH-EM5ML","NPOL-WB15SHR0-X",""
"NPOL-WB16BD-EM5ML","NPOL-WB16BDR0-X",""
"NPOL-WB17WW-EM5ML","NPOL-WB17WWR0-X",""
"NPOL-WB18FC-EM5ML","NPOL-WB18FCR0-X",""
"NPOL-WB19DS-EM5ML","NPOL-WB19DSR0-X",""
"FW-AN1-EM","FW-AN1-BULK",""
"M-AN1-EM","M-AN1-BULK",""
"SRM-AN1-EM","SRM-AN1-BULK",""
"FT-AN1-EM","FT-AN1-BULK",""
"L-OSK01TMP-EM3.4GR","",""
"L-OSK02CR-EM3.4GR","",""
"L-OSK03PC-EM3.4GR","",""
"L-OSK04FP-EM3.4GR","",""
"L-OSK05CP-EM3.4GR","",""
"L-OSK06JJ-EM3.4GR","",""
"L-OSK07JB-EM3.4GR","L-E40-BULK",""
"L-OSK08FC-EM3.4GR","L-E37-BULK",""
"L-OSK09OS-EM3.4GR","L-EW0C49-BULK",""
"L-OSK10PB-EM3.4GR","L-EC2C30-BULK",""
"LB-STSPB-EM","LB-STSPB-BULK",""
"LB-STSPC-EM","LB-STSPC-BULK",""
"L-GPC1-EM3.8GR","",""
"L-GNF2-EM3.8GR","",""
"L-GPP3-EM3.8GR","",""
"L-GOS4-EM3.8GR","",""
"P-BB-EM","",""
"P-CL-EM","",""
"P-PMUK-EM","",""
"P-JS-EM","",""
"P-NATNP-EM","",""
"P-PP-EM","",""
"P-SP-EM","",""
"P-ST-EM","",""
"ES-PRPBS-EM3.3GR","ES-M-RP-W1,1GR",""
"","ES-W0N-03-RP-W1,1GR",""
"","ES-W1E-02-RP-W1,1GR",""
"ES-PRPBK-EM3.3GR","ES-PMEO-RP-W1,1GR",""
"","ES-PRPBK01-RP-EM1,1G",""
"","ES-W1G-01-RP-W1,1GR",""
"ES-PRPCB-EM3.3GR","ES-TQ-RP-W1,3GR",""
"","ES-W0I01RNFS1,3-W",""
"","ES-W0I02RNFS1,3-W",""
"ES-PRPFD-EM3.3GR","ES-W0N-03-RP-W1,1GR",""
"ES-PRPGI-EM3.3GR","ES-C-RP-W1,1GR",""
"","ES-W0L-02-RP-W1,1GR",""
"","ES-W1F-01-RP-W1,1GR",""
"ES-PRPNS-EM3.3GR","ES-BV-RP-W1,1GR",""
"","ES-W0I-01-RP-W1,1GR",""
"","ES-W1F-01-RP-W1,1GR",""
"ES-PRPPH-EM3.3GR","ES-PRPPH02-RP-EM1,1G",""
"","ES-PRPPH03-RP-EM1,1G",""
"","ES-W1D-02-RP-W1,1GR",""
"ES-PRPPG-EM3.3GR","ES-W0H01RNFS1,3-W",""
"","ES-W0R101RNFS1,-W",""
"ES-PRPRP-EM3.3GR","ES-PL-RP-W1,1GR",""
"","ES-W0H-03-RP-W1,1GR",""
"","ES-W1F-02-RP-W1,1GR",""
"L-NLCXCCREG-EM","L-NLCXCCREG-BULK",""
"L-NLCXCBREG-EM","L-NLCXCBREG-BULK",""
"L-NLCXCAREG-EM","L-NLCXCAREG-BULK",""
"L-NLCALE1-EM","L-NLCALE1-BULK",""
"L-NLCALE1REG-EM","L-NLCALE1REG-BULK",""
"L-NLCBLE2-EM","L-NLCBLE2-BULK",""
"L-NLCCLE3REG-EM","L-NLCCLE3REG-BULK",""
"L-NLCCLE3-EM","L-NLCCLE3-BULK",""
"L-NLCDLE4-EM","L-NLCDLE4-BULK",""
"L-NLCELE5-EM","L-NLCELE5-BULK",""
"L-NLCXCA-EM","L-NLCXCA-BULK",""
"L-NLCXCB-EM","L-NLCXCB-BULK",""
"L-NLCXCC-EM","L-NLCXCC-BULK",""
"L-RNLCC-EM","L-RNLCC-BULK",""
"L-NLCC-EM","L-NLCC-BULK",""
"L-RNLCB-EM","L-RNLCB-BULK",""
"L-NLCB-EM","L-NLCB-BULK",""
"L-RNLCD-EM","L-RNLCD-BULK",""
"L-NLCD-EM","L-NLCD-BULK",""
"L-RNLCA-EM","L-RNLCA-BULK",""
"L-NLCA-EM","L-NLCA-BULK",""
"L-NLCE-EM","L-NLCE-BULK",""
"L-RNLCE-EM","L-RNLCE-BULK",""
"PRM-PR-EM20ML","PRM-PR-BULK",""
"P-QBK01-EM","",""
"P-QBK02-EM","",""
"P-QBK03-EM","",""
"P-QBK04-EM","",""
"CUS-RBWM01-EM","CUSH-RBWMMC01L-E",""
"CUS-RBWM02-EM","CUSH-RBWMMC02N-E",""
"CUS-RBWM03-EM","CUSH-RBWMMC03C-E",""
"CUS-RBWM04-EM","CUSH-RBWMMC04M-E",""
"B-SFLP-EM8G","B-ESFBBLP-BULK",""
"SG-DA-EM100ML","",""
"FW-SBRDBL-EM","FW-SBRDBL-BULK",""
"FW-SBRDBR-EM","FW-SBRDBR-BULK",""
"FT-SBFT-EM","FT-SBFT-BULK",""
"FT-SBFTN2-EM","FT-SBFT-BULK",""
"REM-SBRMW-EM","REM-SBRMW-BULK",""
"REM-SBRMWN2-EM","REM-SBRMW-BULK",""
"SS-SBSP30N2-EM","SS-SBSP30-BULK",""
"SS-SBSP30-EM","SS-SBSP30-BULK",""
"KERT-ESOCA-EM","",""
"KERT-ESOCCC-EM","",""
"LB-SCJ-EM3.7GR","LB-SCJ-BULK",""
"LB-SLN-EM3.7GR","LB-SLN-BULK",""
"L-SM01E-EM2.3G","",""
"L-SM02U-EM2.3G","",""
"L-SM03F-EM2.3G","",""
"L-SM04L-EM2.3G","",""
"L-SM05F-EM2.3G","",""
"L-SM06R-EM2.3G","",""
"L-SM07G-EM2.3G","L-SM07G-BULK",""
"L-SM08G-EM2.3G","",""
"L-SM09H-EM2.3G","",""
"L-SM10B-EM2.3G","",""
"L-SM11B-EM2.3G","",""
"L-SM12C-EM2.3G","L-SM12C-BULK",""
"P-STA-EM","",""
"P-STB-EM","",""
"EB-SMUEMB-EM","EB-SMUEMB-BULK",""
"EB-SMUEMC-EM","EB-SMUEMC-BULK",""
"EB-SMUEMA-EM","EB-SMUEMA-BULK",""
"L-SMULGA-EM","L-SMULGA-BULK",""
"L-SMULGB-EM","L-SMULGB-BULK",""
"L-SMULMA-EM","L-SMULMA-BULK",""
"L-SMULMB-EM","L-SMULMB-BULK",""
"L-SMULMC-EM","L-SMULMC-BULK",""
"L-SMULMD-EM","L-SMULMD-BULK",""
"CON-SMULCC-EM","CON-SMULCC-BULK",""
"CON-SMULCA-EM","CON-SMULCA-BULK",""
"CON-SMULCB-EM","CON-SMULCB-BULK",""
"MASK-SMU-EM","MASK-SMU-BULK",""
"MASK-SLA-EM5GR","MASK-SLA-BULK",""
"FS-SR-EM60ML","",""
"LB-SR-EM4.2GR","L-LS-SR-BULK",""
"L-SR01PV-EM3.8GR","L-SRPV01-BULK",""
"L-SR02BB-EM3.8GR","L-SR02BB-BULK",""
"L-SR02CD-EM3.8GR","",""
"L-SR03CB-EM3.8GR","L-SRCB03-BULK",""
"L-SR04MM-EM3.8GR","L-SRMM04-BULK",""
"L-SR05PC-EM3.8GR","L-E37-BULK",""
"L-SR06PP-EM3.8GR","L-SR06PP-BULK",""
"L-SR07RS-EM3.8GR","L-SR07RS-BULK",""
"L-SR08PC-EM3.8GR","L-SR08PC-BULK",""
"L-SR09CS-EM3.8GR","L-SR09CS-BULK",""
"L-SR10CC-EM3.8GR","L-SR10CC-BULK",""
"L-SR11BS-EM3.8GR","L-EC2C30-BULK",""
"L-SR12BG-EM3.8GR","L-SR12BG-BULK",""
"L-SR13CC-EM","L-SR13CC-BULK",""
"L-SR14MB-EM","L-SR14MB-BULK",""
"L-SR15MC-EM","L-SR15MC-BULK",""
"L-SR16PD-EM","L-SR16PD-BULK",""
"L-SR17AF-EM","L-SR17AF-BULK",""
"SS-SBAT30-EM","SS-SBAT30-BULK",""
"SS-SB45-EM","SS-SB45-BULK",""
"SS-SB50-EM","SS-SB50-BULK",""
"SS-SBAS-EM","SS-SBAS-BULK",""
"SS-SB45N2-EM","SS-SB45-BULK",""
"M-SP-EM60ML","M-SP-BULK",""
"EM-0038-01","",""
"BUT-SB-EM100ML","",""
"P-SBA-EM","",""
"P-SBB-EM","",""
"EB-TABBL-EM","",""
"EB-TABBR-EM","",""
"FS-TAJ-EM","",""
"B-TBMCF1-EM","",""
"B-TBMCLB2-EM","",""
"B-TBMCA3-EM","",""
"B-TBMCE4-EM","",""
"B-TBMLPF1-EM","",""
"B-TBMLPLB2-EM","",""
"B-TBMLPA3-EM","",""
"B-TBMLPE4-EM","",""
"BBC-TBBC-EM","",""
"BBC-TBBL-EM","",""
"BBC-TBBN-EM","",""
"BP-T2BMIS-EM80ML","",""
"BP-T2BMSS-EM80ML","",""
"BP-T2BMPD-EM80ML","",""
"BP-T2BMRF-EM80ML","",""
"BSC-T2KW-EM100ML","",""
"BSC-T2PA-EM100ML","",""
"BSC-T2WM-EM100ML","",""
"HBL-T2KW-EM100ML","",""
"HBL-T2PA-EM100ML","",""
"HBL-T2WM-EM100ML","",""
"BO-TCLCPE-EM","",""
"BO-TCLCPI-EM","",""
"BO-TCLPBS-EM","",""
"BO-TCLPCB-EM","",""
"BO-TCLPCC-EM","",""
"BO-TCLPML-EM","",""
"BO-TCLPSC-EM","",""
"BO-TCLPVB-EM","",""
"TC-TCCB-EM","",""
"TC-TCCL-EM","",""
"TC-TCCM-EM","",""
"TC-TCCP-EM","",""
"L-T2CM01-EM5.5GR","",""
"L-T2CM02-EM5.5GR","",""
"L-T2CM03-EM5.5GR","",""
"L-T2CM04-EM5.5GR","",""
"L-T2CM05-EM5.5GR","",""
"L-T2CM06-EM5.5GR","",""
"L-T2CM07-EM5.5GR","",""
"CM-T2CML-EM50ML","",""
"L-TCMP1-EM","",""
"MUR-TDIS-EM","",""
"FW-T2DBR-EM60ML","",""
"EB-TDABL-EM","",""
"EB-TDABR-EM","",""
"FW-T2DBL-EM60ML","",""
"FT-TDTM-EM","",""
"EL-TEDCPBL-EM","",""
"EL-TEDCPBR-EM","",""
"EL-TEDCPDP-EM","",""
"EL-TEDPBL-EM","",""
"EL-TEDPB-EM","",""
"EL-TEDPBR-EM","",""
"EL-TEDPG-EM","",""
"EL-TEDPPP-EM","",""
"FM-TGS-EM","",""
"FM-T2MGT-EM60ML","",""
"L-TLSBN-EM","",""
"L-TLSCP-EM","",""
"L-TLSCR-EM","",""
"L-TLSWB-EM","",""
"REM-TMWDC-EM100ML","",""
"M-T2IAB-EM50ML","",""
"LB-TMFT01SQAD-EM","",""
"LB-TMFT02LQ-EM","",""
"LB-TMFT02LQAD-EM","",""
"LB-TMFT03PQ-EM","",""
"LB-TMFT03PQAD-EM","",""
"LB-TMFT04SQ-EM","",""
"LB-TMFT04SQAD-EM","",""
"LB-TMFT05DQ-EM","",""
"LB-TMFT05DQAD-EM","",""
"LB-TMFT06SQ-EM","",""
"LB-TMFT06SQAD-EM","",""
"LB-TMFT07IQ-EM","",""
"LB-TMFT08SQ-EM","",""
"LB-TMFT09PQ-EM","",""
"LB-TMFT10RQ-EM","",""
"NPOL-TWB01TT-EM","",""
"NPOL-TWB02BR-EM","",""
"NPOL-TWB03MB-EM","",""
"NPOL-TWB04YT-EM","",""
"NPOL-TWB05WS-EM","",""
"NPOL-TWB06WC-EM","",""
"NPOL-TWB07PC-EM","",""
"NPOL-TWB08CFF-EM","",""
"NPOL-TWB09FC-EM","",""
"L-TOSK01TMP-EM","",""
"L-TOSK02CR-EM","",""
"L-TOSK03PC-EM","",""
"L-TOSK04FP-EM","",""
"L-TOSK05CP-EM","",""
"L-TOSK06JJ-EM","",""
"L-TOSK07JB-EM","",""
"L-TOSK08FC-EM","",""
"L-TOSK09OS-EM","",""
"L-TOSK10PB-EM","",""
"L-TOUTF2-EM","",""
"L-TOUTP3-EM","",""
"L-TOUTS4-EM","",""
"ES-TPRPBS-EM","",""
"ES-T2PRPBK-EM3.3GR","",""
"ES-TPRPCB-EM","",""
"ES-T2PRPFD-EM3.3GR","",""
"ES-TPRPGI-EM","",""
"ES-TPRPNS-EM","",""
"ES-T2PRPPH-EM3.3GR","",""
"ES-TPRPPG-EM","",""
"ES-TPRPRP-EM","",""
"SG-TDA-EM","",""
"LB-T2SCJ-EM3.7GR","",""
"LB-T2SLN-EM3.7GR","",""
"L-TSM01E-EM","",""
"L-TSM02U-EM","",""
"L-TSM03F-EM","",""
"L-TSM04L-EM","",""
"L-TSM05F-EM","",""
"L-TSM06R-EM","",""
"MASK-TSLA-EM","",""
"FS-T2SR-EM60ML","",""
"LB-TSR-EM","",""
"L-TSR02CD-EM","",""
"L-TSR04MM-EM","",""
"M-T2SP-EM60ML","",""
"FT-TTBS-EM","",""
"EB-TTS-EM","",""
"CM-T2SDCO-EM60ML","",""
"FT-TWP-EM","",""
"L-TCEN2-EM","",""
"L-TCEP3-EM","",""
"L-TCCR5-EM","",""
"L-TCCF6-EM","",""
"L-TCSP7-EM","",""
"FT-TBS-EM50ML","FT-TBS-BULK",""
"EB-TS-EM2.9GR","EB-TS-01-RP-EM1,1GR",""
"","EB-TS-02-RP-EM1,1GR",""
"","EB-TS-03-BULK",""
"CM-SDCO-EM60ML","",""
"L-LLS01-EM","L-LLS01-BULK",""
"L-LLS02-EM","L-LLS02-BULK",""
"L-LLS03-EM","L-LLS03-BULK",""
"L-LLS04-EM","L-LLS04-BULK",""
"L-RLLS01-EM","L-LLS01-BULK",""
"L-RLLS02-EM","L-LLS02-BULK",""
"FT-WP-EM50ML","",""
"L-CEN2-EM3.8GR","",""
"L-CEP3-EM3.8GR","",""
"L-CSO4-EM3.8GR","",""
"L-CCR5-EM3.8GR","",""
"L-CCF6-EM3.8GR","",""
"L-CSP7-EM3.8GR","",""
"SS-SBAT30N2-EM","SS-SBAT30-BULK",""
"P-EFSLBPEGS-W","",""
"P-EFSLBPES-W","",""
"TC-W0EB4C1-W14GR","",""
"TC-W0ESPC2-W14GR","",""
"TC-W0ESBC3-W14GR","",""
"TC-W0ENC4-W14GR","",""
"TC-W0ECBC5-W14GR","",""
"EL-LB-MO1,8ML","",""
"ES-W1A-W4,2GR","ES-W1A01RNFS1,3-W",""
"","ES-W1A02RNFS1,3-W",""
"","ES-W1A3RNFS1,3W-W",""
"ES-W1B-W4,2GR","",""
"ES-W1C-W4,2GR","ES-W1C01RNFS1,3-W",""
"","ES-W1C02RNFS1,3-W",""
"","ES-W1C3RNFS1,3W-W",""
"ES-W1D-W4,2GR","",""
"ES-W1E-W4,2GR","ES-W1E01RNFS1,3-W",""
"","ES-W1E02RNFS1,3-W",""
"","ES-W1E3RNFS1,3W-W",""
"ES-W1F-W4,2GR","ES-W1F01RNFS1,3-W",""
"","ES-W1F02RNFS1,3-W",""
"","ES-W1F3RNFS1,3W-W",""
"ES-W1G-W4,2GR","ES-W1G01RNFS1,3-W",""
"","ES-W1G02RNFS1,3-W",""
"","ES-W1G3RNFS1,3W-W",""
"ES-W0H-W4,2GR","",""
"ES-W0I-W4,2GR","ES-W0I01RNFS1,3-W",""
"","ES-W0I02RNFS1,3-W",""
"ES-W0J-W4,2GR","",""
"ES-W0K-W4,2GR","ES-W1K01RNFS1,3-W",""
"","ES-W1K02RNFS1,3-W",""
"","ES-W1K3RNFS1,3-W",""
"ES-W0L-W4,2GR","ES-W1L01RNFS1,3-W",""
"","ES-W1L02RNFS1,3-W",""
"","ES-W1L3RNFS1,3-W",""
"ES-W0M-W4,2GR","ES-W0M01RNFS1,3-W",""
"","ES-W0M02RNFS1,3-W",""
"","ES-W0M3RNFS1,3-W",""
"ES-W0N-W4,2GR","ES-W0N01RNFS1,3-W",""
"","ES-W0N02RNFS1,3-W",""
"","ES-W0N3RNFS1,3-W",""
"ES-ECL-W4.2GR","",""
"ES-EPS-W4.2GR","",""
"MUP-NMFMU-WBH","",""
"MUP-NMFMUHR-WBH","",""
"MUP-NMFMUHJ-WBH","",""
"FTR-NMFACTW-WBH","",""
"FTR-NMFACNS-WBH","",""
"FTR-NMFAGTW-WBH","",""
"FTR-NMFWSS-WBH","",""
"P-FCLS-W","",""
"P-FHRS-W","",""
"FTR-NMFLS-WBH","",""
"FTR-NMFLSTW-WBH","",""
"FTR-NMFNDS-WBH","",""
"FTR-NMFNDTW-WBH","",""
"FTR-NMFAAGS-WBH","",""
"FW-D14-Z60ML","FW-SB-BULK",""
"FTR-NMFWSTW-WBH","",""
"P-CD2-W","",""
"GWP-HSHT-P","",""
"MY-GWPWRD-W","",""
"ES-GPGO-W2","",""
"ES-GPSI-W2","",""
"P-GEL20-W","",""
"P-GWSL20-W","",""
"MUP-NMHRD-WBH","",""
"HT-P1A1-P200D","",""
"HT-P1G-P2","HT-G-BULK",""
"HT-P1G-P200","HT-G-BULK",""
"HT-P1G-P200D","HT-G-BULK",""
"HT-P1G-P450","HT-G-BULK",""
"HT-P1Y1-P2","HT-Y1-BULK",""
"HT-P1Y1-P200","HT-Y1-BULK",""
"HT-P1Y1-P200D","HT-Y1-BULK",""
"HT-P1Y1-P450","HT-Y1-BULK",""
"HT-P1G1-P2","HT-G1-BULK",""
"HT-P1G1-P200","HT-G1-BULK",""
"HT-P1G1-P200D","HT-G1-BULK",""
"HT-P1G1-P450","HT-G1-BULK",""
"HT-P1G1-P5","HT-G1-BULK",""
"HT-P1SEL2-P200D","HT-SPAEL-BULK",""
"HT-P1SEL2-P450","HT-SPAEL-BULK",""
"HT-P1SRL-P200D","HT-SPARL-BULK",""
"HT-P1SRL-P450","HT-SPARL-BULK",""
"HW-DC20-P","",""
"MUP-NMHJD-WBH","",""
"CLC-CCS1.10NBB-IX100","",""
"CLC-CCS2NDB-IX100ML","",""
"CLC-CCS3NDBR-IX100ML","",""
"CLC-CCS4NB-IX100ML","",""
"CLC-CCS4.5MB-IX100ML","",""
"CLC-CCS4.62RVB-IX100","",""
"CLC-CCS5NLB-IX100ML","",""
"CLC-CCS5.2LVB-IX100M","",""
"CLC-CCS5.33IGLB-IX10","",""
"CLC-CCS5.4LCB-IX100M","",""
"CLC-CCS5.5LMB-IX100M","",""
"CLC-CCS5.56LRMB-IX10","",""
"CLC-CCS5.6LRB-IX100M","",""
"CLC-CCS5.73LAB-IX100","",""
"CLC-CCS6NDBL-IX100ML","",""
"CLC-CCS6003DWNB-IX10","",""
"CLC-CCS6.01DANB-IX10","",""
"CLC-CCS6.03SNDB-IX10","",""
"CLC-CCS6.11DMB-IX100","",""
"CLC-CCS6.2DVB-IX100M","",""
"CLC-CCS6.3DGB-IX100M","",""
"CLC-CCS6.32DBB-IX100","",""
"CLC-CCS6.35DCB-IX100","",""
"CLC-CCS6.4DCB-IX100M","",""
"CLC-CCS6.43DCGB-IX10","",""
"CLC-CCS6.5DMB-IX100M","",""
"CLC-CCS6.6DRB-IX100M","",""
"CLC-CCS7NBL-IX100ML","",""
"CLC-CCS7.01ANB-IX100","",""
"CLC-CCS7.03SNB-IX100","",""
"CLC-CCS7.3GB-IX100ML","",""
"CLC-CCS7.32BB-IX100M","",""
"CLC-CCS7.33IGB-IX100","",""
"CLC-CCS7.35CB-IX100M","",""
"CLC-CCS7.43CGB-IX100","",""
"CLC-CCS7.44ICB-IX100","",""
"CLC-CCS7.66IRB-IX100","",""
"CLC-CCS7.73AB-IX100M","",""
"CLC-CCS7.8CB-IX100ML","",""
"CLC-CCS8NLBL-IX100ML","",""
"CLC-CCS8.11LMB-IX100","",""
"CLC-CCS8.3LGB-IX100M","",""
"CLC-CCS8.35LCB-IX100","",""
"CLC-CCS8.43LCGB-IX10","",""
"CLD-CCA40V-IX150ML","",""
"CLD-CCA10V-IX150ML","",""
"CLD-CCA20V-IX150ML","",""
"CLD-CCA30V-IX150ML","",""
"CLD-CCA40V-IX1000ML","",""
"CLD-CCA10V-IX1000ML","",""
"CLD-CCA20V-IX1000ML","",""
"CLD-CCA30V-IX1000ML","",""
"HC-GD-IX240ML","",""
"HC-GD-IX750ML","",""
"S-GD-IX240ML","",""
"S-GD-IX750ML","",""
"HCB-GD-IX250ML","",""
"HCB-GD-IX500ML","",""
"HCB-PCC-IX250ML","",""
"HCB-PCC-IX500ML","",""
"HCB-PPC-IX250ML","",""
"HCB-PPC-IX500ML","",""
"HCB-PSP-IX250ML","",""
"HCB-PSP-IX500ML","",""
"HCB-PVA-IX250ML","",""
"HCB-PVA-IX500ML","",""
"HC-PBCA-IX240ML","",""
"HC-PBCA-IX750ML","",""
"LSP-PBCACS-IX240ML","",""
"S-PBCA-IX240ML","",""
"S-PBCA-IX750ML","",""
"HC-PCB-IX240ML","",""
"HC-PCB-IX750ML","",""
"HM-PCB-IX250ML","",""
"HM-PCB-IX500ML","",""
"LSP-PCB-IX240ML","",""
"S-PCB-IX240ML","",""
"S-PCB-IX750ML","",""
"HSM-PCBSS-IX33ML","",""
"HC-PD-IX240ML","",""
"HC-PD-IX750ML","",""
"S-PD-IX240ML","",""
"S-PD-IX750ML","",""
"HT-PD-IX240ML","",""
"HC-PISM-IX240ML","",""
"HC-PISM-IX750ML","",""
"LCL-PISM-IX125ML","",""
"LSP-PISMCS-IX240ML","",""
"HM-PISM-IX250ML","",""
"HM-PISM-IX500ML","",""
"LSC-PISMLO-IX33ML","",""
"S-PISM-IX240ML","",""
"S-PISM-IX750ML","",""
"HC-PIST-IX240ML","",""
"HC-PIST-IX750ML","",""
"HM-PIST-IX250ML","",""
"HM-PIST-IX500ML","",""
"LSC-PIST-IX33ML","",""
"S-PIST-IX240ML","",""
"S-PIST-IX750ML","",""
"HT-PIST-IX240ML","",""
"HC-PTC-IX240ML","",""
"HC-PTC-IX750ML","",""
"HM-PTC-IX250ML","",""
"HM-PTC-IX500ML","",""
"LSP-PTCRS-IX240ML","",""
"S-PTC-IX240ML","",""
"S-PTC-IX750ML","",""
"LSC-PTCVS-IX33ML","",""
"P-SCPNLN-IX","",""
"P-SCPNLR-IX","",""
"P-SCPNLS-IX","",""
"HC-SPAE-IX240ML","",""
"HC-SPAE-IX750ML","",""
"S-SPAE-IX240ML","",""
"S-SPAE-IX750ML","",""
"HCB-SPAE-IX250ML","",""
"HCB-SPAE-IX500ML","",""
"N-SSNC-IX360ML","",""
"N-SSNC-IX500ML","",""
"LU-SSSCN-IX250ML","",""
"LU-SSSCR-IX250ML","",""
"LU-SSSCS-IX250ML","",""
"LU-SSSCN-IX500ML","",""
"LU-SSSCR-IX500ML","",""
"LU-SSSCS-IX500ML","",""
"P-SCPNLN-IX2X100ML","",""
"P-SCPNLR-IX2X100ML","",""
"P-SCPNLS-IX2X100ML","",""
"EB-IPBB3M01-W","",""
"EB-IPBB3M02-W","EB-IPB3M02-BULK",""
"BO-IPBCBBC01-W","",""
"BO-IPBCBBC02-W","",""
"L-IPBGC01-W","L-IPGC01-BULK",""
"L-IPBGC02-W","L-IPGC02-BULK",""
"L-IPBGC03-W","",""
"L-IPBMLMP01-W","L-IPMLMP01-BULK",""
"L-IPBMLMP02-W","L-IPMLMP02-BULK",""
"L-IPBMLMP06-W","L-IPMLMP06-BULK",""
"L-IPBMLMP07-W","L-IPMLMP07-BULK",""
"L-IPBMLMP08-W","",""
"L-IPBMLMP09-W","",""
"CUS-IPBB11-W","",""
"CUS-IPBB12-W","",""
"CUS-IPBB13-W","",""
"CUS-IPBB14-W","",""
"EB-RIPB3M01-W","",""
"EB-IPB3M01-W5.5G","EB-IPB3M01-BULK",""
"EB-IPB3M02-W5.5G","EB-IPB3M02-BULK",""
"EB-RIPB3M02-W","",""
"EB-IPEM01-W","INSP-BBP01TBWR0-X",""
"EB-IPEM02-W","INSP-BBP02ABWR0-X",""
"P-IPBGA-W","",""
"P-IPBGB-W","",""
"P-IPBGC-W","",""
"P-IPBGD-W","",""
"PRM-RRIPSP-W","PRM-RRIPSP-BULK",""
"EB-RIPBA-W","EB-RIPBA-BULK",""
"EB-RIPBB-W","EB-RIPBB-BULK",""
"EB-IPEM03-W","EB-IPEM03-BULK",""
"EB-IPEM04-W","",""
"EB-IPEM05-W","",""
"EB-RIPEM01-W","EB-RIPEM01-BULK",""
"EB-RIPEM02-W","EB-RIPEM02-BULK",""
